osmid,name,highway,oneway,reversed,length,geometry,lanes,tunnel,maxspeed,junction,ref
"[51183024, 46761341]","['Calle Teso del Hospital Viejo', 'Calle Río Tormes']",residential,False,False,246.33999999999997,"LINESTRING (-4.7045872 40.6543318, -4.7046066 40.6542572, -4.7049032 40.6539632, -4.7049057 40.6539354, -4.7048797 40.6539116, -4.703397 40.6532592, -4.7029405 40.6530398)",,,,,
374978229,Paseo del Rastro,residential,False,False,37.72,"LINESTRING (-4.7045872 40.6543318, -4.7046528 40.6543246, -4.7047347 40.6543379, -4.7049964 40.6544446)",2,,,,
374978229,Paseo del Rastro,residential,False,True,127.56400000000001,"LINESTRING (-4.7045872 40.6543318, -4.7045415 40.6543618, -4.7045139 40.6544304, -4.7044142 40.6549319, -4.7043925 40.6549694, -4.70433 40.6550072, -4.7042429 40.6550329, -4.7039248 40.6549905, -4.7037892 40.6549697)",2,,,,
"[772508904, 374978229]",Paseo del Rastro,residential,False,False,65.812,"LINESTRING (-4.7030246 40.6548521, -4.7031237 40.6548673, -4.7034569 40.6549186, -4.7037892 40.6549697)",2,,,,
772508905,Paseo del Rastro,residential,False,True,180.219,"LINESTRING (-4.7030246 40.6548521, -4.7028015 40.6548036, -4.7024329 40.6547247, -4.7021687 40.6546617, -4.7018531 40.6545865, -4.701078 40.6543753, -4.7009928 40.6543534)",2,,,,
"[50900488, 714960530, 51167766, 50900487]","['Plaza de Claudio Sánchez Albornoz', 'Plaza de Santa Teresa', 'Plaza del Ejército']",residential,True,False,214.62099999999998,"LINESTRING (-4.696901 40.6542502, -4.6968509 40.6542389, -4.6966593 40.6541971, -4.6963391 40.6541222, -4.696171 40.6540701, -4.6957108 40.6539896, -4.6956608 40.6539799, -4.6955857 40.6539699, -4.6953683 40.6539548, -4.6950447 40.653932, -4.6947846 40.6539385, -4.6944141 40.6539652)",2,yes,20,,
51165905,Calle de Nuestra Señora de Sonsoles,residential,False,True,64.61,"LINESTRING (-4.696901 40.6542502, -4.6969231 40.6541934, -4.6969878 40.6539559, -4.6970287 40.6538246, -4.6970785 40.6537572, -4.6971472 40.6537149)",,,,,
51183022,Calle Francisco Gallego,residential,False,False,8.576,"LINESTRING (-4.6991517 40.6536591, -4.6992489 40.6536817)",,,,,
51168037,Bajada del Peregrino,residential,False,True,170.32600000000002,"LINESTRING (-4.6991517 40.6536591, -4.698776 40.6537011, -4.698426 40.6537214, -4.6978281 40.6537544, -4.6976723 40.6537478, -4.6973679 40.6537027, -4.6972443 40.6537004, -4.6971472 40.6537149)",,,,,
450025411,Calle Francisco Gallego,residential,False,True,53.833,"LINESTRING (-4.6991517 40.6536591, -4.6988789 40.653531, -4.6986091 40.6534043)",,,,,
51183022,Calle Francisco Gallego,residential,False,True,8.576,"LINESTRING (-4.6992489 40.6536817, -4.6991517 40.6536591)",,,,,
49948583,Plaza de la Casa del Pueblo,residential,False,True,59.045,"LINESTRING (-4.6992489 40.6536817, -4.699354 40.6535141, -4.699808 40.65354)",,,,,
51183022,Calle Francisco Gallego,residential,False,False,166.252,"LINESTRING (-4.6992489 40.6536817, -4.6993262 40.6537074, -4.6996247 40.6538065, -4.7002894 40.6540668, -4.7005961 40.6541805, -4.700912 40.6542743, -4.7009928 40.6543534)",,,,,
"[395310790, 50825430, 395310791]",Puerta del Rastro,residential,True,False,25.076999999999998,"LINESTRING (-4.7009928 40.6543534, -4.7009818 40.6544123, -4.7009731 40.6544502, -4.7009666 40.6544782, -4.7009335 40.6545741)",1,building_passage,30,,
51183022,Calle Francisco Gallego,residential,False,True,166.252,"LINESTRING (-4.7009928 40.6543534, -4.700912 40.6542743, -4.7005961 40.6541805, -4.7002894 40.6540668, -4.6996247 40.6538065, -4.6993262 40.6537074, -4.6992489 40.6536817)",,,,,
772508905,Paseo del Rastro,residential,False,False,180.219,"LINESTRING (-4.7009928 40.6543534, -4.701078 40.6543753, -4.7018531 40.6545865, -4.7021687 40.6546617, -4.7024329 40.6547247, -4.7028015 40.6548036, -4.7030246 40.6548521)",2,,,,
50906824,Carretera de Burgohondo,tertiary,True,False,7.129,"LINESTRING (-4.7055601 40.6535469, -4.7055158 40.6534923)",1,,,,
46761348,,tertiary,True,False,14.54,"LINESTRING (-4.7053767 40.6533263, -4.7053512 40.6532855, -4.7052846 40.6532164)",,,30,roundabout,
46761348,,tertiary,True,False,6.127,"LINESTRING (-4.7052846 40.6532164, -4.7052528 40.6532087, -4.7052136 40.6532073)",,,30,roundabout,
46761348,,tertiary,True,False,12.844000000000001,"LINESTRING (-4.7052136 40.6532073, -4.7051256 40.6532297, -4.7050938 40.6532678)",,,30,roundabout,
46620523,Calle Solís,residential,True,False,123.549,"LINESTRING (-4.6943258 40.6579694, -4.6943813 40.6590797)",,,,,
49899605,Avenida de Madrid,trunk,False,False,26.5,"LINESTRING (-4.6943258 40.6579694, -4.694638 40.6579959)",,,50,,N-110a
