osmid,oneway,name,highway,reversed,length,geometry,maxspeed,ref,junction,lanes,tunnel
46873909,False,Carrer de Ramón y Cajal,tertiary,True,19.265,"LINESTRING (-0.4685769 39.4378312, -0.468799 39.4378556)",,,,,
730899385,True,Carrer del Canonge Gisbert,tertiary,False,24.426,"LINESTRING (-0.4685769 39.4378312, -0.4687651 39.4379959)",,,,,
46873909,False,Carrer de Ramón y Cajal,tertiary,False,29.633,"LINESTRING (-0.4685769 39.4378312, -0.4684599 39.4377949, -0.4682617 39.437723)",,,,,
46873909,False,Carrer de Ramón y Cajal,tertiary,True,34.203,"LINESTRING (-0.4679027 39.4375898, -0.4682617 39.437723)",,,,,
26216516,False,Carrer del Músic José María Merino,residential,False,64.911,"LINESTRING (-0.4679027 39.4375898, -0.4679394 39.4374997, -0.4681147 39.4370295)",20,,,,
46873909,False,Carrer de Ramón y Cajal,tertiary,False,104.84700000000001,"LINESTRING (-0.4679027 39.4375898, -0.4671445 39.4373257, -0.4667835 39.4372135)",,,,,
46873909,False,Carrer de Ramón y Cajal,tertiary,False,35.187,"LINESTRING (-0.4662829 39.4370457, -0.465902 39.4369291)",,,,,
46873909,False,Carrer de Ramón y Cajal,tertiary,True,46.865,"LINESTRING (-0.4662829 39.4370457, -0.4667835 39.4372135)",,,,,
23384146,True,,tertiary,False,35.059,"LINESTRING (-0.4653981 39.4367051, -0.4653524 39.436871, -0.465335 39.4368956, -0.465212 39.436965)",,,,,
630170183,True,Plaça del Bisbe Benlloch,tertiary,False,18.534,"LINESTRING (-0.4653981 39.4367051, -0.4654181 39.4367397, -0.4654554 39.4367774, -0.4654968 39.4367989, -0.4655418 39.4368239)",,,,,
26301573,True,Carrer de Sant Tomàs,residential,False,42.009,"LINESTRING (-0.4629016 39.4400419, -0.4625072 39.4398184)",,,,,
142780428,False,Carrer del Doctor Gómez Ferrer,tertiary,False,10.842,"LINESTRING (-0.4629016 39.4400419, -0.4628854 39.4401386)",40,,,,
142780428,False,Carrer del Doctor Gómez Ferrer,tertiary,True,99.26400000000001,"LINESTRING (-0.4629016 39.4400419, -0.4629605 39.4399355, -0.4635554 39.4393089)",40,,,,
26307728,True,Carrer Abastidors,residential,False,71.43700000000001,"LINESTRING (-0.4647756 39.4374886, -0.4651512 39.4376049, -0.4649998 39.4379134)",,,,,
142780428,False,Carrer del Doctor Gómez Ferrer,tertiary,False,33.933,"LINESTRING (-0.4647756 39.4374886, -0.4646467 39.4377147, -0.4646164 39.4377679)",40,,,,
"[243045120, 142780428]",False,Carrer del Doctor Gómez Ferrer,tertiary,True,70.576,"LINESTRING (-0.4647756 39.4374886, -0.4648023 39.4374417, -0.464882 39.4372997, -0.4650046 39.4371089, -0.4651145 39.4370241, -0.465212 39.436965)",40,,,,
26307181,True,Carrer d'Alaquàs,residential,False,74.28,"LINESTRING (-0.4697366 39.4383174, -0.4693896 39.4389293)",,,,,
23384159,False,Carrer del Canonge Gisbert,tertiary,False,72.065,"LINESTRING (-0.4697366 39.4383174, -0.4704359 39.4385451, -0.4705137 39.4385603)",,,,,
23384159,False,Carrer del Canonge Gisbert,tertiary,True,90.796,"LINESTRING (-0.4697366 39.4383174, -0.4688821 39.4380407, -0.4688436 39.4380282, -0.4687651 39.4379959)",,,,,
23384159,False,Carrer del Canonge Gisbert,tertiary,True,72.065,"LINESTRING (-0.4705137 39.4385603, -0.4704359 39.4385451, -0.4697366 39.4383174)",,,,,
1206620364,True,,tertiary,False,7.642999999999999,"LINESTRING (-0.4705137 39.4385603, -0.470511 39.4385654, -0.4705095 39.4385812, -0.4705145 39.4385965, -0.4705256 39.4386098, -0.4705415 39.4386197)",50,CV-4051,roundabout,,
44889724,False,Carrer del Mas del Jutge,tertiary,True,60.415,"LINESTRING (-0.4713369 39.4385822, -0.4707528 39.4385907, -0.4706335 39.438592)",,CV-4115,,,
23384183,True,Avinguda Al Vedat,tertiary,False,57.295,"LINESTRING (-0.4680441 39.4351571, -0.4685543 39.4348251)",30,,,1,
149539502,True,Carrer de Valentin Planells,residential,False,76.118,"LINESTRING (-0.4680441 39.4351571, -0.4685816 39.4357014)",,,,,
23384183,True,Avinguda Al Vedat,tertiary,False,56.439,"LINESTRING (-0.4691401 39.4344448, -0.4696451 39.43412)",30,,,1,
26190179,True,Carrer del Doctor Francesc Roselló,residential,False,97.964,"LINESTRING (-0.4691401 39.4344448, -0.4698767 39.4351175)",,,,,
