osmid,ref,highway,oneway,reversed,length,name,geometry,bridge,access,maxspeed,junction,tunnel,lanes
37342069,"C-250a, Carrer Marina",tertiary,False,False,33.055,,"LINESTRING (2.8788427 41.8894284, 2.8790883 41.889194)",,,,,,
581408472,C-250,tertiary,False,False,132.213,Carretera Provincial,"LINESTRING (2.8788427 41.8894284, 2.878321 41.8896255, 2.8781794 41.8896571, 2.8780449 41.8896853, 2.8779002 41.8897062, 2.8777596 41.8897133, 2.8773241 41.8897328)",,,,,,
42388762,,tertiary,False,False,48.263,Carrer Germà Agustí,"LINESTRING (2.872372 41.884761, 2.8720144 41.8844182)",,,,,,
327380160,,residential,False,True,126.907,Carrer de la Sinia,"LINESTRING (2.872372 41.884761, 2.8712016 41.8854981)",,,,,,
42388762,,tertiary,False,True,62.916,Carrer Germà Agustí,"LINESTRING (2.872372 41.884761, 2.87267 41.885028, 2.872833 41.8851626, 2.8728677 41.8851897)",,,,,,
77011628,,residential,False,False,60.607,Carrer Músic Coll,"LINESTRING (2.8750081 41.8897391, 2.8750775 41.8902817)",,,,,,
946062766,C-250,tertiary,False,False,79.45,Carretera Provincial,"LINESTRING (2.8750081 41.8897391, 2.8740486 41.8897572)",,,,,,
1250192458,,residential,False,True,66.593,Carrer Músic Coll,"LINESTRING (2.8750081 41.8897391, 2.8748724 41.8891488)",,,,,,
1250192459,C-250,tertiary,False,True,83.973,Carretera Provincial,"LINESTRING (2.8750081 41.8897391, 2.8760225 41.8897319)",,,,,,
64864183,,residential,True,False,43.398,Carrer del Molí,"LINESTRING (2.8743517 41.8891943, 2.8748724 41.8891488)",,,,,,
266408095,,residential,False,True,37.111,Baixada Mossen Jacint Verdaguer,"LINESTRING (2.8743517 41.8891943, 2.8743345 41.8888608)",,,,,,
1250192459,C-250,tertiary,False,False,83.973,Carretera Provincial,"LINESTRING (2.8760225 41.8897319, 2.8750081 41.8897391)",,,,,,
"[701009416, 701009417, 77011618]",,residential,False,False,153.134,Carrer del Castell,"LINESTRING (2.8760225 41.8897319, 2.8762696 41.8899388, 2.8765521 41.890134, 2.8766929 41.8902314, 2.8769459 41.8904377, 2.8773101 41.8907194)",yes,,,,,
"[581408472, 1250192459]",C-250,tertiary,False,True,107.747,Carretera Provincial,"LINESTRING (2.8760225 41.8897319, 2.8769032 41.8897366, 2.8773241 41.8897328)",,,,,,
1250192458,,residential,False,False,66.593,Carrer Músic Coll,"LINESTRING (2.8748724 41.8891488, 2.8750081 41.8897391)",,,,,,
77011646,,residential,True,False,46.672,Carrer del Molí,"LINESTRING (2.8748724 41.8891488, 2.8752875 41.8890816, 2.8754221 41.8890557)",,,,,,
373586588,,residential,False,False,38.36,Carrer de Roscada,"LINESTRING (2.8745125 41.8879701, 2.8740919 41.8878253)",,permissive,,,,
373586588,,residential,False,True,26.854,Carrer de Roscada,"LINESTRING (2.8745125 41.8879701, 2.8746538 41.8879805, 2.8748303 41.8879462)",,permissive,,,,
64864182,,residential,True,False,59.120000000000005,Carrer d'Avall,"LINESTRING (2.8741777 41.8873009, 2.87415 41.8875698, 2.8741306 41.8877584, 2.8740919 41.8878253)",,,,,,
76978047,,residential,False,False,36.116,Carrer del Rey J. Bosch,"LINESTRING (2.8741777 41.8873009, 2.8744163 41.8871837, 2.8745496 41.8871318)",,,,,,
64864183,,residential,True,False,11.351,Carrer del Molí,"LINESTRING (2.8702838 41.8902452, 2.870315 41.8901458)",,,,,,
37342071,C-250,tertiary,False,True,219.074,Carretera Provincial,"LINESTRING (2.8702838 41.8902452, 2.870985 41.889998, 2.8718729 41.8898125, 2.87264 41.88978, 2.8728198 41.8897716)",,,,,,
64864183,,residential,True,False,121.58200000000001,Carrer del Molí,"LINESTRING (2.8726707 41.8891266, 2.8735107 41.8891678, 2.8740196 41.8892268, 2.8741302 41.8892396)",,,,,,
808041064,,residential,True,False,87.352,Carrer Germà Agustí,"LINESTRING (2.8736427 41.8858829, 2.8729592 41.8852844)",,,30,,,
72684548,,tertiary,False,False,47.342000000000006,Passeig del ferrocarril,"LINESTRING (2.8692988 41.8863369, 2.869691 41.8862511, 2.8698471 41.8862159)",,,,,,
72684548,,tertiary,False,True,35.805,Passeig del ferrocarril,"LINESTRING (2.8692988 41.8863369, 2.868991 41.8863842, 2.868878 41.8864101)",,,,,,
1064399571,,residential,False,True,30.762,Carrer de Rosa Sensat,"LINESTRING (2.8692988 41.8863369, 2.8692588 41.8862971, 2.8692165 41.8862551, 2.8690655 41.8861217)",,,,,,
72684548,,tertiary,False,True,125.631,Passeig del ferrocarril,"LINESTRING (2.8728924 41.8852955, 2.872399 41.8855698, 2.8722937 41.8856117, 2.8720586 41.8856813, 2.8719959 41.8856969, 2.8715584 41.8858104)",,,,,,
72684549,,tertiary,True,False,14.42,,"LINESTRING (2.8728924 41.8852955, 2.8728559 41.885279, 2.8728375 41.8852502, 2.8728434 41.8852186, 2.8728677 41.8851897)",,,,roundabout,,
42388762,,tertiary,False,False,62.916,Carrer Germà Agustí,"LINESTRING (2.8728677 41.8851897, 2.872833 41.8851626, 2.87267 41.885028, 2.872372 41.884761)",,,,,,
946062760,,tertiary,True,False,8.113,,"LINESTRING (2.8728677 41.8851897, 2.8729187 41.8851864, 2.8729626 41.8851985)",,,,roundabout,,
72684542,,tertiary,True,False,7.35,,"LINESTRING (2.868878 41.8864101, 2.8688797 41.8864321, 2.8688745 41.8864538, 2.8688627 41.886474)",,,,roundabout,,
72684548,,tertiary,False,False,35.805,Passeig del ferrocarril,"LINESTRING (2.868878 41.8864101, 2.868991 41.8863842, 2.8692988 41.8863369)",,,,,,
72684549,,tertiary,True,False,5.8309999999999995,,"LINESTRING (2.8729592 41.8852844, 2.8729276 41.885296, 2.8728924 41.8852955)",,,,roundabout,,
72684542,,tertiary,True,False,24.594000000000005,,"LINESTRING (2.8686492 41.8863723, 2.8686849 41.8863468, 2.868731 41.8863334, 2.8687805 41.8863342, 2.8688258 41.8863491, 2.8688601 41.8863757, 2.868878 41.8864101)",,,,roundabout,,
