osmid,oneway,highway,reversed,length,geometry,lanes,ref,name,maxspeed,bridge,junction,tunnel,access
32532457,True,motorway_link,False,319.98100000000005,"LINESTRING (-2.0171597 43.2655065, -2.0170032 43.2660526, -2.0169354 43.2663628, -2.0168706 43.2667503, -2.0168311 43.2670651, -2.0168141 43.2671531, -2.0167801 43.267252, -2.0167348 43.2673702, -2.0166707 43.2674924, -2.0166386 43.2675762, -2.0166273 43.2676628, -2.0166198 43.2677562, -2.0165915 43.2680873, -2.0165782 43.2681752, -2.0165338 43.2682365, -2.0164801 43.2682783, -2.0164382 43.2683051)",,,,,,,,
"[22715897, 32541317, 27446431]",True,motorway,False,503.29,"LINESTRING (-2.0171597 43.2655065, -2.01713 43.2656898, -2.0170884 43.2659249, -2.0170541 43.2662082, -2.0170359 43.2663666, -2.0170049 43.266754, -2.016986 43.2671584, -2.0169568 43.2675129, -2.0169057 43.2678748, -2.0168217 43.2683295, -2.0167815 43.2685475, -2.0166618 43.2691305, -2.0166116 43.2694564, -2.0165407 43.2700074)",2,N-I,"['Iparraldeko autobia', 'Iparraldeko autobia / Autovía del Norte']",80,yes,,,
32532458,True,residential,False,8.131,"LINESTRING (-2.0164382 43.2683051, -2.0163965 43.2682902, -2.0163431 43.2682845)",,,,,,roundabout,,
32532458,True,residential,False,41.751,"LINESTRING (-2.0163431 43.2682845, -2.0162884 43.2682926, -2.0162459 43.2683106, -2.0162178 43.268332, -2.0161914 43.2683723, -2.0161869 43.2684118, -2.0161939 43.2684373, -2.0162221 43.2684753, -2.0162488 43.2684943, -2.0162924 43.2685117, -2.0163296 43.268518, -2.0163635 43.2685195)",,,,,,roundabout,,
32870288,False,residential,False,13.501000000000001,"LINESTRING (-2.0163431 43.2682845, -2.0163394 43.268222, -2.0163198 43.2681649)",,,Loidi kalea,,,,,
32532458,True,residential,False,13.782,"LINESTRING (-2.0165091 43.2684125, -2.0165076 43.2683941, -2.0164975 43.2683601, -2.0164725 43.2683283, -2.0164382 43.2683051)",,,,,,roundabout,,
32532459,False,residential,False,66.54599999999999,"LINESTRING (-2.0165091 43.2684125, -2.0167273 43.2684212, -2.0170933 43.2684555, -2.0172065 43.268472, -2.0172801 43.2684967, -2.0172931 43.2685226)",,,,,,,,
32532460,True,residential,False,12.495000000000001,"LINESTRING (-2.0175364 43.2686477, -2.0175544 43.2686173, -2.0175593 43.2685904, -2.0175557 43.2685656, -2.0175431 43.26854)",,,,,,roundabout,,
32724670,False,residential,False,101.08,"LINESTRING (-2.0175364 43.2686477, -2.0176523 43.2686332, -2.0178029 43.2686517, -2.0179174 43.2686826, -2.0180722 43.2687722, -2.0184285 43.2690023, -2.018575 43.2690809)",,,Adarra kalea,,,,,
32532460,True,residential,False,24.340999999999998,"LINESTRING (-2.0175431 43.26854, -2.0175268 43.2685215, -2.0175026 43.2685038, -2.0174742 43.2684908, -2.0174389 43.2684821, -2.0173877 43.2684809, -2.0173372 43.268493, -2.0172981 43.2685151, -2.0172931 43.2685226)",,,,,,roundabout,,
"[162754624, 186144969]",False,residential,True,246.54899999999998,"LINESTRING (-2.0175431 43.26854, -2.0176103 43.2685286, -2.0177028 43.2685258, -2.0178079 43.2684876, -2.0178529 43.2684502, -2.0178867 43.268422, -2.0179818 43.2683646, -2.0180744 43.2683182, -2.0181544 43.2682826, -2.0182783 43.2682416, -2.0183946 43.2682152, -2.0185072 43.2681997, -2.0186385 43.2681934, -2.0187349 43.2681943, -2.0189213 43.2682143, -2.0191076 43.2682371, -2.019216 43.2682511, -2.01932 43.2682432, -2.0193948 43.2682259, -2.0194517 43.2682031, -2.0194856 43.2681698, -2.0194289 43.2680305, -2.0192185 43.2678096, -2.0190127 43.2675989)",,,"['Kalbario bidea', 'Beko bidea']",,,,,
32532460,True,residential,False,15.34,"LINESTRING (-2.0173712 43.2686958, -2.0174281 43.2686983, -2.0174779 43.268687, -2.0175112 43.2686699, -2.0175364 43.2686477)",,,,,,roundabout,,
32724669,False,residential,True,189.06899999999996,"LINESTRING (-2.0173712 43.2686958, -2.0173555 43.2687088, -2.0173055 43.2687786, -2.0172596 43.2688644, -2.0172396 43.2689328, -2.0172256 43.2690143, -2.0172097 43.2691263, -2.0171917 43.2693081, -2.0171497 43.2697255, -2.0171138 43.2701983, -2.0171377 43.2703525, -2.0171411 43.2703704)",,,Sasoeta ibilbidea,,,,,
32532459,False,residential,True,66.546,"LINESTRING (-2.0172931 43.2685226, -2.0172801 43.2684967, -2.0172065 43.268472, -2.0170933 43.2684555, -2.0167273 43.2684212, -2.0165091 43.2684125)",,,,,,,,
32532460,True,residential,False,24.148,"LINESTRING (-2.0172931 43.2685226, -2.0172716 43.2685441, -2.0172581 43.2685867, -2.0172623 43.2686156, -2.0172871 43.2686543, -2.017321 43.2686788, -2.0173712 43.2686958)",,,,,,roundabout,,
32532710,True,secondary,False,26.244000000000003,"LINESTRING (-2.017952 43.2728194, -2.0178519 43.2728065, -2.0177316 43.2728339, -2.0176625 43.2728829)",,,,,,roundabout,,
