osmid,oneway,lanes,name,highway,reversed,length,geometry,maxspeed,junction,access,tunnel
8030442,True,2,Paseo de la Chopera,primary,False,2.943,"LINESTRING (-3.6387755 40.5391758, -3.6387611 40.5391517)",,,,
31690224,True,1,Paseo de la Chopera,residential,False,12.612,"LINESTRING (-3.6387755 40.5391758, -3.6387478 40.53919, -3.6387277 40.5392055, -3.6387155 40.5392223, -3.6387109 40.5392393, -3.638712 40.539269)",,,,
31690226,True,1,Paseo de la Chopera,residential,False,11.196,"LINESTRING (-3.638833 40.539467, -3.638875 40.5394544, -3.6389165 40.5394345, -3.6389459 40.5394159)",,,,
31690228,True,2,Paseo de la Chopera,secondary,False,65.267,"LINESTRING (-3.638833 40.539467, -3.6389533 40.5396338, -3.6392621 40.5399537)",,,,
157289763,True,3,Paseo de la Chopera,secondary,False,32.573,"LINESTRING (-3.64062 40.5408748, -3.6409054 40.5410717)",,,,
31715834,True,,Calle de Paulino Vega,residential,False,34.18,"LINESTRING (-3.64062 40.5408748, -3.6406554 40.540972, -3.6406488 40.5410178, -3.6406355 40.5410399, -3.6405871 40.5410789, -3.6405322 40.5411025, -3.6404882 40.5411115)",30,,,
8085867,True,2,Paseo de la Chopera,secondary,False,9.676,"LINESTRING (-3.6414892 40.5415216, -3.641452 40.5416039)",,,,
60834925,True,3,Paseo de la Chopera,secondary,False,33.611,"LINESTRING (-3.6414892 40.5415216, -3.6417479 40.5417512)",,,,
8085867,True,2,Paseo de la Chopera,secondary,False,10.294,"LINESTRING (-3.6415858 40.5414652, -3.6414892 40.5415216)",,,,
60834920,True,3,Paseo de la Chopera,secondary,False,195.84799999999998,"LINESTRING (-3.6415858 40.5414652, -3.6415056 40.5414061, -3.6413117 40.5412391, -3.6411592 40.5411172, -3.6408159 40.5408682, -3.6403041 40.540552, -3.6399175 40.5402958, -3.639884 40.5402736)",,,,
60834920,True,3,Paseo de la Chopera,secondary,False,36.723,"LINESTRING (-3.639884 40.5402736, -3.6395681 40.5400468)",,,,
9637316,True,,,residential,False,37.403999999999996,"LINESTRING (-3.639884 40.5402736, -3.6398519 40.5402095, -3.6398416 40.5401513, -3.6398574 40.5400992, -3.6398998 40.5400445, -3.6399841 40.5399783)",,,,
416574296,True,3,Paseo de la Chopera,secondary,False,67.05199999999999,"LINESTRING (-3.6395681 40.5400468, -3.6394424 40.5399635, -3.6393369 40.5398811, -3.6392137 40.539767, -3.6390908 40.5396224, -3.639063 40.5395866)",,,,
444135389,True,2,Paseo de la Chopera,primary,False,30.334,"LINESTRING (-3.6389459 40.5394159, -3.6387755 40.5391758)",,,,
31690226,True,1,Paseo de la Chopera,residential,False,14.508,"LINESTRING (-3.6389459 40.5394159, -3.6390025 40.5393659, -3.6390568 40.5393163)",,,,
444135388,True,1,Paseo de la Chopera,secondary,False,28.473,"LINESTRING (-3.6389459 40.5394159, -3.6389228 40.5393409, -3.6389014 40.539287, -3.6388726 40.5392226, -3.638849 40.5391709)",,,,
162868057,True,1,,residential,False,14.654,"LINESTRING (-3.6390568 40.5393163, -3.6390872 40.5392838, -3.6391169 40.5392559, -3.6391726 40.5392192)",,,,
162868063,True,1,Paseo de la Chopera,residential,False,14.261000000000001,"LINESTRING (-3.6390568 40.5393163, -3.6390394 40.5392813, -3.6390011 40.5392293, -3.6389759 40.5392046)",,,,
9853411,True,1,Paseo de la Chopera,residential,False,39.605,"LINESTRING (-3.6386571 40.5394658, -3.6387221 40.5395002, -3.6387662 40.5395277, -3.6388027 40.5395597, -3.6388879 40.5396612, -3.6389533 40.5397361)",,,,
157288322,True,1,Paseo de la Chopera,residential,False,15.174,"LINESTRING (-3.6386571 40.5394658, -3.6387352 40.5394784, -3.6387943 40.5394762, -3.638833 40.539467)",,,,
23784107,False,,Calle de Quevedo,residential,False,64.205,"LINESTRING (-3.6409987 40.5422326, -3.6406064 40.5427271)",,,,
9374038,True,2,Bulevar de Salvador Allende,primary,False,14.777000000000001,"LINESTRING (-3.6331767 40.5379189, -3.6332744 40.5378974, -3.6333465 40.537888)",30,,,
563856877,True,3,Las Meninas,primary,False,4.23,"LINESTRING (-3.6364922 40.5373064, -3.6365258 40.5373346)",50,roundabout,,
9374081,True,2,Bulevar de Salvador Allende,primary,False,20.508,"LINESTRING (-3.6326602 40.5378926, -3.6324294 40.5379496)",30,,,
9625911,True,,Calle de Francisca Delgado,residential,False,29.888,"LINESTRING (-3.6326602 40.5378926, -3.6325572 40.5378761, -3.6324745 40.537848, -3.6324084 40.5378174, -3.6323468 40.5377781)",,,,
32146179,True,2,Bulevar de Salvador Allende,primary,False,42.614,"LINESTRING (-3.6324294 40.5379496, -3.6319546 40.5380787)",,,,
923898594,True,,Calle de Francisca Delgado,residential,False,20.308,"LINESTRING (-3.6324294 40.5379496, -3.6324012 40.5378909, -3.6323891 40.5378659, -3.6323468 40.5377781)",,,,
31725643,True,2,Bulevar de Salvador Allende,primary,False,22.764,"LINESTRING (-3.6319546 40.5380787, -3.6317057 40.538157)",30,,,
9625739,True,,Calle de Francisca Delgado,residential,False,16.189999999999998,"LINESTRING (-3.6319546 40.5380787, -3.6320003 40.5381351, -3.6320855 40.538181)",,,,
"[23768098, 23768106]",True,1,Calle Real Vieja,residential,False,78.562,"LINESTRING (-3.6365258 40.5373346, -3.6365398 40.5373694, -3.6365532 40.5374146, -3.636558 40.5374611, -3.6365507 40.5374974, -3.6365165 40.5375794, -3.6364574 40.5376536, -3.6364235 40.5376887, -3.6362014 40.5378855, -3.6361424 40.5379324)",,,,
563856877,True,3,Las Meninas,primary,False,55.87499999999999,"LINESTRING (-3.6365258 40.5373346, -3.6365642 40.53735, -3.6366107 40.5373583, -3.6366544 40.5373612, -3.6367164 40.5373571, -3.6367585 40.5373443, -3.6368026 40.5373245, -3.6368553 40.5372905, -3.6369071 40.5372554, -3.6369544 40.5372287, -3.6370065 40.5372126, -3.6370535 40.537203, -3.6371183 40.5371992)",50,roundabout,,
246817391,True,3,Las Meninas,primary,False,16.693,"LINESTRING (-3.6379521 40.5371866, -3.6379736 40.5371479, -3.6379862 40.5371056, -3.6379909 40.5370741, -3.637993 40.5370411)",,roundabout,,
9374242,True,2,Avenida de la Industria,primary,False,39.082,"LINESTRING (-3.637993 40.5370411, -3.6380074 40.536993, -3.6380408 40.5369341, -3.6381956 40.5367272)",,,,
162868055,True,3,Las Meninas,primary,False,53.948,"LINESTRING (-3.637993 40.5370411, -3.6379718 40.5369615, -3.6379521 40.5369146, -3.6379041 40.5368592, -3.6378592 40.5368241, -3.6377954 40.5367928, -3.637737 40.5367778, -3.6376545 40.5367652, -3.6375612 40.5367669)",,roundabout,,
9624770,True,,Avenida de la Ermita,residential,False,170.606,"LINESTRING (-3.6374086 40.536802, -3.6373562 40.5368155, -3.6373164 40.5368314, -3.6372391 40.5368543, -3.6371889 40.5368678, -3.6371544 40.5368733, -3.6371067 40.5368682, -3.6370339 40.5368533, -3.6369868 40.5368345, -3.6369552 40.5368146, -3.6369165 40.5367697, -3.6364577 40.535854, -3.6364354 40.5357728, -3.6364231 40.535728)",,,,
246817392,True,3,Las Meninas,primary,False,75.167,"LINESTRING (-3.6374086 40.536802, -3.6373471 40.5368435, -3.6372795 40.5369168, -3.6372167 40.5369758, -3.6371722 40.537004, -3.6371246 40.5370254, -3.6370526 40.5370492, -3.6369744 40.5370655, -3.6368949 40.537069, -3.6368492 40.5370661, -3.6367806 40.5370526, -3.6367226 40.5370402, -3.6366637 40.5370309)",,roundabout,,
246819215,True,3,Las Meninas,primary,False,19.819000000000003,"LINESTRING (-3.6366637 40.5370309, -3.6366095 40.5370359, -3.6365576 40.5370509, -3.6365175 40.5370769, -3.6364997 40.5370931, -3.6364764 40.5371214)",50,roundabout,,
163967866,True,1,Calle Cantabria,residential,False,55.086,"LINESTRING (-3.6381956 40.5367272, -3.6383139 40.5366225, -3.6384141 40.5365497, -3.6385234 40.5364843, -3.638688 40.5364084)",,,,
9374301,True,,,residential,False,36.649,"LINESTRING (-3.638688 40.5364084, -3.6387499 40.5364002, -3.6388234 40.5363905, -3.6389438 40.5364093, -3.6390685 40.5365008)",,,,
163967866,True,1,Calle Cantabria,residential,False,25.393,"LINESTRING (-3.638688 40.5364084, -3.6389017 40.5363266, -3.6389578 40.536308)",,,,
163967866,True,1,Calle Cantabria,residential,False,9.295,"LINESTRING (-3.6389578 40.536308, -3.6390559 40.5362702)",,,,
435219801,True,,Calle Cantabria,residential,False,23.697,"LINESTRING (-3.6389578 40.536308, -3.6389877 40.5364026, -3.6390685 40.5365008)",30,,,
9630597,True,,,residential,False,25.969,"LINESTRING (-3.6390685 40.5365008, -3.6390501 40.5364127, -3.6390383 40.5363384, -3.6390559 40.5362702)",,,,
9630704,False,2,Calle del Pintor Velázquez,residential,False,104.42500000000001,"LINESTRING (-3.6390685 40.5365008, -3.6393115 40.536797, -3.6395184 40.5370492, -3.6397223 40.5372977)",,,,
162863202,True,2,Avenida de la Industria,primary,False,148.39800000000002,"LINESTRING (-3.6388801 40.5358994, -3.6383146 40.5362281, -3.6380908 40.5363827, -3.6379596 40.5364891, -3.6377855 40.5366567, -3.6377437 40.5366881, -3.6376984 40.5367108, -3.6375612 40.5367669)",,,,
128320941,True,,Calle de la Unión,residential,False,18.067999999999998,"LINESTRING (-3.6300375 40.5443074, -3.6300614 40.5442207, -3.6301037 40.5441861, -3.6301369 40.5441774)",30,,,
903073557,True,,Glorieta Juan Antonio Samaranch,tertiary,False,9.972,"LINESTRING (-3.636334 40.5357868, -3.6364231 40.535728)",50,roundabout,,
