osmid,ref,name,highway,oneway,reversed,length,geometry,junction,lanes,bridge,tunnel
596625795,,Avenida Ciudad de Teruel,tertiary,False,True,63.155,"LINESTRING (-1.7216904 41.9058836, -1.7216022 41.9058236, -1.7212272 41.9055469, -1.7211457 41.9054859)",,,,
24306631,,Plaza Raquel Meller,tertiary,True,False,13.423,"LINESTRING (-1.7218101 41.9060628, -1.7218505 41.9060601, -1.7218885 41.9060495, -1.7219215 41.906032, -1.7219471 41.9060086)",roundabout,,,
242241298,,Avenida de la Paz,residential,False,False,111.023,"LINESTRING (-1.7218101 41.9060628, -1.7217314 41.9061618, -1.7212974 41.9066507, -1.7210771 41.9068989)",,,,
24306672,,Avenida de la Paz,residential,False,False,77.211,"LINESTRING (-1.7219481 41.90589, -1.7220451 41.9057974, -1.7223939 41.9054192, -1.7224828 41.9053212)",,,,
596625794,,Plaza Raquel Meller,tertiary,True,False,25.22,"LINESTRING (-1.7219481 41.90589, -1.7219151 41.9058612, -1.7218714 41.9058421, -1.7218216 41.9058346, -1.7217712 41.9058396, -1.7217258 41.9058565, -1.7216904 41.9058836)",roundabout,,,
24306660,CV-679,,tertiary,True,False,16.055,"LINESTRING (-1.7197377 41.9044115, -1.7197778 41.9043737, -1.7197974 41.9043278, -1.719794 41.9042798)",roundabout,,,
24306661,,Avenida Ciudad de Teruel,tertiary,False,False,166.917,"LINESTRING (-1.7197377 41.9044115, -1.7197864 41.9044492, -1.7198274 41.9044774, -1.7203962 41.9049237, -1.7204139 41.9049374, -1.7208028 41.9052375, -1.7209012 41.9053085, -1.7210823 41.9054391, -1.7211014 41.905455, -1.7211457 41.9054859)",,,,
24306660,CV-679,,tertiary,True,False,16.308999999999997,"LINESTRING (-1.719794 41.9042798, -1.7197674 41.9042351, -1.719721 41.9042004, -1.7196611 41.9041805)",roundabout,,,
941100190,CV-679,Calle Carrera de Zaragoza,tertiary,False,False,218.768,"LINESTRING (-1.719794 41.9042798, -1.7198602 41.9042805, -1.7199263 41.9042813, -1.7201248 41.9042813, -1.7202911 41.9042893, -1.7205405 41.9043053, -1.7210393 41.9043485, -1.7216858 41.9044251, -1.7224179 41.9044994)",,,,
24306660,CV-679,,tertiary,True,False,28.584000000000003,"LINESTRING (-1.7196611 41.9041805, -1.7195921 41.9041782, -1.719527 41.9041954, -1.7194754 41.9042296, -1.7194449 41.9042757, -1.71944 41.904327)",roundabout,,,
24306732,,Calle Calatayud,tertiary,False,False,67.17,"LINESTRING (-1.7196611 41.9041805, -1.7196744 41.9041252, -1.7196877 41.9040699, -1.7197064 41.9039919, -1.7197823 41.9035833)",,,,
24306660,CV-679,,tertiary,True,False,15.39,"LINESTRING (-1.71944 41.904327, -1.7194515 41.9043605, -1.7194742 41.9043907, -1.7195065 41.9044156, -1.7195463 41.9044335)",roundabout,,,
648722495,CV-679,Carretera Cunchillos,tertiary,False,True,21.321,"LINESTRING (-1.71944 41.904327, -1.719384 41.9043357, -1.7192584 41.9043552, -1.7191871 41.9043633)",,,,
24306672,,Avenida de la Paz,residential,False,False,32.756,"LINESTRING (-1.7233098 41.9046488, -1.7236366 41.9044826)",,,,
24306672,,Avenida de la Paz,residential,False,True,102.178,"LINESTRING (-1.7233098 41.9046488, -1.7232075 41.9047057, -1.7231235 41.9047524, -1.7230082 41.9048243, -1.7228901 41.9049101, -1.7227551 41.9050336, -1.7224828 41.9053212)",,,,
242241323,,Calle Gutiérrez Tapia,residential,False,False,108.03999999999999,"LINESTRING (-1.7233098 41.9046488, -1.723323 41.9046645, -1.7235387 41.9049221, -1.7236635 41.905565)",,,,
459026786,CV-679,,tertiary,True,False,23.433999999999997,"LINESTRING (-1.72391 41.9043657, -1.7241297 41.9043958, -1.7241885 41.9044038)",,2,,
"[596625793, 941100191]",CV-679,Calle Carrera de Zaragoza,tertiary,False,True,26.094,"LINESTRING (-1.72391 41.9043657, -1.7237708 41.9044257, -1.7237538 41.904433, -1.7236366 41.9044826)",,,,
24306672,,Avenida de la Paz,residential,False,True,32.756,"LINESTRING (-1.7236366 41.9044826, -1.7233098 41.9046488)",,,,
376080446,CV-679,Calle Carrera de Zaragoza,tertiary,False,True,102.38799999999999,"LINESTRING (-1.7236366 41.9044826, -1.7235231 41.9045129, -1.7234159 41.9045368, -1.7233273 41.9045488, -1.7232107 41.9045557, -1.7231879 41.904557, -1.7230243 41.9045548, -1.722866 41.9045448, -1.7227706 41.904536, -1.72263 41.9045229, -1.7224878 41.9045089, -1.7224179 41.9044994)",,,,
"[596625793, 941100191]",CV-679,Calle Carrera de Zaragoza,tertiary,False,False,26.094,"LINESTRING (-1.7236366 41.9044826, -1.7237538 41.904433, -1.7237708 41.9044257, -1.72391 41.9043657)",,,,
242241253,,Calle Virgen del Río,residential,False,False,82.30799999999999,"LINESTRING (-1.727187 41.9022394, -1.7272139 41.9022694, -1.7272817 41.9023451, -1.7275887 41.9029141)",,,,
459202554,N-121,Calle de los Laureles,trunk,False,False,25.892,"LINESTRING (-1.727187 41.9022394, -1.727131 41.9023192, -1.7270817 41.9023795, -1.7270131 41.9024306)",,,,
242241260,,Calle del Prado,living_street,False,False,42.093,"LINESTRING (-1.7270131 41.9024306, -1.7270088 41.9024708, -1.726979 41.9028083)",,,,
459202554,N-121,Calle de los Laureles,trunk,False,False,59.297,"LINESTRING (-1.7270131 41.9024306, -1.7267156 41.9025672, -1.7264166 41.9027255)",,,,
459202554,N-121,Calle de los Laureles,trunk,False,True,25.892,"LINESTRING (-1.7270131 41.9024306, -1.7270817 41.9023795, -1.727131 41.9023192, -1.727187 41.9022394)",,,,
242241311,,,residential,False,False,26.724,"LINESTRING (-1.718274 41.9043403, -1.7183831 41.9045665)",,,,
176941381,,,unclassified,False,True,78.59500000000001,"LINESTRING (-1.718274 41.9043403, -1.7187649 41.9042933, -1.7188749 41.9042833, -1.7189661 41.9042873, -1.7190707 41.9043053, -1.7191334 41.9043195, -1.7191871 41.9043633)",,,,
176941381,,,unclassified,False,False,78.595,"LINESTRING (-1.7191871 41.9043633, -1.7191334 41.9043195, -1.7190707 41.9043053, -1.7189661 41.9042873, -1.7188749 41.9042833, -1.7187649 41.9042933, -1.718274 41.9043403)",,,,
459052986,CV-679,Carretera Cunchillos,tertiary,False,True,70.389,"LINESTRING (-1.7191871 41.9043633, -1.7189373 41.9044085, -1.7183831 41.9045665)",,,,
648722495,CV-679,Carretera Cunchillos,tertiary,False,False,21.320999999999998,"LINESTRING (-1.7191871 41.9043633, -1.7192584 41.9043552, -1.719384 41.9043357, -1.71944 41.904327)",,,,
459026785,,,tertiary_link,True,False,26.738999999999997,"LINESTRING (-1.7242092 41.9042803, -1.724073 41.9043073, -1.7239764 41.9043332, -1.72391 41.9043657)",,,,
596625792,N-121,Plaza San Francisco,trunk,True,False,14.771999999999998,"LINESTRING (-1.7242092 41.9042803, -1.7241838 41.9043076, -1.7241713 41.9043395, -1.7241729 41.9043727, -1.7241885 41.9044038)",roundabout,,,
24038674,N-121,Plaza San Francisco,trunk,True,False,11.721,"LINESTRING (-1.7244217 41.9044148, -1.7244432 41.9043835, -1.7244495 41.9043487, -1.7244399 41.9043143)",roundabout,,,
"[242246811, 771048102]",,Calle Visconti,"['residential', 'living_street']",False,False,34.981,"LINESTRING (-1.7244217 41.9044148, -1.7246165 41.9044953, -1.7247914 41.9045673)",,,,
596625792,N-121,Plaza San Francisco,trunk,True,False,3.691,"LINESTRING (-1.7242449 41.9042604, -1.7242092 41.9042803)",roundabout,,,
242241260,,Calle del Prado,living_street,False,False,44.329,"LINESTRING (-1.726979 41.9028083, -1.7269007 41.902817, -1.7266984 41.9028787, -1.7266223 41.9029221, -1.7265633 41.9030182)",,,,
242241260,,Calle del Prado,living_street,False,True,42.093,"LINESTRING (-1.726979 41.9028083, -1.7270088 41.9024708, -1.7270131 41.9024306)",,,,
458935403,,Calle la Virgen del Río,living_street,False,False,15.139,"LINESTRING (-1.726979 41.9028083, -1.7270295 41.9028165, -1.7271431 41.9028654)",,,,
459043226,,Calle San Antón,residential,False,True,11.782,"LINESTRING (-1.7256054 41.9027876, -1.7256297 41.902892)",,,,
242241310,,Calle Iglesias,residential,False,False,85.23899999999999,"LINESTRING (-1.7256054 41.9027876, -1.725578 41.9028075, -1.7252512 41.9030439, -1.7251399 41.9031301, -1.7250154 41.9032145, -1.7248691 41.9033234)",,,,
771109949,,Plaza de las Tres culturas,living_street,False,False,25.289,"LINESTRING (-1.7273007 41.9029901, -1.7275887 41.9029141)",,,,
458935403,,Calle la Virgen del Río,living_street,False,False,45.8,"LINESTRING (-1.7273007 41.9029901, -1.7273573 41.9031125, -1.7273649 41.903172, -1.7273237 41.9032615, -1.7272884 41.9033373, -1.727251 41.9033762)",,,,
458935403,,Calle la Virgen del Río,living_street,False,True,19.638,"LINESTRING (-1.7273007 41.9029901, -1.7272542 41.9029238, -1.7272114 41.9028947, -1.7271431 41.9028654)",,,,
242241260,,Calle del Prado,living_street,False,True,44.329,"LINESTRING (-1.7265633 41.9030182, -1.7266223 41.9029221, -1.7266984 41.9028787, -1.7269007 41.902817, -1.726979 41.9028083)",,,,
771048122,,Calle del Prado,living_street,False,False,34.799,"LINESTRING (-1.7265633 41.9030182, -1.7265272 41.9029668, -1.7264251 41.902744, -1.7264166 41.9027255)",,,,
"[771048122, 770001685]",,Calle del Prado,living_street,False,True,48.797000000000004,"LINESTRING (-1.7265633 41.9030182, -1.7265287 41.9030836, -1.7265679 41.9031971, -1.7266082 41.9033089, -1.726691 41.9034297)",,,,
459043226,,Calle San Antón,residential,False,False,11.782,"LINESTRING (-1.7256297 41.902892, -1.7256054 41.9027876)",,,,
"[24038645, 242241287]",N-121,"['Plaza la Seo', 'Calle Francisco Martínez Soria']",trunk,False,True,175.739,"LINESTRING (-1.7256297 41.902892, -1.7256303 41.9029203, -1.7256329 41.9030355, -1.725625 41.9033632, -1.7256235 41.9034063, -1.7256201 41.9034314, -1.725614 41.9034544, -1.7256033 41.9034726, -1.7255871 41.9034867, -1.7255612 41.9035047, -1.7251596 41.9037383, -1.7250353 41.9038274, -1.7248748 41.9038875, -1.7247298 41.903952, -1.7246304 41.9039902, -1.7245605 41.9040374, -1.7245384 41.9040647)",,,,
459202554,N-121,Calle de los Laureles,trunk,False,True,67.81899999999999,"LINESTRING (-1.7256297 41.902892, -1.725694 41.902882, -1.725939 41.9028442, -1.7260464 41.9028197, -1.7264166 41.9027255)",,,,
242241310,,Calle Iglesias,residential,False,False,93.765,"LINESTRING (-1.7248691 41.9033234, -1.7242132 41.9038004, -1.7240587 41.9039127)",,,,
242241310,,Calle Iglesias,residential,False,True,85.239,"LINESTRING (-1.7248691 41.9033234, -1.7250154 41.9032145, -1.7251399 41.9031301, -1.7252512 41.9030439, -1.725578 41.9028075, -1.7256054 41.9027876)",,,,
771109954,,Plaza Sanz Atribucilla,living_street,False,False,25.219,"LINESTRING (-1.727251 41.9033762, -1.7273641 41.9035868)",,,,
458935403,,Calle la Virgen del Río,living_street,False,False,44.330000000000005,"LINESTRING (-1.727251 41.9033762, -1.7271606 41.9034037, -1.7269724 41.9034597, -1.7268375 41.9034936, -1.7267487 41.903514)",,,,
458935403,,Calle la Virgen del Río,living_street,False,True,45.8,"LINESTRING (-1.727251 41.9033762, -1.7272884 41.9033373, -1.7273237 41.9032615, -1.7273649 41.903172, -1.7273573 41.9031125, -1.7273007 41.9029901)",,,,
770001685,,,living_street,False,True,10.52,"LINESTRING (-1.726691 41.9034297, -1.7267487 41.903514)",,,,
771048136,,,residential,False,True,19.115,"LINESTRING (-1.726691 41.9034297, -1.7268471 41.903303)",,,,
"[771048122, 770001685]",,Calle del Prado,living_street,False,False,48.797000000000004,"LINESTRING (-1.726691 41.9034297, -1.7266082 41.9033089, -1.7265679 41.9031971, -1.7265287 41.9030836, -1.7265633 41.9030182)",,,,
770001685,,,living_street,False,False,10.52,"LINESTRING (-1.7267487 41.903514, -1.726691 41.9034297)",,,,
458935403,,Calle la Virgen del Río,living_street,False,True,44.330000000000005,"LINESTRING (-1.7267487 41.903514, -1.7268375 41.9034936, -1.7269724 41.9034597, -1.7271606 41.9034037, -1.727251 41.9033762)",,,,
770001685,,,living_street,False,True,30.022,"LINESTRING (-1.7267487 41.903514, -1.7268205 41.9036234, -1.7268878 41.9036829, -1.7269488 41.9037368)",,,,
242246844,,,residential,False,False,19.134999999999998,"LINESTRING (-1.7269488 41.9037368, -1.7269618 41.9037675, -1.7269823 41.9038162, -1.7270102 41.9039026)",,,yes,
770001685,,,living_street,False,False,30.022000000000002,"LINESTRING (-1.7269488 41.9037368, -1.7268878 41.9036829, -1.7268205 41.9036234, -1.7267487 41.903514)",,,,
771048130,,Calle Virgen del Río,residential,False,True,38.281,"LINESTRING (-1.7269488 41.9037368, -1.7270554 41.9036875, -1.7273641 41.9035868)",,,,
242246838,,Calle Los Fueros de Aragón,residential,False,False,28.834000000000003,"LINESTRING (-1.7270102 41.9039026, -1.7270797 41.9039546, -1.7273235 41.9039139)",,,,
242246844,,,residential,False,True,19.135,"LINESTRING (-1.7270102 41.9039026, -1.7269823 41.9038162, -1.7269618 41.9037675, -1.7269488 41.9037368)",,,yes,
242246855,,Calle Fueros de Aragón,residential,True,False,99.639,"LINESTRING (-1.7270102 41.9039026, -1.7269618 41.9039146, -1.7266195 41.9039614, -1.7258559 41.9041509)",,,,
242241310,,Calle Iglesias,residential,False,True,93.765,"LINESTRING (-1.7240587 41.9039127, -1.7242132 41.9038004, -1.7248691 41.9033234)",,,,
242246834,,,residential,False,False,19.162,"LINESTRING (-1.7257777 41.9039887, -1.7258559 41.9041509)",,,yes,
242241294,,Plaza la Seo,living_street,True,False,54.779,"LINESTRING (-1.7257777 41.9039887, -1.7257615 41.9039546, -1.7257418 41.903879, -1.7256419 41.9035069)",,,,
459026790,,Paseo de la Constitución,residential,True,False,101.135,"LINESTRING (-1.7257777 41.9039887, -1.7268395 41.9037414, -1.7269488 41.9037368)",,,,
24306660,CV-679,,tertiary,True,False,16.816000000000003,"LINESTRING (-1.7195463 41.9044335, -1.7196123 41.9044447, -1.7196793 41.904437, -1.7197377 41.9044115)",roundabout,,,
242241329,,Camino Pinos,residential,False,False,167.85799999999998,"LINESTRING (-1.7195463 41.9044335, -1.7195285 41.9044692, -1.7195106 41.9045049, -1.7190474 41.905247, -1.7186184 41.905657, -1.7185248 41.9057223)",,,,
376080446,CV-679,Calle Carrera de Zaragoza,tertiary,False,False,102.38799999999999,"LINESTRING (-1.7224179 41.9044994, -1.7224878 41.9045089, -1.72263 41.9045229, -1.7227706 41.904536, -1.722866 41.9045448, -1.7230243 41.9045548, -1.7231879 41.904557, -1.7232107 41.9045557, -1.7233273 41.9045488, -1.7234159 41.9045368, -1.7235231 41.9045129, -1.7236366 41.9044826)",,,,
551035438,,Avenida de la Estación,residential,True,False,152.063,"LINESTRING (-1.7224179 41.9044994, -1.7223177 41.9045793, -1.7220106 41.9048241, -1.7217927 41.9049979, -1.7217475 41.9050339, -1.7215748 41.9051644, -1.7212608 41.9054027, -1.7212191 41.9054332, -1.7211457 41.9054859)",,,,
941100190,CV-679,Calle Carrera de Zaragoza,tertiary,False,True,218.76800000000003,"LINESTRING (-1.7224179 41.9044994, -1.7216858 41.9044251, -1.7210393 41.9043485, -1.7205405 41.9043053, -1.7202911 41.9042893, -1.7201248 41.9042813, -1.7199263 41.9042813, -1.7198602 41.9042805, -1.719794 41.9042798)",,,,
242241311,,,residential,False,True,26.724,"LINESTRING (-1.7183831 41.9045665, -1.718274 41.9043403)",,,,
459052986,CV-679,Carretera Cunchillos,tertiary,False,True,71.703,"LINESTRING (-1.7183831 41.9045665, -1.7176354 41.9048923)",,,,
459052986,CV-679,Carretera Cunchillos,tertiary,False,False,70.389,"LINESTRING (-1.7183831 41.9045665, -1.7189373 41.9044085, -1.7191871 41.9043633)",,,,
242241291,,,residential,False,True,51.501,"LINESTRING (-1.7176354 41.9048923, -1.7180241 41.905254)",,,,
459052986,CV-679,Carretera Cunchillos,tertiary,False,False,71.703,"LINESTRING (-1.7176354 41.9048923, -1.7183831 41.9045665)",,,,
459052986,CV-679,Carretera Cunchillos,tertiary,False,True,51.673,"LINESTRING (-1.7176354 41.9048923, -1.7172005 41.9050888, -1.7171017 41.9051335)",,,,
242241286,,,residential,False,False,59.174,"LINESTRING (-1.7171017 41.9051335, -1.7175456 41.9055507)",,,,
459052986,CV-679,Carretera Cunchillos,tertiary,False,True,53.768,"LINESTRING (-1.7171017 41.9051335, -1.7165463 41.9053844)",,,,
459052986,CV-679,Carretera Cunchillos,tertiary,False,False,51.673,"LINESTRING (-1.7171017 41.9051335, -1.7172005 41.9050888, -1.7176354 41.9048923)",,,,
242241254,,Calle Central Cunchillos,residential,False,False,51.542,"LINESTRING (-1.7180241 41.905254, -1.7175456 41.9055507)",,,,
242241291,,,residential,False,False,51.501,"LINESTRING (-1.7180241 41.905254, -1.7176354 41.9048923)",,,,
242241291,,,residential,False,True,66.547,"LINESTRING (-1.7180241 41.905254, -1.7185248 41.9057223)",,,,
24306672,,Avenida de la Paz,residential,False,False,102.17800000000001,"LINESTRING (-1.7224828 41.9053212, -1.7227551 41.9050336, -1.7228901 41.9049101, -1.7230082 41.9048243, -1.7231235 41.9047524, -1.7232075 41.9047057, -1.7233098 41.9046488)",,,,
24306672,,Avenida de la Paz,residential,False,True,77.211,"LINESTRING (-1.7224828 41.9053212, -1.7223939 41.9054192, -1.7220451 41.9057974, -1.7219481 41.90589)",,,,
242241289,,,residential,False,False,67.341,"LINESTRING (-1.7224828 41.9053212, -1.7225519 41.9053511, -1.7231861 41.9056258)",,,,
242241263,,,residential,False,False,66.41,"LINESTRING (-1.7165463 41.9053844, -1.7170581 41.9058444)",,,,
459052986,CV-679,Carretera Cunchillos,tertiary,False,False,53.768,"LINESTRING (-1.7165463 41.9053844, -1.7171017 41.9051335)",,,,
459052986,CV-679,Carretera Cunchillos,tertiary,False,True,46.439,"LINESTRING (-1.7165463 41.9053844, -1.7161127 41.9056495)",,,,
24306661,,Avenida Ciudad de Teruel,tertiary,False,True,166.917,"LINESTRING (-1.7211457 41.9054859, -1.7211014 41.905455, -1.7210823 41.9054391, -1.7209012 41.9053085, -1.7208028 41.9052375, -1.7204139 41.9049374, -1.7203962 41.9049237, -1.7198274 41.9044774, -1.7197864 41.9044492, -1.7197377 41.9044115)",,,,
596625795,,Avenida Ciudad de Teruel,tertiary,False,False,63.155,"LINESTRING (-1.7211457 41.9054859, -1.7212272 41.9055469, -1.7216022 41.9058236, -1.7216904 41.9058836)",,,,
596625796,,Avenida de la Estación,residential,False,True,50.013000000000005,"LINESTRING (-1.7211457 41.9054859, -1.7210823 41.905543, -1.7207299 41.905812)",,,,
242241254,,Calle Central Cunchillos,residential,False,False,51.905,"LINESTRING (-1.7175456 41.9055507, -1.7170581 41.9058444)",,,,
242241254,,Calle Central Cunchillos,residential,False,True,51.542,"LINESTRING (-1.7175456 41.9055507, -1.7180241 41.905254)",,,,
242241286,,,residential,False,False,69.563,"LINESTRING (-1.7175456 41.9055507, -1.7180675 41.9060411)",,,,
242241286,,,residential,False,True,59.174,"LINESTRING (-1.7175456 41.9055507, -1.7171017 41.9051335)",,,,
242241289,,,residential,False,True,40.082,"LINESTRING (-1.7236635 41.905565, -1.7231861 41.9056258)",,,,
242241323,,Calle Gutiérrez Tapia,residential,False,False,131.84099999999998,"LINESTRING (-1.7236635 41.905565, -1.7237528 41.9060647, -1.723742 41.9062492, -1.7236866 41.9063707, -1.7235957 41.906499, -1.723496 41.9066141, -1.7234336 41.9066872)",,,,
242241323,,Calle Gutiérrez Tapia,residential,False,True,108.03999999999999,"LINESTRING (-1.7236635 41.905565, -1.7235387 41.9049221, -1.723323 41.9046645, -1.7233098 41.9046488)",,,,
242241289,,,residential,False,False,40.082,"LINESTRING (-1.7231861 41.9056258, -1.7236635 41.905565)",,,,
242241261,,Calle de las Cortes de Aragón,residential,False,False,89.969,"LINESTRING (-1.7231861 41.9056258, -1.7226344 41.9062373, -1.72258 41.9062975)",,,,
242241289,,,residential,False,True,67.341,"LINESTRING (-1.7231861 41.9056258, -1.7225519 41.9053511, -1.7224828 41.9053212)",,,,
242241290,,,residential,False,False,66.773,"LINESTRING (-1.7161127 41.9056495, -1.7166011 41.9061275)",,,,
459052986,CV-679,Carretera Cunchillos,tertiary,False,False,46.439,"LINESTRING (-1.7161127 41.9056495, -1.7165463 41.9053844)",,,,
459052986,CV-679,Carretera Cunchillos,tertiary,False,True,48.161,"LINESTRING (-1.7161127 41.9056495, -1.7156597 41.9059214)",,,,
242241291,,,residential,False,False,66.547,"LINESTRING (-1.7185248 41.9057223, -1.7180241 41.905254)",,,,
242241329,,Camino Pinos,residential,False,False,51.854,"LINESTRING (-1.7185248 41.9057223, -1.7180675 41.9060411)",,,,
242241329,,Camino Pinos,residential,False,True,167.858,"LINESTRING (-1.7185248 41.9057223, -1.7186184 41.905657, -1.7190474 41.905247, -1.7195106 41.9045049, -1.7195285 41.9044692, -1.7195463 41.9044335)",,,,
459043218,,Calle Primero de Mayo,residential,False,True,143.391,"LINESTRING (-1.7207299 41.905812, -1.7208099 41.9058702, -1.720918 41.905965, -1.7201471 41.9068823)",,,,
596625796,,Avenida de la Estación,residential,False,False,50.013000000000005,"LINESTRING (-1.7207299 41.905812, -1.7210823 41.905543, -1.7211457 41.9054859)",,,,
"[941100188, 242241303]",,Avenida de la Estación,residential,False,True,119.79299999999999,"LINESTRING (-1.7207299 41.905812, -1.7206559 41.9058703, -1.7200014 41.9063514, -1.7197788 41.9065171, -1.719693 41.9065622)",,,,
242241254,,Calle Central Cunchillos,residential,False,False,49.206,"LINESTRING (-1.7170581 41.9058444, -1.7166011 41.9061275)",,,,
242241254,,Calle Central Cunchillos,residential,False,True,51.905,"LINESTRING (-1.7170581 41.9058444, -1.7175456 41.9055507)",,,,
242241263,,,residential,False,False,72.836,"LINESTRING (-1.7170581 41.9058444, -1.7176129 41.9063529)",,,,
242241263,,,residential,False,True,66.41,"LINESTRING (-1.7170581 41.9058444, -1.7165463 41.9053844)",,,,
242241267,,,residential,False,False,66.769,"LINESTRING (-1.7156597 41.9059214, -1.716171 41.9063859)",,,,
459052986,CV-679,Carretera Cunchillos,tertiary,False,False,48.161,"LINESTRING (-1.7156597 41.9059214, -1.7161127 41.9056495)",,,,
242241286,,,residential,False,True,69.563,"LINESTRING (-1.7180675 41.9060411, -1.7175456 41.9055507)",,,,
242241329,,Camino Pinos,residential,False,False,51.16,"LINESTRING (-1.7180675 41.9060411, -1.7176129 41.9063529)",,,,
242241329,,Camino Pinos,residential,False,True,51.854,"LINESTRING (-1.7180675 41.9060411, -1.7185248 41.9057223)",,,,
242241254,,Calle Central Cunchillos,residential,False,False,45.743,"LINESTRING (-1.7166011 41.9061275, -1.716171 41.9063859)",,,,
242241254,,Calle Central Cunchillos,residential,False,True,49.206,"LINESTRING (-1.7166011 41.9061275, -1.7170581 41.9058444)",,,,
242241290,,,residential,False,False,75.285,"LINESTRING (-1.7166011 41.9061275, -1.7171798 41.9066499)",,,,
242241290,,,residential,False,True,66.773,"LINESTRING (-1.7166011 41.9061275, -1.7161127 41.9056495)",,,,
