osmid,oneway,name,highway,reversed,length,lanes,maxspeed,geometry,ref,junction
23901599,True,Calle de la Rosa,residential,False,93.01,,,"LINESTRING (-3.6075542 40.0301151, -3.6064643 40.0300586)",,
23901609,False,Calle Agustín de Bethancourt,residential,True,34.937,,,"LINESTRING (-3.6075542 40.0301151, -3.6075852 40.0298018)",,
23901599,True,Calle de la Rosa,residential,False,86.798,,,"LINESTRING (-3.6064643 40.0300586, -3.6054472 40.0300058)",,
829866477,True,Calle de la Florida,secondary,False,69.971,2,50,"LINESTRING (-3.6064643 40.0300586, -3.6065028 40.0295711, -3.6065118 40.0294304)",,
23901599,True,Calle de la Rosa,residential,False,58.209,,,"LINESTRING (-3.6054472 40.0300058, -3.6047651 40.0299704)",,
23900477,True,Carrera de Andalucía,secondary,False,58.431,2,50,"LINESTRING (-3.6054472 40.0300058, -3.6054279 40.030198, -3.6053975 40.0305299)",N-IV,
23900477,True,Carrera de Andalucía,secondary,False,89.843,2,50,"LINESTRING (-3.6053975 40.0305299, -3.6053296 40.0313362)",N-IV,
23913074,True,Calle Naranja,residential,False,57.486,,,"LINESTRING (-3.6053975 40.0305299, -3.6047238 40.0304957)",,
23900479,False,Calle de Postas,residential,False,58.517,,,"LINESTRING (-3.6047238 40.0304957, -3.6047651 40.0299704)",,
23900479,False,Calle de Postas,residential,True,90.085,,,"LINESTRING (-3.6047238 40.0304957, -3.6046604 40.0313044)",,
23913074,True,Calle Naranja,residential,False,67.965,,,"LINESTRING (-3.6047238 40.0304957, -3.6039273 40.0304552)",,
23900479,False,Calle de Postas,residential,False,90.085,,,"LINESTRING (-3.6046604 40.0313044, -3.6047238 40.0304957)",,
332333316,True,Calle de San Pascual,residential,False,57.086,,,"LINESTRING (-3.6046604 40.0313044, -3.6053296 40.0313362)",,
23900479,False,Calle de Postas,residential,True,73.8,,,"LINESTRING (-3.6046604 40.0313044, -3.6046232 40.0317767, -3.6046083 40.0319669)",,
428724643,True,Calle del Capitán Angosto Gómez Castrillón,residential,False,23.968,2,,"LINESTRING (-3.6015833 40.0349431, -3.6015735 40.0350291, -3.6015523 40.0351573)",,
428724644,True,Calle de las Infantas,residential,False,134.244,,,"LINESTRING (-3.6015833 40.0349431, -3.6014829 40.0349161, -3.6014375 40.0349039, -3.6001015 40.0345304)",,
23900505,False,Calle de Valeras,residential,False,74.23,,,"LINESTRING (-3.6090607 40.0292141, -3.6090569 40.0292683, -3.6089973 40.0298331, -3.6089924 40.0298796)",,
23900505,False,Calle de Valeras,residential,True,90.95,,,"LINESTRING (-3.6090607 40.0292141, -3.6091428 40.0284619, -3.6091476 40.0283989)",,
23901609,False,Calle Agustín de Bethancourt,residential,False,39.661,,,"LINESTRING (-3.6076456 40.0291287, -3.6076214 40.0294849)",,
827242345,True,Calle de la Calandria,residential,False,48.671,,,"LINESTRING (-3.6076456 40.0291287, -3.6081811 40.0291658, -3.6082148 40.0291689)",,
1107965677,False,Calle de San Antonio,residential,False,68.602,2,,"LINESTRING (-3.6077986 40.0337504, -3.6084232 40.0337845, -3.6085284 40.0337902, -3.6086022 40.0337955)",,
1107965678,False,Calle Príncipe de la Paz,residential,True,117.648,2,,"LINESTRING (-3.6077986 40.0337504, -3.6078038 40.0336928, -3.6078082 40.0336444, -3.6078859 40.0327856, -3.6078899 40.0327411, -3.6078941 40.0326949)",,
829866477,True,Calle de la Florida,secondary,False,21.341,2,50,"LINESTRING (-3.6063138 40.0320446, -3.6063169 40.0320042, -3.6063284 40.031853)",,
829866478,True,Calle de Abastos,residential,False,88.67699999999999,,50,"LINESTRING (-3.6063138 40.0320446, -3.6062041 40.0320396, -3.6061748 40.0320383, -3.6053877 40.0320024, -3.6052741 40.0319973)",,
