osmid,name,highway,oneway,reversed,length,bridge,lanes,ref,geometry,maxspeed,junction
87070471,Rúa Joaquín Fernández Sestelo,residential,False,False,87.534,,,,"LINESTRING (-8.5627428 42.099162, -8.5616993 42.0993042)",,
"[86640732, 87070470, 87070471]",Rúa Joaquín Fernández Sestelo,"['residential', 'tertiary']",False,True,185.824,yes,2,PO-411,"LINESTRING (-8.5627428 42.099162, -8.5628458 42.099149, -8.5637875 42.0990297, -8.5642467 42.0989756, -8.5646776 42.0989169, -8.5649616 42.0988756)",,
86575963,Rúa Lugo,residential,False,False,86.4,,,,"LINESTRING (-8.5611078 42.0994226, -8.5618039 42.1000031)",,
87070471,Rúa Joaquín Fernández Sestelo,residential,False,False,57.33,,,,"LINESTRING (-8.5611078 42.0994226, -8.5609137 42.0994902, -8.5607063 42.0995767, -8.5604946 42.0996645)",,
87070471,Rúa Joaquín Fernández Sestelo,residential,False,True,50.687,,,,"LINESTRING (-8.5611078 42.0994226, -8.5614249 42.0993416, -8.5616993 42.0993042)",,
"[367021076, 204260013]",Rúa Joaquín Fernández Sestelo,residential,False,True,57.001999999999995,,,,"LINESTRING (-8.5599399 42.1001019, -8.5600467 42.1000248, -8.5601055 42.0999816, -8.5602563 42.0998635, -8.5604134 42.099729)",50,
367021077,Rúa Joaquín Fernández Sestelo,residential,True,False,90.51199999999999,,1,,"LINESTRING (-8.5599399 42.1001019, -8.5592627 42.100563, -8.5592133 42.1006102, -8.5591642 42.1006726)",30,
86575964,Rúa Rosalía de Castro,residential,True,False,27.878,,,,"LINESTRING (-8.5606882 42.1037425, -8.5606613 42.1037722, -8.560652 42.1038074, -8.5606619 42.1038424, -8.5606894 42.1038719, -8.5607302 42.1038911, -8.5607778 42.103897, -8.5608247 42.1038887)",,roundabout
86618158,Rúa Victoriano Pérez Vidal,residential,False,True,80.82,,,,"LINESTRING (-8.5606882 42.1037425, -8.5605449 42.1035893, -8.5601298 42.1031453)",,
86575974,Rúa de Ador,residential,True,False,131.16400000000002,,,,"LINESTRING (-8.5604456 42.1012022, -8.5604066 42.1011609, -8.5603289 42.1010719, -8.5602413 42.1009821, -8.5601538 42.1008294, -8.5600999 42.1006655, -8.5600204 42.1002948, -8.559974 42.1001652, -8.5599399 42.1001019)",,
86575963,Rúa Lugo,residential,False,True,86.4,,,,"LINESTRING (-8.5618039 42.1000031, -8.5611078 42.0994226)",,
367021080,Rúa de Rafael Tilve Adrio,residential,True,False,55.421,,,,"LINESTRING (-8.5618039 42.1000031, -8.5622473 42.0996287)",,
86618163,Rúa Compostela,residential,True,False,129.219,,,,"LINESTRING (-8.5591642 42.1006726, -8.5592679 42.1008358, -8.5598322 42.1017237)",,
