osmid,ref,highway,oneway,reversed,length,bridge,lanes,width,geometry,name,junction,tunnel
"[22732878, 22732879, 22732880, 22732881, 659148892]",A-2100,secondary,False,True,348.03099999999995,yes,2,6,"LINESTRING (-5.4239107 36.2872826, -5.4243414 36.286858, -5.425092 36.2861943, -5.4251473 36.2861266, -5.4251829 36.2860586, -5.4252063 36.285972, -5.4252051 36.2858707, -5.4251955 36.2858066, -5.4251655 36.2857355, -5.425107 36.2856607, -5.4250351 36.285587, -5.4248096 36.28546, -5.4247066 36.285408, -5.4243851 36.2852441, -5.4243198 36.2852121, -5.4242339 36.2851793, -5.4241388 36.2851515, -5.4240811 36.2851418, -5.4240006 36.285131, -5.4239295 36.285131)",,,
659148879,A-2100,secondary_link,True,False,20.239,,,,"LINESTRING (-5.4239107 36.2872826, -5.4238611 36.2873028, -5.4237887 36.2873546, -5.4237552 36.2873719, -5.4237233 36.2873805)",,,
623054646,,residential,False,True,34.304,,,,"LINESTRING (-5.4196455 36.2840746, -5.4192824 36.2841721)",Calle La Frontera,,
31104625,,tertiary,False,False,34.058,,,,"LINESTRING (-5.4196455 36.2840746, -5.4196616 36.2841093, -5.4197782 36.2843616)",Avenida Alférez León Esquivel,,
160797137,,residential,True,False,165.89600000000002,,,5,"LINESTRING (-5.4196455 36.2840746, -5.4197139 36.2840571, -5.420288 36.2839087, -5.4203639 36.2838873, -5.4214029 36.2836067)",Calle del Soto,,
105153123,,residential,False,False,21.556,,,,"LINESTRING (-5.4215344 36.2879296, -5.4212972 36.2878976)",Calle La Linea de la Concepcion,,
105153123,,residential,False,True,67.572,,,,"LINESTRING (-5.4215344 36.2879296, -5.4219145 36.2874048)",Calle La Linea de la Concepcion,,
623073328,,residential,False,True,153.986,,,,"LINESTRING (-5.4215344 36.2879296, -5.42149 36.2880162, -5.4209902 36.2886923, -5.4208327 36.2889176, -5.4205999 36.2890759)",,,
160797122,,residential,False,False,22.026,,,8,"LINESTRING (-5.4214029 36.2836067, -5.4215228 36.2837796)",Calle Las Rosas,,
31104907,,residential,False,True,20.294,,,6,"LINESTRING (-5.4214029 36.2836067, -5.4213643 36.2835255, -5.4213218 36.2834363)",Calle Jaén,,
623073326,,residential,False,True,103.026,,,,"LINESTRING (-5.4188547 36.2846447, -5.4191402 36.2855422)",Calle La Guillena,,
192248641,,residential,False,False,93.071,,,,"LINESTRING (-5.4188547 36.2846447, -5.4184759 36.2847067, -5.4178371 36.2848112)",Calle El Chapatal,,
192248641,,residential,False,True,54.846000000000004,,,,"LINESTRING (-5.4188547 36.2846447, -5.4191338 36.2845656, -5.4194308 36.2844785)",Calle El Chapatal,,
192248641,,residential,False,True,21.868,,,,"LINESTRING (-5.417598 36.2848503, -5.4178371 36.2848112)",Calle El Chapatal,,
623450193,,residential,False,True,33.699,,,,"LINESTRING (-5.417598 36.2848503, -5.4176728 36.2851473)",Calle Granadillos,,
192248641,,residential,False,False,60.235,,,,"LINESTRING (-5.417598 36.2848503, -5.4172755 36.2848999, -5.4169406 36.2849622)",Calle El Chapatal,,
192248635,,residential,False,True,24.654,,,,"LINESTRING (-5.4165892 36.2850195, -5.416523 36.2848043)",Calle Ramón y Cajal,,
192248641,,residential,False,False,40.697,,,,"LINESTRING (-5.4165892 36.2850195, -5.416144 36.2850914)",Calle El Chapatal,,
192248641,,residential,False,True,32.135,,,,"LINESTRING (-5.4165892 36.2850195, -5.4169406 36.2849622)",Calle El Chapatal,,
160797091,,residential,False,True,71.375,,,5,"LINESTRING (-5.4165892 36.2850195, -5.4166997 36.2855797, -5.4167185 36.2856528)",Calle Ramón y Cajal,,
192248622,,residential,False,True,23.519,,,,"LINESTRING (-5.4149629 36.2852754, -5.4149114 36.285068)",,,
192248641,,residential,False,False,30.458,,,,"LINESTRING (-5.4149629 36.2852754, -5.4146462 36.2853747)",Calle El Chapatal,,
192248641,,residential,False,True,107.824,,,,"LINESTRING (-5.4149629 36.2852754, -5.416144 36.2850914)",Calle El Chapatal,,
192248641,,residential,False,True,39.733,,,,"LINESTRING (-5.4142449 36.2855265, -5.4146462 36.2853747)",Calle El Chapatal,,
623054650,,residential,False,False,83.217,,,,"LINESTRING (-5.4142449 36.2855265, -5.4144027 36.286264)",Calle Horgazales,,
"[623054650, 192248637]",,residential,False,True,106.77600000000001,,,,"LINESTRING (-5.4142449 36.2855265, -5.4141686 36.285181, -5.4149114 36.285068)","['Calle Clara Campoamor', 'Calle Horgazales']",,
105153120,,residential,False,False,39.799,,,5,"LINESTRING (-5.4222932 36.2854078, -5.4221807 36.285492, -5.4220444 36.2856988)",Calle Principe Juan Carlos,,
160797055,,residential,False,True,33.236000000000004,,,6,"LINESTRING (-5.4222932 36.2854078, -5.422233 36.2853796, -5.4221046 36.28516)",,,
623073339,,residential,False,False,63.639,,,,"LINESTRING (-5.4222932 36.2854078, -5.4223739 36.2854456, -5.4228175 36.2857909)",Calle de la Merced,,
623097694,,residential,False,False,70.047,,,,"LINESTRING (-5.4222932 36.2854078, -5.4224516 36.2853084, -5.4226248 36.2852338, -5.4229802 36.2851158)",Calle Principe Juan Carlos,,
160797055,,residential,False,True,9.092,,,6,"LINESTRING (-5.4221046 36.28516, -5.4220719 36.2850826)",,,
623087247,,residential,False,False,113.508,,,6,"LINESTRING (-5.4221046 36.28516, -5.4209319 36.2855453)",Calle Montaser Kattani,,
160797055,,residential,False,False,33.236000000000004,,,6,"LINESTRING (-5.4221046 36.28516, -5.422233 36.2853796, -5.4222932 36.2854078)",,,
105153109,,residential,False,False,75.514,,,,"LINESTRING (-5.4183252 36.2870503, -5.4190002 36.2866439)",Calle Naranjos,,
105153109,,residential,False,True,52.514,,,,"LINESTRING (-5.4183252 36.2870503, -5.4178098 36.2872749)",Calle Naranjos,,
160797207,,residential,False,False,37.304,,,5,"LINESTRING (-5.4183252 36.2870503, -5.418084 36.2867769)",Calle de la Paz,,
160797207,,residential,False,True,52.207,,,5,"LINESTRING (-5.4183252 36.2870503, -5.4186052 36.287462)",Calle de la Paz,,
105153120,,residential,False,False,29.566,,,5,"LINESTRING (-5.418985 36.2874955, -5.4187384 36.2876721)",Calle Principe Juan Carlos,,
