osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,junction,bridge,ref
185949141,2,Calle Sabino Arana,tertiary,30,False,True,4.596,"LINESTRING (-2.9794073 43.381582, -2.9793511 43.3815757)",,,
185949141,2,Calle Sabino Arana,tertiary,30,False,False,33.096000000000004,"LINESTRING (-2.9794073 43.381582, -2.9794782 43.3815846, -2.9798163 43.381597)",,,
686736826,2,Calle Sabino Arana,tertiary,30,False,False,22.514,"LINESTRING (-2.9798163 43.381597, -2.9800903 43.3815604)",,,
185949141,2,Calle Sabino Arana,tertiary,30,False,True,33.096000000000004,"LINESTRING (-2.9798163 43.381597, -2.9794782 43.3815846, -2.9794073 43.381582)",,,
686736826,2,Calle Sabino Arana,tertiary,30,False,False,18.544,"LINESTRING (-2.9809976 43.3813771, -2.9811585 43.3813753, -2.981227 43.3813736)",,,
686736826,2,Calle Sabino Arana,tertiary,30,False,True,56.152,"LINESTRING (-2.9809976 43.3813771, -2.9808347 43.3814064, -2.9807837 43.3814163, -2.9803272 43.3815096)",,,
1154607813,1,,residential,,True,False,25.660999999999998,"LINESTRING (-2.9809976 43.3813771, -2.9810801 43.3813606, -2.9811649 43.381356, -2.9812114 43.3813455, -2.98127 43.3812882)",,,
83484458,2,Loiola Ander Deuna Kalea,tertiary,,True,False,25.631999999999998,"LINESTRING (-2.9851148 43.3840423, -2.9850836 43.3840953, -2.9850786 43.3841528, -2.9851003 43.3842083, -2.9851462 43.3842552)",roundabout,,
"[112559828, 246108526, 246108527]",2,Calle Loroño,tertiary,30,False,"[False, True]",159.80200000000002,"LINESTRING (-2.9851148 43.3840423, -2.9850333 43.383994, -2.9848529 43.3838112, -2.9847241 43.3836717, -2.9844745 43.383378, -2.9840738 43.3830684, -2.9840153 43.3830326, -2.9838659 43.3829412)",,yes,
86968153,2,Loiola Ander Deuna kalea,tertiary,50,False,True,131.237,"LINESTRING (-2.9900005 43.379922, -2.9899784 43.3799765, -2.9898828 43.3802133, -2.9898184 43.3803381, -2.9895555 43.3807301, -2.9894911 43.3808082, -2.9893383 43.3809937)",,,
