osmid,oneway,lanes,ref,highway,maxspeed,reversed,length,name,bridge,geometry,junction,tunnel
174585102,True,1,A-4,motorway_link,60,False,199.58599999999998,,,"LINESTRING (-3.4986938 39.7007735, -3.4988293 39.7001452, -3.4989236 39.6995408, -3.4990564 39.6990011)",,
380585952,False,2,CM-410a,tertiary,50,False,61.636,Calle del Convento,,"LINESTRING (-3.5029948 39.6929692, -3.503104 39.6935171)",,
191101933,False,2,,residential,50,False,75.81500000000001,Calle de Fray Francisco de Tembleque,,"LINESTRING (-3.5029948 39.6929692, -3.5030799 39.6929673, -3.5038805 39.6929491)",,
191101933,False,2,,residential,50,True,104.337,Calle de Fray Francisco de Tembleque,,"LINESTRING (-3.5029948 39.6929692, -3.5025941 39.6929566, -3.5017764 39.6929827)",,
202664180,False,2,CM-410,primary,40,True,25.662,Calle Pocillo,,"LINESTRING (-3.503342 39.6947399, -3.5031994 39.694742, -3.5030423 39.6947482)",,
202664195,False,2,,residential,50,False,53.942,Calle de la Iglesia,,"LINESTRING (-3.503342 39.6947399, -3.5033438 39.6947836, -3.5033646 39.6952247)",,
309272213,False,2,CM-410,primary,40,False,45.388000000000005,Calle de Castelar,,"LINESTRING (-3.503342 39.6947399, -3.5035188 39.6947469, -3.5037 39.6947574, -3.5038715 39.6947644)",,
380585952,False,2,CM-410a,tertiary,50,True,137.487,Calle del Convento,,"LINESTRING (-3.503342 39.6947399, -3.5033336 39.6947012, -3.503104 39.6935171)",,
174585105,False,2,,residential,50,False,12.683,Avenida de Andalucía,,"LINESTRING (-3.4992558 39.698122, -3.4992832 39.6980099)",,
922709464,True,1,,residential,50,False,102.12799999999999,Avenida de Andalucía,,"LINESTRING (-3.4992558 39.698122, -3.4991851 39.6983105, -3.4990648 39.6987281, -3.49903 39.6988587, -3.499008 39.6989327, -3.49901 39.6989626, -3.4990207 39.6989842, -3.4990564 39.6990011)",,
311253395,False,2,,residential,50,True,37.636,Calle El Romeral,,"LINESTRING (-3.4990564 39.6990011, -3.4992466 39.6989749, -3.499408 39.6989245, -3.499474 39.6989014)",,
922709465,True,1,,residential,50,False,77.07900000000001,Avenida de Andalucía,,"LINESTRING (-3.4990564 39.6990011, -3.4991704 39.6985429, -3.4992292 39.6983208)",,
191101933,False,2,,residential,50,False,21.754,Calle de Fray Francisco de Tembleque,,"LINESTRING (-3.5054294 39.6929186, -3.5056812 39.6929457)",,
191101933,False,2,,residential,50,True,59.812,Calle de Fray Francisco de Tembleque,,"LINESTRING (-3.5054294 39.6929186, -3.5047304 39.6929246)",,
191101881,False,2,,residential,50,True,201.66799999999998,Calle Comendador,,"LINESTRING (-3.5054294 39.6929186, -3.5054181 39.6929751, -3.5050855 39.6946362, -3.5050724 39.6947113)",,
191101933,False,2,,residential,50,False,59.812,Calle de Fray Francisco de Tembleque,,"LINESTRING (-3.5047304 39.6929246, -3.5054294 39.6929186)",,
191101933,False,2,,residential,50,True,10.088,Calle de Fray Francisco de Tembleque,,"LINESTRING (-3.5047304 39.6929246, -3.5046125 39.6929256)",,
191101933,False,2,,residential,50,False,10.088,Calle de Fray Francisco de Tembleque,,"LINESTRING (-3.5046125 39.6929256, -3.5047304 39.6929246)",,
191101933,False,2,,residential,50,True,32.688,Calle de Fray Francisco de Tembleque,,"LINESTRING (-3.5046125 39.6929256, -3.5042306 39.6929334)",,
191101893,False,2,,residential,50,False,200.961,Calle Marta,,"LINESTRING (-3.5046125 39.6929256, -3.5046094 39.693002, -3.5045649 39.6946707, -3.5045646 39.6947325)",,
191101931,False,2,,residential,50,False,9.501,Calle Congruesa,,"LINESTRING (-3.5062923 39.692926, -3.5062644 39.6930087)",,
309403769,False,2,,residential,50,True,40.669,Calle Cruz de Mayo,,"LINESTRING (-3.5062923 39.692926, -3.5063435 39.6929337, -3.5067592 39.6929945)",,
191101933,False,2,,residential,50,False,32.688,Calle de Fray Francisco de Tembleque,,"LINESTRING (-3.5042306 39.6929334, -3.5046125 39.6929256)",,
191101933,False,2,,residential,50,True,17.51,Calle de Fray Francisco de Tembleque,,"LINESTRING (-3.5042306 39.6929334, -3.5040263 39.6929426)",,
191101933,False,2,,residential,50,False,17.51,Calle de Fray Francisco de Tembleque,,"LINESTRING (-3.5040263 39.6929426, -3.5042306 39.6929334)",,
191101933,False,2,,residential,50,True,12.496,Calle de Fray Francisco de Tembleque,,"LINESTRING (-3.5040263 39.6929426, -3.5038805 39.6929491)",,
191101908,False,2,,residential,50,False,53.481,Calle Manuel Arranz Sierra,,"LINESTRING (-3.5040263 39.6929426, -3.5040275 39.693002, -3.5040364 39.6934235)",,
191101933,False,2,,residential,50,True,21.754,Calle de Fray Francisco de Tembleque,,"LINESTRING (-3.5056812 39.6929457, -3.5054294 39.6929186)",,
191101933,False,2,,residential,50,False,50.388999999999996,Calle de Fray Francisco de Tembleque,,"LINESTRING (-3.5056812 39.6929457, -3.5061959 39.6930013, -3.5062644 39.6930087)",,
191101933,False,2,,residential,50,False,12.496,Calle de Fray Francisco de Tembleque,,"LINESTRING (-3.5038805 39.6929491, -3.5040263 39.6929426)",,
191101933,False,2,,residential,50,True,75.81500000000001,Calle de Fray Francisco de Tembleque,,"LINESTRING (-3.5038805 39.6929491, -3.5030799 39.6929673, -3.5029948 39.6929692)",,
24332548,False,3,CM-410,primary,50,False,61.153,Avenida de Andalucía,,"LINESTRING (-3.5008802 39.6929598, -3.5007082 39.6934936)",,
191101933,False,2,,residential,50,False,77.23599999999999,Calle de Fray Francisco de Tembleque,,"LINESTRING (-3.5008802 39.6929598, -3.5009572 39.6929754, -3.5011199 39.6930001, -3.5015076 39.6929979, -3.5017764 39.6929827)",,
191101929,False,1,,residential,50,False,49.739999999999995,Calle del Santo,,"LINESTRING (-3.5017764 39.6929827, -3.5017851 39.6930251, -3.5018675 39.6934245)",,
191101933,False,2,,residential,50,False,104.337,Calle de Fray Francisco de Tembleque,,"LINESTRING (-3.5017764 39.6929827, -3.5025941 39.6929566, -3.5029948 39.6929692)",,
191101933,False,2,,residential,50,True,77.236,Calle de Fray Francisco de Tembleque,,"LINESTRING (-3.5017764 39.6929827, -3.5015076 39.6929979, -3.5011199 39.6930001, -3.5009572 39.6929754, -3.5008802 39.6929598)",,
309403769,False,2,,residential,50,True,21.508,Calle Cruz de Mayo,,"LINESTRING (-3.5067592 39.6929945, -3.5070092 39.6930147)",,
191101884,False,1,,residential,50,False,104.753,Calle Sancho Panza,,"LINESTRING (-3.5067592 39.6929945, -3.5067409 39.6930481, -3.5064879 39.6938386, -3.5064663 39.6939092)",,
309403769,False,2,,residential,50,False,40.669,Calle Cruz de Mayo,,"LINESTRING (-3.5067592 39.6929945, -3.5063435 39.6929337, -3.5062923 39.692926)",,
191101931,False,2,,residential,50,False,93.24,Calle Congruesa,,"LINESTRING (-3.5062644 39.6930087, -3.5059986 39.6938219)",,
191101931,False,2,,residential,50,True,9.501,Calle Congruesa,,"LINESTRING (-3.5062644 39.6930087, -3.5062923 39.692926)",,
191101933,False,2,,residential,50,True,50.388999999999996,Calle de Fray Francisco de Tembleque,,"LINESTRING (-3.5062644 39.6930087, -3.5061959 39.6930013, -3.5056812 39.6929457)",,
309403769,False,2,,residential,50,False,21.508,Calle Cruz de Mayo,,"LINESTRING (-3.5070092 39.6930147, -3.5067592 39.6929945)",,
191101883,False,1,,residential,50,False,105.128,Calle Don Quijote,,"LINESTRING (-3.5070092 39.6930147, -3.5069963 39.6930547, -3.506713 39.6938794, -3.506697 39.6939291)",,
191101905,False,1,,residential,50,True,24.388,Calle Ave María,,"LINESTRING (-3.5040364 39.6934235, -3.5037561 39.6934633)",,
191101908,False,2,,residential,50,False,149.005,Calle Manuel Arranz Sierra,,"LINESTRING (-3.5040364 39.6934235, -3.5040857 39.6946983, -3.5040897 39.6947629)",,
191101908,False,2,,residential,50,True,53.481,Calle Manuel Arranz Sierra,,"LINESTRING (-3.5040364 39.6934235, -3.5040275 39.693002, -3.5040263 39.6929426)",,
191101929,False,1,,residential,50,False,27.071,Calle del Santo,,"LINESTRING (-3.5018675 39.6934245, -3.5019382 39.6936618)",,
191101899,False,1,,residential,50,True,81.026,Calle La Almazara,,"LINESTRING (-3.5018675 39.6934245, -3.5018005 39.6934304, -3.5009349 39.6935505)",,
191101929,False,1,,residential,50,True,49.739999999999995,Calle del Santo,,"LINESTRING (-3.5018675 39.6934245, -3.5017851 39.6930251, -3.5017764 39.6929827)",,
191101905,False,1,,residential,50,False,24.388,Calle Ave María,,"LINESTRING (-3.5037561 39.6934633, -3.5040364 39.6934235)",,
191101886,False,2,,residential,50,False,145.013,Calle Ave María,,"LINESTRING (-3.5037561 39.6934633, -3.5038673 39.6947006, -3.5038715 39.6947644)",,
191101905,False,1,,residential,50,True,56.114999999999995,Calle Ave María,,"LINESTRING (-3.5037561 39.6934633, -3.5031566 39.6935128, -3.503104 39.6935171)",,
380585952,False,2,CM-410a,tertiary,50,True,61.636,Calle del Convento,,"LINESTRING (-3.503104 39.6935171, -3.5029948 39.6929692)",,
191101905,False,1,,residential,50,False,56.114999999999995,Calle Ave María,,"LINESTRING (-3.503104 39.6935171, -3.5031566 39.6935128, -3.5037561 39.6934633)",,
380585952,False,2,CM-410a,tertiary,50,False,137.487,Calle del Convento,,"LINESTRING (-3.503104 39.6935171, -3.5033336 39.6947012, -3.503342 39.6947399)",,
191101929,False,1,,residential,50,False,57.365,Calle del Santo,,"LINESTRING (-3.5019382 39.6936618, -3.5021306 39.694156)",,
191101929,False,1,,residential,50,True,27.071,Calle del Santo,,"LINESTRING (-3.5019382 39.6936618, -3.5018675 39.6934245)",,
191101891,False,1,,residential,50,False,75.16600000000001,Calle La Aceituna,,"LINESTRING (-3.5019382 39.6936618, -3.5019047 39.6936675, -3.5011457 39.693798, -3.5010808 39.6938091)",,
191101906,False,1,,residential,50,True,31.348,Calle Jarillas,,"LINESTRING (-3.5010808 39.6938091, -3.5009349 39.6935505)",,
191101891,False,1,,residential,50,True,75.166,Calle La Aceituna,,"LINESTRING (-3.5010808 39.6938091, -3.5011457 39.693798, -3.5019047 39.6936675, -3.5019382 39.6936618)",,
191101906,False,1,,residential,50,False,122.511,Calle Jarillas,,"LINESTRING (-3.5010808 39.6938091, -3.5015487 39.6947627, -3.5015864 39.6948399)",,
191101931,False,2,,residential,50,True,93.24,Calle Congruesa,,"LINESTRING (-3.5059986 39.6938219, -3.5062644 39.6930087)",,
191101931,False,2,,residential,50,False,99.35300000000001,Calle Congruesa,,"LINESTRING (-3.5059986 39.6938219, -3.5057287 39.6946473, -3.5057153 39.6946884)",,
191101938,False,2,,residential,50,True,41.181999999999995,Calle Pintado,,"LINESTRING (-3.5059986 39.6938219, -3.506055 39.6938306, -3.5064663 39.6939092)",,
191101884,False,1,,residential,50,False,31.832,Calle Sancho Panza,,"LINESTRING (-3.5064663 39.6939092, -3.5063729 39.6941863)",,
191101938,False,2,,residential,50,True,19.863,Calle Pintado,,"LINESTRING (-3.5064663 39.6939092, -3.506697 39.6939291)",,
191101884,False,1,,residential,50,True,104.753,Calle Sancho Panza,,"LINESTRING (-3.5064663 39.6939092, -3.5064879 39.6938386, -3.5067409 39.6930481, -3.5067592 39.6929945)",,
191101938,False,2,,residential,50,False,41.181999999999995,Calle Pintado,,"LINESTRING (-3.5064663 39.6939092, -3.506055 39.6938306, -3.5059986 39.6938219)",,
191101938,False,2,,residential,50,False,19.863,Calle Pintado,,"LINESTRING (-3.506697 39.6939291, -3.5064663 39.6939092)",,
191101883,False,1,,residential,50,True,105.128,Calle Don Quijote,,"LINESTRING (-3.506697 39.6939291, -3.506713 39.6938794, -3.5069963 39.6930547, -3.5070092 39.6930147)",,
191101938,False,2,,residential,50,True,37.398,Calle Pintado,,"LINESTRING (-3.506697 39.6939291, -3.5069031 39.6939607, -3.5071151 39.694023)",,
191101938,False,2,,residential,50,True,34.552,Calle Pintado,,"LINESTRING (-3.5071151 39.694023, -3.5074699 39.6941714)",,
191101938,False,2,,residential,50,False,37.398,Calle Pintado,,"LINESTRING (-3.5071151 39.694023, -3.5069031 39.6939607, -3.506697 39.6939291)",,
191101929,False,1,,residential,50,True,57.365,Calle del Santo,,"LINESTRING (-3.5021306 39.694156, -3.5019382 39.6936618)",,
191101921,False,1,,residential,50,True,122.291,Calle Valerio,,"LINESTRING (-3.5021306 39.694156, -3.5021772 39.694144, -3.5025635 39.694045, -3.5026622 39.6942336, -3.5027556 39.6945126, -3.5028038 39.6947284, -3.5028003 39.6947666)",,
191101929,False,1,,residential,50,False,74.61099999999999,Calle del Santo,,"LINESTRING (-3.5021306 39.694156, -3.5023515 39.69475, -3.5023705 39.6948011)",,
191101938,False,2,,residential,50,False,34.552,Calle Pintado,,"LINESTRING (-3.5074699 39.6941714, -3.5071151 39.694023)",,
191101938,False,2,,residential,50,True,29.061,Calle Pintado,,"LINESTRING (-3.5074699 39.6941714, -3.5077589 39.6942518, -3.5077893 39.6942603)",,
309403771,False,1,,residential,50,False,56.172,Calle Pintado,,"LINESTRING (-3.5074699 39.6941714, -3.5073929 39.6943359, -3.506965 39.6943094)",,
191101884,False,1,,residential,50,True,31.832,Calle Sancho Panza,,"LINESTRING (-3.5063729 39.6941863, -3.5064663 39.6939092)",,
191101913,False,1,,residential,50,False,54.402,Calle Tetuán,,"LINESTRING (-3.5077893 39.6942603, -3.5076828 39.6946339, -3.5076514 39.6947379)",,
191101938,False,2,,residential,50,False,29.061,Calle Pintado,,"LINESTRING (-3.5077893 39.6942603, -3.5077589 39.6942518, -3.5074699 39.6941714)",,
309272215,False,2,CM-410,primary,40,False,32.105,Calle de la Cruz Verde,,"LINESTRING (-3.5057153 39.6946884, -3.5060905 39.6946921)",,
191101931,False,2,,residential,50,True,99.35300000000001,Calle Congruesa,,"LINESTRING (-3.5057153 39.6946884, -3.5057287 39.6946473, -3.5059986 39.6938219)",,
310084336,False,2,CM-410,primary,40,True,41.961999999999996,Calle de Castelar,,"LINESTRING (-3.5057153 39.6946884, -3.5056079 39.6946896, -3.5052253 39.6947036)",,
309272213,False,2,CM-410,primary,40,True,40.773,Calle de Castelar,,"LINESTRING (-3.5045646 39.6947325, -3.5040897 39.6947629)",,
191101893,False,2,,residential,50,True,200.96099999999998,Calle Marta,,"LINESTRING (-3.5045646 39.6947325, -3.5045649 39.6946707, -3.5046094 39.693002, -3.5046125 39.6929256)",,
309272213,False,2,CM-410,primary,40,False,24.787,Calle de Castelar,,"LINESTRING (-3.5045646 39.6947325, -3.5046323 39.6947312, -3.5047339 39.6947265, -3.504854 39.6947227)",,
191101913,False,1,,residential,50,True,54.402,Calle Tetuán,,"LINESTRING (-3.5076514 39.6947379, -3.5076828 39.6946339, -3.5077893 39.6942603)",,
309272215,False,2,CM-410,primary,40,True,26.959,Calle de la Cruz Verde,,"LINESTRING (-3.5076514 39.6947379, -3.5073814 39.6947291, -3.5073366 39.6947276)",,
309272213,False,2,CM-410,primary,40,False,40.773,Calle de Castelar,,"LINESTRING (-3.5040897 39.6947629, -3.5045646 39.6947325)",,
309272213,False,2,CM-410,primary,40,True,18.67,Calle de Castelar,,"LINESTRING (-3.5040897 39.6947629, -3.5038715 39.6947644)",,
191101908,False,2,,residential,50,True,149.005,Calle Manuel Arranz Sierra,,"LINESTRING (-3.5040897 39.6947629, -3.5040857 39.6946983, -3.5040364 39.6934235)",,
309272213,False,2,CM-410,primary,40,False,18.67,Calle de Castelar,,"LINESTRING (-3.5038715 39.6947644, -3.5040897 39.6947629)",,
191101886,False,2,,residential,50,True,145.013,Calle Ave María,,"LINESTRING (-3.5038715 39.6947644, -3.5038673 39.6947006, -3.5037561 39.6934633)",,
309272213,False,2,CM-410,primary,40,True,45.388,Calle de Castelar,,"LINESTRING (-3.5038715 39.6947644, -3.5037 39.6947574, -3.5035188 39.6947469, -3.503342 39.6947399)",,
202664180,False,2,CM-410,primary,40,True,74.019,Calle Pocillo,,"LINESTRING (-3.5015864 39.6948399, -3.5007228 39.6948792)",,
309272211,False,2,,residential,50,True,16.471,Calle Pocillo,,"LINESTRING (-3.5015864 39.6948399, -3.5015334 39.6949823)",,
191101906,False,1,,residential,50,True,122.511,Calle Jarillas,,"LINESTRING (-3.5015864 39.6948399, -3.5015487 39.6947627, -3.5010808 39.6938091)",,
202664180,False,2,CM-410,primary,40,False,67.237,Calle Pocillo,,"LINESTRING (-3.5015864 39.6948399, -3.501776 39.6948317, -3.5021166 39.6948186, -3.5023705 39.6948011)",,
309272213,False,2,CM-410,primary,40,True,5.804,Calle de Castelar,,"LINESTRING (-3.5049216 39.6947184, -3.504854 39.6947227)",,
310084335,False,2,CM-410,primary,40,False,12.927,Calle de Castelar,,"LINESTRING (-3.5049216 39.6947184, -3.5050724 39.6947113)",,
191196925,False,2,,residential,50,True,35.609,Calle Lillo,,"LINESTRING (-3.5030423 39.6947482, -3.5027486 39.6949751)",,
202664180,False,2,CM-410,primary,40,True,20.806,Calle Pocillo,,"LINESTRING (-3.5030423 39.6947482, -3.5028003 39.6947666)",,
202664180,False,2,CM-410,primary,40,False,25.662,Calle Pocillo,,"LINESTRING (-3.5030423 39.6947482, -3.5031994 39.694742, -3.503342 39.6947399)",,
191196894,False,2,,residential,50,True,10.689,Calle Belén,,"LINESTRING (-3.5048802 39.6949443, -3.5048945 39.6948488)",,
191196871,False,2,,residential,50,False,133.54500000000002,Calle Comisario,,"LINESTRING (-3.5048802 39.6949443, -3.5045854 39.6949741, -3.5034221 39.6952129, -3.5033646 39.6952247)",,
191196894,False,2,,residential,50,False,72.70600000000002,Calle Belén,,"LINESTRING (-3.5048802 39.6949443, -3.5048686 39.694994, -3.5047733 39.6954002, -3.5048002 39.6955175, -3.5048163 39.6955879)",,
310084332,False,1,,residential,50,True,112.0,Calle Oliva,,"LINESTRING (-3.5048802 39.6949443, -3.5050631 39.6949459, -3.5054229 39.6949678, -3.5061821 39.6950413)",,
191196859,False,,,residential,,False,23.602,,,"LINESTRING (-3.5027486 39.6949751, -3.5028003 39.6947666)",,
191196925,False,2,,residential,50,False,35.609,Calle Lillo,,"LINESTRING (-3.5027486 39.6949751, -3.5030423 39.6947482)",,
191196925,False,2,,residential,50,True,96.12,Calle Lillo,,"LINESTRING (-3.5027486 39.6949751, -3.502451 39.6951619, -3.5017966 39.6954267)",,
191196924,False,2,,residential,50,True,41.143,Calle Pocillo,,"LINESTRING (-3.5015334 39.6949823, -3.5017328 39.695319)",,
309272211,False,2,,residential,50,False,16.471,Calle Pocillo,,"LINESTRING (-3.5015334 39.6949823, -3.5015864 39.6948399)",,
"[191196924, 309272229]",False,"['1', '2']",,residential,50,False,138.549,"['Calle Pocillo', 'Calle Las Cruces']",,"LINESTRING (-3.5015334 39.6949823, -3.500504 39.695051, -3.5004634 39.6950797, -3.5008119 39.6953879)",,
191196872,False,2,,residential,50,False,39.613,Calle Las Cuatro Calles,,"LINESTRING (-3.5061821 39.6950413, -3.5061081 39.6947582, -3.5060905 39.6946921)",,
191196872,False,2,,residential,50,True,80.02799999999999,Calle Las Cuatro Calles,,"LINESTRING (-3.5061821 39.6950413, -3.5063486 39.6950732, -3.5065094 39.695143, -3.506608 39.6952212, -3.5067239 39.695387, -3.5067625 39.6955324)",,
310084332,False,1,,residential,50,False,112.0,Calle Oliva,,"LINESTRING (-3.5061821 39.6950413, -3.5054229 39.6949678, -3.5050631 39.6949459, -3.5048802 39.6949443)",,
202664195,False,2,,residential,50,False,99.673,Calle de la Iglesia,,"LINESTRING (-3.5033646 39.6952247, -3.5034642 39.6961178)",,
191196871,False,2,,residential,50,True,133.54500000000002,Calle Comisario,,"LINESTRING (-3.5033646 39.6952247, -3.5034221 39.6952129, -3.5045854 39.6949741, -3.5048802 39.6949443)",,
202664195,False,2,,residential,50,True,53.942,Calle de la Iglesia,,"LINESTRING (-3.5033646 39.6952247, -3.5033438 39.6947836, -3.503342 39.6947399)",,
202664197,False,2,,residential,50,False,99.101,Calle Prim,,"LINESTRING (-3.5033646 39.6952247, -3.5032912 39.69525, -3.5028569 39.6954184, -3.5023218 39.6956124)",,
191196832,False,2,,residential,50,False,79.163,Calle Valencia,,"LINESTRING (-3.5017328 39.695319, -3.5008119 39.6953879)",,
191196924,False,2,,residential,50,False,41.143,Calle Pocillo,,"LINESTRING (-3.5017328 39.695319, -3.5015334 39.6949823)",,
191196924,False,2,,residential,50,True,13.161,Calle Pocillo,,"LINESTRING (-3.5017328 39.695319, -3.5017966 39.6954267)",,
191196832,False,2,,residential,50,True,79.163,Calle Valencia,,"LINESTRING (-3.5008119 39.6953879, -3.5017328 39.695319)",,
309272229,False,1,,residential,50,False,49.949,Calle Las Cruces,,"LINESTRING (-3.5008119 39.6953879, -3.5012053 39.6957198)",,
"[191196924, 309272229]",False,"['1', '2']",,residential,50,True,138.549,"['Calle Pocillo', 'Calle Las Cruces']",,"LINESTRING (-3.5008119 39.6953879, -3.5004634 39.6950797, -3.500504 39.695051, -3.5015334 39.6949823)",,
191196924,False,2,,residential,50,False,13.161,Calle Pocillo,,"LINESTRING (-3.5017966 39.6954267, -3.5017328 39.695319)",,
191196925,False,2,,residential,50,True,60.18,Calle Lillo,,"LINESTRING (-3.5017966 39.6954267, -3.5012053 39.6957198)",,
191196925,False,2,,residential,50,False,96.12,Calle Lillo,,"LINESTRING (-3.5017966 39.6954267, -3.502451 39.6951619, -3.5027486 39.6949751)",,
191196817,False,2,,residential,50,False,81.216,Calle Pozo Bueno,,"LINESTRING (-3.5078089 39.6954965, -3.5069292 39.6957709)",,
