osmid,oneway,name,highway,reversed,length,geometry,junction,lanes,maxspeed,ref,bridge
1234761224,True,,tertiary,False,15.239,"LINESTRING (-1.612667 42.8314684, -1.6126986 42.8314039, -1.6127002 42.8313354)",roundabout,,,NA-4200,
892781690,True,,tertiary,False,8.556000000000001,"LINESTRING (-1.6121322 42.8313733, -1.6121388 42.8314115, -1.6121548 42.8314481)",roundabout,,,NA-4200,
892781689,True,,tertiary,False,12.033000000000001,"LINESTRING (-1.6122882 42.8311794, -1.6122273 42.8312099, -1.6121791 42.8312509)",roundabout,,,NA-4200,
27364756,True,Calle Bidaburua,residential,False,81.506,"LINESTRING (-1.6125708 42.8311893, -1.6122997 42.8309793, -1.6118423 42.8306887)",,,,,
858934603,True,,tertiary,False,24.017,"LINESTRING (-1.6125708 42.8311893, -1.6124801 42.8311617, -1.6123821 42.8311583, -1.6122882 42.8311794)",roundabout,,,NA-4200,
1234761223,True,,tertiary,False,19.914,"LINESTRING (-1.6127002 42.8313354, -1.612677 42.8312782, -1.6126326 42.8312281, -1.6125708 42.8311893)",roundabout,,,NA-4200,
23611258,True,,residential,False,10.089,"LINESTRING (-1.6104545 42.8298723, -1.6104938 42.8298815, -1.610535 42.8298831, -1.6105754 42.8298771)",roundabout,,,,
25203839,False,Calle Fermin Tirapu,tertiary,True,26.374000000000002,"LINESTRING (-1.6088091 42.8309307, -1.6089276 42.8309788, -1.6090889 42.8310496)",,,,NA-4200,
25892366,False,Calle San Andrés,tertiary,True,203.985,"LINESTRING (-1.6088091 42.8309307, -1.6086309 42.8308741, -1.6068583 42.8300192, -1.6067594 42.8299864, -1.6066891 42.8299631)",,,,NA-4200,
1242040711,False,Avenida Serapio Huici,residential,False,89.01,"LINESTRING (-1.6088091 42.8309307, -1.6089468 42.830833, -1.6091798 42.8306714, -1.6094728 42.8304684, -1.6095959 42.830376)",,,30,,
27364759,True,Calle Bidaburua,residential,False,203.582,"LINESTRING (-1.6105754 42.8298771, -1.610665 42.8299451, -1.6112399 42.8303822, -1.6114075 42.8305096, -1.611824 42.8307815, -1.6121732 42.8310071, -1.6122268 42.8310392, -1.6122689 42.8310832, -1.6122882 42.8311794)",,,,,
858934601,True,,residential,False,9.923,"LINESTRING (-1.6105754 42.8298771, -1.6106119 42.8298642, -1.610643 42.829845, -1.6106667 42.8298209)",roundabout,,,,
858934602,True,,residential,False,11.325,"LINESTRING (-1.6106667 42.8298209, -1.6106828 42.829789, -1.6106861 42.8297552, -1.6106764 42.829722)",roundabout,,,,
25203833,True,Avenida Serapio Huici,residential,False,245.82399999999998,"LINESTRING (-1.6106764 42.829722, -1.6106879 42.8296629, -1.6107401 42.8296186, -1.6115459 42.8290728, -1.6115854 42.8290451, -1.6119412 42.8287991, -1.612117 42.8286767, -1.6126757 42.828291, -1.6128552 42.8282215)",,,,,
857750360,True,,residential,False,14.633000000000001,"LINESTRING (-1.6106764 42.829722, -1.6106572 42.829695, -1.6106293 42.8296725, -1.6105891 42.8296522, -1.6105426 42.8296446)",roundabout,,,,
857750359,True,,residential,False,4.417,"LINESTRING (-1.6105426 42.8296446, -1.6104885 42.8296465)",roundabout,,,,
25892364,False,Calle San Andrés,tertiary,True,25.491,"LINESTRING (-1.605529 42.8294713, -1.6058108 42.8295705)",,,,NA-4200,
"[96711860, 25892364, 683329086]",False,Calle San Andrés,tertiary,"[False, True]",149.534,"LINESTRING (-1.605529 42.8294713, -1.6054571 42.8294663, -1.6051613 42.8294534, -1.6048731 42.8295109, -1.6047019 42.829571, -1.6046209 42.8296123, -1.6043319 42.8297819, -1.603952 42.8300291)",,,,NA-4200,yes
683329086,False,,tertiary,True,12.167,"LINESTRING (-1.603952 42.8300291, -1.603846 42.8301061)",,,,NA-4200,
378892330,True,Polígono Areta,residential,False,38.617999999999995,"LINESTRING (-1.603952 42.8300291, -1.6038097 42.8300526, -1.6035986 42.8300616, -1.6034824 42.8300637)",,,,,
"[96711860, 25892364, 683329086]",False,Calle San Andrés,tertiary,"[False, True]",149.53399999999996,"LINESTRING (-1.603952 42.8300291, -1.6043319 42.8297819, -1.6046209 42.8296123, -1.6047019 42.829571, -1.6048731 42.8295109, -1.6051613 42.8294534, -1.6054571 42.8294663, -1.605529 42.8294713)",,,,NA-4200,yes
857750351,True,,tertiary,False,7.644,"LINESTRING (-1.6103256 42.8348475, -1.6102904 42.8348318, -1.6102402 42.8348204)",roundabout,,,NA-2517,
25203839,False,Calle Fermin Tirapu,tertiary,False,16.395,"LINESTRING (-1.6092899 42.8310529, -1.6090889 42.8310496)",,,,NA-4200,
1150578933,False,Calle Las Eras,residential,False,17.419,"LINESTRING (-1.6092899 42.8310529, -1.609269 42.8312088)",,,,,
31435562,True,Travesía Fermin Tirapu,residential,False,81.857,"LINESTRING (-1.6092899 42.8310529, -1.6093398 42.8309818, -1.6098662 42.8305795, -1.6099594 42.8305084)",,,,,
171572791,False,Calle Fermin Tirapu,tertiary,True,87.842,"LINESTRING (-1.6092899 42.8310529, -1.6094593 42.8310595, -1.6102743 42.8311279, -1.6103607 42.8311368)",,,,NA-4200,
189029404,True,,residential,False,20.268,"LINESTRING (-1.6128552 42.8282215, -1.6129168 42.8282157, -1.6129682 42.8281901, -1.6129981 42.8281502, -1.613 42.8281046)",roundabout,,,,
25892365,True,,tertiary,False,13.05,"LINESTRING (-1.6066382 42.8297519, -1.6066183 42.8297156, -1.6065852 42.8296849, -1.6065415 42.8296625)",roundabout,,,NA-4200,
25892367,True,Calle Andrezar,residential,False,231.42700000000002,"LINESTRING (-1.6066382 42.8297519, -1.6067561 42.8296878, -1.607501 42.8294733, -1.6082451 42.8292616, -1.6091293 42.8290067, -1.6092676 42.8289809)",,,,,
25892365,True,,tertiary,False,13.361,"LINESTRING (-1.6065415 42.8296625, -1.6064896 42.82965, -1.606435 42.8296492, -1.6063825 42.8296602)",roundabout,,,NA-4200,
25892365,True,,tertiary,False,13.853,"LINESTRING (-1.6063825 42.8296602, -1.6063351 42.8296829, -1.6062993 42.829715, -1.6062785 42.8297537)",roundabout,,,NA-4200,
31452620,False,Calle Ulzama,residential,True,125.36500000000001,"LINESTRING (-1.6063825 42.8296602, -1.6063796 42.8295877, -1.6064576 42.8294814, -1.6068626 42.8289296, -1.6069953 42.8287475, -1.6070603 42.8286584)",,,,,
25892364,False,Calle San Andrés,tertiary,False,43.262,"LINESTRING (-1.6062785 42.8297537, -1.6061354 42.8297017, -1.6060274 42.8296625, -1.6058108 42.8295705)",,,,NA-4200,
857750349,True,,tertiary,False,26.932000000000002,"LINESTRING (-1.6062785 42.8297537, -1.6062745 42.8297939, -1.6062869 42.8298333, -1.6063145 42.8298682, -1.606355 42.8298956, -1.6064047 42.829913, -1.6064591 42.8299189)",roundabout,,,NA-4200,
444328939,True,Calle San Andrés,tertiary,False,15.351,"LINESTRING (-1.6065138 42.8299128, -1.6066891 42.8299631)",,,,NA-4200,
857859110,True,,tertiary,False,11.850999999999999,"LINESTRING (-1.6065138 42.8299128, -1.6065776 42.8298871, -1.6066228 42.8298455)",roundabout,,,NA-4200,
171570290,True,Calle Arga,residential,False,98.363,"LINESTRING (-1.6075233 42.8280264, -1.60645 42.8276228)",,,,,
31452620,False,Calle Ulzama,residential,False,79.792,"LINESTRING (-1.6075233 42.8280264, -1.6074649 42.8280965, -1.6074428 42.8281271, -1.6072846 42.8283468, -1.6072632 42.8283765, -1.6070603 42.8286584)",,,,,
"[373628624, 27366292]",False,Calle Arga,residential,True,169.89600000000002,"LINESTRING (-1.6075233 42.8280264, -1.6076388 42.8280767, -1.6086378 42.8285096, -1.6091746 42.828731, -1.609318 42.8288017)",,,,,
26278973,False,Polígono Areta,residential,False,13.358,"LINESTRING (-1.6014295 42.8297924, -1.6015933 42.8297935)",,,,,
26278978,False,Polígono Areta,residential,False,5.337,"LINESTRING (-1.6034824 42.8300637, -1.6035434 42.8300811)",,,,,
"[26278976, 26278977, 26278973, 26278975]",False,Polígono Areta,residential,True,156.964,"LINESTRING (-1.6034824 42.8300637, -1.6032282 42.8300234, -1.6027535 42.8299597, -1.6026588 42.829947, -1.6025894 42.8299377, -1.6023149 42.8298987, -1.602141 42.8298741, -1.6019419 42.8298458, -1.6018411 42.8298307, -1.6015933 42.8297935)",,,,,yes
26278978,False,Polígono Areta,residential,True,13.333,"LINESTRING (-1.6037741 42.8301582, -1.6036253 42.8301085)",,,,,
683329086,False,,tertiary,False,8.243,"LINESTRING (-1.6037741 42.8301582, -1.603846 42.8301061)",,,,NA-4200,
38074510,True,Urbanización Martiket,residential,False,45.403999999999996,"LINESTRING (-1.6037741 42.8301582, -1.6039664 42.8302619, -1.6042126 42.8304096)",,,,,
683329086,False,,tertiary,True,13.355,"LINESTRING (-1.6037741 42.8301582, -1.6037499 42.8301782, -1.6036655 42.8302481)",,,,NA-4200,
27364839,True,Calle Ermitaldea,residential,False,153.74599999999998,"LINESTRING (-1.6109068 42.8278704, -1.6108408 42.827916, -1.6105064 42.8281444, -1.6096212 42.8287488, -1.6095275 42.828813)",,,,,
27366287,True,,residential,False,16.191,"LINESTRING (-1.6095801 42.8289458, -1.6095873 42.8289098, -1.6095804 42.8288737, -1.6095599 42.8288406, -1.6095275 42.828813)",roundabout,,,,
"[27364847, 27364751]",False,"['Calle Irigoien', 'Calle Mayor']",residential,False,106.084,"LINESTRING (-1.6050673 42.8337578, -1.6051154 42.8337844, -1.6053148 42.8338933, -1.6057331 42.8341225, -1.6054479 42.8343964)",,,,,
"[31435579, 31435572]",False,"['Calle Pedro de Atarrabia', 'Calle Mayor']",residential,False,105.805,"LINESTRING (-1.6050673 42.8337578, -1.6050135 42.8338135, -1.6047878 42.8340472, -1.6049563 42.8341338, -1.6054479 42.8343964)",,,,,
"[1208836624, 27364831, 1208836623]",False,Calle Pedro de Atarrabia,residential,True,437.4510000000001,"LINESTRING (-1.6050673 42.8337578, -1.6051017 42.8337212, -1.6055863 42.8332087, -1.6057092 42.8330683, -1.6058278 42.8328782, -1.6060276 42.8322274, -1.6061008 42.8319868, -1.6061342 42.8318769, -1.6061424 42.8318423, -1.606153 42.8317974, -1.6062071 42.8315686, -1.6062436 42.8314144, -1.6064022 42.8308522, -1.6064487 42.8303371, -1.6065145 42.8300368)",,,,,
"[27364751, 27364847]",False,"['Calle Irigoien', 'Calle Mayor']",residential,True,106.084,"LINESTRING (-1.6054479 42.8343964, -1.6057331 42.8341225, -1.6053148 42.8338933, -1.6051154 42.8337844, -1.6050673 42.8337578)",,,,,
"[31435579, 31435572]",False,"['Calle Pedro de Atarrabia', 'Calle Mayor']",residential,True,105.805,"LINESTRING (-1.6054479 42.8343964, -1.6049563 42.8341338, -1.6047878 42.8340472, -1.6050135 42.8338135, -1.6050673 42.8337578)",,,,,
813628687,True,Polígono Industrial Landazabal Calle C,residential,False,175.995,"LINESTRING (-1.6121887 42.8353827, -1.610902 42.8354863, -1.6107573 42.8354766, -1.6105103 42.8351771, -1.6104915 42.8351455, -1.6104316 42.8350828, -1.6103597 42.8350432)",,,,,
27364743,True,Polígono Industrial Landazabal Calle 4,residential,False,76.947,"LINESTRING (-1.6115634 42.8345982, -1.6116026 42.8346416, -1.6120517 42.8351903)",,,,,
27366316,True,Polígono Industrial Landazabal Calle A,residential,False,99.625,"LINESTRING (-1.6115634 42.8345982, -1.6116393 42.8345639, -1.6125645 42.8341677, -1.6126043 42.8341336)",,,,,
27364733,False,Polígono Industrial Landazabal Calle B,residential,True,101.738,"LINESTRING (-1.6120517 42.8351903, -1.6121258 42.8351583, -1.6130346 42.8347664, -1.6131272 42.8347265)",,,,,
27364743,True,Polígono Industrial Landazabal Calle 4,residential,False,24.134999999999998,"LINESTRING (-1.6120517 42.8351903, -1.6121066 42.8352674, -1.6121887 42.8353827)",,,,,
27364732,False,Polígono Industrial Landazabal Calle 3,residential,False,77.682,"LINESTRING (-1.6131272 42.8347265, -1.6130857 42.8346716, -1.6126648 42.8341157)",,,,,
27364733,False,Polígono Industrial Landazabal Calle B,residential,False,101.738,"LINESTRING (-1.6131272 42.8347265, -1.6130346 42.8347664, -1.6121258 42.8351583, -1.6120517 42.8351903)",,,,,
"[367280357, 27364781]",True,Calle Karrobide,residential,False,103.37599999999999,"LINESTRING (-1.6121982 42.8335127, -1.6120671 42.8335576, -1.6111636 42.8339389, -1.6110926 42.8339669)",,,,,
27366310,False,Calle Las Eras,residential,True,46.49,"LINESTRING (-1.6121982 42.8335127, -1.6122489 42.8335841, -1.6124587 42.8338846)",,,,,
189029687,False,Calle Las Eras,residential,False,130.17,"LINESTRING (-1.6121982 42.8335127, -1.6121591 42.8334456, -1.6118402 42.8330337, -1.6115004 42.8325546, -1.611445 42.8324811)",,,,,
27366303,False,Calle Oianpea,residential,False,107.788,"LINESTRING (-1.609944 42.8344467, -1.6098968 42.8343865, -1.6096177 42.8340284, -1.609329 42.8336584, -1.6092876 42.8336053)",,,,,
27366303,False,Calle Oianpea,residential,True,27.729999999999997,"LINESTRING (-1.609944 42.8344467, -1.6099853 42.8344973, -1.6101125 42.8346633)",,,,,
31435523,False,Calle Karrobide,residential,False,80.404,"LINESTRING (-1.609944 42.8344467, -1.6098539 42.8344843, -1.6091508 42.8347779, -1.6090785 42.8347867)",,,,,
27364769,False,Colonia San Francisco Javier,residential,False,9.327,"LINESTRING (-1.6090968 42.8347039, -1.6090785 42.8347867)",,,,,
444308006,True,Colonia San Francisco Javier,residential,False,53.298,"LINESTRING (-1.6090968 42.8347039, -1.6084498 42.8346358)",,,,,
27364842,True,Travesía Primera Calle Esteban Armendáriz,residential,False,87.44999999999999,"LINESTRING (-1.6067321 42.8338098, -1.6075323 42.8334135, -1.6076209 42.8333697)",,,,,
27364841,True,Calle Esteban Armendariz,residential,False,34.912,"LINESTRING (-1.6076209 42.8333697, -1.6078379 42.8336051, -1.6078607 42.8336298)",,,,,
27364767,True,Travesía Segunda Calle Esteban Armendáriz,residential,False,87.53099999999999,"LINESTRING (-1.607885 42.8336562, -1.6077991 42.8336981, -1.6069918 42.8340928)",,,,,
27364841,True,Calle Esteban Armendariz,residential,False,34.429,"LINESTRING (-1.607885 42.8336562, -1.608066 42.8338524, -1.6081215 42.8339127)",,,,,
27364750,True,Plaza Aldapa,residential,False,37.93,"LINESTRING (-1.6069918 42.8340928, -1.6067321 42.8338098)",,,,,
"[444308008, 27364843]",True,"['Travesía Tercera Calle Esteban Armendáriz', 'Plaza Aldapa']",residential,False,123.842,"LINESTRING (-1.6069918 42.8340928, -1.6072312 42.8343473, -1.6072727 42.834363, -1.6073063 42.834359, -1.608068 42.8339849, -1.6081536 42.8339475)",,,,,
"[447578336, 444308007]",True,"['Colonia San Francisco Javier', 'Calle Esteban Armendariz']",residential,False,107.858,"LINESTRING (-1.6085554 42.834112, -1.6088263 42.8341456, -1.6091001 42.8341713, -1.6091433 42.8341835, -1.6091742 42.8342129, -1.6091784 42.8342442, -1.6091032 42.834671, -1.6090968 42.8347039)",,,,,
27364768,True,Colonia San Francisco Javier,residential,False,58.877,"LINESTRING (-1.6084498 42.8346358, -1.6085554 42.834112)",,,,,
"[171572797, 444308006]",True,"['Colonia San Francisco Javier', 'Plaza Aldapa']",residential,False,215.08900000000003,"LINESTRING (-1.6084498 42.8346358, -1.6074147 42.8345218, -1.6072866 42.8344884, -1.6070675 42.8344569, -1.6070161 42.8344453, -1.6069893 42.834437, -1.606952 42.83442, -1.6065665 42.8341843, -1.6065258 42.8341529, -1.6065183 42.834128, -1.606604 42.833879, -1.6067321 42.8338098)",,,,,
27364770,True,,residential,False,24.790999999999997,"LINESTRING (-1.6101125 42.8346633, -1.6101201 42.8347667, -1.6100558 42.8348764)",,,,,
27366303,False,Calle Oianpea,residential,False,27.729999999999997,"LINESTRING (-1.6101125 42.8346633, -1.6099853 42.8344973, -1.609944 42.8344467)",,,,,
857750351,True,,tertiary,False,3.086,"LINESTRING (-1.6100558 42.8348764, -1.6100368 42.8349004)",roundabout,,,NA-2517,
27364763,True,Travesía Segunda Calle Esteban Armendáriz,residential,False,102.179,"LINESTRING (-1.6088815 42.833097, -1.6087955 42.8331411, -1.6079237 42.8335933, -1.6078607 42.8336298)",,,,,
27364766,False,Calle Oianpea,residential,False,55.488,"LINESTRING (-1.6088815 42.833097, -1.6085902 42.8327125, -1.6085515 42.8326606)",,,,,
27366303,False,Calle Oianpea,residential,True,38.675,"LINESTRING (-1.6088815 42.833097, -1.6090565 42.8333272, -1.6091155 42.8333995)",,,,,
"[447578336, 27364841]",True,Calle Esteban Armendariz,residential,False,40.423,"LINESTRING (-1.6081536 42.8339475, -1.6082624 42.8340655, -1.6083161 42.8340835, -1.6085554 42.834112)",,,,,
27366303,False,Calle Oianpea,residential,True,26.844,"LINESTRING (-1.6091155 42.8333995, -1.6092876 42.8336053)",,,,,
27366303,False,Calle Oianpea,residential,False,38.675,"LINESTRING (-1.6091155 42.8333995, -1.6090565 42.8333272, -1.6088815 42.833097)",,,,,
27364766,False,Calle Oianpea,residential,True,55.488,"LINESTRING (-1.6085515 42.8326606, -1.6085902 42.8327125, -1.6088815 42.833097)",,,,,
27364790,False,Calle Oianpea,residential,False,49.059000000000005,"LINESTRING (-1.6085515 42.8326606, -1.608499 42.8326012, -1.6082861 42.8323429, -1.6082264 42.8322901)",,,,,
27364762,False,calle Padre Murillo,residential,True,105.859,"LINESTRING (-1.6072546 42.8329204, -1.607662 42.8326538, -1.6079359 42.8324861, -1.6080124 42.8324375, -1.6081668 42.8323395, -1.6082264 42.8322901)",,,,,
"[27364841, 447578334]",True,Calle Esteban Armendariz,residential,False,58.36,"LINESTRING (-1.6072546 42.8329204, -1.6073132 42.8329981, -1.6073401 42.8330526, -1.6076209 42.8333697)",,,,,
27366303,False,Calle Oianpea,residential,False,26.844,"LINESTRING (-1.6092876 42.8336053, -1.6091155 42.8333995)",,,,,
27364764,True,Calle Canpanaburua,residential,False,37.163000000000004,"LINESTRING (-1.6092876 42.8336053, -1.6093502 42.8335774, -1.6096768 42.8334314)",,,,,
27366303,False,Calle Oianpea,residential,True,107.788,"LINESTRING (-1.6092876 42.8336053, -1.609329 42.8336584, -1.6096177 42.8340284, -1.6098968 42.8343865, -1.609944 42.8344467)",,,,,
27364764,True,Calle Canpanaburua,residential,False,72.3,"LINESTRING (-1.6096768 42.8334314, -1.6100133 42.8332896, -1.6103137 42.8331314, -1.6104174 42.8330755)",,,,,
31435567,True,Calle Joaquín Puy,residential,False,121.903,"LINESTRING (-1.6096768 42.8334314, -1.6096369 42.8333481, -1.6092031 42.8324519, -1.6091773 42.8323981)",,,,,
27364764,True,Calle Canpanaburua,residential,False,106.78200000000001,"LINESTRING (-1.6104174 42.8330755, -1.6113499 42.8325483, -1.611445 42.8324811)",,,,,
27364793,False,Calle Las Eras,residential,False,11.971,"LINESTRING (-1.611445 42.8324811, -1.6114057 42.8324464, -1.6113527 42.8323974)",,,,,
189029687,False,Calle Las Eras,residential,True,130.17,"LINESTRING (-1.611445 42.8324811, -1.6115004 42.8325546, -1.6118402 42.8330337, -1.6121591 42.8334456, -1.6121982 42.8335127)",,,,,
27366310,False,Calle Las Eras,residential,False,46.49,"LINESTRING (-1.6124587 42.8338846, -1.6122489 42.8335841, -1.6121982 42.8335127)",,,,,
857859105,True,,secondary,False,8.983,"LINESTRING (-1.6124587 42.8338846, -1.6124212 42.8339096, -1.6123906 42.833947)",roundabout,,,,
857750357,True,,residential,False,11.212,"LINESTRING (-1.6107448 42.8319748, -1.6107611 42.8319585, -1.6107696 42.8319393, -1.6107693 42.8319192, -1.6107604 42.8319001, -1.6107437 42.8318841)",roundabout,,,,
27366302,True,Calle Padre Murillo,residential,False,21.485,"LINESTRING (-1.6082264 42.8322901, -1.6083733 42.8321297)",,,,,
27364762,False,calle Padre Murillo,residential,False,105.85900000000001,"LINESTRING (-1.6082264 42.8322901, -1.6081668 42.8323395, -1.6080124 42.8324375, -1.6079359 42.8324861, -1.607662 42.8326538, -1.6072546 42.8329204)",,,,,
27364790,False,Calle Oianpea,residential,True,49.059000000000005,"LINESTRING (-1.6082264 42.8322901, -1.6082861 42.8323429, -1.608499 42.8326012, -1.6085515 42.8326606)",,,,,
27366302,True,Calle Padre Murillo,residential,False,125.781,"LINESTRING (-1.6083733 42.8321297, -1.6092264 42.831254, -1.609269 42.8312088)",,,,,
"[370496400, 28873859]",True,Calle Nuestra Señora del Rosario,residential,False,155.21599999999998,"LINESTRING (-1.6083733 42.8321297, -1.6084718 42.8320854, -1.6101001 42.8317775, -1.6101877 42.8317333)",,,,,
27364728,True,Calle Santo Domingo,residential,False,27.317,"LINESTRING (-1.6099594 42.8305084, -1.6097964 42.8303821, -1.6097579 42.8303521, -1.6097306 42.830329)",,,,,
171572791,False,Calle Fermin Tirapu,tertiary,False,91.974,"LINESTRING (-1.6114793 42.8312427, -1.6103607 42.8311368)",,,,NA-4200,
27364728,True,Calle Santo Domingo,residential,False,159.333,"LINESTRING (-1.6114793 42.8312427, -1.6114939 42.8311301, -1.6114886 42.8310649, -1.6114417 42.8310378, -1.6113927 42.8310157, -1.6107203 42.8307963, -1.6103373 42.8306577, -1.6101716 42.830598, -1.6100369 42.8305495, -1.6099594 42.8305084)",,,,,
171572791,False,Calle Fermin Tirapu,tertiary,True,41.801,"LINESTRING (-1.6114793 42.8312427, -1.6119532 42.8313011, -1.6119851 42.8313035)",,,,NA-4200,
31452623,True,Calle Errondoa,residential,False,94.357,"LINESTRING (-1.6062132 42.8283327, -1.6059686 42.8290606, -1.6058608 42.82912)",,,,,
23218372,True,,tertiary,False,27.803,"LINESTRING (-1.6122761 42.8315481, -1.6123556 42.8315706, -1.6124407 42.8315749, -1.6125237 42.8315607, -1.6125972 42.8315291)",roundabout,,,NA-4200,
171572790,True,Calle Ezkaba,residential,False,12.35,"LINESTRING (-1.612149 42.8316085, -1.6122761 42.8315481)",,,,,
"[171572801, 171572805]",True,Calle Ezkaba,residential,False,55.112,"LINESTRING (-1.612149 42.8316085, -1.6122797 42.8316662, -1.6124031 42.8317273, -1.6125256 42.8317821, -1.6124939 42.8318399, -1.6124817 42.831862, -1.6124775 42.8319219, -1.612498 42.8319396)",,,,,
171570296,True,Calle Errondoa,residential,False,61.57499999999999,"LINESTRING (-1.6058608 42.82912, -1.6056636 42.8290801, -1.6055546 42.8293705, -1.605529 42.8294713)",,,,,
25892364,False,Calle San Andrés,tertiary,False,25.491,"LINESTRING (-1.6058108 42.8295705, -1.605529 42.8294713)",,,,NA-4200,
25892364,False,Calle San Andrés,tertiary,True,43.262,"LINESTRING (-1.6058108 42.8295705, -1.6060274 42.8296625, -1.6061354 42.8297017, -1.6062785 42.8297537)",,,,NA-4200,
27364832,True,Calle Errondoa,residential,False,52.329,"LINESTRING (-1.6058108 42.8295705, -1.6058359 42.8294693, -1.6059215 42.8292035, -1.6058608 42.82912)",,,,,
27366287,True,,residential,False,10.283,"LINESTRING (-1.6092394 42.8288926, -1.6092389 42.8289234, -1.6092485 42.8289534, -1.6092676 42.8289809)",roundabout,,,,
31435583,True,Calle Andrezar,residential,False,236.083,"LINESTRING (-1.6092394 42.8288926, -1.6090958 42.8289336, -1.6082058 42.8291885, -1.6074638 42.8294037, -1.6067095 42.8296169, -1.6065415 42.8296625)",,,,,
27366287,True,,residential,False,17.541,"LINESTRING (-1.6092676 42.8289809, -1.6093041 42.8290099, -1.6093508 42.8290293, -1.6094035 42.8290374, -1.609457 42.8290334)",roundabout,,,,
27366287,True,,residential,False,14.55,"LINESTRING (-1.609457 42.8290334, -1.6095111 42.8290153, -1.6095538 42.8289849, -1.6095801 42.8289458)",roundabout,,,,
27366290,True,Calle Andrezar,residential,False,108.995,"LINESTRING (-1.609457 42.8290334, -1.6095736 42.8290827, -1.610303 42.8296446, -1.6103627 42.8297408)",,,,,
27366287,True,,residential,False,18.299,"LINESTRING (-1.6095275 42.828813, -1.6094799 42.8287912, -1.6094254 42.8287817, -1.6093695 42.8287853, -1.609318 42.8288017)",roundabout,,,,
27366287,True,,residential,False,12.307,"LINESTRING (-1.609318 42.8288017, -1.6092801 42.828826, -1.6092531 42.8288571, -1.6092394 42.8288926)",roundabout,,,,
"[373628624, 27366292]",False,Calle Arga,residential,False,169.896,"LINESTRING (-1.609318 42.8288017, -1.6091746 42.828731, -1.6086378 42.8285096, -1.6076388 42.8280767, -1.6075233 42.8280264)",,,,,
