osmid,lanes,ref,highway,maxspeed,junction,oneway,reversed,length,geometry,name,access,tunnel
491305106,2,N-550,trunk,40,roundabout,True,False,10.698,"LINESTRING (-8.573869 42.8491638, -8.5738365 42.849122, -8.573793 42.849086)",,,
491305106,2,N-550,trunk,40,roundabout,True,False,3.197,"LINESTRING (-8.5735264 42.8490281, -8.5734882 42.8490346)",,,
"[14846947, 111685283]",2,N-550,trunk,50,,True,False,245.83800000000002,"LINESTRING (-8.573793 42.849086, -8.5737776 42.8490198, -8.5737776 42.848972, -8.5737811 42.8488979, -8.5738633 42.8487143, -8.5741474 42.848094, -8.5748286 42.8471312, -8.5748849 42.8470517)","['Avenida de Rosalía de Castro', 'Avenida de Pontevedra']",,
491305106,2,N-550,trunk,40,roundabout,True,False,23.411,"LINESTRING (-8.573793 42.849086, -8.5737349 42.8490551, -8.5736688 42.8490345, -8.5735981 42.8490254, -8.5735264 42.8490281)",,,
48459349,,,living_street,30,,True,False,129.27800000000002,"LINESTRING (-8.5758104 42.8474247, -8.5758748 42.8473337, -8.5760204 42.8471281, -8.5764897 42.8464653, -8.5765477 42.8463956)",Rúa de Anxeriz,,
48459355,,,residential,,,False,True,86.10799999999999,"LINESTRING (-8.5758104 42.8474247, -8.5757184 42.847384, -8.5750075 42.8471006, -8.5749724 42.8470866, -8.5748849 42.8470517)",Rúa da Raxoeira,,
323125005,,,residential,,,False,False,50.101,"LINESTRING (-8.5758104 42.8474247, -8.5759141 42.8474722, -8.5762955 42.8477004)",Rúa da Raxoeira,,
111685283,2,N-550,trunk,50,,True,False,118.896,"LINESTRING (-8.5748849 42.8470517, -8.5755902 42.8461158)",Avenida de Rosalía de Castro,,
48459355,,,residential,,,False,False,86.108,"LINESTRING (-8.5748849 42.8470517, -8.5749724 42.8470866, -8.5750075 42.8471006, -8.5757184 42.847384, -8.5758104 42.8474247)",Rúa da Raxoeira,,
48459358,,,residential,,,False,True,39.054,"LINESTRING (-8.5767486 42.8479676, -8.5767902 42.8479477, -8.5771309 42.8477561)",Rúa de Abaixo,,
320966186,,,residential,40,,True,False,42.03,"LINESTRING (-8.5767486 42.8479676, -8.5766559 42.8480203, -8.5764827 42.8481058, -8.5763479 42.8482034)",Rúa de Abaixo,,
323125005,,,residential,,,False,True,47.451,"LINESTRING (-8.5767486 42.8479676, -8.576695 42.847929, -8.5763586 42.8477326, -8.5762955 42.8477004)",Rúa da Raxoeira,,
48459358,,,residential,,,False,True,66.675,"LINESTRING (-8.5771309 42.8477561, -8.5778004 42.8474117)",Rúa de Abaixo,,
