osmid,name,highway,oneway,reversed,length,geometry,junction,maxspeed,lanes,ref
79193218,Calle Río Guadiana,residential,False,False,40.971000000000004,"LINESTRING (-3.2623615 40.5714542, -3.2623049 40.5714392, -3.2621119 40.5713838, -3.2619098 40.5713201)",,,,
888198447,,tertiary,True,False,11.976,"LINESTRING (-3.2623615 40.5714542, -3.2623488 40.5714888, -3.2623483 40.5715247, -3.2623598 40.5715595)",roundabout,,,
104207459,Avenida de la Paz,residential,True,False,61.034,"LINESTRING (-3.2651484 40.5695848, -3.2648113 40.5690993)",,,,
112089083,Calle Cuenca,residential,True,False,47.889,"LINESTRING (-3.2640706 40.5643034, -3.2637643 40.5646658)",,,,
112089084,Calle del Calvario,residential,False,False,58.641,"LINESTRING (-3.2640706 40.5643034, -3.2634789 40.5640276)",,,,
79193202,Calle Los Olmos,residential,False,False,61.081,"LINESTRING (-3.2597407 40.5674653, -3.2598249 40.5675215, -3.260284 40.5678278)",,,,
79193202,Calle Los Olmos,residential,False,True,104.905,"LINESTRING (-3.2597407 40.5674653, -3.259676 40.5674157, -3.258912 40.5668299, -3.2588666 40.5667951)",,,,
461944646,Calle Los Almendros,residential,False,False,70.015,"LINESTRING (-3.2597407 40.5674653, -3.2596979 40.5675115, -3.2593334 40.5679051, -3.2592638 40.5679803)",,,,
461944646,Calle Los Almendros,residential,False,True,48.221000000000004,"LINESTRING (-3.2597407 40.5674653, -3.2598172 40.5674008, -3.2601228 40.5671431)",,,,
105821337,Calle Los Cipreses,residential,False,False,134.852,"LINESTRING (-3.2592638 40.5679803, -3.259338 40.5680388, -3.2597616 40.5683729, -3.2602894 40.5679443, -3.260362 40.5678853)",,,,
105821337,Calle Los Cipreses,residential,False,True,107.232,"LINESTRING (-3.2592638 40.5679803, -3.2591704 40.5679052, -3.2584632 40.5673368, -3.2584011 40.5672735)",,,,
461944646,Calle Los Almendros,residential,False,False,89.567,"LINESTRING (-3.2592638 40.5679803, -3.2592208 40.5680436, -3.2590118 40.5683513, -3.2589108 40.5685313, -3.2588863 40.5685822, -3.2588723 40.5686265, -3.2588724 40.5686728, -3.2588724 40.5687191)",,,,
461944646,Calle Los Almendros,residential,False,True,70.015,"LINESTRING (-3.2592638 40.5679803, -3.2593334 40.5679051, -3.2596979 40.5675115, -3.2597407 40.5674653)",,,,
794799853,Avenida de Alcalá,tertiary,False,False,32.992000000000004,"LINESTRING (-3.2683391 40.5646266, -3.2682092 40.5647614, -3.2681059 40.5648646)",,,,
79193215,Calle Mulhacén,residential,False,False,54.942,"LINESTRING (-3.2582746 40.5718117, -3.2582259 40.5718426, -3.2577752 40.5721283)",,,,
79193215,Calle Mulhacén,residential,False,True,66.032,"LINESTRING (-3.2582746 40.5718117, -3.2583391 40.5717695, -3.2588772 40.5714334)",,,,
79193275,Calle Peñalara,residential,False,False,74.466,"LINESTRING (-3.2582746 40.5718117, -3.2582459 40.5717838, -3.2577311 40.5712844)",,,,
79193275,Calle Peñalara,residential,False,True,50.807,"LINESTRING (-3.2582746 40.5718117, -3.2586034 40.57212, -3.2586533 40.5721667)",,,,
79193294,Calle de la Soledad,residential,False,True,51.575,"LINESTRING (-3.2628938 40.5686301, -3.2624195 40.5689222)",,,,
79193189,Calle Libertad,residential,False,False,31.614,"LINESTRING (-3.2628938 40.5686301, -3.2628711 40.5685465, -3.2628653 40.5683476)",,,,
79193189,Calle Libertad,residential,False,True,66.513,"LINESTRING (-3.2628938 40.5686301, -3.262908 40.5686819, -3.2633711 40.5690985)",,,,
794802831,Calle Río Sorbe,residential,False,True,8.621,"LINESTRING (-3.2627795 40.5717175, -3.2627147 40.5716576)",,,,
105821226,Calle Río Sorbe,residential,True,False,81.948,"LINESTRING (-3.2627795 40.5717175, -3.2627785 40.5717471, -3.2627447 40.5718091, -3.2627732 40.5718693, -3.2629108 40.5719709, -3.2633087 40.5722775)",,,,
794802831,Calle Río Sorbe,residential,False,False,76.367,"LINESTRING (-3.2627795 40.5717175, -3.2633165 40.5721072, -3.2634287 40.5721954)",,,,
461956666,Avenida de Francisco Vives,tertiary,False,True,18.053,"LINESTRING (-3.2681059 40.5648646, -3.2679661 40.5649874)",,,,
79193193,,tertiary,False,False,34.015,"LINESTRING (-3.2681059 40.5648646, -3.2682451 40.5648708, -3.2685083 40.5648742)",,,,
79193206,Avenida de la Constitución,tertiary,False,True,83.792,"LINESTRING (-3.2681059 40.5648646, -3.2678867 40.5647205, -3.2673565 40.5643709)",,,,
794799853,Avenida de Alcalá,tertiary,False,True,32.992000000000004,"LINESTRING (-3.2681059 40.5648646, -3.2682092 40.5647614, -3.2683391 40.5646266)",,,,
79193215,Calle Mulhacén,residential,False,True,54.167,"LINESTRING (-3.2572792 40.5724371, -3.2577752 40.5721283)",,,,
79193201,Calle Naranco,residential,False,True,49.896,"LINESTRING (-3.2572792 40.5724371, -3.2573303 40.5724862, -3.2576454 40.5727892)",,,,
79193186,Paseo de las Acacias,residential,True,False,62.753,"LINESTRING (-3.2633144 40.5652545, -3.2628207 40.5656762)",,,,
79193226,Calle de Soria,residential,False,False,18.128,"LINESTRING (-3.2633144 40.5652545, -3.2631636 40.5651385)",,,,
79193226,Calle de Soria,residential,False,True,10.027,"LINESTRING (-3.2633144 40.5652545, -3.263395 40.5653207)",,,,
79193257,Calle Río Ebro,residential,False,True,63.214,"LINESTRING (-3.2640879 40.5719048, -3.2646188 40.5715041)",,,,
79193292,Calle Río Júcar,residential,False,True,145.609,"LINESTRING (-3.2640879 40.5719048, -3.2652846 40.5728474)",,,,
79193257,Calle Río Ebro,residential,False,False,63.187000000000005,"LINESTRING (-3.2640879 40.5719048, -3.2636558 40.5722207, -3.2635472 40.5722975)",,,,
79193202,Calle Los Olmos,residential,False,False,9.181,"LINESTRING (-3.260284 40.5678278, -3.260362 40.5678853)",,,,
79193202,Calle Los Olmos,residential,False,True,61.081,"LINESTRING (-3.260284 40.5678278, -3.2598249 40.5675215, -3.2597407 40.5674653)",,,,
79193284,Calle de las Huertas,residential,False,False,110.705,"LINESTRING (-3.2633066 40.5679096, -3.2634324 40.5669186)",,,,
461956660,Calle Huerta Grande,residential,False,True,8.086,"LINESTRING (-3.2633066 40.5679096, -3.26332 40.5679816)",,,,
461956660,Calle Huerta Grande,residential,False,False,105.761,"LINESTRING (-3.2633066 40.5679096, -3.263218 40.5678426, -3.2624225 40.5672361)",,,,
794802830,Carretera de Alovera,tertiary,False,False,65.986,"LINESTRING (-3.2631344 40.5700594, -3.2632168 40.5699799, -3.2633072 40.5699203, -3.2634617 40.5698361, -3.2637459 40.5696969)",,,,
794802830,Carretera de Alovera,tertiary,False,True,42.829,"LINESTRING (-3.2631344 40.5700594, -3.2630687 40.570148, -3.2630122 40.570254, -3.2629374 40.5704133)",,,,
461956639,Calle El Paraiso,residential,False,False,65.295,"LINESTRING (-3.2605964 40.5688253, -3.2605422 40.5688425, -3.2599521 40.5690299, -3.2598832 40.5690518)",,,,
461956644,Calle de la Noguera,residential,False,False,23.476999999999997,"LINESTRING (-3.2605964 40.5688253, -3.2605872 40.5687354, -3.2605749 40.5686148)",,,,
461956644,Calle de la Noguera,residential,False,True,106.722,"LINESTRING (-3.2605964 40.5688253, -3.2607696 40.5693834, -3.2607905 40.5694509, -3.2609351 40.5697483)",,,,
79193215,Calle Mulhacén,residential,False,False,66.032,"LINESTRING (-3.2588772 40.5714334, -3.2583391 40.5717695, -3.2582746 40.5718117)",,,,
79193215,Calle Mulhacén,residential,False,True,63.534,"LINESTRING (-3.2588772 40.5714334, -3.2593908 40.571109, -3.2594556 40.5710681)",,,,
79193282,Calle Moncayo,residential,False,False,76.871,"LINESTRING (-3.2588772 40.5714334, -3.2588486 40.5714064, -3.2583055 40.5708955)",,,,
794802832,Carretera de Alovera,tertiary,False,True,90.491,"LINESTRING (-3.2622875 40.5717512, -3.2622436 40.5718202, -3.2619116 40.5725129)",,50,,
809164778,Carretera de Alovera,tertiary,True,False,19.983999999999998,"LINESTRING (-3.2622875 40.5717512, -3.2623467 40.571696, -3.2624206 40.571656, -3.2624678 40.5716392)",,50,,
79193186,Paseo de las Acacias,residential,True,False,112.568,"LINESTRING (-3.2623076 40.566134, -3.2613982 40.566874)",,,,
461944648,Calle Pobos,residential,False,False,22.119,"LINESTRING (-3.2623076 40.566134, -3.2623994 40.5662022, -3.2624948 40.5662731)",,,,
461944648,Calle Pobos,residential,False,True,58.279,"LINESTRING (-3.2623076 40.566134, -3.2622631 40.566101, -3.2618144 40.5657675)",,,,
794802830,Carretera de Alovera,tertiary,False,True,77.048,"LINESTRING (-3.2629374 40.5704133, -3.2626133 40.571061)",,,,
794802830,Carretera de Alovera,tertiary,False,False,42.829,"LINESTRING (-3.2629374 40.5704133, -3.2630122 40.570254, -3.2630687 40.570148, -3.2631344 40.5700594)",,,,
112089081,Avenida del Ferrocarril,residential,True,False,37.925,"LINESTRING (-3.2599463 40.5657085, -3.259673 40.5659791)",,,1,
105821257,Calle del Calvario,residential,True,False,68.409,"LINESTRING (-3.2647609 40.5646251, -3.2640706 40.5643034)",,,,
