osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,bridge,geometry,junction,access
"[611191446, 611191445, 711877974, 711877975]",2,N-611,Avenida Cantabria,secondary,30,False,False,147.128,yes,"LINESTRING (-4.0717393 43.2628052, -4.0717108 43.2627793, -4.0716698 43.2627446, -4.0716243 43.2627102, -4.0715751 43.2626773, -4.0715465 43.2626598, -4.0714422 43.2626019, -4.0713603 43.2625599, -4.071283 43.2625238, -4.0712297 43.2625024, -4.0711739 43.2624836, -4.0711197 43.2624677, -4.071059 43.2624528, -4.0709825 43.2624355, -4.0708912 43.2624172, -4.0708305 43.2624065, -4.0707518 43.2623944, -4.0705835 43.2623709, -4.0704824 43.2623589, -4.0704145 43.2623519, -4.0703528 43.2623455, -4.0702379 43.2623306, -4.0701859 43.2623206, -4.0701479 43.2623114, -4.0701122 43.2623022)",,
711877976,,,Calle la Cuesta,residential,,False,False,95.14399999999999,,"LINESTRING (-4.0717393 43.2628052, -4.0717848 43.2627766, -4.0717998 43.2627676, -4.0718113 43.2627612, -4.0718197 43.2627575, -4.0718291 43.2627546, -4.0718402 43.2627526, -4.071855 43.2627504, -4.0718732 43.2627481, -4.0728744 43.2626226)",,
"[711877977, 1033956362]",2,N-611,Avenida Cantabria,secondary,30,False,True,111.97200000000002,,"LINESTRING (-4.0717393 43.2628052, -4.0717739 43.2628429, -4.071797 43.2628722, -4.0718202 43.2629045, -4.0718514 43.2629492, -4.071878 43.2629906, -4.071908 43.2630407, -4.071932 43.2630825, -4.0720103 43.2632215, -4.0720423 43.2632793, -4.0720592 43.2633108, -4.0720745 43.2633379, -4.0720874 43.26336, -4.072099 43.2633797, -4.0721123 43.2633997, -4.0721199 43.2634108, -4.0721283 43.2634218, -4.0721386 43.2634344, -4.0721484 43.2634459, -4.0721588 43.2634564, -4.0721695 43.2634665, -4.0721823 43.2634778, -4.0722769 43.2635583, -4.0723067 43.2635843, -4.0723267 43.263604, -4.0723446 43.2636246, -4.0723577 43.2636425, -4.0723669 43.2636577, -4.0723747 43.2636721, -4.0723812 43.2636891)",,
611191445,2,N-611,Avenida Cantabria,secondary,30,False,False,34.119,,"LINESTRING (-4.0701122 43.2623022, -4.0700735 43.2622905, -4.0700509 43.2622824, -4.0700244 43.262272, -4.0699947 43.2622586, -4.0699675 43.2622439, -4.0699341 43.2622236, -4.0698831 43.2621899, -4.0698458 43.2621643, -4.069805 43.2621342, -4.0697831 43.2621156)",,
"[711877974, 611191445, 611191446, 711877975]",2,N-611,Avenida Cantabria,secondary,30,False,True,147.12800000000004,yes,"LINESTRING (-4.0701122 43.2623022, -4.0701479 43.2623114, -4.0701859 43.2623206, -4.0702379 43.2623306, -4.0703528 43.2623455, -4.0704145 43.2623519, -4.0704824 43.2623589, -4.0705835 43.2623709, -4.0707518 43.2623944, -4.0708305 43.2624065, -4.0708912 43.2624172, -4.0709825 43.2624355, -4.071059 43.2624528, -4.0711197 43.2624677, -4.0711739 43.2624836, -4.0712297 43.2625024, -4.071283 43.2625238, -4.0713603 43.2625599, -4.0714422 43.2626019, -4.0715465 43.2626598, -4.0715751 43.2626773, -4.0716243 43.2627102, -4.0716698 43.2627446, -4.0717108 43.2627793, -4.0717393 43.2628052)",,
611191445,2,N-611,Avenida Cantabria,secondary,30,False,False,25.229,,"LINESTRING (-4.0695153 43.2615296, -4.0694968 43.2614854, -4.0694746 43.2614324, -4.0694221 43.2613131)",,
611191445,2,N-611,Avenida Cantabria,secondary,30,False,True,68.91199999999999,,"LINESTRING (-4.0695153 43.2615296, -4.0696612 43.2618946, -4.0696859 43.2619549, -4.0697054 43.2620001, -4.0697161 43.2620231, -4.0697289 43.2620464, -4.0697397 43.262064, -4.0697518 43.2620814, -4.0697661 43.2620982, -4.0697831 43.2621156)",,
189665398,,,Calle Hernán Cortés,residential,,True,False,66.71499999999999,,"LINESTRING (-4.0688774 43.2605463, -4.0689285 43.2605374, -4.0689576 43.2605326, -4.068992 43.2605274, -4.0690232 43.2605233, -4.0690554 43.2605201, -4.0690967 43.2605169, -4.0693269 43.2605061, -4.0695923 43.2604937, -4.0696211 43.2604918, -4.0696546 43.2604887, -4.0696956 43.2604851)",,
614526792,2,N-611,Avenida Cantabria,secondary,30,False,False,8.424,,"LINESTRING (-4.0688774 43.2605463, -4.068873 43.2605302, -4.0688694 43.2605133, -4.0688662 43.2604933, -4.0688632 43.2604713)",,
708954605,2,N-611,Avenida Cantabria,secondary,30,False,True,6.743,,"LINESTRING (-4.0688774 43.2605463, -4.0688853 43.2605627, -4.0688931 43.2605765, -4.0689019 43.2605896, -4.0689106 43.2606018)",,
