osmid,lanes,ref,highway,junction,oneway,reversed,length,geometry,name,bridge,maxspeed,width
530270342,2,GI-682,secondary,roundabout,True,False,15.343,"LINESTRING (2.9260897 41.7228756, 2.9261007 41.7229575, 2.9260837 41.7230117)",,,,
30078762,2,GI-682,secondary,roundabout,True,False,15.98,"LINESTRING (2.9260837 41.7230117, 2.9260063 41.7230708, 2.9259316 41.7230957)",,,,
30102448,,,residential,,True,False,30.786,"LINESTRING (2.9260837 41.7230117, 2.9261097 41.7231162, 2.9261386 41.7231788, 2.9261808 41.7232783)",Carrer del Doctor Flemming,,,
30078762,2,GI-682,secondary,roundabout,True,False,16.52,"LINESTRING (2.9258746 41.7231009, 2.9257716 41.7230809, 2.9257006 41.7230365)",,,,
30078762,2,GI-682,secondary,roundabout,True,False,20.547,"LINESTRING (2.9257006 41.7230365, 2.9256554 41.7229589, 2.9256749 41.7228598)",,,,
30078908,1,GI-682,secondary,,True,False,42.604,"LINESTRING (2.9257006 41.7230365, 2.925576 41.7229928, 2.9254011 41.7229686, 2.9252036 41.7229765)",Carretera de Lloret,,,
30078762,2,GI-682,secondary,roundabout,True,False,20.346,"LINESTRING (2.9256749 41.7228598, 2.9257688 41.7227856, 2.9258036 41.7227786, 2.9258735 41.7227646)",,,,
"[128137768, 30079317]",1,GI-682,secondary,,True,False,212.52800000000002,"LINESTRING (2.9258735 41.7227646, 2.9259806 41.7227228, 2.9261529 41.7226236, 2.9263533 41.7225557, 2.9266521 41.7224527, 2.9270761 41.7222944, 2.9270984 41.7222861, 2.9271787 41.7222443, 2.9273817 41.7221387, 2.9275877 41.721985, 2.9279392 41.7216815)",Carretera de Lloret,,,
530270342,2,GI-682,secondary,roundabout,True,False,22.873,"LINESTRING (2.9258735 41.7227646, 2.9260025 41.7227927, 2.9260897 41.7228756)",,,,
35218805,,,residential,,False,False,34.646,"LINESTRING (2.9301489 41.7213049, 2.9297969 41.7211374)",Carrer de Giverola,,,
35218805,,,residential,,False,True,66.468,"LINESTRING (2.9301489 41.7213049, 2.9308172 41.7216343)",Carrer de Giverola,,,
128137789,,,residential,,True,False,77.327,"LINESTRING (2.9301489 41.7213049, 2.9298706 41.7215877, 2.9295974 41.7218654)",Carrer de Pola,,,
35218807,,,residential,,True,False,62.996,"LINESTRING (2.930537 41.7208915, 2.9311669 41.7212076)",Carrer de Maria Auxiliadora,,,
