osmid,oneway,lanes,ref,highway,maxspeed,reversed,length,geometry,name,junction
575697401,True,1,CM-220,primary,40,False,54.658,"LINESTRING (-1.9117927 39.5671171, -1.9117552 39.5666264)",,
575697391,True,1,,primary_link,,False,17.566000000000003,"LINESTRING (-1.9117927 39.5671171, -1.9117512 39.5670449, -1.9117096 39.5669727)",,
373248477,True,2,CM-220,primary,40,False,62.882,"LINESTRING (-1.9117552 39.5666264, -1.9117774 39.5663612, -1.9119456 39.5661672, -1.9119935 39.566112)",,
892650774,True,1,N-320,trunk_link,40,False,12.011,"LINESTRING (-1.9119935 39.566112, -1.9121204 39.5660662)",,
24048640,True,1,N-320,trunk_link,40,False,49.568,"LINESTRING (-1.9122599 39.5660159, -1.9123447 39.5659459, -1.9124014 39.5658236, -1.9123688 39.5657183, -1.9122621 39.5656425)",,
24048643,True,1,N-320,trunk_link,40,False,107.85399999999998,"LINESTRING (-1.9122599 39.5660159, -1.9126186 39.5658902, -1.9126427 39.5658789, -1.9130029 39.5657098, -1.9131175 39.565651, -1.9133478 39.5655329)",,
24048647,False,2,N-III,trunk,70,False,39.366,"LINESTRING (-1.9133478 39.5655329, -1.9137898 39.5654368)",,
"[575697241, 57708039]",False,"['2', '4']",N-III,trunk,50,True,95.201,"LINESTRING (-1.9133478 39.5655329, -1.9128964 39.5656434, -1.9126477 39.5656619, -1.9124551 39.5656613, -1.9122621 39.5656425)",,
373203413,False,2,N-III,trunk,50,True,57.023,"LINESTRING (-1.9093813 39.563569, -1.9089447 39.5631821)",,
55788948,False,,,residential,,False,60.69500000000001,"LINESTRING (-1.9093813 39.563569, -1.909467 39.5635134, -1.9099232 39.5632177)",Calle del Sacerdote Fernando Pastor,
55788948,False,,,residential,,True,38.626999999999995,"LINESTRING (-1.9093813 39.563569, -1.909256 39.5636506, -1.909037 39.5637931)",Calle del Sacerdote Fernando Pastor,
373203413,False,2,N-III,trunk,50,False,133.419,"LINESTRING (-1.9093813 39.563569, -1.9094625 39.5636418, -1.9100497 39.5641685, -1.9103579 39.5644654, -1.9103815 39.5644881)",,
24048645,False,2,N-III,trunk,50,True,93.494,"LINESTRING (-1.911661 39.5654899, -1.9113811 39.5653526, -1.9108696 39.5649204)",,
24048649,True,1,N-320,trunk_link,,False,38.288,"LINESTRING (-1.911661 39.5654899, -1.9117911 39.565632, -1.9118448 39.5657973)",,
233183892,False,,,residential,,True,86.426,"LINESTRING (-1.911661 39.5654899, -1.9116816 39.5651823, -1.9116621 39.5647133)",Calle del Riato,
575697240,False,3,N-III,trunk,50,False,54.30800000000001,"LINESTRING (-1.911661 39.5654899, -1.9120312 39.5655956, -1.9122621 39.5656425)",,
233183984,False,,,residential,,True,54.063,"LINESTRING (-1.9122621 39.5656425, -1.9125879 39.5652262)",Calle del Pozo de Nieve,
"[575697241, 57708039]",False,"['2', '4']",N-III,trunk,50,False,95.201,"LINESTRING (-1.9122621 39.5656425, -1.9124551 39.5656613, -1.9126477 39.5656619, -1.9128964 39.5656434, -1.9133478 39.5655329)",,
575697240,False,3,N-III,trunk,50,True,54.30800000000001,"LINESTRING (-1.9122621 39.5656425, -1.9120312 39.5655956, -1.911661 39.5654899)",,
575697394,True,1,N-320,trunk_link,40,False,40.164,"LINESTRING (-1.9122621 39.5656425, -1.9120352 39.5656962, -1.9119164 39.5657593, -1.9118448 39.5657973)",,
998261027,False,2,N-III,trunk,70,True,5.477,"LINESTRING (-1.917925 39.5645097, -1.9178641 39.5645246)",,
233183905,False,,,residential,,True,193.908,"LINESTRING (-1.917925 39.5645097, -1.9179529 39.5644376, -1.9179798 39.5643754, -1.9180065 39.5642979, -1.9180299 39.5642244, -1.9180469 39.5641484, -1.9180501 39.5640777, -1.9180418 39.5640125, -1.9180284 39.5639497, -1.9180087 39.5638984, -1.9179809 39.5638483, -1.9179396 39.5637921, -1.9178789 39.5637385, -1.9178186 39.5636982, -1.917747 39.5636717, -1.9176296 39.5636388, -1.9174974 39.5636216, -1.9173847 39.5636144, -1.917207 39.5636216, -1.9171103 39.5636338, -1.9170573 39.5636494, -1.917014 39.563675, -1.9168859 39.5638697)",Calle Subida a la Plaza de Toros,
575697394,True,1,N-320,trunk_link,40,False,19.528,"LINESTRING (-1.9118448 39.5657973, -1.9117994 39.5659694)",,
575697397,True,1,N-320,trunk_link,40,False,25.503,"LINESTRING (-1.9117994 39.5659694, -1.9118334 39.5660557, -1.9118969 39.566095, -1.9119935 39.566112)",,
575697426,True,1,CM-220,primary,40,False,112.427,"LINESTRING (-1.9117994 39.5659694, -1.9117552 39.5660981, -1.9117116 39.5663514, -1.9116868 39.566615, -1.9117096 39.5669727)",,
321062402,False,2,CM-3114,secondary,,True,22.407,"LINESTRING (-1.9150972 39.5647433, -1.9152058 39.56456)",Carretera de La Roda,
547115446,True,,,residential,,False,69.159,"LINESTRING (-1.9150972 39.5647433, -1.9143813 39.5650301)",Carretera de La Roda,
