osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,access,junction,width,ref,tunnel
475132399,True,1,Carrer de Bellavista,residential,30,False,54.324,"LINESTRING (4.2709044 39.8882497, 4.271074 39.8887206)",,,,,
25963553,True,,Plaça del Bastió,residential,,False,60.989999999999995,"LINESTRING (4.2624804 39.8889981, 4.262426 39.8890906, 4.2625291 39.8892236, 4.2625815 39.8893413, 4.2625152 39.8895013)",,,,,
"[987936732, 42486143]",True,,"[""Carrer de l'Església"", 'Plaça del Bastió']",residential,,False,93.065,"LINESTRING (4.2624804 39.8889981, 4.262924 39.8891504, 4.2635228 39.8892157)",,,,,
41859780,False,,Carrer del Rosari,residential,,False,35.564,"LINESTRING (4.2639306 39.8892597, 4.264024 39.888948)",,,,,
41859780,False,,Carrer del Rosari,residential,,True,34.475,"LINESTRING (4.2639306 39.8892597, 4.2638281 39.8895596)",,,,,
"[41859775, 985207866, 105489724, 42486143]",True,,"['Plaça de la Constitució', ""Carrer de l'Església"", 'Portal de Mar']",residential,,False,126.25799999999998,"LINESTRING (4.2639306 39.8892597, 4.2644067 39.8892918, 4.2644264 39.8892178, 4.2644619 39.8890853, 4.2645018 39.8890865, 4.2651885 39.8891076)",,,,,
42486143,True,,Carrer de l'Església,residential,,False,35.135,"LINESTRING (4.2635228 39.8892157, 4.2639306 39.8892597)",,,,,
42486855,True,,Carrer Bonaire,residential,,False,24.712,"LINESTRING (4.2635228 39.8892157, 4.2635447 39.8889941)",,,,,
431249589,False,2,Moll de Llevant,tertiary,40,True,31.449,"LINESTRING (4.266874 39.8899426, 4.2671984 39.8898083)",,,,,
814270730,False,2,Moll de Ponent,tertiary,40,False,368.189,"LINESTRING (4.266874 39.8899426, 4.266721 39.8900122, 4.2665229 39.8900937, 4.2662698 39.8901857, 4.2659088 39.890299, 4.2658136 39.8903289, 4.2652718 39.8904221, 4.2650134 39.8904494, 4.2648965 39.8904618, 4.2648422 39.8904676, 4.264359 39.8905187, 4.264028 39.8905906, 4.2634585 39.8907424, 4.2628521 39.8909495, 4.2628036 39.8909651)",,,,,
40593721,True,,Carrer Carme,residential,,False,54.064,"LINESTRING (4.2699654 39.8875338, 4.2693609 39.8876796)",,,,,
41859769,True,,Carrer de la Plana,residential,,False,32.192,"LINESTRING (4.2699654 39.8875338, 4.2696527 39.8873718)",,,,,
40593715,True,,Plaça de la Miranda,residential,,False,47.0,"LINESTRING (4.2670238 39.8881879, 4.2671797 39.8885933)",,,,,
163863835,False,,Plaça del Príncep,residential,20,False,43.449,"LINESTRING (4.2670238 39.8881879, 4.2665556 39.8883416)",,,,,
431249569,False,,Plaça del Príncep,residential,,True,1.05,"LINESTRING (4.2670238 39.8881879, 4.2670279 39.888179)",,,,,
40593716,True,,Plaça de la Miranda,residential,,False,13.752,"LINESTRING (4.2671797 39.8885933, 4.2673341 39.8885578)",,,,,
"[477739664, 40593715, 477739663]",True,1,"['Plaça de la Miranda', 'Carrer de Sant Sebastià']",residential,30,False,127.91399999999999,"LINESTRING (4.2671797 39.8885933, 4.267274 39.8888319, 4.2673748 39.8890754, 4.2674911 39.8890484, 4.2675246 39.8890408, 4.2676377 39.889015, 4.2676781 39.8890058, 4.2681799 39.888888)",,,,,
261146055,False,,Carrer de Bellavista,residential,,True,15.89,"LINESTRING (4.2711801 39.8890953, 4.2711789 39.8889524)",,,,,
164428466,True,,Carrer de Sant Nicolau,residential,,False,50.923,"LINESTRING (4.2705001 39.8888464, 4.271074 39.8887206)",,,,,
82438090,True,,Carrer de Santa Cecília,residential,,False,53.164,"LINESTRING (4.2705001 39.8888464, 4.2704816 39.8888135, 4.2703124 39.8883907)",,,,,
164401423,True,,Carrer de Santa Cecília,residential,,False,59.287,"LINESTRING (4.2703124 39.8883907, 4.2701022 39.8878825)",,,,,
479022989,True,1,Carrer de Sant Sebastià,residential,30,False,52.887,"LINESTRING (4.2703124 39.8883907, 4.2709044 39.8882497)",,,,,
163863835,False,,Plaça del Príncep,residential,20,True,43.449,"LINESTRING (4.2665556 39.8883416, 4.2670238 39.8881879)",,,,,
"[431249600, 105450314, 567839601, 567839602, 115566682]",True,,"['Plaça del Príncep', ""Plaça d'Espanya"", 'Plaça del Carme']",residential,,False,102.18099999999998,"LINESTRING (4.2665556 39.8883416, 4.2661057 39.8884557, 4.2659228 39.8884945, 4.2657717 39.8885991, 4.26567 39.888677, 4.2656157 39.888705, 4.2655051 39.8887434)",,,,,
42558215,True,,Costa de ses Voltes,residential,,False,292.034,"LINESTRING (4.2655051 39.8887434, 4.2653233 39.888844, 4.2652952 39.8888891, 4.2652828 39.8889368, 4.2652782 39.8889895, 4.2652808 39.8890281, 4.2652891 39.8890592, 4.2652997 39.8890825, 4.2653247 39.8891189, 4.2653569 39.8891388, 4.2653852 39.8891545, 4.2654152 39.8891624, 4.2654728 39.8891721, 4.2655356 39.8891731, 4.2656321 39.8891737, 4.2659203 39.8891693, 4.2659813 39.8891773, 4.2660145 39.889196, 4.2660356 39.8892116, 4.2660559 39.8892329, 4.2660701 39.8892595, 4.2660825 39.8893009, 4.2660817 39.8893349, 4.2660649 39.8893707, 4.2660389 39.8893999, 4.2660008 39.8894321, 4.2659074 39.8894805, 4.2657399 39.8895862, 4.2656931 39.8896376, 4.2656737 39.8896985, 4.2656846 39.8897607, 4.2657053 39.8897951, 4.2657353 39.8898251, 4.2657733 39.8898492, 4.2658174 39.8898663, 4.2658652 39.8898755, 4.2659145 39.8898762, 4.2659629 39.8898686, 4.2660078 39.8898529, 4.266047 39.88983, 4.2661056 39.8898034, 4.2662132 39.8897447, 4.2663815 39.889663, 4.2664275 39.8896487, 4.2664681 39.8896387, 4.2665305 39.8896288, 4.2665953 39.8896306, 4.2666545 39.8896382, 4.2667058 39.8896514)",,,,,
"[115566641, 115566651]",False,,Plaça d'Espanya,residential,,False,58.037000000000006,"LINESTRING (4.2655051 39.8887434, 4.2653576 39.888771, 4.2653101 39.8887819, 4.2652605 39.8888007, 4.2652301 39.8888251, 4.2652028 39.888856, 4.2651847 39.8889068, 4.2651786 39.8889576, 4.2651828 39.8890214, 4.2651866 39.8890681, 4.2651885 39.8891076)",,,,,
161024838,True,,Costa de ses Voltes,residential,,False,46.135999999999996,"LINESTRING (4.2667058 39.8896514, 4.2671164 39.8898068, 4.2671474 39.8898119, 4.2671984 39.8898083)",no,,,,
161024840,True,,Costa de ses Voltes,residential,,False,37.781,"LINESTRING (4.2667058 39.8896514, 4.2667864 39.8897127, 4.266826 39.8897583, 4.2668661 39.8898115, 4.2668903 39.8898653, 4.2668903 39.8899086, 4.266874 39.8899426)",,,,,
814270730,False,2,Moll de Ponent,tertiary,40,True,368.189,"LINESTRING (4.2628036 39.8909651, 4.2628521 39.8909495, 4.2634585 39.8907424, 4.264028 39.8905906, 4.264359 39.8905187, 4.2648422 39.8904676, 4.2648965 39.8904618, 4.2650134 39.8904494, 4.2652718 39.8904221, 4.2658136 39.8903289, 4.2659088 39.890299, 4.2662698 39.8901857, 4.2665229 39.8900937, 4.266721 39.8900122, 4.266874 39.8899426)",,,,,
930993303,True,1,Moll de Ponent,tertiary,40,False,7.256,"LINESTRING (4.2628036 39.8909651, 4.2628058 39.8909773, 4.262799 39.8909885, 4.2627839 39.8909954, 4.2627663 39.8909942, 4.262753 39.8909853)",,roundabout,,,
163863829,True,,Camí des Castell,residential,,False,105.951,"LINESTRING (4.269197 39.8854674, 4.268501 39.8862565)",,,3,,
163500144,True,,Carrer de Isabel II,residential,,False,69.613,"LINESTRING (4.2626989 39.8903277, 4.2631746 39.8901695, 4.2634483 39.8900801)",,,,,
163500144,True,,Carrer de Isabel II,residential,,False,52.943,"LINESTRING (4.2621844 39.8905939, 4.2626989 39.8903277)",,,,,
41781638,True,,Carrer de Sant Jaume,residential,,False,65.325,"LINESTRING (4.261849 39.8901868, 4.2625755 39.8900013)",,,,,
41781637,True,,Carrer de Sant Antoni,residential,,False,27.686,"LINESTRING (4.261849 39.8901868, 4.261984 39.8903757, 4.2620041 39.8904055)",,,,,
41781637,True,,Carrer de Sant Antoni,residential,,False,65.525,"LINESTRING (4.2616615 39.8896155, 4.2617492 39.8899098, 4.261849 39.8901868)",,,,,
163500145,True,,Carrer de s'Arraval,tertiary,,False,38.031,"LINESTRING (4.2616615 39.8896155, 4.2612916 39.8896552, 4.2612207 39.8896659)",,,,Me-1,
146806762,False,,Carrer de Sant Jaume,residential,,True,22.696,"LINESTRING (4.2607968 39.8906289, 4.2605663 39.8907308)",,,,,
41781638,True,,Carrer de Sant Jaume,residential,,False,102.50200000000001,"LINESTRING (4.2607968 39.8906289, 4.2613259 39.890378, 4.261849 39.8901868)",,,,,
42500451,True,,Carrer de Sant Roc,tertiary,,False,40.311,"LINESTRING (4.2642982 39.8895959, 4.2642317 39.8895913, 4.2638281 39.8895596)",,,,Me-1,
"[953316560, 41781654]",True,,"[""Costa d'en Deià"", 'Carrer del Bastió']",residential,20,False,84.444,"LINESTRING (4.2632864 39.8881612, 4.2629433 39.8884809, 4.2626908 39.8887667)",no,,,,
25963574,True,,Es Cós de Gràcia,residential,,False,232.835,"LINESTRING (4.2622383 39.8875295, 4.2622539 39.8874998, 4.2632559 39.8855866)",,,,,
41781764,True,,Carrer de Sant Jordi,residential,20,False,113.741,"LINESTRING (4.2622383 39.8875295, 4.2622726 39.8875464, 4.2622961 39.8875579, 4.2632212 39.8881221, 4.2632864 39.8881612)",no,,,,
41781767,True,,Carrer Comerç,residential,,False,41.73,"LINESTRING (4.265723 39.886591, 4.2661857 39.8867126)",,,,,
295505972,True,,Carrer de la Infanta,residential,,False,34.666000000000004,"LINESTRING (4.265723 39.886591, 4.2655341 39.8867957, 4.265518 39.8868123, 4.2654844 39.8868432)",,,,,
41781768,True,,Carrer de San Fernando,residential,,False,79.103,"LINESTRING (4.2668591 39.886881, 4.267351 39.886278)",,,,,
479262412,True,,Carrer de San Fernando,residential,,False,122.94399999999999,"LINESTRING (4.2668591 39.886881, 4.2665929 39.8872073, 4.2660851 39.8878136)",,,,,
133395883,False,,Carrer de San Fernando,residential,,False,28.197,"LINESTRING (4.267351 39.886278, 4.2675237 39.8860618)",,,,,
1225479237,True,,Carrer de la Reina,residential,,False,54.715,"LINESTRING (4.267351 39.886278, 4.2667854 39.8860461)",,,,,
41781769,True,,Carrer de la Reina,residential,,False,80.334,"LINESTRING (4.267351 39.886278, 4.2681226 39.8865907, 4.2681509 39.8866026, 4.2681846 39.8866137)",,,,,
133395883,False,,Carrer de San Fernando,residential,,True,28.197,"LINESTRING (4.2675237 39.8860618, 4.267351 39.886278)",,,,,
163863829,True,,Camí des Castell,residential,,False,73.48,"LINESTRING (4.2681846 39.8866137, 4.2677035 39.8871618)",,,3,,
41858043,True,,Carrer de Sa Rovellada de Dalt,residential,,False,49.093,"LINESTRING (4.2617154 39.8878098, 4.2612194 39.8880336)",,,,,
478849515,True,,Carrer de ses Moreres,residential,20,False,29.691,"LINESTRING (4.2617154 39.8878098, 4.2620294 39.8879249)",no,,,,
42028565,True,,Carrer de Sa Rovellada de Baix,residential,,False,56.027,"LINESTRING (4.2605703 39.8889872, 4.2612162 39.8888963)",,,,,
478849514,True,,Carrer des Negres,residential,,False,84.651,"LINESTRING (4.2605703 39.8889872, 4.2607719 39.8897326)",,,,,
41858072,True,,Carrer des Forn,residential,,False,3.589,"LINESTRING (4.2612162 39.8888963, 4.2612191 39.8888641)",,,,,
146809640,True,,Carrer de Sant Bartomeu,residential,,False,46.637,"LINESTRING (4.2619732 39.8888417, 4.2624804 39.8889981)",,,,,
42486144,True,,Carrer sa Lluna,residential,,False,51.638000000000005,"LINESTRING (4.2619732 39.8888417, 4.262026 39.8886872, 4.261944 39.8883891)",no,,,,
