osmid,oneway,name,highway,reversed,length,geometry,lanes,maxspeed,junction,ref,width
"[1170014505, 1173070332]",True,Carrer de Tarragona,residential,False,10.599,"LINESTRING (1.7808402 41.4280325, 1.7808888 41.427995, 1.7809286 41.427964)",,,,,
771128129,True,Carrer de Barcelona,residential,False,7.078,"LINESTRING (1.7814416 41.4284789, 1.781386 41.428527)",,,,,
33837301,True,Carrer d'Alacant,residential,False,70.695,"LINESTRING (1.7814416 41.4284789, 1.781343 41.4284027, 1.7809509 41.4280998, 1.780896 41.4280739, 1.7808402 41.4280325)",1,,,,
136454216,True,,tertiary,False,11.993000000000002,"LINESTRING (1.7872606 41.4258595, 1.7872691 41.4258333, 1.787289 41.4258108, 1.787318 41.4257949, 1.7873525 41.4257873)",,50,roundabout,,
771128119,False,Rambla de la Generalitat,tertiary,True,80.18500000000002,"LINESTRING (1.7872606 41.4258595, 1.7872193 41.4258552, 1.7869292 41.4258248, 1.7866677 41.4258278, 1.7864692 41.4258464, 1.7863809 41.4258509, 1.7863039 41.425853)",,50,,C-243a,
901673840,True,,tertiary,False,14.582,"LINESTRING (1.7873525 41.4257873, 1.787396 41.4257907, 1.7874337 41.4258073, 1.7874589 41.4258341, 1.7874671 41.4258663)",,50,roundabout,,
1170014509,True,carrer de Narcís Viader i Escayola,tertiary,False,55.597,"LINESTRING (1.7873525 41.4257873, 1.7873705 41.4257346, 1.7874794 41.4253647, 1.7875219 41.425306)",,50,,,
136454285,False,Rambla de la Generalitat,tertiary,False,99.467,"LINESTRING (1.7874671 41.4258663, 1.7875613 41.4258711, 1.7881531 41.425901, 1.7885379 41.4259205, 1.7886574 41.4259266)",,50,,C-243a,
570553858,True,,tertiary,False,11.741,"LINESTRING (1.7874671 41.4258663, 1.7874603 41.4258922, 1.7874422 41.4259148, 1.7874151 41.4259317, 1.787382 41.4259407)",,50,roundabout,,
136454285,False,Rambla de la Generalitat,tertiary,False,89.24499999999999,"LINESTRING (1.7886574 41.4259266, 1.7887746 41.4258956, 1.789524 41.4256973, 1.7896726 41.4257191)",,50,,C-243a,
136454285,False,Rambla de la Generalitat,tertiary,True,99.467,"LINESTRING (1.7886574 41.4259266, 1.7885379 41.4259205, 1.7881531 41.425901, 1.7875613 41.4258711, 1.7874671 41.4258663)",,50,,C-243a,
570553857,True,Plaça del Pont Romà,tertiary,False,4.312,"LINESTRING (1.7896759 41.4257578, 1.7896726 41.4257191)",,50,,C-243a,
413030440,True,Carrer de Mercè Cabestany,residential,False,84.854,"LINESTRING (1.7896759 41.4257578, 1.7896684 41.4257887, 1.7895141 41.4265112)",,,,,
1126165533,True,Plaça del Pont Romà,tertiary,False,5.691,"LINESTRING (1.7896611 41.4255826, 1.7896649 41.4255315)",,50,,C-243a,
136454228,True,carrer de l'Església,living_street,False,113.885,"LINESTRING (1.7896649 41.4255315, 1.7896879 41.4254538, 1.7896258 41.4253085, 1.7894879 41.4250888, 1.7892857 41.4249987, 1.7888367 41.4248385)",,,,,
275671569,True,Plaça del Pont Romà,tertiary,False,64.754,"LINESTRING (1.7896649 41.4255315, 1.7898542 41.4254905, 1.7900021 41.4254598, 1.7901164 41.4254296, 1.7903264 41.4254045, 1.7904164 41.4253891)",,50,,C-243a,
