osmid,oneway,lanes,ref,name,highway,reversed,length,geometry,maxspeed,junction,access
28556375,True,1,M-505,Carretera de Madrid a El Escorial,trunk,False,82.554,"LINESTRING (-4.0055858 40.5740522, -4.0057923 40.5740531, -4.0059864 40.5740803, -4.0064085 40.5741977, -4.006525 40.5742301)",,,
902295181,True,2,M-505,Plaza de la Cruz Roja,trunk,False,21.199,"LINESTRING (-4.0055858 40.5740522, -4.0056362 40.5740238, -4.0056725 40.5739849, -4.0056909 40.5739393, -4.0056898 40.5738917)",40,roundabout,
902295183,True,2,M-505,Plaza de la Cruz Roja,trunk,False,15.358999999999998,"LINESTRING (-4.0053789 40.5737961, -4.0053503 40.5738159, -4.0053273 40.5738357, -4.0053041 40.5738729, -4.0052951 40.5739135)",40,roundabout,
172469116,False,,,Avenida de los Voluntarios,residential,False,52.726,"LINESTRING (-3.9999002 40.5754237, -4.0002415 40.5756556, -4.0003734 40.5757326)",,,
172469116,False,,,Avenida de los Voluntarios,residential,True,81.598,"LINESTRING (-3.9999002 40.5754237, -3.9992416 40.5750079, -3.9991618 40.5749507)",,,
172469115,True,,,,residential,False,21.226,"LINESTRING (-3.9989757 40.5748852, -3.9989884 40.5749221, -3.9990206 40.5749515, -3.9990662 40.5749675, -3.9991165 40.5749672, -3.9991618 40.5749507)",,roundabout,
507834847,False,,M-528,Carretera de Galapagar a Villalba,residential,False,19.231,"LINESTRING (-4.0001114 40.581768, -4.0001446 40.5819391)",,,
507834846,True,,M-528,Carretera de Galapagar a Villalba,residential,False,29.746,"LINESTRING (-4.0001114 40.581768, -4.0001196 40.5816868, -4.00011 40.5816038, -4.0000738 40.5815048)",,,
350645513,True,,,Carretera de Torrelodones,residential,False,22.661,"LINESTRING (-4.0014346 40.5770454, -4.00143 40.5770643, -4.0014174 40.5770789, -4.0013934 40.5770972, -4.0013082 40.577143, -4.0012853 40.5771576, -4.0012748 40.5771775, -4.0012768 40.5771953)",,,
1092221870,True,,,Carretera de Torrelodones,secondary,False,35.625,"LINESTRING (-4.0014346 40.5770454, -4.0012868 40.5771269, -4.00121 40.5771548, -4.0011184 40.5771773, -4.0010616 40.5771853)",,,
350645506,True,,,Carretera de Torrelodones,secondary,False,15.458,"LINESTRING (-4.0008646 40.5771908, -4.0010445 40.5772164)",,,
"[925351041, 1092221877]",False,,,Carretera de Torrelodones,secondary,True,58.202000000000005,"LINESTRING (-4.0008646 40.5771908, -4.000652 40.5771752, -4.000527 40.5771635, -4.0004745 40.5771544, -4.0003547 40.5771194, -4.0002126 40.5770522)",,,
350645508,False,,,Carretera de Torrelodones,secondary,True,20.873,"LINESTRING (-4.0018246 40.5767557, -4.0016604 40.576896)",,,
350645508,False,,,Carretera de Torrelodones,secondary,False,54.077,"LINESTRING (-4.0018246 40.5767557, -4.0021239 40.5765243, -4.002228 40.576448, -4.0022546 40.5764316, -4.0022835 40.5764176)",,,
980181148,False,,,Avenida de los Voluntarios,residential,False,8.425,"LINESTRING (-4.002624 40.5764191, -4.0026979 40.57647)",,,
238871676,True,,,Avenida de los Voluntarios,residential,False,24.834000000000003,"LINESTRING (-4.002624 40.5764191, -4.0024772 40.5763262, -4.0024434 40.5762996, -4.0024056 40.57627)",,,
527017919,False,,,Calle de la Soberanía,secondary,False,55.897,"LINESTRING (-4.002624 40.5764191, -4.0026668 40.5764097, -4.0026987 40.576389, -4.0027281 40.5763642, -4.00278 40.57631, -4.0029344 40.5761071, -4.0029985 40.5760172)",,,
1092221868,False,,,Carretera de Torrelodones,secondary,True,28.968,"LINESTRING (-4.002624 40.5764191, -4.0025869 40.5764218, -4.0025252 40.5764197, -4.0024633 40.5764127, -4.0023963 40.5764085, -4.0023482 40.5764076, -4.0022835 40.5764176)",,,
258642333,False,,,Calle de la Soberanía,secondary,True,16.368,"LINESTRING (-4.0030832 40.5758848, -4.0029985 40.5760172)",,,
258460083,False,,,Calle de la Soberanía,secondary,False,75.878,"LINESTRING (-4.0030832 40.5758848, -4.0031248 40.575841, -4.0031914 40.5757832, -4.0034725 40.5755966, -4.0036754 40.5754569, -4.0037374 40.5754197)",,,
"[1074602745, 238871677]",True,,,Calle Cerro del Aire,residential,False,73.485,"LINESTRING (-4.0037374 40.5754197, -4.0038174 40.5755032, -4.0040348 40.5757208, -4.0041112 40.5757751, -4.0042221 40.5758541, -4.0043018 40.57592)",,,
258460083,False,,,Calle de la Soberanía,secondary,False,59.733000000000004,"LINESTRING (-4.0037374 40.5754197, -4.0040167 40.575253, -4.0040887 40.5751965, -4.0041683 40.5751157, -4.0042249 40.5750391)",,,
258460083,False,,,Calle de la Soberanía,secondary,True,75.878,"LINESTRING (-4.0037374 40.5754197, -4.0036754 40.5754569, -4.0034725 40.5755966, -4.0031914 40.5757832, -4.0031248 40.575841, -4.0030832 40.5758848)",,,
"[176163185, 551527586]",True,2,,Calle de la Soberanía,secondary,False,35.088,"LINESTRING (-4.0050598 40.5742059, -4.0052398 40.574125, -4.0053342 40.574089, -4.005381 40.5740749, -4.0054277 40.5740607)",40,,
377195574,False,,,Calle de la Soberanía,secondary,True,43.684,"LINESTRING (-4.0050598 40.5742059, -4.0047656 40.5744675, -4.0047261 40.574506)",50,,
436027650,True,,,Calle de Guadarrama,residential,False,7.673,"LINESTRING (-4.0041347 40.5788241, -4.0041296 40.5787552)",,,
258170284,True,,,Calle de Guadarrama,residential,False,6.541,"LINESTRING (-4.0052473 40.5795481, -4.0051789 40.5795205)",,,
27163779,True,,,Calle de Cotos,residential,False,24.273,"LINESTRING (-4.0039588 40.5789813, -4.0041079 40.5789008, -4.0041347 40.5788241)",,,
26214935,True,,,Calle de Juan Fraile,residential,False,14.002,"LINESTRING (-4.0040178 40.5795686, -4.0041141 40.5796711)",,,
148769532,True,,,Calle de las Cruces,residential,False,19.798,"LINESTRING (-4.0040178 40.5795686, -4.0038433 40.5796875)",,,
145606728,True,,,Calle de las Matas,residential,False,71.887,"LINESTRING (-4.0020928 40.5773947, -4.0021425 40.5774399, -4.0024251 40.5779181, -4.0024946 40.5779533)",,,
376874606,True,,,Calle de Torrelodones,residential,False,45.998000000000005,"LINESTRING (-4.0020928 40.5773947, -4.0022255 40.5774071, -4.0023718 40.5774232, -4.0026345 40.5774343)",,,no
27668199,False,,,Plaza del Torero José Tomás,residential,False,51.606,"LINESTRING (-4.0034388 40.5780959, -4.0033546 40.5781025, -4.0032209 40.5781172, -4.0028333 40.5780764)",,,no
941820933,False,,M-525,Calle de San Gregorio,residential,True,79.13100000000001,"LINESTRING (-4.0034388 40.5780959, -4.0034824 40.5781186, -4.0035034 40.5781542, -4.0033928 40.5784489, -4.0033849 40.5784699, -4.0032661 40.578709, -4.0032506 40.5787562)",,,no
141584201,True,,M-525,Calle de San Gregorio,residential,False,74.251,"LINESTRING (-4.0013788 40.5806659, -4.0014506 40.5806299, -4.0015251 40.5805799, -4.0017102 40.5804412, -4.0020144 40.5802064)",,,
507834850,True,,M-525,Calle de San Gregorio,residential,False,39.169,"LINESTRING (-4.0001761 40.5811151, -4.0000359 40.581238, -3.9999794 40.581288, -3.9998634 40.5813749)",,,
980181147,False,,M-525,Calle de San Gregorio,residential,False,35.519999999999996,"LINESTRING (-4.0001761 40.5811151, -4.0003152 40.5810198, -4.000366 40.5809879, -4.0004467 40.580946, -4.000508 40.580921)",,,
350645505,True,,,Carretera de Torrelodones,residential,False,19.676999999999996,"LINESTRING (-4.0022835 40.5764176, -4.0023624 40.5763436, -4.0023895 40.5763126, -4.0023983 40.5762969, -4.0024056 40.57627)",,,
350645508,False,,,Carretera de Torrelodones,secondary,True,54.077,"LINESTRING (-4.0022835 40.5764176, -4.0022546 40.5764316, -4.002228 40.576448, -4.0021239 40.5765243, -4.0018246 40.5767557)",,,
1092221868,False,,,Carretera de Torrelodones,secondary,False,28.968,"LINESTRING (-4.0022835 40.5764176, -4.0023482 40.5764076, -4.0023963 40.5764085, -4.0024633 40.5764127, -4.0025252 40.5764197, -4.0025869 40.5764218, -4.002624 40.5764191)",,,
336728592,True,,,Calle de las Procesiones,residential,False,7.31,"LINESTRING (-4.0042249 40.5750391, -4.0041606 40.5749951)",,,
258460083,False,,,Calle de la Soberanía,secondary,True,59.733000000000004,"LINESTRING (-4.0042249 40.5750391, -4.0041683 40.5751157, -4.0040887 40.5751965, -4.0040167 40.575253, -4.0037374 40.5754197)",,,
377195574,False,,,Calle de la Soberanía,secondary,False,72.946,"LINESTRING (-4.0042249 40.5750391, -4.004335 40.5749066, -4.0045691 40.5746468, -4.0047261 40.574506)",50,,
26214944,True,,,Calle de El Escorial,residential,False,15.036,"LINESTRING (-4.0062065 40.5750488, -4.0060506 40.5751141)",,,
"[26214944, 238871687]",True,,,"['Calle de El Escorial', 'Calle de las Procesiones']",residential,False,115.57300000000001,"LINESTRING (-4.0060506 40.5751141, -4.0055687 40.5752023, -4.0054577 40.5752279, -4.0049739 40.5753392, -4.0047446 40.5752613)",,,
238871687,True,,,Calle de las Procesiones,residential,False,35.98,"LINESTRING (-4.0047446 40.5752613, -4.0043606 40.5751212)",,,
26781462,True,,,Calle de Veracruz,residential,False,19.654,"LINESTRING (-4.0020768 40.5733448, -4.0021432 40.5735142)",,,
26781462,True,,,Calle de Veracruz,residential,False,67.161,"LINESTRING (-4.0025286 40.5743466, -4.002566 40.5745016, -4.0025794 40.5745652, -4.0026494 40.5748803, -4.0026637 40.5749418)",,,
