osmid,oneway,ref,name,highway,reversed,length,geometry,lanes,maxspeed,width,junction
23089654,True,CV-7181,carrer de Sant Miquel,tertiary,False,93.24,"LINESTRING (-0.1160835 38.8457741, -0.1162337 38.8455815, -0.1165995 38.8451124, -0.11662 38.8450807, -0.1166355 38.8450545)",,,,
"[1117939330, 23287733]",False,CV-715,avinguda d'Oliva,secondary,False,104.08800000000001,"LINESTRING (-0.1160835 38.8457741, -0.1159721 38.8459145, -0.1159469 38.8459463, -0.1156249 38.8463523, -0.1154565 38.8465727)",3,,,
"[23287734, 1117939743]",False,CV-700,avinguda d'Alcoi,secondary,True,67.554,"LINESTRING (-0.1160835 38.8457741, -0.1162208 38.8458409, -0.1162639 38.8458619, -0.1163767 38.8459115, -0.1164883 38.8459515, -0.1165846 38.8459776, -0.116691 38.8459981, -0.1167927 38.8460125)",3,,,
"[1117939744, 23288035]",False,CV-700,avinguda de València,secondary,True,58.99400000000001,"LINESTRING (-0.1160835 38.8457741, -0.1159322 38.8457052, -0.1156164 38.8455613, -0.115545 38.8455285, -0.1155036 38.8454978)",3,,,
23089654,True,CV-7181,carrer de Sant Miquel,tertiary,False,85.032,"LINESTRING (-0.1166355 38.8450545, -0.1170078 38.8443469)",,,,
23288064,True,,carrer Sant Blai,living_street,False,273.047,"LINESTRING (-0.1166355 38.8450545, -0.1167933 38.8451011, -0.1170304 38.8451699, -0.1170502 38.8451718, -0.11707 38.8451666, -0.1171848 38.8450248, -0.1174462 38.8447516, -0.1174809 38.8447132, -0.1175004 38.8446873, -0.1175482 38.8446062, -0.1176052 38.8445019, -0.1176598 38.8443856, -0.1177094 38.8442765, -0.117735 38.8442095, -0.117751 38.8441661, -0.1177806 38.8440807, -0.1178084 38.8439938, -0.1178194 38.8439542, -0.1178364 38.8439215, -0.1178564 38.8438915, -0.1178795 38.8438598, -0.1179164 38.8438157, -0.117988 38.8437261, -0.1182858 38.8433911, -0.1183049 38.8433771, -0.1183219 38.8433697, -0.1183553 38.8433611)",,,,
"[688025516, 23089655]",True,CV-715,"['carrer Ecce Homo', 'carrer de Sant Miquel']",living_street,False,28.717,"LINESTRING (-0.1175667 38.8432615, -0.1175742 38.8431878, -0.1175781 38.8430035)",,,,
1043284614,True,,carrer del Capità Cendra,tertiary,False,67.739,"LINESTRING (-0.1175667 38.8432615, -0.117672 38.8432625, -0.1178622 38.8432635, -0.1181198 38.8432679, -0.1183485 38.8432767)",,,,
23089658,True,,avinguda de Jaume I,tertiary,False,2.734,"LINESTRING (-0.1165805 38.8412048, -0.1165697 38.8411817)",,,,
992006127,False,CV-7180,carrer Sant Rafael,tertiary,True,12.27,"LINESTRING (-0.1165805 38.8412048, -0.1164548 38.8412557)",,,,
23089663,True,,avinguda de Jaume I,tertiary,False,57.694,"LINESTRING (-0.1152664 38.8384105, -0.1146012 38.8383833)",,,,
23318657,True,,carrer Sant Marc,residential,False,61.809,"LINESTRING (-0.1152664 38.8384105, -0.1159794 38.838434)",,,,
23318915,True,,carrer Jaume I,residential,False,38.122,"LINESTRING (-0.1152664 38.8384105, -0.1151139 38.8380889)",,,,
992006128,False,CV-7180,carrer del Mestre Berenguer,tertiary,False,5.782,"LINESTRING (-0.1146012 38.8383833, -0.1145768 38.8383349)",,,,
23319002,True,CV-7180,carrer del Mestre Berenguer,tertiary,False,195.993,"LINESTRING (-0.1146012 38.8383833, -0.1153871 38.8400042, -0.1154053 38.8400306)",1,,,
23288304,True,,carrer Josep Almela Guillem,residential,False,78.135,"LINESTRING (-0.1145409 38.8428439, -0.1146894 38.843537)",,,,
259290141,False,CV-700,carrer de Dénia,secondary,False,94.636,"LINESTRING (-0.1145409 38.8428439, -0.1147027 38.8428465, -0.1148321 38.8428536, -0.1150388 38.8428731, -0.1152358 38.8428988, -0.1153702 38.8429133, -0.1156186 38.8429662)",,,,
259290141,False,CV-700,carrer de Dénia,secondary,True,31.664,"LINESTRING (-0.1145409 38.8428439, -0.1144419 38.8428433, -0.1142752 38.8428509, -0.1141763 38.8428602)",,,,
23288178,True,,carrer Polseguera,residential,False,5.683,"LINESTRING (-0.1167385 38.843099, -0.1166942 38.8431367)",,,,
992006126,True,,carrer de Dénia,tertiary,False,74.447,"LINESTRING (-0.1167385 38.843099, -0.1167969 38.8431018, -0.1169433 38.8431464, -0.1170745 38.8431898, -0.1171808 38.8432128, -0.117279 38.8432279, -0.1173839 38.8432413, -0.1175667 38.8432615)",,,,
23288056,False,,carrer Carrascar,residential,False,9.463000000000001,"LINESTRING (-0.1183485 38.8432767, -0.1183461 38.8433027, -0.1183469 38.8433269, -0.1183553 38.8433611)",,,,
23318056,True,,carrer Sant Jaume,residential,False,39.608,"LINESTRING (-0.1183485 38.8432767, -0.1183571 38.8432426, -0.1183669 38.8432216, -0.1183921 38.84319, -0.1184114 38.8431663, -0.1185432 38.8429562)",,,,
23091688,False,CV-700,carrer del Capità Cendra,secondary,False,29.712,"LINESTRING (-0.1197349 38.8435765, -0.120009 38.8437372)",,,,
23091676,True,,carrer del Capità Cendra,tertiary,False,127.572,"LINESTRING (-0.1197349 38.8435765, -0.1196255 38.8435173, -0.119557 38.843481, -0.1195114 38.8434594, -0.1194423 38.8434288, -0.1193658 38.8433974, -0.1192423 38.8433576, -0.1191334 38.8433306, -0.1190502 38.8433148, -0.1189694 38.8433042, -0.1188854 38.8432967, -0.1187875 38.8432909, -0.1186482 38.8432874, -0.1183485 38.8432767)",,,,
23287734,False,CV-700,avinguda d'Alcoi,secondary,False,103.724,"LINESTRING (-0.1197349 38.8435765, -0.1195522 38.8437527, -0.119282 38.8440133, -0.1189902 38.844307)",,,,
23287721,False,,carrer Benirrama,residential,False,65.241,"LINESTRING (-0.1209368 38.8443084, -0.120424 38.8447382)",,,,
193616114,False,CV-700,carrer del Capità Cendra,secondary,True,28.493,"LINESTRING (-0.1209368 38.8443084, -0.1207709 38.8442088, -0.120677 38.8441512)",,,,
23287721,False,,carrer Benirrama,residential,True,65.241,"LINESTRING (-0.120424 38.8447382, -0.1209368 38.8443084)",,,,
23287734,False,CV-700,avinguda d'Alcoi,secondary,True,17.053,"LINESTRING (-0.1188684 38.8444275, -0.1189902 38.844307)",,,,
23287734,False,CV-700,avinguda d'Alcoi,secondary,False,259.59700000000004,"LINESTRING (-0.1188684 38.8444275, -0.1186561 38.844642, -0.1183885 38.8448952, -0.117627 38.845657, -0.1175109 38.8457746, -0.1174093 38.8458436, -0.1173044 38.8459016, -0.1171845 38.8459458, -0.1170558 38.8459793, -0.1169017 38.8460041, -0.1167927 38.8460125)",,,,
23287780,False,,carrer Burxó,residential,False,77.44800000000001,"LINESTRING (-0.1188684 38.8444275, -0.1189087 38.8444474, -0.1189226 38.8444641, -0.1189422 38.8445017, -0.118978 38.8446629, -0.1189886 38.844717, -0.1189947 38.8447702, -0.1189988 38.8448329, -0.1189959 38.844983, -0.1189832 38.8450968)",,,,
"[23287734, 1117939743]",False,CV-700,avinguda d'Alcoi,secondary,False,67.554,"LINESTRING (-0.1167927 38.8460125, -0.116691 38.8459981, -0.1165846 38.8459776, -0.1164883 38.8459515, -0.1163767 38.8459115, -0.1162639 38.8458619, -0.1162208 38.8458409, -0.1160835 38.8457741)",3,,,
23287734,False,CV-700,avinguda d'Alcoi,secondary,True,259.59700000000004,"LINESTRING (-0.1167927 38.8460125, -0.1169017 38.8460041, -0.1170558 38.8459793, -0.1171845 38.8459458, -0.1173044 38.8459016, -0.1174093 38.8458436, -0.1175109 38.8457746, -0.117627 38.845657, -0.1183885 38.8448952, -0.1186561 38.844642, -0.1188684 38.8444275)",,,,
23287831,False,,carrer de l'Alcalde Eduardo Mengual,residential,False,37.603,"LINESTRING (-0.1167927 38.8460125, -0.1167824 38.8460883, -0.1166346 38.8463236)",,,,
193616113,False,,Avinguda de l'Alcalde Fernando Alemany Ortolá,tertiary,True,46.439,"LINESTRING (-0.1189163 38.8455253, -0.1192639 38.8452073)",,,,
23287780,False,,carrer Burxó,residential,True,48.099,"LINESTRING (-0.1189163 38.8455253, -0.1189163 38.8454287, -0.1189832 38.8450968)",,,,
23288187,True,,carrer Santa Bárbara,residential,False,84.043,"LINESTRING (-0.1136296 38.8453445, -0.1128588 38.8458037)",,,,
230281567,False,,carrer Vall d'Ebo,residential,True,58.615,"LINESTRING (-0.1136296 38.8453445, -0.114143 38.845688)",,,,
113308023,False,,carrer Patró,residential,False,76.514,"LINESTRING (-0.1128588 38.8458037, -0.1134737 38.8462978)",,,,
23288035,False,CV-700,avinguda de València,secondary,False,48.581,"LINESTRING (-0.1156186 38.8429662, -0.1156204 38.8434031)",,,,
989862195,False,,avinguda d'Alacant,residential,True,69.81,"LINESTRING (-0.1156186 38.8429662, -0.1154902 38.8423464)",,,,
259290141,False,CV-700,carrer de Dénia,secondary,True,94.63600000000001,"LINESTRING (-0.1156186 38.8429662, -0.1153702 38.8429133, -0.1152358 38.8428988, -0.1150388 38.8428731, -0.1148321 38.8428536, -0.1147027 38.8428465, -0.1145409 38.8428439)",,,,
992006126,True,,carrer de Dénia,tertiary,False,98.66,"LINESTRING (-0.1156186 38.8429662, -0.1165714 38.8431108, -0.1166241 38.8431125, -0.1166622 38.8431085, -0.1167385 38.843099)",,,,
23288313,False,,carrer Nou d'Octubre,residential,False,93.977,"LINESTRING (-0.1155036 38.8454978, -0.1146831 38.8460509)",,,,
"[1117939744, 23288035]",False,CV-700,avinguda de València,secondary,False,58.994,"LINESTRING (-0.1155036 38.8454978, -0.115545 38.8455285, -0.1156164 38.8455613, -0.1159322 38.8457052, -0.1160835 38.8457741)",3,,,
23288035,False,CV-700,avinguda de València,secondary,True,86.676,"LINESTRING (-0.1155036 38.8454978, -0.1154407 38.8454511, -0.1153926 38.8453888, -0.1153608 38.8453295, -0.1153426 38.8452523, -0.1153361 38.8451204, -0.1153479 38.8450068, -0.1153923 38.8447588)",,,,
23287734,False,CV-700,avinguda d'Alcoi,secondary,False,17.053,"LINESTRING (-0.1189902 38.844307, -0.1188684 38.8444275)",,,,
23287734,False,CV-700,avinguda d'Alcoi,secondary,True,103.72399999999999,"LINESTRING (-0.1189902 38.844307, -0.119282 38.8440133, -0.1195522 38.8437527, -0.1197349 38.8435765)",,,,
23288056,False,,carrer Carrascar,residential,True,118.737,"LINESTRING (-0.1189902 38.844307, -0.1183974 38.8434426, -0.1183553 38.8433611)",,,,
23288090,True,,carrer Duanes,residential,False,17.936,"LINESTRING (-0.1168455 38.8442467, -0.1170078 38.8443469)",,,,
714999833,False,,,residential,False,35.377,"LINESTRING (-0.1168455 38.8442467, -0.1169177 38.8442252, -0.1169623 38.8442034, -0.1170052 38.8441763, -0.1170915 38.8441003, -0.117164 38.8440549)",,,,
23288090,True,,carrer Duanes,residential,False,60.455,"LINESTRING (-0.1148198 38.8441043, -0.1155079 38.8441958)",,,,
1110329074,False,,carrer Josep Almela Guillem,residential,False,63.641999999999996,"LINESTRING (-0.1148198 38.8441043, -0.1148251 38.8441549, -0.1147319 38.8446714)",,,,
23288035,False,CV-700,avinguda de València,secondary,False,56.007,"LINESTRING (-0.1155079 38.8441958, -0.1154045 38.844693)",,,,
23288090,True,,carrer Duanes,residential,False,61.87,"LINESTRING (-0.1155079 38.8441958, -0.116219 38.8442492)",,,,
23288035,False,CV-700,avinguda de València,secondary,True,88.797,"LINESTRING (-0.1155079 38.8441958, -0.1155668 38.8439052, -0.1156094 38.8436271, -0.115617 38.8435532, -0.1156211 38.8434736, -0.1156204 38.8434031)",,,,
23288108,False,,carrer Joanot Martorell,residential,False,104.565,"LINESTRING (-0.1161199 38.843312, -0.116219 38.8442492)",,,,
23288178,True,,carrer Polseguera,residential,False,44.43,"LINESTRING (-0.1161199 38.843312, -0.1156204 38.8434031)",,,,
23288108,False,,carrer Joanot Martorell,residential,True,104.565,"LINESTRING (-0.116219 38.8442492, -0.1161199 38.843312)",,,,
