osmid,name,highway,access,oneway,reversed,length,geometry,maxspeed
220030690,Tukmaepar -1/2,residential,,False,False,214.227,"LINESTRING (98.38362 15.3007799, 98.3835028 15.3010581, 98.383413 15.301233, 98.3833212 15.301485, 98.383285 15.3017424, 98.3832284 15.3018458, 98.3826585 15.3023023, 98.3825847 15.3023175)",7 mph
391815396,ဘုရင့်နောင်လမ်းမကြီး,primary,yes,False,True,22.6,"LINESTRING (98.3799194 15.3042131, 98.3801224 15.3041586)",
1097176714,,residential,,False,False,56.874,"LINESTRING (98.3799194 15.3042131, 98.379792 15.3037166)",
391815396,ဘုရင့်နောင်လမ်းမကြီး,primary,yes,False,False,182.791,"LINESTRING (98.3799194 15.3042131, 98.3797756 15.3042829, 98.3794264 15.3044904, 98.3784985 15.3051178)",
220030693,Tukmaepar -1/2,residential,,False,False,3.276,"LINESTRING (98.378589 15.3029081, 98.3785589 15.3029131)",
220030693,Tukmaepar -1/2,residential,,False,True,173.177,"LINESTRING (98.378589 15.3029081, 98.3786949 15.3028814, 98.3788 15.3028728, 98.3790414 15.3028546, 98.379433 15.3028107, 98.3797147 15.3027202, 98.3801492 15.3026582, 98.380176 15.3026537)",
391815395,Tukmaepar -1/2,residential,,False,False,58.156,"LINESTRING (98.378589 15.3029081, 98.3785961 15.3029529, 98.3786462 15.3032158, 98.3786738 15.3034245)",
199407613,Tukmaepar 9,unclassified,,False,False,46.909,"LINESTRING (98.3822842 15.3033445, 98.3823511 15.3037614)",
199407613,Tukmaepar 9,unclassified,,False,True,58.8,"LINESTRING (98.3822842 15.3033445, 98.3822046 15.3028213)",
220030897,Tukmaepar -1/2,residential,,False,False,60.627,"LINESTRING (98.3822842 15.3033445, 98.3825685 15.3033483, 98.3828472 15.3033141)",
220030897,Tukmaepar -1/2,residential,,False,True,108.253,"LINESTRING (98.3822842 15.3033445, 98.3817772 15.3033643, 98.3812759 15.3033402)",
220030898,Tukmaepar -1/2,residential,,False,False,70.301,"LINESTRING (98.3841203 15.3029827, 98.3843489 15.3028659, 98.3846975 15.3026831)",
220030899,Tukmaepar -1/2,residential,,False,False,94.494,"LINESTRING (98.3841203 15.3029827, 98.3843009 15.3032768, 98.3845134 15.3037416)",
220030899,Tukmaepar -1/2,residential,,False,True,147.43300000000002,"LINESTRING (98.3841203 15.3029827, 98.3839057 15.3026776, 98.3836708 15.3023553, 98.3835578 15.302296, 98.3835795 15.3022259, 98.3836922 15.3019802, 98.383741 15.301895)",
220030690,Tukmaepar -1/2,residential,,False,False,44.442,"LINESTRING (98.3828472 15.3033141, 98.3829987 15.3036861)",7 mph
220030690,Tukmaepar -1/2,residential,,False,True,63.008,"LINESTRING (98.3828472 15.3033141, 98.3827046 15.3027644)",7 mph
220030897,Tukmaepar -1/2,residential,,False,True,60.627,"LINESTRING (98.3828472 15.3033141, 98.3825685 15.3033483, 98.3822842 15.3033445)",
220030692,Tukmaepar -1/2,residential,,False,False,67.478,"LINESTRING (98.3798463 15.3069722, 98.3792591 15.3067543)",
220030692,Tukmaepar -1/2,residential,,False,True,72.25200000000001,"LINESTRING (98.3798463 15.3069722, 98.3801322 15.3070602, 98.3804851 15.3071784)",
220030896,Tukmaepar -1/2,residential,,False,False,105.305,"LINESTRING (98.3798463 15.3069722, 98.37989 15.3063476, 98.3799307 15.306029)",
220030899,Tukmaepar -1/2,residential,,False,False,94.614,"LINESTRING (98.3845134 15.3037416, 98.3846737 15.3041198, 98.384872 15.3045186)",
220030899,Tukmaepar -1/2,residential,,False,True,94.494,"LINESTRING (98.3845134 15.3037416, 98.3843009 15.3032768, 98.3841203 15.3029827)",
391815396,ဘုရင့်နောင်လမ်းမကြီး,primary,yes,False,False,133.596,"LINESTRING (98.3845134 15.3037416, 98.3838499 15.3039928, 98.3835007 15.3041154, 98.3833538 15.3041795)",
391815396,ဘုရင့်နောင်လမ်းမကြီး,primary,yes,False,True,118.63300000000001,"LINESTRING (98.3845134 15.3037416, 98.3853051 15.3034129, 98.3855331 15.3033286)",
516490491,Tukmaepar -12,residential,,False,False,32.494,"LINESTRING (98.3859404 15.3080481, 98.386046 15.3077742)",
516490491,Tukmaepar -12,residential,,False,True,49.675,"LINESTRING (98.3859404 15.3080481, 98.3857789 15.3084668)",
292368303,Tukmaepar -1/2,residential,,False,True,103.845,"LINESTRING (98.3859404 15.3080481, 98.3855992 15.307902, 98.3850546 15.307671)",
220030897,Tukmaepar -1/2,residential,,False,False,30.657,"LINESTRING (98.3809911 15.3033167, 98.3812759 15.3033402)",
220030897,Tukmaepar -1/2,residential,,False,True,16.255000000000003,"LINESTRING (98.3809911 15.3033167, 98.3808813 15.30331, 98.3808398 15.3033117)",
292368299,Tukmaepar -1/2,residential,,False,True,51.074,"LINESTRING (98.3809911 15.3033167, 98.3809965 15.3031883, 98.3809724 15.303015, 98.3809444 15.3028614)",
199407613,Tukmaepar 9,unclassified,,False,False,45.522,"LINESTRING (98.3826744 15.3055579, 98.3827776 15.305955)",
199407613,Tukmaepar 9,unclassified,,False,True,51.937,"LINESTRING (98.3826744 15.3055579, 98.3826266 15.3053284, 98.3825893 15.3050982)",
292368281,Tukmaepar -1/2,residential,,False,False,43.839,"LINESTRING (98.3826744 15.3055579, 98.3829625 15.3054935, 98.383071 15.305463)",
292368281,Tukmaepar -1/2,residential,,False,True,167.691,"LINESTRING (98.3826744 15.3055579, 98.3816905 15.3057673, 98.3811637 15.3059387)",
220030896,Tukmaepar -1/2,residential,,False,False,209.005,"LINESTRING (98.3799307 15.306029, 98.3800098 15.3051521, 98.3801224 15.3041586)",
220030896,Tukmaepar -1/2,residential,,False,True,105.305,"LINESTRING (98.3799307 15.306029, 98.37989 15.3063476, 98.3798463 15.3069722)",
220030899,Tukmaepar -1/2,residential,,False,True,132.822,"LINESTRING (98.3799307 15.306029, 98.3806076 15.3061117, 98.3808849 15.3061639, 98.3811559 15.3062001)",
516490484,Tukmaepar -1/2,residential,,False,True,92.65299999999999,"LINESTRING (98.3799307 15.306029, 98.3794479 15.3060355, 98.3790741 15.3061068)",
220030899,Tukmaepar -1/2,residential,,False,False,234.911,"LINESTRING (98.384872 15.3045186, 98.3850038 15.304782, 98.3850547 15.3048932, 98.3848831 15.3049967, 98.3847489 15.3051157, 98.3846201 15.3052736, 98.3844834 15.3054184, 98.3842875 15.3055556, 98.3841186 15.3056383, 98.3837646 15.3057547, 98.3836095 15.3057906)",
220030899,Tukmaepar -1/2,residential,,False,True,94.614,"LINESTRING (98.384872 15.3045186, 98.3846737 15.3041198, 98.3845134 15.3037416)",
292368281,Tukmaepar -1/2,residential,,False,True,171.938,"LINESTRING (98.384872 15.3045186, 98.3841523 15.3049544, 98.3834826 15.3052872)",
292368267,Tukmaepar -1/2,residential,,False,True,66.789,"LINESTRING (98.3833538 15.3041795, 98.3832266 15.3039987, 98.3829987 15.3036861)",
391815396,ဘုရင့်နောင်လမ်းမကြီး,primary,yes,False,False,97.345,"LINESTRING (98.3833538 15.3041795, 98.3829911 15.3042679, 98.3826198 15.3043737, 98.382476 15.3044)",
391815396,ဘုရင့်နောင်လမ်းမကြီး,primary,yes,False,True,133.596,"LINESTRING (98.3833538 15.3041795, 98.3835007 15.3041154, 98.3838499 15.3039928, 98.3845134 15.3037416)",
516490487,Tukmaepar -1/2,residential,,False,False,8.81,"LINESTRING (98.3813816 15.2996104, 98.3814041 15.2996866)",
292368268,Tukmaepar -1/2,residential,,False,False,152.08,"LINESTRING (98.3813816 15.2996104, 98.3808743 15.2997586, 98.380436 15.299926, 98.3800578 15.3000942)",
516490487,Tukmaepar -1/2,residential,,False,False,54.456,"LINESTRING (98.3815793 15.3005721, 98.3816795 15.3010522)",
516490487,Tukmaepar -1/2,residential,,False,True,47.734,"LINESTRING (98.3815793 15.3005721, 98.3814853 15.3001525)",
292368285,Tukmaepar -1/2,residential,,False,False,134.372,"LINESTRING (98.3815793 15.3005721, 98.380763 15.3007333, 98.3805513 15.3007875, 98.3803661 15.3008618)",
516490532,Tukmaepar -1/2,residential,,False,False,44.844,"LINESTRING (98.3772763 15.3029167, 98.3774712 15.3032735)",
292368308,Tukmaepar -1/2,residential,,False,False,137.409,"LINESTRING (98.3772763 15.3029167, 98.3775632 15.3027745, 98.3776919 15.3027223, 98.3779978 15.3025648, 98.3781164 15.3025234, 98.3782297 15.3024982, 98.3783599 15.3024872, 98.378459 15.3024848)",
516490487,Tukmaepar -1/2,residential,,False,True,52.38,"LINESTRING (98.3817759 15.301514, 98.3816795 15.3010522)",
292368295,Tukmaepar -1/2,residential,,False,True,123.91499999999999,"LINESTRING (98.3817759 15.301514, 98.3809857 15.3016388, 98.380818 15.3016647, 98.3806354 15.3016921)",
516490487,Tukmaepar -1/2,residential,,False,False,50.105,"LINESTRING (98.3817759 15.301514, 98.3817964 15.3016124, 98.3818727 15.3019041, 98.3818727 15.3019535)",
220030692,Tukmaepar -1/2,residential,,False,False,73.568,"LINESTRING (98.3811499 15.3073397, 98.3808339 15.3072751, 98.3804851 15.3071784)",
220030692,Tukmaepar -1/2,residential,,False,True,48.027,"LINESTRING (98.3811499 15.3073397, 98.3814635 15.3073819, 98.3815945 15.3073883)",
292368291,Tukmaepar -1/2,residential,,False,True,80.992,"LINESTRING (98.3811499 15.3073397, 98.3811272 15.3068125, 98.3811243 15.3066118)",
220030693,Tukmaepar -1/2,residential,,False,True,6.447,"LINESTRING (98.380866 15.3025354, 98.380925 15.3025243)",
292368276,Tukmaepar -1/2,residential,,False,True,48.696,"LINESTRING (98.380866 15.3025354, 98.3807454 15.3021132)",
220030693,Tukmaepar -1/2,residential,,False,False,75.376,"LINESTRING (98.380866 15.3025354, 98.3804955 15.3026246, 98.380176 15.3026537)",
292368280,Tukmaepar -1/2,residential,,False,False,45.331,"LINESTRING (98.3808155 15.3036772, 98.3807574 15.304081)",
292368280,Tukmaepar -1/2,residential,,False,True,18.429,"LINESTRING (98.3808155 15.3036772, 98.3808265 15.3035118)",
391815404,Tukmaepar -1/2,residential,,False,False,69.275,"LINESTRING (98.3808155 15.3036772, 98.3801711 15.3036347)",
391815404,Tukmaepar -1/2,residential,,False,True,49.684,"LINESTRING (98.3808155 15.3036772, 98.3812773 15.3037125)",
292368291,Tukmaepar -1/2,residential,,False,True,29.078,"LINESTRING (98.3811559 15.3062001, 98.3811637 15.3059387)",
220030899,Tukmaepar -1/2,residential,,False,False,132.822,"LINESTRING (98.3811559 15.3062001, 98.3808849 15.3061639, 98.3806076 15.3061117, 98.3799307 15.306029)",
220030899,Tukmaepar -1/2,residential,,False,True,176.328,"LINESTRING (98.3811559 15.3062001, 98.3814738 15.3061817, 98.3817234 15.3061557, 98.381997 15.3061066, 98.3827776 15.305955)",
292368291,Tukmaepar -1/2,residential,,False,False,46.108000000000004,"LINESTRING (98.3811559 15.3062001, 98.3811175 15.3064415, 98.3811243 15.3066118)",
292368280,Tukmaepar -1/2,residential,,False,True,20.611,"LINESTRING (98.380731 15.3042646, 98.3807574 15.304081)",
391815396,ဘုရင့်နောင်လမ်းမကြီး,primary,yes,False,False,66.329,"LINESTRING (98.380731 15.3042646, 98.3801224 15.3041586)",
391815396,ဘုရင့်နောင်လမ်းမကြီး,primary,yes,False,True,56.335,"LINESTRING (98.380731 15.3042646, 98.3812517 15.3043312)",
292368291,Tukmaepar -1/2,residential,,False,False,89.017,"LINESTRING (98.381204 15.3051391, 98.3811637 15.3059387)",
292368291,Tukmaepar -1/2,residential,,False,True,89.98,"LINESTRING (98.381204 15.3051391, 98.3812517 15.3043312)",
292368297,Tukmaepar -1/2,residential,,False,True,148.725,"LINESTRING (98.381204 15.3051391, 98.382021 15.3051365, 98.3825893 15.3050982)",
292368276,Tukmaepar -1/2,residential,,False,True,50.638,"LINESTRING (98.3802327 15.3005172, 98.3800578 15.3000942)",
292368276,Tukmaepar -1/2,residential,,False,False,40.908,"LINESTRING (98.3802327 15.3005172, 98.3803366 15.3007773, 98.3803661 15.3008618)",
292368310,Tukmaepar -1/2,residential,,False,True,142.508,"LINESTRING (98.3802327 15.3005172, 98.3806854 15.3002882, 98.3809911 15.3002002, 98.3811869 15.3001614, 98.3813959 15.3001526, 98.3814853 15.3001525)",
292368295,Tukmaepar -1/2,residential,,False,True,63.224,"LINESTRING (98.3806354 15.3016921, 98.3800627 15.3018268)",
292368276,Tukmaepar -1/2,residential,,False,False,48.297,"LINESTRING (98.3806354 15.3016921, 98.3807096 15.3019594, 98.3807454 15.3021132)",
292368276,Tukmaepar -1/2,residential,,False,True,45.25,"LINESTRING (98.3806354 15.3016921, 98.3805527 15.3014252, 98.3805129 15.3013027)",
292368295,Tukmaepar -1/2,residential,,False,False,123.91499999999999,"LINESTRING (98.3806354 15.3016921, 98.380818 15.3016647, 98.3809857 15.3016388, 98.3817759 15.301514)",
199407613,Tukmaepar 9,unclassified,,False,True,49.972,"LINESTRING (98.382859 15.3063975, 98.3827776 15.305955)",
199407613,Tukmaepar 9,unclassified,,False,False,75.992,"LINESTRING (98.382859 15.3063975, 98.3829342 15.306821, 98.3829748 15.3070717)",
292368273,Tukmaepar -1/2,residential,,False,True,187.669,"LINESTRING (98.382859 15.3063975, 98.3821151 15.3065105, 98.3817775 15.306557, 98.3814264 15.3065905, 98.3811243 15.3066118)",
516490487,Tukmaepar -1/2,residential,,False,False,49.845,"LINESTRING (98.3818727 15.3019535, 98.3820164 15.3023798)",
292368275,Tukmaepar -1/2,residential,,False,True,122.271,"LINESTRING (98.3818727 15.3019535, 98.3813183 15.3020139, 98.3809374 15.3020773, 98.3807454 15.3021132)",
516490487,Tukmaepar -1/2,residential,,False,True,50.105000000000004,"LINESTRING (98.3818727 15.3019535, 98.3818727 15.3019041, 98.3817964 15.3016124, 98.3817759 15.301514)",
220030693,Tukmaepar -1/2,residential,,False,False,6.447,"LINESTRING (98.380925 15.3025243, 98.380866 15.3025354)",
292368299,Tukmaepar -1/2,residential,,False,False,37.542,"LINESTRING (98.380925 15.3025243, 98.3809444 15.3028614)",
220030693,Tukmaepar -1/2,residential,,False,True,118.181,"LINESTRING (98.380925 15.3025243, 98.3815627 15.3024513, 98.3820164 15.3023798)",
292368276,Tukmaepar -1/2,residential,,False,False,41.062,"LINESTRING (98.3799264 15.2997474, 98.3800229 15.3000087, 98.3800578 15.3000942)",
199407613,Tukmaepar 9,unclassified,,False,False,49.972,"LINESTRING (98.3827776 15.305955, 98.382859 15.3063975)",
199407613,Tukmaepar 9,unclassified,,False,True,45.522,"LINESTRING (98.3827776 15.305955, 98.3826744 15.3055579)",
220030899,Tukmaepar -1/2,residential,,False,False,176.32800000000003,"LINESTRING (98.3827776 15.305955, 98.381997 15.3061066, 98.3817234 15.3061557, 98.3814738 15.3061817, 98.3811559 15.3062001)",
220030899,Tukmaepar -1/2,residential,,False,True,43.260999999999996,"LINESTRING (98.3827776 15.305955, 98.3829596 15.3059283, 98.3831742 15.3058849)",
292368299,Tukmaepar -1/2,residential,,False,True,37.542,"LINESTRING (98.3809444 15.3028614, 98.380925 15.3025243)",
292368283,Tukmaepar -1/2,residential,,False,False,135.36200000000002,"LINESTRING (98.3809444 15.3028614, 98.3817286 15.3028159, 98.3820077 15.3028287, 98.3822046 15.3028213)",
292368299,Tukmaepar -1/2,residential,,False,False,51.074,"LINESTRING (98.3809444 15.3028614, 98.3809724 15.303015, 98.3809965 15.3031883, 98.3809911 15.3033167)",
199407613,Tukmaepar 9,unclassified,,False,True,78.582,"LINESTRING (98.3825893 15.3050982, 98.382476 15.3044)",
199407613,Tukmaepar 9,unclassified,,False,False,51.937,"LINESTRING (98.3825893 15.3050982, 98.3826266 15.3053284, 98.3826744 15.3055579)",
292368297,Tukmaepar -1/2,residential,,False,False,148.725,"LINESTRING (98.3825893 15.3050982, 98.382021 15.3051365, 98.381204 15.3051391)",
292368297,Tukmaepar -1/2,residential,,False,True,87.453,"LINESTRING (98.3825893 15.3050982, 98.3828793 15.3050434, 98.3833739 15.3048889)",
292368291,Tukmaepar -1/2,residential,,False,False,68.851,"LINESTRING (98.3812773 15.3037125, 98.3812517 15.3043312)",
391815404,Tukmaepar -1/2,residential,,False,False,49.684,"LINESTRING (98.3812773 15.3037125, 98.3808155 15.3036772)",
516490534,Tukmaepar -1/2,residential,,False,False,41.398,"LINESTRING (98.3812773 15.3037125, 98.3812759 15.3033402)",
391815404,Tukmaepar -1/2,residential,,False,True,115.781,"LINESTRING (98.3812773 15.3037125, 98.3818498 15.3037861, 98.3823511 15.3037614)",
292368276,Tukmaepar -1/2,residential,,False,False,50.638,"LINESTRING (98.3800578 15.3000942, 98.3802327 15.3005172)",
516490525,Tukmaepar -1/2,residential,,False,True,153.935,"LINESTRING (98.3800578 15.3000942, 98.3787906 15.3007442)",
292368268,Tukmaepar -1/2,residential,,False,True,152.07999999999998,"LINESTRING (98.3800578 15.3000942, 98.380436 15.299926, 98.3808743 15.2997586, 98.3813816 15.2996104)",
292368276,Tukmaepar -1/2,residential,,False,True,41.062,"LINESTRING (98.3800578 15.3000942, 98.3800229 15.3000087, 98.3799264 15.2997474)",
220030897,Tukmaepar -1/2,residential,,False,True,70.316,"LINESTRING (98.3808398 15.3033117, 98.3801853 15.3032749)",
292368280,Tukmaepar -1/2,residential,,False,False,22.296,"LINESTRING (98.3808398 15.3033117, 98.3808265 15.3035118)",
220030897,Tukmaepar -1/2,residential,,False,False,16.255000000000003,"LINESTRING (98.3808398 15.3033117, 98.3808813 15.30331, 98.3809911 15.3033167)",
292368291,Tukmaepar -1/2,residential,,False,False,89.98,"LINESTRING (98.3812517 15.3043312, 98.381204 15.3051391)",
292368291,Tukmaepar -1/2,residential,,False,True,68.851,"LINESTRING (98.3812517 15.3043312, 98.3812773 15.3037125)",
391815396,ဘုရင့်နောင်လမ်းမကြီး,primary,yes,False,False,56.335,"LINESTRING (98.3812517 15.3043312, 98.380731 15.3042646)",
391815396,ဘုရင့်နောင်လမ်းမကြီး,primary,yes,False,True,133.23000000000002,"LINESTRING (98.3812517 15.3043312, 98.3818362 15.3044541, 98.3820748 15.304456, 98.382476 15.3044)",
391815402,Tukmaepar -1/2,residential,,False,False,48.815,"LINESTRING (98.378459 15.3024848, 98.3785589 15.3029131)",
292368308,Tukmaepar -1/2,residential,,False,False,73.106,"LINESTRING (98.378459 15.3024848, 98.3786274 15.3024676, 98.3791273 15.3023596)",
292368308,Tukmaepar -1/2,residential,,False,True,137.409,"LINESTRING (98.378459 15.3024848, 98.3783599 15.3024872, 98.3782297 15.3024982, 98.3781164 15.3025234, 98.3779978 15.3025648, 98.3776919 15.3027223, 98.3775632 15.3027745, 98.3772763 15.3029167)",
199407613,Tukmaepar 9,unclassified,,False,False,58.8,"LINESTRING (98.3822046 15.3028213, 98.3822842 15.3033445)",
199407613,Tukmaepar 9,unclassified,,False,True,51.796,"LINESTRING (98.3822046 15.3028213, 98.3821026 15.302366)",
292368283,Tukmaepar -1/2,residential,,False,True,135.36200000000002,"LINESTRING (98.3822046 15.3028213, 98.3820077 15.3028287, 98.3817286 15.3028159, 98.3809444 15.3028614)",
516490527,Tukmaepar -1/2,residential,,False,False,57.606,"LINESTRING (98.3834826 15.3052872, 98.3836095 15.3057906)",
516490527,Tukmaepar -1/2,residential,,False,True,45.798,"LINESTRING (98.3834826 15.3052872, 98.3833739 15.3048889)",
292368281,Tukmaepar -1/2,residential,,False,False,171.938,"LINESTRING (98.3834826 15.3052872, 98.3841523 15.3049544, 98.384872 15.3045186)",
292368281,Tukmaepar -1/2,residential,,False,True,48.278999999999996,"LINESTRING (98.3834826 15.3052872, 98.3831208 15.3054417, 98.383071 15.305463)",
292368276,Tukmaepar -1/2,residential,,False,False,51.492,"LINESTRING (98.3803661 15.3008618, 98.3805129 15.3013027)",
292368276,Tukmaepar -1/2,residential,,False,True,40.908,"LINESTRING (98.3803661 15.3008618, 98.3803366 15.3007773, 98.3802327 15.3005172)",
292368285,Tukmaepar -1/2,residential,,False,True,134.372,"LINESTRING (98.3803661 15.3008618, 98.3805513 15.3007875, 98.380763 15.3007333, 98.3815793 15.3005721)",
516490485,Tukmaepar -1/2,residential,,False,False,61.647,"LINESTRING (98.3803661 15.3008618, 98.3801045 15.3009706, 98.3798387 15.3010822)",
292368276,Tukmaepar -1/2,residential,,False,False,48.696,"LINESTRING (98.3807454 15.3021132, 98.380866 15.3025354)",
292368275,Tukmaepar -1/2,residential,,False,False,122.271,"LINESTRING (98.3807454 15.3021132, 98.3809374 15.3020773, 98.3813183 15.3020139, 98.3818727 15.3019535)",
292368275,Tukmaepar -1/2,residential,,False,True,69.128,"LINESTRING (98.3807454 15.3021132, 98.3802749 15.3022209, 98.3801161 15.3022463)",
292368276,Tukmaepar -1/2,residential,,False,True,48.297,"LINESTRING (98.3807454 15.3021132, 98.3807096 15.3019594, 98.3806354 15.3016921)",
292368305,Tukmaepar -1/2,residential,,False,True,228.649,"LINESTRING (98.3856877 15.3074699, 98.3853416 15.3073304, 98.3847139 15.3070458, 98.3843815 15.3068878, 98.384191 15.3067766, 98.3838013 15.3065232)",
292368273,Tukmaepar -1/2,residential,,False,False,187.66899999999998,"LINESTRING (98.3811243 15.3066118, 98.3814264 15.3065905, 98.3817775 15.306557, 98.3821151 15.3065105, 98.382859 15.3063975)",
292368291,Tukmaepar -1/2,residential,,False,False,80.992,"LINESTRING (98.3811243 15.3066118, 98.3811272 15.3068125, 98.3811499 15.3073397)",
292368291,Tukmaepar -1/2,residential,,False,True,46.108000000000004,"LINESTRING (98.3811243 15.3066118, 98.3811175 15.3064415, 98.3811559 15.3062001)",
292368269,Tukmaepar -1/2,residential,,False,False,11.951,"LINESTRING (98.3835207 15.306693, 98.3834261 15.3067498)",
292368269,Tukmaepar -1/2,residential,,False,True,35.528,"LINESTRING (98.3835207 15.306693, 98.3837217 15.3065722, 98.3838013 15.3065232)",
292368303,Tukmaepar -1/2,residential,,False,False,61.684000000000005,"LINESTRING (98.3835207 15.306693, 98.3837323 15.3069837, 98.3838585 15.3071103, 98.3838791 15.3071236)",
292368269,Tukmaepar -1/2,residential,,False,True,47.424,"LINESTRING (98.3838013 15.3065232, 98.384174 15.3062937)",
292368269,Tukmaepar -1/2,residential,,False,False,35.528,"LINESTRING (98.3838013 15.3065232, 98.3837217 15.3065722, 98.3835207 15.306693)",
