osmid,highway,oneway,reversed,length,ref,geometry,junction,name,bridge
268027548,residential,False,False,35.629,,"LINESTRING (95.863293 20.8774372, 95.8634146 20.8777368)",,,
380289844,trunk,False,False,89.525,4,"LINESTRING (95.863293 20.8774372, 95.8632027 20.877438, 95.8630868 20.8774257, 95.8629174 20.8773913, 95.862806 20.8773634, 95.8627042 20.8773298, 95.8625927 20.8772822, 95.8624748 20.8772198)",,,
380289844,trunk,False,True,61.313,4,"LINESTRING (95.863293 20.8774372, 95.8633887 20.8774347, 95.8634817 20.8774282, 95.8635879 20.8774052, 95.8636739 20.8773642, 95.8637573 20.8773208, 95.8638389 20.8772666)",,,
213124170,residential,False,True,23.076999999999998,,"LINESTRING (95.8661762 20.8857677, 95.8662352 20.8857082, 95.8663398 20.885628)",,,
1264074786,residential,False,False,43.091,,"LINESTRING (95.8646366 20.8841425, 95.8648661 20.8838197)",,,
104013300,trunk,True,False,118.43099999999998,1,"LINESTRING (95.8646366 20.8841425, 95.8648963 20.8843116, 95.8650086 20.8843874, 95.8651772 20.8845245, 95.865327 20.8846615, 95.8654637 20.884859)",,,
121122335,trunk,True,False,7.276,1,"LINESTRING (95.8633542 20.8834897, 95.8634236 20.8834985)",,,
210854424,residential,False,False,55.222,,"LINESTRING (95.8633542 20.8834897, 95.8633595 20.8829931)",,,
210854424,residential,False,True,7.291,,"LINESTRING (95.8633542 20.8834897, 95.8633492 20.8835551)",,,
104013296,trunk,True,False,64.124,1,"LINESTRING (95.8657737 20.8853833, 95.8654053 20.8849206)",,,
210813550,tertiary,False,True,7.045,,"LINESTRING (95.8657737 20.8853833, 95.8658326 20.8853519)",,,
104013303,trunk,True,False,82.688,1,"LINESTRING (95.8641557 20.883843, 95.8639235 20.8837317, 95.8636688 20.8836174, 95.863489 20.8835707, 95.8634237 20.8835634)",,,
104013306,trunk,False,True,41.707,1,"LINESTRING (95.8641557 20.883843, 95.8642259 20.8838882, 95.8644793 20.8840649)",,,
210813550,tertiary,False,False,7.045,,"LINESTRING (95.8658326 20.8853519, 95.8657737 20.8853833)",,,
104013300,trunk,True,False,58.412,1,"LINESTRING (95.8658326 20.8853519, 95.8659824 20.8855363, 95.8661762 20.8857677)",,,
210813550,tertiary,False,True,118.61699999999999,,"LINESTRING (95.8658326 20.8853519, 95.8659641 20.8852599, 95.8662162 20.8849893, 95.8666668 20.8846284)",,,
121122333,trunk,True,False,9.056,,"LINESTRING (95.8599789 20.8838584, 95.8599564 20.8838857, 95.8599123 20.8839083)",roundabout,,
210851531,tertiary,False,True,9.15,,"LINESTRING (95.8654637 20.884859, 95.8654053 20.8849206)",,,
104013300,trunk,True,False,34.721000000000004,1,"LINESTRING (95.8654637 20.884859, 95.8655392 20.8849677, 95.8656517 20.8851171)",,,
210851531,tertiary,False,False,9.15,,"LINESTRING (95.8654053 20.8849206, 95.8654637 20.884859)",,,
210851531,tertiary,False,True,25.41,,"LINESTRING (95.8654053 20.8849206, 95.8652484 20.8850959)",,,
104013296,trunk,True,False,136.692,1,"LINESTRING (95.8654053 20.8849206, 95.8652543 20.8846951, 95.8650895 20.8845319, 95.8648698 20.8843686, 95.8646101 20.8841936, 95.8644793 20.8840649)",,,
210854430,residential,False,False,50.48,,"LINESTRING (95.8613277 20.8836117, 95.8613011 20.8831584)",,,
210854430,residential,False,True,7.439,,"LINESTRING (95.8613277 20.8836117, 95.8613316 20.8836785)",,,
121122335,trunk,True,False,109.432,1,"LINESTRING (95.8613277 20.8836117, 95.8613586 20.8836093, 95.8623776 20.8835322)",,,
210854436,residential,False,False,46.5,,"LINESTRING (95.8600152 20.8837175, 95.8599491 20.8833039)",,,
121122335,trunk,True,False,136.877,1,"LINESTRING (95.8600152 20.8837175, 95.860344 20.8836851, 95.8607046 20.8836534, 95.8613277 20.8836117)",,,
104013300,trunk,True,False,18.48,1,"LINESTRING (95.8644793 20.8840649, 95.8646366 20.8841425)",,,
104013306,trunk,False,False,41.707,1,"LINESTRING (95.8644793 20.8840649, 95.8642259 20.8838882, 95.8641557 20.883843)",,,
121129274,trunk,False,False,11.947,1,"LINESTRING (95.8577811 20.879368, 95.8577696 20.8792611)",,,
396025927,trunk,True,False,98.635,1,"LINESTRING (95.8577811 20.879368, 95.8578664 20.8795086, 95.8580341 20.8802169)",,,
104013299,trunk,True,False,53.902,1,"LINESTRING (95.8582684 20.8814223, 95.858132 20.8809546)",,,
268027564,residential,False,True,59.698,,"LINESTRING (95.8582684 20.8814223, 95.8577317 20.8816141)",,,
121122333,trunk,True,False,9.208,,"LINESTRING (95.8598603 20.8837158, 95.859912 20.8837165, 95.8599455 20.883731)",roundabout,,
104013299,trunk,True,False,10.589,1,"LINESTRING (95.8597791 20.8838016, 95.8597319 20.8837172)",,,
121122333,trunk,True,False,13.508,,"LINESTRING (95.8597791 20.8838016, 95.8597895 20.8837685, 95.8598109 20.8837411, 95.8598415 20.8837218, 95.8598603 20.8837158)",roundabout,,
396025965,trunk,False,False,42.997,,"LINESTRING (95.8599123 20.8839083, 95.860132 20.884236)",,,
121122333,trunk,True,False,21.319,,"LINESTRING (95.8599123 20.8839083, 95.8598756 20.8839113, 95.8598399 20.8839024, 95.8598183 20.8838898, 95.8597939 20.8838639, 95.8597787 20.883819, 95.8597791 20.8838016)",roundabout,,
396025965,trunk,False,True,87.322,,"LINESTRING (95.8606054 20.8850786, 95.8603733 20.8846019, 95.8602257 20.8843796)",,,
1112830816,residential,False,True,357.51400000000007,,"LINESTRING (95.8606054 20.8850786, 95.8603591 20.8851638, 95.860278 20.8852096, 95.859987 20.8855028, 95.8596155 20.8857697, 95.8594827 20.8858048, 95.8590589 20.8858085, 95.8590013 20.8857885, 95.8589651 20.8857271, 95.8587371 20.8850229, 95.8587049 20.8850141, 95.8586365 20.8850229, 95.8580728 20.885212)",,,
203363310,residential,False,True,27.432,,"LINESTRING (95.8638389 20.8772666, 95.8636933 20.8774724)",,,
380289844,trunk,False,False,61.313,4,"LINESTRING (95.8638389 20.8772666, 95.8637573 20.8773208, 95.8636739 20.8773642, 95.8635879 20.8774052, 95.8634817 20.8774282, 95.8633887 20.8774347, 95.863293 20.8774372)",,,
380289844,trunk,False,True,89.525,4,"LINESTRING (95.8624748 20.8772198, 95.8625927 20.8772822, 95.8627042 20.8773298, 95.862806 20.8773634, 95.8629174 20.8773913, 95.8630868 20.8774257, 95.8632027 20.877438, 95.863293 20.8774372)",,,
769773777,residential,False,True,78.999,,"LINESTRING (95.8624748 20.8772198, 95.8624721 20.8773581, 95.8625249 20.8779281)",,,
