osmid,highway,oneway,reversed,length,name,geometry,lanes,maxspeed
54163155,residential,False,True,57.623,,"LINESTRING (20.0276816 51.5184387, 20.0285033 51.5183544)",,
54163155,residential,False,False,57.623,,"LINESTRING (20.0285033 51.5183544, 20.0276816 51.5184387)",,
295620292,residential,True,False,130.865,Wodna,"LINESTRING (20.0285033 51.5183544, 20.028668 51.5183477, 20.0289143 51.5183714, 20.0291816 51.5184545, 20.0293734 51.5185619, 20.0298953 51.5189845, 20.0299329 51.5190165)",,
432806985,tertiary,False,False,94.462,Strzelecka,"LINESTRING (20.0299329 51.5190165, 20.0288774 51.5195553)",2,
"[75422996, 255352085, 255352086, 667151269]",tertiary,False,False,577.227,PCK,"LINESTRING (20.0299329 51.5190165, 20.0300791 51.5191411, 20.0307703 51.5196943, 20.0317014 51.5204839, 20.0321929 51.5208867, 20.0324476 51.5210864, 20.0326693 51.52128, 20.0328556 51.5214656, 20.0330178 51.5216603, 20.0331776 51.5218631, 20.0333353 51.5221256, 20.0334696 51.5223718, 20.0335628 51.5225818, 20.0340256 51.5234727)",2,50
239824817,residential,False,False,54.305,Świerkowa,"LINESTRING (20.0330026 51.5238424, 20.0336842 51.5236002)",,
239824817,residential,False,True,27.55,Świerkowa,"LINESTRING (20.0340256 51.5234727, 20.0339081 51.5235183, 20.0336842 51.5236002)",,
"[255352085, 75422996, 667151269, 255352086]",tertiary,False,True,577.227,PCK,"LINESTRING (20.0340256 51.5234727, 20.0335628 51.5225818, 20.0334696 51.5223718, 20.0333353 51.5221256, 20.0331776 51.5218631, 20.0330178 51.5216603, 20.0328556 51.5214656, 20.0326693 51.52128, 20.0324476 51.5210864, 20.0321929 51.5208867, 20.0317014 51.5204839, 20.0307703 51.5196943, 20.0300791 51.5191411, 20.0299329 51.5190165)",2,50
432806985,tertiary,False,True,94.462,Strzelecka,"LINESTRING (20.0288774 51.5195553, 20.0299329 51.5190165)",2,
239824401,residential,True,False,149.207,Księdza Piotra Ściegiennego,"LINESTRING (20.0288774 51.5195553, 20.0287866 51.5194705, 20.0280093 51.5187519, 20.0276816 51.5184387)",,
239824818,residential,False,True,199.534,Nowy Port,"LINESTRING (20.0288774 51.5195553, 20.0294651 51.5201044, 20.0299435 51.5205515, 20.0305088 51.5210346)",,
54162664,residential,False,True,318.99,Parkowa,"LINESTRING (20.0305088 51.5210346, 20.0304943 51.5212257, 20.0302939 51.5216931, 20.0302696 51.5218119, 20.0303087 51.5220487, 20.0304598 51.5223048, 20.0308723 51.5227728, 20.031345 51.523269, 20.0317157 51.5236583)",,
239824818,residential,False,False,199.534,Nowy Port,"LINESTRING (20.0305088 51.5210346, 20.0299435 51.5205515, 20.0294651 51.5201044, 20.0288774 51.5195553)",,
"[239824818, 1021248182]",residential,False,True,364.19899999999996,Nowy Port,"LINESTRING (20.0305088 51.5210346, 20.0306932 51.521235, 20.0309367 51.5215749, 20.0313523 51.5218621, 20.0320217 51.5221806, 20.0321839 51.522269, 20.0328917 51.5228455, 20.0336068 51.5235126, 20.0336842 51.5236002)",,
239824817,residential,False,True,54.305,Świerkowa,"LINESTRING (20.0336842 51.5236002, 20.0330026 51.5238424)",,
239824817,residential,False,False,27.55,Świerkowa,"LINESTRING (20.0336842 51.5236002, 20.0339081 51.5235183, 20.0340256 51.5234727)",,
"[239824818, 1021248182]",residential,False,False,364.199,Nowy Port,"LINESTRING (20.0336842 51.5236002, 20.0336068 51.5235126, 20.0328917 51.5228455, 20.0321839 51.522269, 20.0320217 51.5221806, 20.0313523 51.5218621, 20.0309367 51.5215749, 20.0306932 51.521235, 20.0305088 51.5210346)",,
252839140,living_street,False,True,64.711,Parkowa,"LINESTRING (20.0324684 51.523322, 20.0323957 51.5233876, 20.0317953 51.5236266, 20.0317157 51.5236583)",,
54162664,residential,False,False,318.99000000000007,Parkowa,"LINESTRING (20.0317157 51.5236583, 20.031345 51.523269, 20.0308723 51.5227728, 20.0304598 51.5223048, 20.0303087 51.5220487, 20.0302696 51.5218119, 20.0302939 51.5216931, 20.0304943 51.5212257, 20.0305088 51.5210346)",,
252839140,living_street,False,False,64.711,Parkowa,"LINESTRING (20.0317157 51.5236583, 20.0317953 51.5236266, 20.0323957 51.5233876, 20.0324684 51.523322)",,
