osmid,ref,highway,maxspeed,oneway,reversed,length,lanes,name,geometry,bridge,junction
35761569,794,secondary,50,False,False,8.812,,,"LINESTRING (19.655015 50.4649019, 19.6551077 50.464849)",,
23649000,794,secondary,50,False,True,196.346,2,Krakowska,"LINESTRING (19.655015 50.4649019, 19.6552328 50.4651036, 19.6554592 50.4653133, 19.6565863 50.4663571)",,
35716556,,residential,,False,True,39.631,,Markowska,"LINESTRING (19.6579791 50.4671061, 19.6575348 50.467323)",,
23648865,,residential,,False,False,125.158,,Armii Krajowej,"LINESTRING (19.6579791 50.4671061, 19.6581626 50.4672612, 19.6584521 50.4675368, 19.6586332 50.4677467, 19.6586743 50.4677944, 19.6589055 50.4680627)",,
"[311179007, 35716556, 972949206, 972949207]",,residential,,False,False,191.766,,Markowska,"LINESTRING (19.6579791 50.4671061, 19.6584638 50.4668215, 19.6586636 50.4667056, 19.6587712 50.4666373, 19.6588105 50.4666035, 19.6594605 50.4659605, 19.6595866 50.4657456)",yes,
23648865,,residential,,False,False,25.039,,Armii Krajowej,"LINESTRING (19.6589055 50.4680627, 19.6589821 50.4681572, 19.6590825 50.4682574)",,
23648865,,residential,,False,True,125.15800000000002,,Armii Krajowej,"LINESTRING (19.6589055 50.4680627, 19.6586743 50.4677944, 19.6586332 50.4677467, 19.6584521 50.4675368, 19.6581626 50.4672612, 19.6579791 50.4671061)",,
23648866,,residential,,False,True,53.783,,Krótka,"LINESTRING (19.6589055 50.4680627, 19.6587025 50.4681662, 19.6585466 50.4682428, 19.6583189 50.4683699)",,
982772842,794,secondary,50,False,True,27.858,2,Żarnowiecka,"LINESTRING (19.6583189 50.4683699, 19.6585899 50.4685516)",,
23648866,,residential,,False,False,53.782999999999994,,Krótka,"LINESTRING (19.6583189 50.4683699, 19.6585466 50.4682428, 19.6587025 50.4681662, 19.6589055 50.4680627)",,
982772842,794,secondary,50,False,False,25.644,2,Żarnowiecka,"LINESTRING (19.6583189 50.4683699, 19.658155 50.468257, 19.6580971 50.4682464, 19.6580382 50.4682374)",,
35716556,,residential,,False,False,39.631,,Markowska,"LINESTRING (19.6575348 50.467323, 19.6579791 50.4671061)",,
23649000,794,secondary,50,False,False,91.727,2,Krakowska,"LINESTRING (19.6575348 50.467323, 19.6574711 50.4672222, 19.6568737 50.4666152)",,
23649000,794,secondary,50,False,True,25.32,2,Krakowska,"LINESTRING (19.6575348 50.467323, 19.6574398 50.4673916, 19.6573898 50.4674701, 19.6573735 50.4675206)",,
35715023,,residential,,False,False,129.30200000000002,,Różana,"LINESTRING (19.6558418 50.4682889, 19.6561783 50.4687284, 19.6563203 50.46899, 19.6561485 50.4693718)",,
"[179645107, 23649014, 339602735]",,residential,,False,"[False, True]",71.689,,Partyzantów,"LINESTRING (19.6558418 50.4682889, 19.656092 50.4680926, 19.6563941 50.4679948, 19.6564729 50.4679868, 19.6565444 50.4679854, 19.6566655 50.4680064)",,
1162984276,,residential,,False,False,44.724000000000004,,Partyzantów,"LINESTRING (19.6558418 50.4682889, 19.65548 50.4684353, 19.6552817 50.4684635)",,
35761684,,residential,,False,False,175.794,,Partyzantów,"LINESTRING (19.6552817 50.4684635, 19.655107 50.4684845, 19.6549127 50.46852, 19.6536908 50.4688627, 19.6532512 50.468986, 19.6529867 50.4690589)",,
58441707,,residential,,False,True,134.63299999999998,,,"LINESTRING (19.6552817 50.4684635, 19.6548193 50.4681402, 19.6548059 50.4681301, 19.654753 50.4680906, 19.6545431 50.4681325, 19.6544682 50.4681475, 19.6544098 50.4681327, 19.6542383 50.4680895, 19.6539433 50.4680619, 19.6537985 50.4680634, 19.653677 50.46808)",,
1162984276,,residential,,False,True,44.724000000000004,,Partyzantów,"LINESTRING (19.6552817 50.4684635, 19.65548 50.4684353, 19.6558418 50.4682889)",,
35761684,,residential,,False,True,175.79399999999998,,Partyzantów,"LINESTRING (19.6529867 50.4690589, 19.6532512 50.468986, 19.6536908 50.4688627, 19.6549127 50.46852, 19.655107 50.4684845, 19.6552817 50.4684635)",,
228421338,,residential,,False,True,97.945,,Wolności,"LINESTRING (19.6590039 50.4687897, 19.6580262 50.4694131)",,
982772842,794,secondary,50,False,False,39.491,2,Żarnowiecka,"LINESTRING (19.6590039 50.4687897, 19.6585899 50.4685516)",,
982772842,794,secondary,50,False,True,83.653,2,Żarnowiecka,"LINESTRING (19.6590039 50.4687897, 19.6599405 50.4692486)",,
228421342,,residential,,False,False,64.027,,,"LINESTRING (19.6590039 50.4687897, 19.6592983 50.4685921, 19.6596461 50.4683845)",,
311179010,,residential,,False,False,47.809,,Łazienna,"LINESTRING (19.6585899 50.4685516, 19.6590825 50.4682574)",,
982772842,794,secondary,50,False,False,27.858,2,Żarnowiecka,"LINESTRING (19.6585899 50.4685516, 19.6583189 50.4683699)",,
982772842,794,secondary,50,False,True,39.491,2,Żarnowiecka,"LINESTRING (19.6585899 50.4685516, 19.6590039 50.4687897)",,
35714353,,residential,,False,False,49.774,,Reformacka,"LINESTRING (19.6570056 50.4694682, 19.657268 50.4698835)",,
311179011,790,secondary,50,False,True,11.197,2,3 Maja,"LINESTRING (19.6570056 50.4694682, 19.6568474 50.469468)",,
311179011,790,secondary,50,False,False,45.822,2,3 Maja,"LINESTRING (19.6570056 50.4694682, 19.6572331 50.4694438, 19.6575601 50.4694087, 19.657645 50.4694049)",,
35711587,,residential,,False,False,169.917,,Targowa,"LINESTRING (19.6606907 50.4715743, 19.6604447 50.4714094, 19.6601256 50.4711544, 19.6598512 50.4708802, 19.6593136 50.470328)",,
275829568,794,secondary,50,False,False,189.776,2,Jana Pawła II,"LINESTRING (19.6606907 50.4715743, 19.6606901 50.4714212, 19.6606825 50.4712013, 19.6606758 50.4709915, 19.6606994 50.4708355, 19.660811 50.4707044, 19.6610333 50.4705965, 19.6613667 50.4704742, 19.6614956 50.4704274, 19.6616329 50.4703787, 19.6617184 50.4703382, 19.661783 50.4702969, 19.6618 50.4702799, 19.6618457 50.470234)",,
35711587,,residential,,False,True,87.722,,Targowa,"LINESTRING (19.6587487 50.4696258, 19.6593136 50.470328)",,
311179011,790,secondary,50,False,False,49.839,2,3 Maja,"LINESTRING (19.6587487 50.4696258, 19.6593746 50.4698312)",,
311179011,790,secondary,50,False,True,56.572,2,3 Maja,"LINESTRING (19.6587487 50.4696258, 19.6586784 50.4696017, 19.6586075 50.4695776, 19.6584778 50.4695356, 19.6583667 50.4694995, 19.6582533 50.4694574, 19.6581447 50.4694348, 19.6580262 50.4694131)",,
228421338,,residential,,False,False,97.945,,Wolności,"LINESTRING (19.6580262 50.4694131, 19.6590039 50.4687897)",,
311179011,790,secondary,50,False,False,56.572,2,3 Maja,"LINESTRING (19.6580262 50.4694131, 19.6581447 50.4694348, 19.6582533 50.4694574, 19.6583667 50.4694995, 19.6584778 50.4695356, 19.6586075 50.4695776, 19.6586784 50.4696017, 19.6587487 50.4696258)",,
311179011,790,secondary,50,False,True,27.000999999999998,2,3 Maja,"LINESTRING (19.6580262 50.4694131, 19.6578307 50.4694063, 19.657645 50.4694049)",,
58441719,,residential,,False,False,33.986,,Księżna,"LINESTRING (19.6555274 50.46751, 19.6558205 50.4672679)",,
275829569,,residential,,False,True,25.485,,Klasztorna,"LINESTRING (19.6554316 50.4705384, 19.655747 50.470649)",,
58441686,,residential,,False,False,113.019,,Klasztorna,"LINESTRING (19.6554316 50.4705384, 19.6558334 50.4704413, 19.656999 50.4704031)",,
275829569,,residential,,False,False,101.518,,Klasztorna,"LINESTRING (19.6554316 50.4705384, 19.6553295 50.4705184, 19.6552958 50.4705013, 19.6552762 50.4704806, 19.6552656 50.4704592, 19.6552729 50.4702201, 19.6552892 50.4696884)",,
58441719,,residential,,False,True,33.986,,Księżna,"LINESTRING (19.6558205 50.4672679, 19.6555274 50.46751)",,
311179005,,residential,,True,False,247.74,,Senatorska,"LINESTRING (19.6558205 50.4672679, 19.6546033 50.4664751, 19.6540413 50.4660841, 19.6534161 50.4656492)",,
275829569,,residential,,False,False,99.87299999999999,,Klasztorna,"LINESTRING (19.6606718 50.4701199, 19.6605297 50.4701713, 19.6604659 50.4701983, 19.6603809 50.4702149, 19.6600149 50.4702599, 19.6593136 50.470328)",,
311179011,790,secondary,50,False,False,84.272,2,3 Maja,"LINESTRING (19.6606718 50.4701199, 19.6608112 50.470138, 19.6612853 50.4701998, 19.6614609 50.4702168, 19.6616702 50.4702356, 19.6616936 50.4702354, 19.6618457 50.470234)",,
311179011,790,secondary,50,False,True,97.33,2,3 Maja,"LINESTRING (19.6606718 50.4701199, 19.6605887 50.4701021, 19.6604895 50.4700796, 19.6603762 50.4700525, 19.6600527 50.4699834, 19.6599488 50.4699624, 19.6598638 50.4699473, 19.6596701 50.4699098, 19.6593746 50.4698312)",,
35711789,,tertiary,50,False,True,284.04,2,,"LINESTRING (19.6595866 50.4657456, 19.6599613 50.4658853, 19.6601103 50.4659606, 19.6601839 50.4659991, 19.6602493 50.4660439, 19.6603687 50.4661303, 19.6604708 50.4662226, 19.6609917 50.4669572, 19.6611969 50.4672466, 19.6616112 50.4676106, 19.6616807 50.4676866, 19.6617848 50.467817)",,
"[972949207, 35716556, 972949206, 311179007]",,residential,,False,True,191.766,,Markowska,"LINESTRING (19.6595866 50.4657456, 19.6594605 50.4659605, 19.6588105 50.4666035, 19.6587712 50.4666373, 19.6586636 50.4667056, 19.6584638 50.4668215, 19.6579791 50.4671061)",yes,
58441686,,residential,,False,True,14.521,,Klasztorna,"LINESTRING (19.6570242 50.4705327, 19.656999 50.4704031)",,
275829569,,residential,,False,False,43.607,,Klasztorna,"LINESTRING (19.6570242 50.4705327, 19.6564656 50.4706982)",,
275829569,,residential,,False,True,76.18,,Klasztorna,"LINESTRING (19.6570242 50.4705327, 19.6571874 50.4704939, 19.6578317 50.4705025, 19.65807 50.47044)",,
58441632,,residential,,False,True,87.21799999999999,,Reformacka,"LINESTRING (19.65807 50.47044, 19.6578994 50.4703095, 19.6577316 50.4702492, 19.6575827 50.4701579, 19.6575583 50.4700545, 19.6574202 50.4699425, 19.657268 50.4698835)",,
275829569,,residential,,False,False,76.18,,Klasztorna,"LINESTRING (19.65807 50.47044, 19.6578317 50.4705025, 19.6571874 50.4704939, 19.6570242 50.4705327)",,
275829569,,residential,,False,True,88.911,,Klasztorna,"LINESTRING (19.65807 50.47044, 19.6586954 50.470375, 19.6593136 50.470328)",,
311531391,,residential,,True,False,140.402,,Magdaleny M. Epstein,"LINESTRING (19.6534161 50.4656492, 19.655015 50.4649019)",,
275829569,,residential,,False,False,51.151,,Klasztorna,"LINESTRING (19.6564656 50.4706982, 19.655747 50.470649)",,
275829569,,residential,,False,True,43.607,,Klasztorna,"LINESTRING (19.6564656 50.4706982, 19.6570242 50.4705327)",,
58441742,,residential,,False,False,138.141,,,"LINESTRING (19.6564656 50.4706982, 19.6559406 50.4709364, 19.65584 50.4717659)",,
275829569,,residential,,False,False,25.485,,Klasztorna,"LINESTRING (19.655747 50.470649, 19.6554316 50.4705384)",,
275829569,,residential,,False,True,51.151,,Klasztorna,"LINESTRING (19.655747 50.470649, 19.6564656 50.4706982)",,
58441746,,residential,,False,False,267.068,,Klasztorna,"LINESTRING (19.655747 50.470649, 19.6535346 50.4706273, 19.6533808 50.4706257, 19.6529007 50.4706512, 19.6522865 50.4706034, 19.6522508 50.4705997, 19.6522204 50.4705857, 19.6521411 50.4704659, 19.65213 50.4704491)",,
35711587,,residential,,False,False,87.722,,Targowa,"LINESTRING (19.6593136 50.470328, 19.6587487 50.4696258)",,
35711587,,residential,,False,True,169.917,,Targowa,"LINESTRING (19.6593136 50.470328, 19.6598512 50.4708802, 19.6601256 50.4711544, 19.6604447 50.4714094, 19.6606907 50.4715743)",,
275829569,,residential,,False,False,88.911,,Klasztorna,"LINESTRING (19.6593136 50.470328, 19.6586954 50.470375, 19.65807 50.47044)",,
275829569,,residential,,False,True,99.873,,Klasztorna,"LINESTRING (19.6593136 50.470328, 19.6600149 50.4702599, 19.6603809 50.4702149, 19.6604659 50.4701983, 19.6605297 50.4701713, 19.6606718 50.4701199)",,
23649000,794,secondary,50,False,False,35.177,2,Krakowska,"LINESTRING (19.6568737 50.4666152, 19.6565863 50.4663571)",,
35711573,,residential,,True,False,104.039,,Księżna,"LINESTRING (19.6568737 50.4666152, 19.6558205 50.4672679)",,
23649000,794,secondary,50,False,True,91.727,2,Krakowska,"LINESTRING (19.6568737 50.4666152, 19.6574711 50.4672222, 19.6575348 50.467323)",,
358934972,794,secondary,50,False,False,13.251,2,3 Maja,"LINESTRING (19.6618457 50.470234, 19.6620197 50.47019)",,
275829568,794,secondary,50,False,True,189.776,2,Jana Pawła II,"LINESTRING (19.6618457 50.470234, 19.6618 50.4702799, 19.661783 50.4702969, 19.6617184 50.4703382, 19.6616329 50.4703787, 19.6614956 50.4704274, 19.6613667 50.4704742, 19.6610333 50.4705965, 19.660811 50.4707044, 19.6606994 50.4708355, 19.6606758 50.4709915, 19.6606825 50.4712013, 19.6606901 50.4714212, 19.6606907 50.4715743)",,
