osmid,oneway,lanes,name,highway,reversed,length,geometry,ref,maxspeed,width
"[25597364, 642575653]",True,"['1', '2']",Józefa Piłsudskiego,residential,False,112.226,"LINESTRING (21.9712459 51.1477552, 21.9710935 51.1477894, 21.9700431 51.1479999, 21.9698527 51.1480372, 21.9697209 51.1480749)",,,
648183718,False,2,Partyzancka,residential,False,82.322,"LINESTRING (21.9712459 51.1477552, 21.9713567 51.1479187, 21.9716723 51.1484454)",,,
648183718,False,2,Partyzancka,residential,True,53.249,"LINESTRING (21.9712459 51.1477552, 21.9710978 51.147537, 21.9709936 51.1474014, 21.9709932 51.1473656, 21.9710052 51.1473384, 21.9710239 51.1473139)",,,
25597362,False,2,Lubelska,secondary,False,315.32300000000004,"LINESTRING (21.9697209 51.1480749, 21.9698041 51.1482379, 21.9699896 51.1486211, 21.9700903 51.1488288, 21.9701054 51.1488562, 21.9701517 51.1489503, 21.9701867 51.1490224, 21.9702387 51.1491284, 21.9702546 51.1491595, 21.9703559 51.1493494, 21.9704809 51.1496099, 21.9707544 51.1501467, 21.9708884 51.1504148, 21.9710235 51.1506881, 21.9710721 51.1507809)",824,,
"[648175931, 33030039]",False,2,Nowy Rynek,secondary,False,87.762,"LINESTRING (21.9697209 51.1480749, 21.9696493 51.1479681, 21.9695973 51.1479015, 21.9693873 51.1476709, 21.9693059 51.1475711, 21.9692688 51.1475281, 21.9691522 51.1473717)",824,40,
"[105195297, 180900431]",True,1,Ogrodowa,residential,False,102.14500000000001,"LINESTRING (21.9697209 51.1480749, 21.9696102 51.1481124, 21.9694979 51.1481367, 21.9692133 51.1481758, 21.9687874 51.1482201, 21.9687305 51.1482268, 21.9684205 51.148263, 21.9682991 51.1482772)",,,3.5
84592799,False,2,Nowy Rynek,secondary,False,3.197,"LINESTRING (21.9691522 51.1473717, 21.9691323 51.1473458)",824,,
"[173017116, 642575645]",False,2,Tadeusza Kościuszki,tertiary,True,55.829,"LINESTRING (21.9691522 51.1473717, 21.9693918 51.1473195, 21.9694852 51.1473017, 21.9696312 51.1472758, 21.9699138 51.1472177)",,50,
"[648175931, 33030039]",False,2,Nowy Rynek,secondary,True,87.762,"LINESTRING (21.9691522 51.1473717, 21.9692688 51.1475281, 21.9693059 51.1475711, 21.9693873 51.1476709, 21.9695973 51.1479015, 21.9696493 51.1479681, 21.9697209 51.1480749)",824,40,
524049718,False,2,Józefowska,secondary,True,31.709,"LINESTRING (21.9644531 51.1476032, 21.9640049 51.1475556)",824,,
33017322,False,2,Długa,tertiary,False,83.78999999999999,"LINESTRING (21.9644531 51.1476032, 21.964471 51.1475572, 21.9644785 51.1475394, 21.964487 51.1475193, 21.9650762 51.1471678, 21.9652759 51.1470733)",,,
524049718,False,2,Józefowska,secondary,False,59.341,"LINESTRING (21.9644531 51.1476032, 21.9646409 51.1476231, 21.9647687 51.1476319, 21.9648977 51.1476368, 21.9650084 51.1476358, 21.9651504 51.1476179, 21.9652901 51.1475894)",824,,
"[524049718, 33016494, 524049719]",False,2,Józefowska,secondary,False,108.55,"LINESTRING (21.9626248 51.1471845, 21.9627035 51.1472499, 21.962754 51.1472832, 21.962817 51.147319, 21.9629921 51.1474011, 21.9631175 51.1474381, 21.963195 51.1474608, 21.9633059 51.1474804, 21.9634089 51.1474946, 21.9635393 51.1475089, 21.9640049 51.1475556)",824,,
33016494,False,2,Józefowska,secondary,True,148.982,"LINESTRING (21.9626248 51.1471845, 21.9625739 51.1471364, 21.9624999 51.1470698, 21.9624049 51.1469843, 21.9615092 51.1460425)",824,,
33022577,False,2,Aleja 600-lecia,tertiary,True,194.848,"LINESTRING (21.9626248 51.1471845, 21.9625314 51.1472141, 21.962434 51.1472382, 21.9599854 51.147756)",,,
179609511,True,1,Stary Rynek,residential,False,14.979,"LINESTRING (21.9678156 51.1471037, 21.967908 51.1472253)",,,3.5
