osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,bridge,junction
290479295,True,1,Bulwar Narwiku,secondary,50,False,33.399,"LINESTRING (20.6916794 49.6292632, 20.6914682 49.6292999, 20.6913293 49.6293249, 20.6912362 49.6293501)",,
469787997,True,2,Bulwar Narwiku,secondary,50,False,43.881,"LINESTRING (20.6922036 49.6290633, 20.6919942 49.6291558, 20.6916794 49.6292632)",,
74137579,True,2,Kazimierza Wielkiego,tertiary,50,False,53.543,"LINESTRING (20.6897109 49.6278061, 20.6897789 49.6273266)",,
74160579,False,,Bóżnicza,residential,,False,135.424,"LINESTRING (20.6897109 49.6278061, 20.6895964 49.6277673, 20.6894106 49.6277355, 20.689147 49.6277028, 20.688895 49.6276718, 20.6888659 49.6276458, 20.6888616 49.6276133, 20.6889181 49.6272199, 20.6889658 49.6270123)",,
404880298,True,,Kazimierza Wielkiego,tertiary,30,False,2.594,"LINESTRING (20.6900397 49.6263145, 20.6900492 49.626292)",,
405400233,False,,Kazimierza Wielkiego,tertiary,50,False,15.262,"LINESTRING (20.6902264 49.6256275, 20.6903881 49.6255388)",,
24264624,True,,Mieczysława Romanowskiego,residential,,False,64.811,"LINESTRING (20.6902264 49.6256275, 20.6901338 49.625623, 20.6893292 49.6255834)",,
74144287,True,2,Piotra Skargi,tertiary,30,False,50.678000000000004,"LINESTRING (20.6914647 49.6263781, 20.6914148 49.6264979, 20.6912813 49.6268181)",,
74137584,False,,Bóżnicza,residential,,True,50.53,"LINESTRING (20.6908425 49.6279058, 20.6907103 49.6278961, 20.6902741 49.627819, 20.6901583 49.6278117)",,
"[405400241, 405400242]",True,2,Piotra Skargi,tertiary,50,False,104.42099999999999,"LINESTRING (20.6908425 49.6279058, 20.690797 49.6280555, 20.6907969 49.6281915, 20.6908937 49.628595, 20.6909635 49.6288329)",,
24264625,True,,Pijarska,residential,,False,76.184,"LINESTRING (20.6893292 49.6255834, 20.6891875 49.6260685, 20.6891554 49.6262588)",,
74151712,False,,Mieczysława Romanowskiego,residential,,False,125.027,"LINESTRING (20.6893292 49.6255834, 20.6884484 49.6255431, 20.6878731 49.6255335, 20.6877886 49.625531, 20.6877231 49.6255356, 20.687681 49.625542, 20.6876532 49.6255536, 20.6876181 49.6255771)",,
40691966,True,,Franciszkańska,residential,,False,63.996,"LINESTRING (20.6891554 49.6262588, 20.6899356 49.6263079, 20.6900397 49.6263145)",,
35743970,False,,Lwowska,tertiary,,False,62.798,"LINESTRING (20.6970799 49.6249227, 20.6975309 49.6249034, 20.6979503 49.6248911)",,
74616798,False,,Józefa Ignacego Kraszewskiego,residential,,True,134.733,"LINESTRING (20.6970799 49.6249227, 20.6970869 49.6249878, 20.6971247 49.6253991, 20.6971707 49.6257617, 20.6971579 49.6259817, 20.6971444 49.6260339, 20.6970847 49.6261234)",,
"[43457833, 253260861, 556758670]",False,2,Lwowska,tertiary,,"[False, True]",153.234,"LINESTRING (20.6970799 49.6249227, 20.6968925 49.6249299, 20.6968591 49.6249312, 20.6965977 49.6249262, 20.6965428 49.6249261, 20.6963231 49.6249071, 20.6962314 49.6248949, 20.6953761 49.6247822, 20.6951083 49.6247502, 20.694981 49.6247354)",yes,
74599035,False,,Józefa Ignacego Kraszewskiego,residential,,False,80.931,"LINESTRING (20.6939094 49.6287553, 20.6944667 49.6281233)",,
74599035,False,,Józefa Ignacego Kraszewskiego,residential,,True,59.581,"LINESTRING (20.6939094 49.6287553, 20.6934507 49.6292012)",,
74599035,False,,Józefa Ignacego Kraszewskiego,residential,,True,80.931,"LINESTRING (20.6944667 49.6281233, 20.6939094 49.6287553)",,
74599019,False,,Bogdana Zaleskiego,residential,,False,46.603,"LINESTRING (20.6944667 49.6281233, 20.6949691 49.6283004, 20.6950187 49.6283138, 20.69504 49.6283143)",,
74599035,False,,Józefa Ignacego Kraszewskiego,residential,,False,140.558,"LINESTRING (20.6944667 49.6281233, 20.6947904 49.6277889, 20.6949939 49.6276114, 20.6953826 49.6273389, 20.6956887 49.6271451)",,
74599019,False,,Bogdana Zaleskiego,residential,,False,74.285,"LINESTRING (20.6960418 49.6280442, 20.6961221 49.6279815, 20.696656 49.6275077)",,
74599019,False,,Bogdana Zaleskiego,residential,,True,78.363,"LINESTRING (20.6960418 49.6280442, 20.6959682 49.6280695, 20.6957627 49.6281257, 20.6951354 49.6282962, 20.6950678 49.6283149, 20.69504 49.6283143)",,
205101567,False,2,Lwowska,tertiary,,True,9.235,"LINESTRING (20.694981 49.6247354, 20.6948546 49.6247215)",,
40691973,False,2,Jana Matejki,tertiary,,True,209.36399999999998,"LINESTRING (20.694981 49.6247354, 20.6950179 49.6246293, 20.6950531 49.6245227, 20.6953166 49.6237826, 20.6955343 49.6231859, 20.6955667 49.6230849, 20.6955793 49.6230395, 20.6956457 49.622903)",,
"[43457833, 253260861, 556758670]",False,2,Lwowska,tertiary,,"[False, True]",153.23399999999995,"LINESTRING (20.694981 49.6247354, 20.6951083 49.6247502, 20.6953761 49.6247822, 20.6962314 49.6248949, 20.6963231 49.6249071, 20.6965428 49.6249261, 20.6965977 49.6249262, 20.6968591 49.6249312, 20.6968925 49.6249299, 20.6970799 49.6249227)",yes,
74160552,True,1,Jana Długosza,tertiary,,False,28.633000000000003,"LINESTRING (20.6942871 49.6223926, 20.6942067 49.6224633, 20.6941641 49.622498, 20.6940895 49.6225265, 20.6939841 49.622538)",,
390316161,True,1,Jana Długosza,tertiary,,False,29.555999999999997,"LINESTRING (20.6942871 49.6223926, 20.6942873 49.6224743, 20.6943075 49.622525, 20.6943359 49.622554, 20.6943747 49.6225903, 20.6944338 49.6226273)",,
74160558,True,,Tadeusza Kościuszki,tertiary,,False,49.881,"LINESTRING (20.6939841 49.622538, 20.6939418 49.6225302, 20.6933137 49.6224257)",,
40691973,False,2,Jana Matejki,tertiary,,False,209.36399999999998,"LINESTRING (20.6956457 49.622903, 20.6955793 49.6230395, 20.6955667 49.6230849, 20.6955343 49.6231859, 20.6953166 49.6237826, 20.6950531 49.6245227, 20.6950179 49.6246293, 20.694981 49.6247354)",,
42271924,False,2,Jana Matejki,residential,,False,151.369,"LINESTRING (20.6956457 49.622903, 20.6957681 49.6226886, 20.6959983 49.622298, 20.6962442 49.6219074, 20.6964148 49.6216363)",,
187231908,False,2,Tadeusza Kościuszki,tertiary,,True,92.529,"LINESTRING (20.6956457 49.622903, 20.6947097 49.6226866, 20.6946919 49.6226828, 20.6944338 49.6226273)",,
40691964,True,,Bóżnicza,residential,,False,32.234,"LINESTRING (20.6901583 49.6278117, 20.6898588 49.6278098, 20.6897109 49.6278061)",,
74137584,False,,Bóżnicza,residential,,False,50.53,"LINESTRING (20.6901583 49.6278117, 20.6902741 49.627819, 20.6907103 49.6278961, 20.6908425 49.6279058)",,
37484643,True,,Jagiellońska,tertiary,,False,67.542,"LINESTRING (20.6921179 49.6220756, 20.6924523 49.6216194, 20.6925201 49.6215269)",,
157080307,True,,Tadeusza Kościuszki,tertiary,,False,58.19100000000001,"LINESTRING (20.6913578 49.6220725, 20.6919106 49.6221448, 20.6919229 49.6221447, 20.6919743 49.6221441, 20.6920426 49.6221217, 20.6921179 49.6220756)",,
39673767,True,,Stanisława Konarskiego,residential,,False,161.461,"LINESTRING (20.6947551 49.6218155, 20.6946693 49.6217958, 20.6946618 49.6217928, 20.6945555 49.6217499, 20.693818 49.6214244, 20.6930298 49.6210766, 20.6928891 49.6210145)",,
74160569,True,2,Jana Długosza,tertiary,,False,72.487,"LINESTRING (20.6947551 49.6218155, 20.6944898 49.6221418, 20.6943057 49.6223696, 20.6942871 49.6223926)",,
