osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,bridge
40444444,Józefa Piłsudskiego,residential,50,False,True,164.72399999999996,"LINESTRING (19.7421049 51.7994083, 19.741842 51.7994487, 19.7416259 51.7994774, 19.7411268 51.7995369, 19.7404059 51.7996177, 19.7402798 51.7996344, 19.740171 51.7996537, 19.7400605 51.7996798, 19.73996 51.7997116, 19.7398016 51.7997757)",,,
176707787,Tadeusza Rejtana,tertiary,50,False,False,121.196,"LINESTRING (19.7421049 51.7994083, 19.7420819 51.7992637, 19.7419766 51.7983213)",2,,
"[176995345, 360074323]",Józefa Piłsudskiego,"['residential', 'tertiary']",,False,True,535.2639999999999,"LINESTRING (19.7421049 51.7994083, 19.7422518 51.7993898, 19.742326 51.7993793, 19.7424169 51.7993707, 19.7433313 51.7992892, 19.7435338 51.799275, 19.7437464 51.7992632, 19.7445283 51.7992201, 19.7448342 51.7992054, 19.7449104 51.7992001, 19.744984 51.799195, 19.7452359 51.7991696, 19.7454983 51.7991435, 19.7456723 51.7991211, 19.7458788 51.7990939, 19.7462343 51.799044, 19.7466082 51.7989845, 19.7467972 51.7989547, 19.7470006 51.7989269, 19.7472994 51.7989084, 19.7474525 51.7989047, 19.7476173 51.7989024, 19.7477468 51.7989048, 19.7478728 51.7989117, 19.7479714 51.7989236, 19.7480778 51.798941, 19.7482006 51.7989706, 19.7482901 51.7990017, 19.7483858 51.7990366, 19.7485351 51.7991097, 19.7486924 51.7991937, 19.7492585 51.7994979, 19.7493503 51.7995473, 19.7494462 51.7995899)",2,,
176707787,Tadeusza Rejtana,tertiary,50,False,False,154.278,"LINESTRING (19.7419766 51.7983213, 19.7418299 51.7971358, 19.7418129 51.7969981, 19.7417921 51.7969391)",2,,
176707787,Tadeusza Rejtana,tertiary,50,False,True,121.196,"LINESTRING (19.7419766 51.7983213, 19.7420819 51.7992637, 19.7421049 51.7994083)",2,,
176995348,Stanisława Moniuszki,residential,,False,True,564.532,"LINESTRING (19.7419766 51.7983213, 19.7421898 51.7983169, 19.742823 51.7983038, 19.7444898 51.7982458, 19.7448109 51.798236, 19.7457489 51.7982073, 19.7464491 51.7981776, 19.7472442 51.7981202, 19.748154 51.7980352, 19.7485264 51.7980199, 19.74859 51.7980198, 19.7490724 51.7980299, 19.7499318 51.798111, 19.7501504 51.7981316)",,,
176707786,Józefa Piłsudskiego,residential,40,False,False,28.336,"LINESTRING (19.751387 51.8001469, 19.7512228 51.8000964, 19.7510157 51.8000364)",2,,
201749794,Świętej Anny,primary,,False,False,93.143,"LINESTRING (19.751387 51.8001469, 19.7514493 51.7999855, 19.7515787 51.7996793, 19.7517276 51.7993362)",,72,
429162142,Plac Jana Pawła II,primary,,False,True,53.193000000000005,"LINESTRING (19.751387 51.8001469, 19.7512253 51.8005471, 19.751152 51.8005949)",,72,
176691148,Tadeusza Kościuszki,primary,,False,False,73.62899999999999,"LINESTRING (19.7376703 51.8015957, 19.7378671 51.8015811, 19.7380559 51.8015628, 19.7382261 51.8015465, 19.7383875 51.8015284, 19.7387253 51.8014844)",,72,
