osmid,name,highway,oneway,reversed,length,geometry,maxspeed,lanes,tunnel,access
113812406,Grzybowa,residential,False,True,117.337,"LINESTRING (18.9059084 50.4025967, 18.9059705 50.4025725, 18.907321 50.4020464)",,,,
152462514,Świętego Wojciecha,tertiary,True,False,41.604,"LINESTRING (18.9059084 50.4025967, 18.9060431 50.4027486, 18.9061973 50.4029224)",50,,,
33829372,Księdza Józefa Knosały,tertiary,False,False,35.237,"LINESTRING (18.9049054 50.4032064, 18.9046009 50.4033139, 18.9044757 50.4033655)",50,2,,
34401576,Księdza Józefa Knosały,tertiary,False,False,96.869,"LINESTRING (18.9049054 50.4032064, 18.9060237 50.4029552, 18.9061973 50.4029224)",50,2,,
35955874,Śródmiejska,tertiary,True,False,163.73399999999998,"LINESTRING (18.9049054 50.4032064, 18.9048211 50.4031158, 18.9037511 50.4019309)",50,,,
368202789,Śródmiejska,tertiary,True,False,12.245,"LINESTRING (18.9022642 50.4002798, 18.9021755 50.4001853)",50,,,
152367704,Szymały,tertiary,True,False,119.64699999999999,"LINESTRING (18.8996338 50.3980769, 18.8991919 50.3977311, 18.8991011 50.3976628, 18.8985621 50.3972456)",50,,,
34401576,Księdza Józefa Knosały,tertiary,False,True,96.869,"LINESTRING (18.9061973 50.4029224, 18.9060237 50.4029552, 18.9049054 50.4032064)",50,2,,
"[991562549, 586203502, 586203503]",Świętego Wojciecha,tertiary,True,False,137.20600000000002,"LINESTRING (18.9061973 50.4029224, 18.9062734 50.4030303, 18.9063453 50.4031343, 18.9063981 50.4032124, 18.9065094 50.4033783, 18.9066996 50.4036494, 18.90697 50.4039499, 18.9070415 50.4040311)",50,,,
33829373,Szymały,tertiary,True,False,28.822,"LINESTRING (18.9017775 50.399796, 18.9015125 50.3995994)",,,,
35953983,Długa,residential,True,False,54.99100000000001,"LINESTRING (18.9017775 50.399796, 18.9019386 50.3998525, 18.9020403 50.3998883, 18.9020991 50.3999046, 18.9022633 50.3999419, 18.9025006 50.3999448)",,,,
35981289,Waltera Larysza,residential,False,False,60.703,"LINESTRING (18.9029096 50.3977525, 18.9036634 50.3974934)",,,,
35913310,Karola Adamieckiego,residential,False,False,56.962,"LINESTRING (18.9036634 50.3974934, 18.903194 50.3970776)",,,,
35981289,Waltera Larysza,residential,False,True,60.703,"LINESTRING (18.9036634 50.3974934, 18.9029096 50.3977525)",,,,
35913310,Karola Adamieckiego,residential,False,True,56.962,"LINESTRING (18.903194 50.3970776, 18.9036634 50.3974934)",,,,
35981290,Marii Dąbrowskiej,residential,False,False,20.089,"LINESTRING (18.905404 50.397538, 18.9053428 50.3977144)",,,,
216417690,Jana Zejera,residential,False,False,54.093,"LINESTRING (18.904773 50.3989783, 18.9048313 50.3989583, 18.9048784 50.3989417, 18.9054366 50.3987381)",,,,
216417690,Jana Zejera,residential,False,True,20.847,"LINESTRING (18.904773 50.3989783, 18.9046325 50.3989888, 18.9045481 50.3989751, 18.9045023 50.3989452)",,,,
216417690,Jana Zejera,residential,False,False,49.163,"LINESTRING (18.9055479 50.3987019, 18.9061742 50.3985119)",,,,
216417690,Jana Zejera,residential,False,True,8.857,"LINESTRING (18.9055479 50.3987019, 18.9054366 50.3987381)",,,,
35934941,Górna,residential,False,False,72.495,"LINESTRING (18.9055479 50.3987019, 18.9054325 50.3984774, 18.9053256 50.3980673)",,,,
35935098,Konstantego Ildefonsa Gałczyńskiego,residential,False,False,133.823,"LINESTRING (18.9068931 50.3983211, 18.9078397 50.3993624)",,,,
216417690,Jana Zejera,residential,False,True,55.196,"LINESTRING (18.9068931 50.3983211, 18.9061742 50.3985119)",,,,
216417690,Jana Zejera,residential,False,False,212.96099999999998,"LINESTRING (18.9068931 50.3983211, 18.9075948 50.3981331, 18.9085942 50.3977325, 18.9093373 50.3974514, 18.9093924 50.3974305, 18.9094564 50.3974051, 18.9095137 50.3973958)",,,,
216417690,Jana Zejera,residential,False,False,14.724,"LINESTRING (18.9095137 50.3973958, 18.9095369 50.3973693, 18.9096026 50.3973414, 18.9096757 50.3973189)",,,,
216417690,Jana Zejera,residential,False,True,212.961,"LINESTRING (18.9095137 50.3973958, 18.9094564 50.3974051, 18.9093924 50.3974305, 18.9093373 50.3974514, 18.9085942 50.3977325, 18.9075948 50.3981331, 18.9068931 50.3983211)",,,,
35934940,Plebiscytowa,residential,False,False,45.062,"LINESTRING (18.9078527 50.397654, 18.9075225 50.3973077)",,,,
35934942,Plebiscytowa,residential,False,True,177.152,"LINESTRING (18.9053256 50.3980673, 18.9075225 50.3973077)",,,,
35934941,Górna,residential,False,False,39.321,"LINESTRING (18.9053256 50.3980673, 18.9053518 50.3978265, 18.9053428 50.3977144)",,,,
