osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,maxspeed,access,bridge
63075691,2,381,Parkowa,secondary,False,False,40.187,"LINESTRING (16.2840961 50.7826072, 16.2842091 50.7826674, 16.2842596 50.7826934, 16.2845379 50.7828365)",,,
260633409,,,,residential,False,False,19.048000000000002,"LINESTRING (16.2840961 50.7826072, 16.2841765 50.7825493, 16.2842086 50.7825262, 16.2842599 50.7824716)",,,
940722245,2,,Parkowa,secondary,False,True,58.263,"LINESTRING (16.2840961 50.7826072, 16.2839864 50.7825529, 16.2838045 50.7824504, 16.2837317 50.7824093, 16.2836321 50.7823532, 16.2835967 50.7823268, 16.2834931 50.7822497)",,,
31452802,,,Parkowa,residential,True,False,105.685,"LINESTRING (16.2853451 50.7832579, 16.285577 50.7834216, 16.2857583 50.7835723, 16.2860788 50.7839201, 16.2861241 50.7839576, 16.2862243 50.7840238)",,,
63075691,2,381,Parkowa,secondary,False,True,73.605,"LINESTRING (16.2853451 50.7832579, 16.2850968 50.7831271, 16.2850188 50.7830865, 16.2848086 50.7829772, 16.2847112 50.7829305, 16.2845379 50.7828365)",,,
"[350013560, 1090174276]",,381,Parkowa,secondary,False,False,85.43100000000001,"LINESTRING (16.2853451 50.7832579, 16.2855158 50.7833104, 16.2856101 50.7833298, 16.2857387 50.783344, 16.2858704 50.7833529, 16.2860264 50.7833606, 16.286132 50.7833586, 16.2862636 50.7833514, 16.2865272 50.7833176)","['50', '30']",,
36818324,,,Pocztowa,residential,False,False,79.30499999999999,"LINESTRING (16.2883981 50.7827522, 16.288406 50.7828097, 16.2884073 50.7828546, 16.2883943 50.7833199, 16.2883878 50.7834022, 16.288382 50.7834649)",40,,
"[260633411, 297005918]",,,"['Przywodna', 'Węglowa']",residential,False,"[False, True]",406.8350000000001,"LINESTRING (16.2883981 50.7827522, 16.2883879 50.7826918, 16.2883681 50.7826337, 16.2881676 50.7824743, 16.2878869 50.7822988, 16.2878066 50.7822561, 16.2870381 50.7818477, 16.2869084 50.7817788, 16.2862092 50.7814099, 16.2861586 50.7813751, 16.2859684 50.7812443, 16.2852598 50.7809057, 16.2849958 50.780829, 16.284642 50.7807499, 16.284308 50.7807756, 16.283975 50.7809618)",,,
"[545656184, 545656185, 31452805]","['2', '3']",381,11 Listopada,secondary,False,True,102.64500000000001,"LINESTRING (16.2883981 50.7827522, 16.2881925 50.7827998, 16.2880311 50.7828401, 16.2878896 50.7828807, 16.2877729 50.7829174, 16.2876752 50.7829481, 16.287323 50.7830673, 16.2871876 50.7831142, 16.2870868 50.783154)",50,,
"[545656186, 545656187]",3,381,11 Listopada,secondary,False,False,56.594,"LINESTRING (16.2883981 50.7827522, 16.2885244 50.7827274, 16.2886577 50.7827042, 16.2887705 50.7826869, 16.2889735 50.7826542, 16.289177 50.7826243)",50,,
250572747,4,380,Armii Krajowej,secondary,False,True,36.821,"LINESTRING (16.2840238 50.7839141, 16.2841867 50.7839698, 16.2844987 50.7840529)",50,,
"[1079527171, 350013543]",5,380,Armii Krajowej,secondary,False,False,120.036,"LINESTRING (16.2840238 50.7839141, 16.2839063 50.7838538, 16.2837632 50.7837395, 16.2836936 50.7836709, 16.2836485 50.783592, 16.2836109 50.7834948, 16.2835918 50.7833963, 16.2835797 50.7831961, 16.2835629 50.7829233)",50,,
31133135,,381,Parkowa,secondary,True,False,51.389,"LINESTRING (16.2835629 50.7829233, 16.2837403 50.7828159, 16.2839693 50.7826816, 16.2840448 50.7826373, 16.2840961 50.7826072)",,,
"[940722249, 1079527170, 56063495]","['4', '5']",,Armii Krajowej,secondary,False,False,88.85,"LINESTRING (16.2835629 50.7829233, 16.2835554 50.7828398, 16.2835497 50.7827755, 16.2835357 50.7826083, 16.2834993 50.7824555, 16.2834527 50.7823006, 16.283373 50.7821368)",50,,
"[1079527171, 350013543]",5,380,Armii Krajowej,secondary,False,True,120.036,"LINESTRING (16.2835629 50.7829233, 16.2835797 50.7831961, 16.2835918 50.7833963, 16.2836109 50.7834948, 16.2836485 50.783592, 16.2836936 50.7836709, 16.2837632 50.7837395, 16.2839063 50.7838538, 16.2840238 50.7839141)",50,,
31452807,,,Parkowa,secondary,False,False,15.129,"LINESTRING (16.283373 50.7821368, 16.2834931 50.7822497)",,,
"[940722249, 1079527170, 56063495]","['4', '5']",,Armii Krajowej,secondary,False,True,88.85,"LINESTRING (16.283373 50.7821368, 16.2834527 50.7823006, 16.2834993 50.7824555, 16.2835357 50.7826083, 16.2835497 50.7827755, 16.2835554 50.7828398, 16.2835629 50.7829233)",50,,
"[940722242, 940722246]",4,,Armii Krajowej,secondary,False,False,81.161,"LINESTRING (16.283373 50.7821368, 16.2833617 50.7821178, 16.2833101 50.7820309, 16.2832104 50.781885, 16.2830471 50.7816983, 16.2828467 50.7814892)",50,,
119944725,,,,secondary,False,False,68.565,"LINESTRING (16.2817671 50.7856368, 16.2816197 50.7856842, 16.2811102 50.7857931, 16.2808448 50.7858311)",50,,
888164411,,,Stefana Żeromskiego,residential,False,False,73.833,"LINESTRING (16.2817671 50.7856368, 16.2817894 50.7857489, 16.2817597 50.785803, 16.2815188 50.785989, 16.2812814 50.7861931)",,,
891527477,2,,Stefana Żeromskiego,secondary,False,True,91.537,"LINESTRING (16.2817671 50.7856368, 16.2820134 50.7855565, 16.2821867 50.785485, 16.2824933 50.7853323, 16.2827984 50.7851428)",,,
888164411,,,Stefana Żeromskiego,residential,False,True,36.14,"LINESTRING (16.2801222 50.786906, 16.2805583 50.7867339)",,,
350013542,2,381,11 Listopada,secondary,True,False,59.964,"LINESTRING (16.2862243 50.7840238, 16.2860592 50.7841397, 16.2858475 50.7842732, 16.2857606 50.784328, 16.2856346 50.7844132)",50,,
"[63075700, 385029670]","['4', '5']",380,Armii Krajowej,secondary,False,False,89.765,"LINESTRING (16.2856346 50.7844132, 16.2855277 50.7843622, 16.2854272 50.7843166, 16.2852347 50.7842479, 16.2849986 50.7841801, 16.2849164 50.7841588, 16.2848137 50.7841322, 16.2844987 50.7840529)",50,,
"[1079527172, 385029669, 545658535, 545658536, 1222270996, 1017097279]","['2', '3']",380,Armii Krajowej,secondary,False,True,559.48,"LINESTRING (16.2856346 50.7844132, 16.285764 50.7844718, 16.2859074 50.784542, 16.286061 50.7846267, 16.2862149 50.7847211, 16.2864213 50.7848673, 16.2865305 50.7849618, 16.2866281 50.7850434, 16.2867069 50.7851161, 16.2867795 50.7852036, 16.2868476 50.785293, 16.2869035 50.785388, 16.2869169 50.7854157, 16.28695 50.7854841, 16.2869709 50.7855329, 16.2869881 50.7855847, 16.2869935 50.7856382, 16.2869936 50.7857013, 16.2869845 50.7858444, 16.2869733 50.7860183, 16.2869706 50.7862587, 16.2869712 50.7862818, 16.2869536 50.7868713, 16.2869613 50.7869819, 16.2869638 50.787017, 16.2870306 50.7875392, 16.2870782 50.7881072, 16.2870979 50.7882707, 16.287116 50.78838, 16.2871267 50.7884258, 16.2871374 50.7884715, 16.2871414 50.7884855, 16.2871616 50.7885568, 16.2872772 50.7889248, 16.2873324 50.7891127)",50,,
31452804,2,381,11 Listopada,secondary,True,False,27.152,"LINESTRING (16.2870868 50.783154, 16.2869421 50.7832672, 16.2868358 50.7833394)",50,,
"[545656184, 545656185, 31452805]","['2', '3']",381,11 Listopada,secondary,False,False,102.645,"LINESTRING (16.2870868 50.783154, 16.2871876 50.7831142, 16.287323 50.7830673, 16.2876752 50.7829481, 16.2877729 50.7829174, 16.2878896 50.7828807, 16.2880311 50.7828401, 16.2881925 50.7827998, 16.2883981 50.7827522)",50,,
"[350013560, 1090174277]",,381,Parkowa,secondary,False,True,43.438,"LINESTRING (16.2870868 50.783154, 16.2867404 50.7832671, 16.2866318 50.7832969, 16.2865272 50.7833176)","['50', '30']",,
33996311,,,Stefana Batorego,residential,False,False,58.768,"LINESTRING (16.289177 50.7826243, 16.2891727 50.7825735, 16.2891873 50.782507, 16.2893661 50.7822445, 16.2894578 50.7821341)",40,yes,
250572758,2,381,11 Listopada,secondary,False,False,87.904,"LINESTRING (16.289177 50.7826243, 16.2894951 50.7825791, 16.2896778 50.782554, 16.2898899 50.7825249, 16.2902187 50.7824746, 16.2903938 50.7824432)",50,,
"[545656186, 545656187]",3,381,11 Listopada,secondary,False,True,56.594,"LINESTRING (16.289177 50.7826243, 16.2889735 50.7826542, 16.2887705 50.7826869, 16.2886577 50.7827042, 16.2885244 50.7827274, 16.2883981 50.7827522)",50,,
33996311,,,Stefana Batorego,residential,False,True,58.768,"LINESTRING (16.2894578 50.7821341, 16.2893661 50.7822445, 16.2891873 50.782507, 16.2891727 50.7825735, 16.289177 50.7826243)",40,yes,
36818324,,,Pocztowa,residential,False,False,141.868,"LINESTRING (16.288382 50.7834649, 16.2883682 50.7835528, 16.2883552 50.7836146, 16.2881845 50.7843445, 16.2881118 50.7847291)",40,,
36818324,,,Pocztowa,residential,False,True,79.305,"LINESTRING (16.288382 50.7834649, 16.2883878 50.7834022, 16.2883943 50.7833199, 16.2884073 50.7828546, 16.288406 50.7828097, 16.2883981 50.7827522)",40,,
36818328,,,Śląska,residential,True,False,42.69,"LINESTRING (16.288382 50.7834649, 16.288229 50.783459, 16.2879556 50.7834483, 16.2877765 50.7834368)",,,
