osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,junction,access,bridge
173174580,Drzymały,residential,False,False,57.016999999999996,"LINESTRING (16.6907985 53.7095842, 16.6906814 53.7091948, 16.6906373 53.7090805)",,,,,
205464001,Lipowa,tertiary,False,True,111.419,"LINESTRING (16.7005064 53.7108378, 16.6988327 53.710687)",2,50,,,
173174578,Wodociągowa,residential,False,True,173.47700000000003,"LINESTRING (16.7005064 53.7108378, 16.7004905 53.7109017, 16.7004512 53.7110702, 16.700433 53.7111391, 16.7004039 53.711249, 16.7003978 53.7112721, 16.7003696 53.7112988, 16.7003342 53.7113227, 16.7002918 53.711346, 16.7001839 53.7113996, 16.6996155 53.7116822, 16.6993996 53.7117822, 16.6992622 53.711853, 16.699092 53.7119476, 16.6989751 53.7120091)",,,,,
"[204552421, 810318989]",Armii Krajowej,residential,False,False,131.754,"LINESTRING (16.6990169 53.7054753, 16.6992235 53.7054928, 16.6992948 53.7054954, 16.6993264 53.7054966, 16.6993737 53.705495, 16.6994209 53.7054885, 16.699438 53.7054832, 16.6994761 53.7054715, 16.6995252 53.7054522, 16.6998625 53.7053012, 16.7002203 53.7051385, 16.7004162 53.705042, 16.7005128 53.7049934, 16.7006 53.7049479, 16.7006759 53.7049085)",3,,,,
"[810318988, 810319005, 810318991]",Kardynała Stefana Wyszyńskiego,tertiary,False,False,171.06400000000002,"LINESTRING (16.6990169 53.7054753, 16.698997 53.7056453, 16.6989852 53.7057059, 16.6989697 53.7057852, 16.6989317 53.7059111, 16.698847 53.7063133, 16.698791 53.7065808, 16.6987491 53.7067232, 16.6987123 53.7068681, 16.6986855 53.7070005)",3,,,,
"[810318992, 173176065]",Witolda Pileckiego,residential,False,False,129.897,"LINESTRING (16.6990169 53.7054753, 16.698799 53.7054537, 16.6986965 53.7054441, 16.6983048 53.7054073, 16.6982033 53.7053989, 16.6972245 53.7053174, 16.6970648 53.7053042)",3,,,,
"[810319006, 303728527]",Kardynała Stefana Wyszyńskiego,tertiary,False,False,115.995,"LINESTRING (16.6985582 53.7074, 16.698485 53.7075689, 16.6984075 53.7077162, 16.6981588 53.7081584, 16.6981299 53.7082101, 16.6981035 53.7082574, 16.6980351 53.7083958)",3,50,,,
303728527,Kardynała Stefana Wyszyńskiego,tertiary,False,True,45.22,"LINESTRING (16.6985582 53.7074, 16.6986307 53.7071998, 16.6986469 53.7071422, 16.6986855 53.7070005)",3,50,,,
810319007,Winniczna,residential,False,True,34.336999999999996,"LINESTRING (16.6985582 53.7074, 16.6986234 53.7074126, 16.6986641 53.7074205, 16.6987908 53.7074547, 16.6988303 53.7074673, 16.698907 53.7074913, 16.6990265 53.7075338)",3,,,,
173172650,Parkowa,residential,False,True,123.95700000000001,"LINESTRING (16.6882105 53.7087999, 16.688215 53.708813, 16.6882375 53.7088783, 16.6884514 53.709454, 16.6885918 53.7098317, 16.688613 53.7098889)",,,,,
267694928,Juliana Ordona,residential,False,False,132.92899999999997,"LINESTRING (16.6882105 53.7087999, 16.6882328 53.7087974, 16.6883337 53.7087853, 16.6886035 53.7087533, 16.6888497 53.7087244, 16.6891583 53.7086872, 16.6894035 53.7086537, 16.6894452 53.7086474, 16.689505 53.7086377, 16.6895574 53.7086289, 16.6896076 53.70862, 16.6896656 53.7086088, 16.6897184 53.7085988, 16.6897776 53.7085864, 16.6898337 53.7085741, 16.6899046 53.7085579, 16.6899605 53.7085455, 16.690027 53.7085297, 16.69016 53.7084986)",,,,,
205464001,Lipowa,tertiary,False,False,111.419,"LINESTRING (16.6988327 53.710687, 16.7005064 53.7108378)",2,50,,,
810319036,Lipowa,tertiary,True,False,20.645,"LINESTRING (16.6988327 53.710687, 16.6985211 53.7107084)",2,50,,,
173174580,Drzymały,residential,False,True,71.92699999999999,"LINESTRING (16.69016 53.7084986, 16.6902014 53.708549, 16.6904048 53.7087971, 16.6906373 53.7090805)",,,,,
267694928,Juliana Ordona,residential,False,False,84.043,"LINESTRING (16.69016 53.7084986, 16.6902456 53.7084759, 16.6907799 53.7083381, 16.6911494 53.7082425, 16.6912125 53.7082262, 16.6913322 53.708199)",,,,,
267694928,Juliana Ordona,residential,False,True,132.929,"LINESTRING (16.69016 53.7084986, 16.690027 53.7085297, 16.6899605 53.7085455, 16.6899046 53.7085579, 16.6898337 53.7085741, 16.6897776 53.7085864, 16.6897184 53.7085988, 16.6896656 53.7086088, 16.6896076 53.70862, 16.6895574 53.7086289, 16.689505 53.7086377, 16.6894452 53.7086474, 16.6894035 53.7086537, 16.6891583 53.7086872, 16.6888497 53.7087244, 16.6886035 53.7087533, 16.6883337 53.7087853, 16.6882328 53.7087974, 16.6882105 53.7087999)",,,,,
289306335,Kardynała Stefana Wyszyńskiego,tertiary,False,True,17.221,"LINESTRING (16.697867 53.7101106, 16.697876 53.7100466, 16.6978848 53.7099561)",2,50,,,
310804237,Kardynała Stefana Wyszyńskiego,tertiary,True,False,31.465,"LINESTRING (16.697867 53.7101106, 16.6978662 53.7101354, 16.6978565 53.7103935)",1,50,,,
388850792,Jana Pawła II,tertiary,False,True,32.39,"LINESTRING (16.6901138 53.7108489, 16.6896264 53.7108085)",,,,,
223150395,Jana Pawła II,tertiary,True,False,42.214,"LINESTRING (16.6901138 53.7108489, 16.690347 53.7108525, 16.6905289 53.710861, 16.690754 53.7108707)",,,,,
335763267,Jana Pawła II,tertiary,False,True,61.731,"LINESTRING (16.6920688 53.7109305, 16.6911317 53.7109063)",,,,,
229630088,Jana Pawła II,tertiary,True,False,44.434999999999995,"LINESTRING (16.6920688 53.7109305, 16.6922821 53.7108992, 16.6924556 53.7108843, 16.6926508 53.7108667, 16.6927317 53.7108567)",,,,,
72925292,Junacka,residential,False,False,52.634,"LINESTRING (16.6914301 53.7090183, 16.6908664 53.7090625, 16.6906373 53.7090805)",,20,,,
372940757,Księżnej Elżbiety,residential,False,False,10.546,"LINESTRING (16.6914301 53.7090183, 16.6914351 53.7090479, 16.69146 53.7091113)",,,,,
"[205382052, 72925292]","['Junacka', 'Podwale']",residential,False,False,104.428,"LINESTRING (16.6906373 53.7090805, 16.6898322 53.7091691, 16.6898707 53.7092966, 16.6899716 53.709616)",,20,,,
72925292,Junacka,residential,False,True,52.634,"LINESTRING (16.6906373 53.7090805, 16.6908664 53.7090625, 16.6914301 53.7090183)",,20,,,
173174580,Drzymały,residential,False,False,71.92699999999999,"LINESTRING (16.6906373 53.7090805, 16.6904048 53.7087971, 16.6902014 53.708549, 16.69016 53.7084986)",,,,,
173174580,Drzymały,residential,False,True,57.016999999999996,"LINESTRING (16.6906373 53.7090805, 16.6906814 53.7091948, 16.6907985 53.7095842)",,,,,
30893889,Rondo Kardynała Ignacego Jeża,tertiary,True,False,14.064,"LINESTRING (16.6978251 53.7105818, 16.6978673 53.7105933, 16.6979046 53.7106098, 16.6979353 53.7106304, 16.6979502 53.7106445, 16.6979619 53.7106596, 16.6979674 53.7106698)",,50,roundabout,,
173165138,Profesora Władysława Szafera,residential,True,False,42.655,"LINESTRING (16.6977538 53.710841, 16.6977097 53.710862, 16.6976719 53.7108832, 16.6976381 53.7109105, 16.6975749 53.7109848, 16.6974823 53.7110911, 16.6974429 53.7111704)",,,,,
702235417,Rondo Kardynała Ignacego Jeża,tertiary,True,False,11.069,"LINESTRING (16.6977538 53.710841, 16.6977119 53.7108389, 16.6976714 53.7108321, 16.6976337 53.7108211, 16.6976002 53.7108061)",,50,roundabout,,
205435302,Powstańców Wielkopolskich,residential,False,False,29.921,"LINESTRING (16.6960277 53.708015, 16.6964823 53.7080165)",2,50,,,
205435302,Powstańców Wielkopolskich,residential,False,True,2.252,"LINESTRING (16.6960277 53.708015, 16.6959935 53.7080156)",2,50,,,
223372718,Profesora Władysława Szafera,residential,False,True,54.062,"LINESTRING (16.6963382 53.7124564, 16.696445 53.712312, 16.6966676 53.712011)",,,,,
303751274,Ogrodowa,residential,False,True,53.18599999999999,"LINESTRING (16.6915119 53.7095, 16.6915764 53.7097504, 16.6916056 53.7098613, 16.6916403 53.7099722)",,,,permissive,
173165130,Bohaterów Warszawy,residential,True,False,135.85,"LINESTRING (16.688613 53.7098889, 16.6884683 53.7099121, 16.6883143 53.7099447, 16.6882273 53.709965, 16.6881478 53.7099836, 16.6879891 53.7100238, 16.6877263 53.7101004, 16.6874599 53.7101876, 16.6872829 53.7102497, 16.6872405 53.7102721, 16.6872217 53.7102867, 16.6872093 53.7102963, 16.6871897 53.7103205, 16.6871774 53.7103418, 16.6871591 53.7103828, 16.6871424 53.7104521, 16.6871118 53.7105777)",,,,,
173172650,Parkowa,residential,False,False,123.95700000000001,"LINESTRING (16.688613 53.7098889, 16.6885918 53.7098317, 16.6884514 53.709454, 16.6882375 53.7088783, 16.688215 53.708813, 16.6882105 53.7087999)",,,,,
388850798,Stefana Kisielewskiego,residential,False,True,63.49399999999999,"LINESTRING (16.688613 53.7098889, 16.6886539 53.7099642, 16.6887251 53.710082, 16.6887943 53.7102007, 16.6888662 53.710324, 16.6888951 53.7103757, 16.6889061 53.7104024, 16.6889173 53.7104305)",,,,,
173174582,3 Maja,residential,False,False,88.737,"LINESTRING (16.6944737 53.7076307, 16.6944709 53.7075299, 16.6944695 53.7075038, 16.6944539 53.707239, 16.6944352 53.7069246, 16.6944301 53.7068331)",2,,,,
230363058,3 Maja,residential,True,False,35.314,"LINESTRING (16.6944737 53.7076307, 16.6944959 53.707704, 16.6945014 53.7077371, 16.6945045 53.7077773, 16.6945013 53.7078748, 16.694503 53.707895, 16.6945064 53.7079166, 16.6945262 53.7079444)",1,40,,,
