osmid,name,highway,maxspeed,oneway,reversed,length,lanes,geometry,ref,access,junction,bridge
261260139,Klonowa,residential,30,False,False,5.551,,"LINESTRING (16.8673641 54.577009, 16.8674501 54.5770117)",,,,
179060969,Czerwonych Kosynierów,living_street,,False,False,73.197,2,"LINESTRING (16.8578611 54.5844584, 16.8579343 54.5841627, 16.8579569 54.5840717, 16.8580225 54.5838068)",,,,
292967567,Jana Kilińskiego,residential,,False,True,57.228,,"LINESTRING (16.8578611 54.5844584, 16.8579555 54.5844654, 16.8584588 54.5845058, 16.8586539 54.5845213, 16.858741 54.5845282)",,,,
292967567,Jana Kilińskiego,residential,,False,False,67.643,,"LINESTRING (16.8597648 54.5846626, 16.8596529 54.584648, 16.8588556 54.5845433, 16.858741 54.5845282)",,,,
292967567,Jana Kilińskiego,residential,,False,True,95.65,,"LINESTRING (16.8597648 54.5846626, 16.8598951 54.5846801, 16.8610704 54.5848452, 16.8612083 54.584863)",,,,
375939284,Słowiańska,residential,,True,False,209.03900000000002,,"LINESTRING (16.8597648 54.5846626, 16.8598035 54.5845971, 16.8603114 54.5836029, 16.8603158 54.5835939, 16.8606428 54.5829195, 16.8606564 54.5828894, 16.8606707 54.5828576)",,,,
292967567,Jana Kilińskiego,residential,,False,False,57.228,,"LINESTRING (16.858741 54.5845282, 16.8586539 54.5845213, 16.8584588 54.5845058, 16.8579555 54.5844654, 16.8578611 54.5844584)",,,,
292967567,Jana Kilińskiego,residential,,False,True,67.643,,"LINESTRING (16.858741 54.5845282, 16.8588556 54.5845433, 16.8596529 54.584648, 16.8597648 54.5846626)",,,,
178715513,Plac Wolności,residential,,False,False,101.014,2,"LINESTRING (16.8627308 54.5850793, 16.8625923 54.5850584, 16.8621713 54.5849963, 16.8613305 54.5848794, 16.8612083 54.584863)",,,,
178715513,Plac Wolności,residential,,False,True,101.014,2,"LINESTRING (16.8612083 54.584863, 16.8613305 54.5848794, 16.8621713 54.5849963, 16.8625923 54.5850584, 16.8627308 54.5850793)",,,,
292967567,Jana Kilińskiego,residential,,False,False,95.65,,"LINESTRING (16.8612083 54.584863, 16.8610704 54.5848452, 16.8598951 54.5846801, 16.8597648 54.5846626)",,,,
292967569,Józefa Piłsudskiego,residential,,False,False,167.42,,"LINESTRING (16.8612083 54.584863, 16.861238 54.5847926, 16.8615315 54.5841191, 16.8616315 54.5838951, 16.8616794 54.5837897, 16.8617258 54.5836827, 16.8618237 54.5834577, 16.8618407 54.5834028)",,,,
"[842096040, 119611076]",Polna,residential,,False,False,84.084,,"LINESTRING (16.8547284 54.5780036, 16.854817 54.5779723, 16.854898 54.5779238, 16.8551324 54.5776286, 16.8552702 54.577455, 16.8553513 54.5773528)",,,,
288109546,Darłowska,secondary,50,False,False,41.213,2,"LINESTRING (16.8547284 54.5780036, 16.8545749 54.5778645, 16.8543787 54.5776933)",203,,,
"[1243781723, 612360957]",Darłowska,secondary,50,False,True,213.23999999999998,2,"LINESTRING (16.8547284 54.5780036, 16.8548356 54.5780991, 16.8551283 54.5783591, 16.8553271 54.5785358, 16.855552 54.5787356, 16.8557827 54.5789406, 16.8560137 54.5791428, 16.8564375 54.5795182, 16.8565031 54.5795769, 16.8565395 54.5796085)",203,,,
707946451,Darłowska,secondary,50,False,False,66.627,2,"LINESTRING (16.8543787 54.5776933, 16.8538033 54.5771955)",203,,,
288109546,Darłowska,secondary,50,False,True,41.213,2,"LINESTRING (16.8543787 54.5776933, 16.8545749 54.5778645, 16.8547284 54.5780036)",203,,,
557474104,Grunwaldzka,tertiary,,False,False,12.409,,"LINESTRING (16.8642024 54.5808876, 16.864384 54.5809247)",,,,
"[23818488, 178715519]","['Krótka', 'Leszka Bakuły']",residential,,False,"[False, True]",234.819,,"LINESTRING (16.8642024 54.5808876, 16.8641832 54.5809287, 16.8640462 54.581613, 16.8639996 54.5819037, 16.8639992 54.5819207, 16.8640021 54.581931, 16.8640115 54.5819447, 16.8640226 54.5819549, 16.8640368 54.5819626, 16.864069 54.5819718, 16.8641187 54.5819815, 16.8642959 54.582016, 16.8643381 54.5820242, 16.8647526 54.5820983, 16.8649531 54.58213, 16.8652129 54.5821712, 16.8653743 54.5821929, 16.8654213 54.5821992, 16.865448 54.5822018, 16.8654836 54.5822052, 16.8657368 54.5822312)",,,,
"[557474104, 625752868, 121297288]",Grunwaldzka,tertiary,,False,True,147.61099999999996,3,"LINESTRING (16.8642024 54.5808876, 16.863322 54.5807005, 16.8631309 54.5806608, 16.8629317 54.5806203, 16.8625596 54.5805445, 16.8623511 54.5805019, 16.8622792 54.5804876, 16.8622411 54.5804804, 16.8621933 54.5804728, 16.8621384 54.580466, 16.8620805 54.5804613, 16.8620378 54.5804586)",,,,
23818469,Słupska,secondary,50,False,True,133.153,2,"LINESTRING (16.8644251 54.5774703, 16.8642912 54.5775594, 16.8641201 54.577671, 16.8636648 54.5779681, 16.863433 54.5781359, 16.8633042 54.5782587, 16.8632226 54.5783513, 16.8632077 54.5783682, 16.8631747 54.5784155)",21,,,
583705269,,living_street,20,False,False,42.65,,"LINESTRING (16.8644251 54.5774703, 16.8645082 54.5775001, 16.864999 54.5776612)",,destination,,
23818469,Słupska,secondary,50,False,False,133.15300000000002,2,"LINESTRING (16.8631747 54.5784155, 16.8632077 54.5783682, 16.8632226 54.5783513, 16.8633042 54.5782587, 16.863433 54.5781359, 16.8636648 54.5779681, 16.8641201 54.577671, 16.8642912 54.5775594, 16.8644251 54.5774703)",21,,,
23818469,Słupska,secondary,50,False,True,102.529,2,"LINESTRING (16.8631747 54.5784155, 16.8631128 54.5785007, 16.8629418 54.5788057, 16.8629189 54.5788465, 16.8628465 54.5789754, 16.8626714 54.5792899)",21,,,
261251072,Stefana Banacha,residential,,False,True,270.29400000000004,,"LINESTRING (16.8631747 54.5784155, 16.8632444 54.5784238, 16.8632888 54.5784291, 16.8640825 54.5785306, 16.8644643 54.5785794, 16.8652304 54.5786711, 16.8654017 54.57869, 16.8657333 54.5787262, 16.8658138 54.578735, 16.8658894 54.5787438, 16.8662684 54.578788, 16.8666115 54.5788326, 16.8669612 54.5788781, 16.8671152 54.5788978, 16.8672089 54.5789046, 16.8672805 54.5789086)",,,,
120727452,Plac generała Jarosława Dąbrowskiego,tertiary,,True,False,52.785,2,"LINESTRING (16.8673055 54.5822902, 16.8672732 54.5825632, 16.8672544 54.5826654, 16.8672416 54.5827634)",,,,
178715579,,tertiary_link,,False,True,31.037,,"LINESTRING (16.8672416 54.5827634, 16.8667611 54.5827442)",,,,
"[559079578, 120727452]",Plac generała Jarosława Dąbrowskiego,tertiary,,True,False,47.718999999999994,2,"LINESTRING (16.8672416 54.5827634, 16.8672176 54.5829284, 16.8671942 54.5830418, 16.8671677 54.583145, 16.8671376 54.5831865)",,,,
178715592,Pogodna,residential,,False,False,84.682,,"LINESTRING (16.8651351 54.5835779, 16.8651277 54.5835762, 16.8646984 54.583481, 16.8645916 54.5834573, 16.8643415 54.5834043, 16.8639631 54.583324, 16.8639215 54.5833177, 16.8639016 54.5833176)",,,,
178715592,Pogodna,residential,,False,True,52.25399999999999,,"LINESTRING (16.8651351 54.5835779, 16.8657587 54.5837141, 16.8658236 54.5837298, 16.8658929 54.5837451)",,,,
261260148,,living_street,,False,False,63.599000000000004,,"LINESTRING (16.8651351 54.5835779, 16.8651547 54.5835495, 16.8655112 54.5830491)",,,,
121296124,Mikołaja Kopernika,tertiary,,False,False,89.57,2,"LINESTRING (16.8658929 54.5837451, 16.8657657 54.5839226, 16.8654253 54.5844322, 16.8653833 54.5844945)",,,,
178715592,Pogodna,residential,,False,False,52.254,,"LINESTRING (16.8658929 54.5837451, 16.8658236 54.5837298, 16.8657587 54.5837141, 16.8651351 54.5835779)",,,,
1021794056,Mikołaja Kopernika,tertiary,,False,True,54.391000000000005,,"LINESTRING (16.8658929 54.5837451, 16.8660975 54.5835515, 16.8662015 54.5834733, 16.8662889 54.5834206, 16.8664055 54.5833607)",,,,
179060972,Kaszubska,living_street,,True,False,33.403999999999996,,"LINESTRING (16.8560627 54.5843487, 16.8561267 54.5843772, 16.8562993 54.5844541, 16.8564199 54.5844962, 16.8564922 54.5845149)",,,,
121190453,Marynarki Polskiej,living_street,20,False,True,18.266,,"LINESTRING (16.8578301 54.5829738, 16.857972 54.5828316)",,,,
292753919,Marynarki Polskiej,living_street,20,True,False,191.07,,"LINESTRING (16.8578301 54.5829738, 16.8561696 54.5842132, 16.8561126 54.5842754, 16.8560627 54.5843487)",,,,
1195390198,Czerwonych Kosynierów,living_street,,False,True,97.19,2,"LINESTRING (16.8578301 54.5829738, 16.8579118 54.5830401, 16.8579476 54.5830691, 16.8580049 54.583117, 16.8580394 54.5831781, 16.8580855 54.5832829, 16.858092 54.5833784, 16.8580911 54.5833886, 16.8580861 54.583442, 16.8580745 54.5835674, 16.8580634 54.583625, 16.8580443 54.5837247, 16.8580225 54.5838068)",,,,
