osmid,lanes,name,highway,maxspeed,junction,oneway,reversed,length,geometry,ref,bridge
176085731,1,Rondo Harcerzy Złotowszczyzny,secondary,50,roundabout,True,False,18.177,"LINESTRING (17.0352351 53.3587397, 17.0352676 53.3587333, 17.0353016 53.3587306, 17.0353358 53.3587315, 17.0353691 53.3587361, 17.0354005 53.3587442, 17.035429 53.3587555, 17.0354536 53.3587698, 17.0354735 53.3587864)",,
176085731,1,Rondo Harcerzy Złotowszczyzny,secondary,50,roundabout,True,False,10.055,"LINESTRING (17.0351328 53.3588033, 17.0351498 53.3587831, 17.0351731 53.3587653, 17.035202 53.3587506, 17.0352351 53.3587397)",,
176085731,1,Rondo Harcerzy Złotowszczyzny,secondary,50,roundabout,True,False,10.675,"LINESTRING (17.0354735 53.3587864, 17.03549 53.3588082, 17.0354985 53.3588317, 17.0354985 53.3588557, 17.03549 53.3588792)",,
139779533,,Henryka Sienkiewicza,living_street,,,False,True,62.413,"LINESTRING (17.0406947 53.3588145, 17.0409959 53.3592317, 17.0410668 53.35933)",,
139779582,,Melchiora Wańkowicza,living_street,,,False,True,127.55300000000001,"LINESTRING (17.0406947 53.3588145, 17.0404814 53.3588742, 17.040235 53.3589361, 17.0399312 53.3590139, 17.0398061 53.3590477, 17.0396913 53.3590762, 17.0395804 53.3590945, 17.0395068 53.3591022, 17.0393483 53.3590959, 17.0391189 53.3590651, 17.0388895 53.359017)",,
139779612,1,Obrońców Warszawy,tertiary,,,True,False,74.816,"LINESTRING (17.0351992 53.3589355, 17.0351193 53.3589428, 17.0349659 53.3589853, 17.0348692 53.3590434, 17.0347877 53.3591059, 17.0347229 53.359182, 17.0346679 53.3592709, 17.034565 53.3594427)",,
176085731,1,Rondo Harcerzy Złotowszczyzny,secondary,50,roundabout,True,False,16.477999999999998,"LINESTRING (17.0351992 53.3589355, 17.0351725 53.3589216, 17.0351506 53.3589049, 17.0351342 53.3588861, 17.035124 53.3588659, 17.0351204 53.3588448, 17.0351233 53.3588237, 17.0351328 53.3588033)",,
926024157,2,Aleja Adama Mickiewicza,secondary,50,,False,True,11.244,"LINESTRING (17.0357116 53.3592346, 17.0357793 53.3593273)",188,
139779452,1,Aleja Adama Mickiewicza,secondary,50,,True,False,42.413,"LINESTRING (17.0357116 53.3592346, 17.035554 53.3591132, 17.0354899 53.3590606, 17.0354547 53.3590361, 17.0353748 53.3589918, 17.0352833 53.3589557)",188,
139779584,,Melchiora Wańkowicza,residential,,,False,False,190.26500000000001,"LINESTRING (17.036378 53.3592059, 17.03652 53.3592915, 17.0365404 53.3593038, 17.0367361 53.3593959, 17.0368168 53.3594242, 17.036876 53.3594449, 17.0370437 53.3594782, 17.037092 53.3594814, 17.037204 53.35949, 17.0373219 53.3594872, 17.0373886 53.3594793, 17.0375555 53.3594413, 17.037702 53.3594, 17.0386442 53.359133, 17.0387457 53.3591032, 17.0388895 53.359017)",,
