osmid,oneway,name,highway,maxspeed,reversed,length,geometry,ref,lanes,bridge,access
321808773,True,Księdza Piotra Ściegiennego,residential,50,False,75.751,"LINESTRING (15.935025 51.2720192, 15.9349472 51.2726987)",,,,
"[321830579, 722584493, 722584494]",False,Anny i Juliusza Poźniaków,residential,50,False,101.574,"LINESTRING (15.935025 51.2720192, 15.9351746 51.2720209, 15.9354068 51.2720229, 15.935816 51.2720263, 15.9359468 51.272028, 15.9361447 51.2720309, 15.9363876 51.2720367, 15.9364329 51.2720377, 15.9364847 51.2720389)",,,,
217129613,False,Legnicka,secondary,50,False,21.372,"LINESTRING (15.9428386 51.273788, 15.9428768 51.2737904, 15.9429124 51.2737914, 15.9429748 51.2737927, 15.9430145 51.2737923, 15.9430423 51.2737916, 15.9430578 51.273791, 15.9430745 51.2737902, 15.9430905 51.2737893, 15.9431067 51.2737882, 15.9431224 51.2737869, 15.9431449 51.2737848)",328,,,
624111760,True,Przelot,secondary,50,False,112.44999999999999,"LINESTRING (15.9428386 51.273788, 15.9428167 51.2739162, 15.9427802 51.2741066, 15.9427395 51.2743569, 15.9427301 51.2744147, 15.9426677 51.2747936)",328,,,
"[812828204, 173418734]",False,Legnicka,secondary,50,True,54.509,"LINESTRING (15.9428386 51.273788, 15.9427995 51.2737858, 15.9427895 51.2737849, 15.9427782 51.2737839, 15.9427701 51.2737829, 15.9427561 51.2737812, 15.9426553 51.2737671, 15.942647 51.2737661, 15.942639 51.2737651, 15.9426265 51.2737638, 15.9426204 51.2737633, 15.9426134 51.2737627, 15.942595 51.2737612, 15.9422852 51.2737364, 15.9420634 51.2737186)",328,,,
217149997,False,Jarosława Dąbrowskiego,tertiary,50,False,79.094,"LINESTRING (15.9359874 51.273923, 15.935792 51.2739148, 15.9352133 51.2738906, 15.935198 51.27389, 15.9350995 51.2738865, 15.9348527 51.2738777)",,2,,
217149998,False,Kolejowa,tertiary,,True,68.68900000000001,"LINESTRING (15.9359874 51.273923, 15.9360262 51.2738286, 15.9360558 51.2737565, 15.9360677 51.2737301, 15.9360932 51.2736776, 15.9361258 51.2736181, 15.9361595 51.2735627, 15.9361905 51.2735143, 15.9362189 51.2734742, 15.9362371 51.2734511, 15.9362435 51.2734438, 15.9363295 51.2733464)",,,,
1228328940,False,Kolejowa,tertiary,,True,152.612,"LINESTRING (15.9359874 51.273923, 15.9359557 51.2740273, 15.9359262 51.2741246, 15.9359087 51.2741842, 15.935611 51.2750433, 15.9355594 51.2751734, 15.9355434 51.2752246, 15.9355321 51.2752654)",,,,
24918260,False,Ignacego Paderewskiego,tertiary,,False,187.161,"LINESTRING (15.9324537 51.2700034, 15.9325011 51.2700159, 15.9325352 51.2700219, 15.9325614 51.2700237, 15.9325902 51.2700239, 15.932707 51.2700193, 15.9328066 51.2700131, 15.9331012 51.2699893, 15.9345725 51.2698636, 15.9351135 51.2698047)",,,,
"[173418736, 216226424, 216226437]",False,Wolności,tertiary,50,False,39.839,"LINESTRING (15.9324537 51.2700034, 15.9324088 51.270047, 15.9323811 51.2700806, 15.9322932 51.270238, 15.9322387 51.270334)",,2,yes,
