osmid,oneway,name,highway,reversed,length,geometry,ref,maxspeed,access,bridge,junction
32711696,False,Jana Kilińskiego,residential,False,45.055,"LINESTRING (20.7216491 51.6928825, 20.7218271 51.6928742, 20.7220125 51.6928609, 20.7222991 51.6928403)",,,,,
"[32716522, 1196658836]",False,Kościelna,secondary,False,71.27599999999998,"LINESTRING (20.7216491 51.6928825, 20.7216372 51.6930073, 20.721609 51.6932615, 20.721577 51.6933413, 20.7215626 51.6933807, 20.7215475 51.6934218, 20.7215307 51.6934549, 20.7215175 51.6934776, 20.721495 51.6935125)",728,50,,,
916024930,False,,secondary,True,51.86,"LINESTRING (20.7216491 51.6928825, 20.7216486 51.6927926, 20.7216413 51.6926869, 20.7215925 51.6924179)",728,50,,,
162445734,False,Krakowskie Przedmieście,tertiary,False,75.071,"LINESTRING (20.7210834 51.6912103, 20.7211717 51.6911115, 20.7211933 51.69108, 20.7212048 51.6910442, 20.7212117 51.6909682, 20.7211983 51.6908941, 20.7211223 51.6905566)",,50,yes,,
341346065,False,Krakowskie Przedmieście,secondary,False,82.221,"LINESTRING (20.7210834 51.6912103, 20.721184 51.6912829, 20.7212634 51.6913647, 20.7213257 51.6914703, 20.7213828 51.6916341, 20.7214509 51.691899)",728,50,,,
32716520,False,Kościelna,secondary,True,6.1,"LINESTRING (20.7235381 51.6940403, 20.7234738 51.6940026)",728,50,yes,,
341346064,False,Grójecka,secondary,False,123.41499999999999,"LINESTRING (20.7235381 51.6940403, 20.7236117 51.6940911, 20.724554 51.6948335, 20.7246483 51.6949109)",728,50,yes,,
916024927,False,Rynek,residential,True,18.451999999999998,"LINESTRING (20.7235381 51.6940403, 20.7236761 51.6939716, 20.7237467 51.6939363)",,,,,
87589006,False,Wolska,residential,False,59.467,"LINESTRING (20.7224712 51.69463, 20.7219178 51.6950403)",,,,,
87589006,False,Wolska,residential,True,47.424,"LINESTRING (20.7224712 51.69463, 20.7229803 51.6943431)",,,,,
162445742,False,Mostowa,residential,False,111.44800000000001,"LINESTRING (20.7224712 51.69463, 20.7233363 51.6950951, 20.7235106 51.6952103, 20.723655 51.6953107)",,,,,
162445742,False,Mostowa,residential,True,116.851,"LINESTRING (20.7224712 51.69463, 20.7216476 51.6942344, 20.7214765 51.6941656, 20.721335 51.6941243, 20.7211266 51.6940806, 20.7210587 51.6940639)",,,,,
162445738,False,Dziarnowska,residential,False,20.59,"LINESTRING (20.7265563 51.6893581, 20.7264691 51.6895352)",,50,,,
87589026,False,Przejazd,residential,False,26.802,"LINESTRING (20.7265563 51.6893581, 20.7264599 51.6893659, 20.7263991 51.6893797, 20.7261891 51.6894329)",,,,,
