osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,bridge,geometry,width,junction
23835922,True,3,216,Pucka,primary,50,False,39.007,,"LINESTRING (18.3476811 54.6058876, 18.3474992 54.605553)",,
"[624041217, 65032932, 65032941, 65032951, 779878236, 173353079]",False,"['2', '3']",216,Pucka,primary,50,False,295.6569999999999,yes,"LINESTRING (18.3476811 54.6058876, 18.347684 54.6060155, 18.3476726 54.6062604, 18.3476719 54.6064507, 18.3476636 54.6065195, 18.3476554 54.6065613, 18.3476303 54.606698, 18.347577 54.6069989, 18.3475208 54.6072964, 18.3474904 54.6074627, 18.3474949 54.6075877, 18.3475145 54.607673, 18.3475517 54.6077475, 18.3476191 54.6078175, 18.347683 54.6078702, 18.347857 54.6079775, 18.3485175 54.6082961)",,
572841641,False,2,,Łąkowa,tertiary,50,True,9.654,,"LINESTRING (18.3492804 54.603262, 18.349141 54.6032301)",,
23829960,False,2,,Łąkowa,tertiary,40,False,209.59199999999998,,"LINESTRING (18.3492804 54.603262, 18.3493257 54.603272, 18.3494447 54.6032844, 18.3496645 54.6032744, 18.3499703 54.6032589, 18.3502293 54.6032457, 18.3503804 54.603238, 18.3506275 54.6032263, 18.3508086 54.6032177, 18.3509127 54.6032127, 18.3525199 54.6031443)",,
"[258448842, 572841642, 779878237]",True,"['2', '3', '5']",468,Gdańska,primary,50,False,256.28000000000003,,"LINESTRING (18.3492804 54.603262, 18.3485791 54.60417, 18.348298 54.6045259, 18.3482107 54.6046386, 18.3481204 54.6047387, 18.3479088 54.6049242, 18.3477958 54.6050051, 18.3475858 54.6051528, 18.3473846 54.6052689)",,
572841641,False,2,,Łąkowa,tertiary,50,False,9.654,,"LINESTRING (18.349141 54.6032301, 18.3492804 54.603262)",,
572840073,True,2,468,Gdańska,primary,50,False,139.08,,"LINESTRING (18.349141 54.6032301, 18.3492524 54.6030764, 18.3495839 54.602581, 18.3497617 54.6023153, 18.3498226 54.6022262, 18.3499297 54.6020658)",,
93181281,False,,,Gniewowska,tertiary,50,True,8.888,,"LINESTRING (18.3499297 54.6020658, 18.3500576 54.6020958)",,
"[1025717448, 115431879]",False,"['2', '3']",,Gniewowska,tertiary,,False,207.738,,"LINESTRING (18.3499297 54.6020658, 18.3498388 54.6020455, 18.3497362 54.6020018, 18.3496847 54.6019668, 18.3496272 54.6019168, 18.3495659 54.6018569, 18.3493585 54.6016378, 18.3492625 54.6015364, 18.3490607 54.6013191, 18.3490362 54.6012898, 18.3489518 54.6012004, 18.3487902 54.6010213, 18.3483681 54.6005537, 18.3483008 54.6004772)",,
"[840327411, 188178326]",True,2,468,Gdańska,primary,50,False,123.10999999999999,,"LINESTRING (18.3499297 54.6020658, 18.3503319 54.6014436, 18.3505373 54.6011349, 18.3506157 54.6010326)",,
23829960,False,2,,Łąkowa,tertiary,40,False,29.001,,"LINESTRING (18.3525199 54.6031443, 18.3529691 54.6031263)",,
23829960,False,2,,Łąkowa,tertiary,40,True,209.59200000000004,,"LINESTRING (18.3525199 54.6031443, 18.3509127 54.6032127, 18.3508086 54.6032177, 18.3506275 54.6032263, 18.3503804 54.603238, 18.3502293 54.6032457, 18.3499703 54.6032589, 18.3496645 54.6032744, 18.3494447 54.6032844, 18.3493257 54.603272, 18.3492804 54.603262)",,
"[1256854656, 46034211]",False,,,1 Maja,"['residential', 'unclassified']",30,"[False, True]",262.919,,"LINESTRING (18.3525199 54.6031443, 18.3525228 54.6031962, 18.3525283 54.6032937, 18.351292 54.6048613, 18.3512616 54.6048998, 18.3512459 54.6049655, 18.3512656 54.6050645, 18.3513613 54.605103, 18.3514954 54.6050828, 18.3514833 54.605047, 18.3513841 54.6049663)",,
115431847,False,,,Spokojna,residential,50,False,10.456,,"LINESTRING (18.3507713 54.6010594, 18.3506157 54.6010326)",,
188178712,True,2,468,Gdańska,primary,50,False,48.751,,"LINESTRING (18.3507713 54.6010594, 18.3504865 54.6014656)",,
46034708,False,2,,Spokojna,residential,30,True,302.733,,"LINESTRING (18.3507713 54.6010594, 18.3509838 54.6010701, 18.351069 54.6010712, 18.3537482 54.6009625, 18.3552648 54.6008989, 18.3554594 54.6008907)",,
115431847,False,,,Spokojna,residential,50,True,10.456,,"LINESTRING (18.3506157 54.6010326, 18.3507713 54.6010594)",,
93181281,False,,,Gniewowska,tertiary,50,False,8.888,,"LINESTRING (18.3500576 54.6020958, 18.3499297 54.6020658)",,
188178327,True,2,468,Gdańska,primary,50,False,139.006,,"LINESTRING (18.3500576 54.6020958, 18.3499531 54.6022525, 18.3496926 54.6026481, 18.3494164 54.6030658, 18.3493866 54.6031095, 18.3492804 54.603262)",,
46034718,False,,,Pawła Bielawy,residential,30,False,96.717,,"LINESTRING (18.3527053 54.6014067, 18.3528628 54.6022717)",,
46034721,False,,,Hieronima Derdowskiego,residential,30,False,82.903,,"LINESTRING (18.3527053 54.6014067, 18.351422 54.6014639)",,
46034721,False,,,Hieronima Derdowskiego,residential,30,True,66.246,,"LINESTRING (18.3527053 54.6014067, 18.3537312 54.6013644)",,
23829960,False,2,,Łąkowa,tertiary,40,True,29.001,,"LINESTRING (18.3529691 54.6031263, 18.3525199 54.6031443)",,
23829960,False,2,,Łąkowa,tertiary,40,False,30.924,,"LINESTRING (18.3529691 54.6031263, 18.3532546 54.6031163, 18.3534481 54.6031074)",,
46034718,False,,,Pawła Bielawy,residential,30,True,64.198,,"LINESTRING (18.3529691 54.6031263, 18.3529627 54.6030661, 18.3529011 54.6025503)",,
46034721,False,,,Hieronima Derdowskiego,residential,30,False,66.917,,"LINESTRING (18.3547662 54.6013123, 18.3537926 54.6013618, 18.3537312 54.6013644)",,
46034721,False,,,Hieronima Derdowskiego,residential,30,True,60.42399999999999,,"LINESTRING (18.3504865 54.6014656, 18.3506694 54.6014778, 18.3508413 54.6014841, 18.351422 54.6014639)",,
"[188178712, 779878241]",True,"['2', '3']",468,Gdańska,primary,50,False,75.326,,"LINESTRING (18.3504865 54.6014656, 18.3503718 54.6016319, 18.3501666 54.6019296, 18.3500576 54.6020958)",,
23829960,False,2,,Łąkowa,tertiary,40,True,140.152,,"LINESTRING (18.3556156 54.6029969, 18.3554736 54.6030043, 18.3550758 54.6030251, 18.3545162 54.6030539, 18.3544329 54.6030586, 18.3535486 54.6031047, 18.3534481 54.6031074)",,
47063418,False,,,Łąkowa,residential,30,False,101.84,,"LINESTRING (18.3556156 54.6029969, 18.3556023 54.6029037, 18.3555103 54.6021502, 18.3555022 54.6020834)",,
140064899,False,,,,residential,30,True,93.83800000000001,,"LINESTRING (18.3556156 54.6029969, 18.3556075 54.6031227, 18.3556797 54.6038395)",6,
46034721,False,,,Hieronima Derdowskiego,residential,30,True,82.903,,"LINESTRING (18.351422 54.6014639, 18.3527053 54.6014067)",,
46034721,False,,,Hieronima Derdowskiego,residential,30,False,60.424,,"LINESTRING (18.351422 54.6014639, 18.3508413 54.6014841, 18.3506694 54.6014778, 18.3504865 54.6014656)",,
139851114,False,,,,living_street,20,True,95.763,,"LINESTRING (18.351422 54.6014639, 18.3514273 54.6014889, 18.3514878 54.6018629, 18.3515671 54.6019753, 18.3516064 54.6023135)",,
46034708,False,2,,Spokojna,residential,30,False,302.73299999999995,,"LINESTRING (18.3554594 54.6008907, 18.3552648 54.6008989, 18.3537482 54.6009625, 18.351069 54.6010712, 18.3509838 54.6010701, 18.3507713 54.6010594)",,
46034708,False,2,,Spokojna,residential,30,True,64.345,,"LINESTRING (18.3554594 54.6008907, 18.3561477 54.6008727, 18.3564568 54.6008594)",,
47063418,False,,,Łąkowa,residential,30,True,133.029,,"LINESTRING (18.3554594 54.6008907, 18.3554701 54.6009769, 18.3555035 54.6012475, 18.3554443 54.60167, 18.3555022 54.6020834)",,
46034718,False,,,Pawła Bielawy,residential,30,False,31.077,,"LINESTRING (18.3528628 54.6022717, 18.3529011 54.6025503)",,
46034718,False,,,Pawła Bielawy,residential,30,True,96.717,,"LINESTRING (18.3528628 54.6022717, 18.3527053 54.6014067)",,
139851100,False,,,Aleja Jana Pawła II,living_street,20,False,103.974,,"LINESTRING (18.3528628 54.6022717, 18.3529193 54.6022734, 18.353027 54.6022765, 18.3534035 54.6022628, 18.354474 54.6022237)",,
139851100,False,,,Aleja Jana Pawła II,living_street,20,True,81.05799999999999,,"LINESTRING (18.3528628 54.6022717, 18.3527877 54.6022743, 18.3527578 54.6022754, 18.3516064 54.6023135)",,
