osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,bridge,geometry
"[165979401, 24747290, 165979396]",2,363,"['Wysokogórska', 'Jeleniogórska']",secondary,50,False,False,206.99399999999997,yes,"LINESTRING (16.1037874 50.9245248, 16.1035912 50.9247789, 16.1034831 50.9248958, 16.1034115 50.9249631, 16.10326 50.9250594, 16.1030679 50.9251532, 16.1028426 50.9252251, 16.1026267 50.9252698, 16.1023584 50.9252986, 16.1020869 50.9253111, 16.1020068 50.9253067, 16.1019325 50.9252986, 16.1016593 50.9252546, 16.1014367 50.9251954)"
"[195585396, 52328567]",,,Henryka Sienkiewicza,unclassified,50,False,True,39.827,,"LINESTRING (16.1037874 50.9245248, 16.103642 50.9243911, 16.1034908 50.9242736, 16.1034548 50.924235)"
"[299338880, 398814866, 398814867, 398814869, 195585402]","['2', '3']",320,Henryka Sienkiewicza,secondary,50,False,True,178.87,,"LINESTRING (16.1037874 50.9245248, 16.1039162 50.9246311, 16.1039981 50.9247162, 16.1040869 50.9248155, 16.1041598 50.9249095, 16.1041991 50.9249652, 16.1043101 50.9251111, 16.1044656 50.9253192, 16.1045486 50.9254061, 16.1046406 50.9254732, 16.1048171 50.9255663, 16.1049669 50.9256429, 16.1051313 50.9257237, 16.1052615 50.9258053)"
368017365,,320,Wysokogórska,secondary,50,False,True,248.24699999999999,,"LINESTRING (16.1037874 50.9245248, 16.1039495 50.9242812, 16.1041437 50.9239868, 16.1046042 50.9233023, 16.1048206 50.9229871, 16.1050133 50.9226942, 16.1051 50.922557, 16.1051629 50.9224676)"
292085899,2,363,Jeleniogórska,secondary,50,False,True,10.107,,"LINESTRING (16.0958924 50.9236276, 16.0960092 50.9236809)"
25542054,,,Mikołaja Kopernika,residential,,False,False,62.843999999999994,,"LINESTRING (16.0958924 50.9236276, 16.0959782 50.9235226, 16.0960005 50.9234819, 16.0959849 50.9234525, 16.095956 50.9234104, 16.0958002 50.9233234, 16.0955643 50.9232061, 16.0955568 50.9232016)"
292085899,2,363,Jeleniogórska,secondary,50,False,False,78.495,,"LINESTRING (16.0958924 50.9236276, 16.0956316 50.9235385, 16.0953114 50.923466, 16.0950731 50.9234388, 16.0948329 50.9234279)"
126424212,,,Jagiellońska,residential,,False,True,116.941,,"LINESTRING (16.1033324 50.9176376, 16.1033748 50.9176676, 16.1036851 50.9178875, 16.1039818 50.9181579, 16.1042978 50.9184913)"
286239232,,327,Polna,secondary,50,False,False,73.033,,"LINESTRING (16.1033324 50.9176376, 16.1031765 50.9177217, 16.1029738 50.917843, 16.1025826 50.9180931)"
32861739,,,Rycerska,unclassified,50,False,False,75.655,,"LINESTRING (16.0999814 50.9195902, 16.099977 50.919666, 16.0999921 50.9197426, 16.1000725 50.9200528, 16.1000847 50.9201433, 16.1000829 50.9202136, 16.1000819 50.9202655)"
32861739,,,Rycerska,unclassified,50,False,True,91.15899999999999,,"LINESTRING (16.0999814 50.9195902, 16.100103 50.9195285, 16.1004653 50.9193845, 16.1008081 50.9192385, 16.1009255 50.9191833, 16.1010349 50.9191133)"
126269955,,,,residential,,True,False,41.907,,"LINESTRING (16.0999814 50.9195902, 16.0997572 50.9196256, 16.0994035 50.9196866)"
185466808,,,Niepodległości,residential,50,False,False,54.07,,"LINESTRING (16.1021515 50.92191, 16.1019272 50.921944, 16.1014031 50.9220278)"
186340466,,,Kamiennogórska,unclassified,50,False,True,97.28,,"LINESTRING (16.1021515 50.92191, 16.1021119 50.9218036, 16.1020032 50.9214725, 16.1019241 50.9211896, 16.1018552 50.9210563)"
186369583,,,Kamiennogórska,unclassified,50,False,False,128.667,,"LINESTRING (16.1021515 50.92191, 16.1021943 50.9220257, 16.1023256 50.9223478, 16.1023419 50.9223878, 16.1026528 50.9230227)"
368017362,,,Niepodległości,unclassified,50,False,True,85.38499999999999,,"LINESTRING (16.1021515 50.92191, 16.1023528 50.9218653, 16.1030046 50.9217642, 16.1031836 50.9217365, 16.1033275 50.9217118)"
