osmid,highway,oneway,reversed,length,lanes,ref,name,maxspeed,junction,geometry
201080386,residential,False,True,29.263,,,,,,"LINESTRING (21.3056188 53.8723357, 21.3054438 53.8725778)"
1161755898,primary,True,False,11.004999999999999,1,16;59,Rondo Kresowiaków,50,roundabout,"LINESTRING (21.3046767 53.864233, 21.3047232 53.8641918, 21.3047879 53.8641603)"
172634364,primary,True,False,4.816,1,16;59,Rondo Kresowiaków,50,roundabout,"LINESTRING (21.305217 53.8643524, 21.3052049 53.8643728, 21.3051884 53.8643922)"
173092677,residential,False,False,178.895,,,Oficerska,,,"LINESTRING (21.305217 53.8643524, 21.3053684 53.8643692, 21.305509 53.8643694, 21.3058816 53.8643598, 21.3063836 53.8643384, 21.3067324 53.8643224, 21.3070643 53.8643064, 21.3073921 53.8642833, 21.3076669 53.8642549, 21.3079313 53.8642417)"
176869484,residential,False,False,89.916,,,Piotra Sobczyńskiego,,,"LINESTRING (21.299933 53.8650267, 21.2995484 53.8649232, 21.2986824 53.864695)"
176869484,residential,False,True,259.168,,,Piotra Sobczyńskiego,,,"LINESTRING (21.299933 53.8650267, 21.3008198 53.865287, 21.3016987 53.8655354, 21.3026118 53.8657409, 21.3033679 53.8659365, 21.3035414 53.8659732)"
176869484,residential,False,False,259.168,,,Piotra Sobczyńskiego,,,"LINESTRING (21.3035414 53.8659732, 21.3033679 53.8659365, 21.3026118 53.8657409, 21.3016987 53.8655354, 21.3008198 53.865287, 21.299933 53.8650267)"
236872734,residential,False,True,121.275,,,Piotra Sobczyńskiego,50,,"LINESTRING (21.3035414 53.8659732, 21.3037529 53.8660267, 21.3043924 53.8661824, 21.3047012 53.8662514, 21.3048802 53.8662936, 21.3050742 53.8663344, 21.3052628 53.8663711)"
"[518449970, 237865179]",tertiary,False,False,135.548,"['2', '3']",,Mrongowiusza,50,,"LINESTRING (21.3035414 53.8659732, 21.3036353 53.8658101, 21.3037642 53.8655813, 21.3038762 53.8653824, 21.3039885 53.865183, 21.3040217 53.8651241, 21.3042047 53.8648187)"
237865179,tertiary,False,True,167.247,2,,Mrongowiusza,50,,"LINESTRING (21.3035414 53.8659732, 21.3034446 53.8661646, 21.3033006 53.8664505, 21.3032332 53.8665834, 21.3031617 53.8667138, 21.3029656 53.8670545, 21.3029321 53.8671101, 21.3028233 53.8672902, 21.3027694 53.8673573, 21.3027241 53.8673949)"
