osmid,name,highway,oneway,reversed,length,geometry,maxspeed,lanes,ref,access
87573929,Bohaterów Westerplatte,residential,False,False,64.064,"LINESTRING (22.8771993 52.9883606, 22.877192 52.9884323, 22.8771736 52.9886147, 22.877167 52.9886793, 22.8771527 52.988936)",,,,
87573957,Śliska,residential,True,False,167.551,"LINESTRING (22.8771993 52.9883606, 22.87724 52.9883796, 22.8781773 52.9888163, 22.8789809 52.9891787, 22.8790837 52.9892302, 22.8791436 52.9892549, 22.8791898 52.9892739)",,,,
"[269223963, 269223964]",Przechodnia,residential,False,True,64.928,"LINESTRING (22.8793722 52.9911624, 22.8793642 52.9911375, 22.8793423 52.9910722, 22.8793281 52.9910329, 22.8793209 52.9910121, 22.8793041 52.9909636, 22.8792137 52.990702, 22.8791946 52.9906385, 22.8791801 52.9905901)",,,,
269287019,Główna,tertiary,False,False,106.28800000000001,"LINESTRING (22.8793722 52.9911624, 22.8795747 52.9911262, 22.8799774 52.9910544, 22.8800246 52.9910494, 22.8801348 52.9910431, 22.8802657 52.991036, 22.8802912 52.9910346, 22.8803867 52.9910388, 22.8804185 52.9910397, 22.8805733 52.9910476, 22.8806008 52.9910487, 22.8806775 52.9910519, 22.8807723 52.9910559, 22.88093 52.9910664)",,,,
269287019,Główna,tertiary,False,True,82.62100000000001,"LINESTRING (22.8793722 52.9911624, 22.8792313 52.9911873, 22.8789432 52.9912388, 22.8787712 52.9912694, 22.878499 52.9913115, 22.8784236 52.9913183, 22.8781753 52.9913376)",,,,
87573984,Piaskowa,residential,False,False,142.346,"LINESTRING (22.8776744 52.9936302, 22.8776692 52.9936645, 22.8776655 52.9936888, 22.8776637 52.9937171, 22.8776624 52.9937385, 22.8776637 52.9937631, 22.8776658 52.9938735, 22.8776669 52.993929, 22.8776672 52.993945, 22.8776684 52.9939659, 22.8776688 52.9939812, 22.8776696 52.9940215, 22.8776704 52.9940551, 22.877671 52.9940837, 22.8776722 52.9941382, 22.8776739 52.994175, 22.8776739 52.9941981, 22.8776739 52.9942835, 22.8776739 52.9943256, 22.8776737 52.9947855, 22.8776737 52.9948046, 22.8776736 52.9948454, 22.8776732 52.99491)",,,,
87573984,Piaskowa,residential,False,True,157.301,"LINESTRING (22.8776744 52.9936302, 22.877699 52.9934996, 22.8777952 52.993007, 22.8778131 52.9929154, 22.877892 52.992563, 22.8779039 52.9925103, 22.8779249 52.9924163, 22.8779287 52.9923991, 22.8779328 52.9923833, 22.8779467 52.9923259, 22.8779659 52.9922597, 22.8779736 52.9922272)",,,,
176914503,Klonowa,residential,False,True,138.855,"LINESTRING (22.8776744 52.9936302, 22.8776238 52.9936306, 22.8774979 52.9936306, 22.8756 52.99365)",,,,
87573961,Leśnikowska,tertiary,False,False,40.253,"LINESTRING (22.8883165 52.9946325, 22.8882054 52.994808, 22.8880325 52.9949477)",,,,
87573961,Leśnikowska,tertiary,False,True,86.91199999999998,"LINESTRING (22.8883165 52.9946325, 22.8883449 52.9945769, 22.888503 52.9942449, 22.8886477 52.9940065, 22.8886842 52.9939572, 22.8887069 52.9939265, 22.88874 52.9938957)",,,,
