osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed,bridge,width,lanes,junction
130907216,Adama Mickiewicza,residential,False,False,106.529,"LINESTRING (19.2652517 53.6041168, 19.2651557 53.6041434, 19.2651402 53.6042052, 19.2651066 53.6043398, 19.2650589 53.604581, 19.2650511 53.604833, 19.265073 53.6050343)",,,,,,
"[293772579, 293772580, 130907205]",Dolna,primary,False,True,83.16300000000001,"LINESTRING (19.2652517 53.6041168, 19.265204 53.6040071, 19.2651911 53.6038976, 19.2651935 53.6038226, 19.2652239 53.6035351, 19.2652359 53.6034284, 19.2652421 53.6033737)",16,50,yes,,,
79565610,Ignacego Daszyńskiego,residential,False,False,68.306,"LINESTRING (19.2615076 53.6097194, 19.2613275 53.6096976, 19.2605058 53.6095649)",,,,,,
130908700,Stanisława Komoniewskiego,unclassified,False,False,57.978,"LINESTRING (19.2615076 53.6097194, 19.2614587 53.6097768, 19.2610713 53.6101719)",,50,,4,,
271528755,Henryka Sienkiewicza,unclassified,False,True,34.999,"LINESTRING (19.2615076 53.6097194, 19.2617825 53.6097199, 19.2620323 53.6096877)",,50,,,2,
79565610,Ignacego Daszyńskiego,residential,False,True,154.90200000000002,"LINESTRING (19.2525101 53.6083567, 19.2528576 53.608409, 19.2547859 53.6086995)",,,,,,
130909923,Kolejowa,residential,False,False,160.893,"LINESTRING (19.2525101 53.6083567, 19.2526593 53.6081534, 19.2526795 53.6081258, 19.2530967 53.6069566)",,,,,,
130909923,Kolejowa,residential,False,True,123.846,"LINESTRING (19.2525101 53.6083567, 19.2522957 53.608557, 19.2518836 53.6093987)",,,,,,
899785637,,residential,False,True,43.765,"LINESTRING (19.2525101 53.6083567, 19.2521652 53.608312, 19.251862 53.6082727)",,,,,,
130907207,Polna,residential,False,False,51.586,"LINESTRING (19.2620323 53.6096877, 19.2620556 53.6097344, 19.2622421 53.6101346)",,,,,,
271528755,Henryka Sienkiewicza,unclassified,False,False,34.999,"LINESTRING (19.2620323 53.6096877, 19.2617825 53.6097199, 19.2615076 53.6097194)",,50,,,2,
271528755,Henryka Sienkiewicza,unclassified,False,True,166.606,"LINESTRING (19.2620323 53.6096877, 19.2621505 53.6096664, 19.2622652 53.6096348, 19.2623739 53.6096005, 19.2624624 53.6095544, 19.262556 53.6094847, 19.2629454 53.6090908, 19.2635049 53.6086748, 19.2636405 53.6085738)",,50,,,2,
79565610,Ignacego Daszyńskiego,residential,False,False,96.043,"LINESTRING (19.2562014 53.6089014, 19.2547859 53.6086995)",,,,,,
79565610,Ignacego Daszyńskiego,residential,False,True,102.581,"LINESTRING (19.2562014 53.6089014, 19.2577065 53.6091331)",,,,,,
130907211,Rodziny Stangów,residential,False,False,154.739,"LINESTRING (19.2562014 53.6089014, 19.2563714 53.6084825, 19.2567052 53.6076491, 19.2567457 53.6075478)",,,,,,
130907214,Jagiellońska,residential,False,False,6.718,"LINESTRING (19.258891 53.6060241, 19.2588886 53.6059637)",,,,,,
130907214,Jagiellońska,residential,False,True,32.021,"LINESTRING (19.258891 53.6060241, 19.2588454 53.6063108)",,,,,,
235377124,Jana Kochanowskiego,residential,False,False,102.47399999999999,"LINESTRING (19.258891 53.6060241, 19.2581816 53.6059941, 19.2573424 53.6059534)",,,,,,
130907201,Wiktora,residential,False,False,31.131,"LINESTRING (19.2572727 53.6062303, 19.2573424 53.6059534)",,,,,,
130907201,Wiktora,residential,False,True,150.56799999999998,"LINESTRING (19.2572727 53.6062303, 19.2567769 53.60747, 19.2567457 53.6075478)",,,,,,
235377125,Ignacego Krasickiego,residential,False,True,104.15,"LINESTRING (19.2572727 53.6062303, 19.2584914 53.606289, 19.2588454 53.6063108)",,,,,,
130907208,Aleja Wojska Polskiego,residential,False,False,5.056,"LINESTRING (19.2636405 53.6085738, 19.2635657 53.6085639)",,,,,,
271251508,Henryka Sienkiewicza,unclassified,False,True,218.963,"LINESTRING (19.2636405 53.6085738, 19.2638635 53.6084601, 19.2641095 53.6083364, 19.2647732 53.6080428, 19.265117 53.6079379, 19.2656999 53.6078447, 19.2659457 53.6078053, 19.2660137 53.6077944, 19.2663395 53.6077526, 19.2665641 53.6077381)",,50,,,2,
271528755,Henryka Sienkiewicza,unclassified,False,False,166.60600000000002,"LINESTRING (19.2636405 53.6085738, 19.2635049 53.6086748, 19.2629454 53.6090908, 19.262556 53.6094847, 19.2624624 53.6095544, 19.2623739 53.6096005, 19.2622652 53.6096348, 19.2621505 53.6096664, 19.2620323 53.6096877)",,50,,,2,
