osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,bridge,maxspeed
307501001,Nowe Miasto,residential,False,True,43.45,"LINESTRING (16.1738427 52.8937418, 16.1735273 52.8934005)",,,,
507832235,Józefa Wybickiego,residential,False,True,131.357,"LINESTRING (16.1738427 52.8937418, 16.1720331 52.8941931)",,,,
1042069948,,residential,False,False,16.814,"LINESTRING (16.1738427 52.8937418, 16.174064 52.8936708)",,,,
307501001,Nowe Miasto,residential,False,False,106.2,"LINESTRING (16.1738427 52.8937418, 16.1738941 52.8938515, 16.1739375 52.8939636, 16.1741371 52.8945895, 16.1741648 52.8946765)",,,,
238981033,Błonie,residential,False,False,64.03999999999999,"LINESTRING (16.1684481 52.8931049, 16.1684174 52.893142, 16.1684002 52.8931743, 16.1683881 52.8932359, 16.1683785 52.8933102, 16.1683943 52.8934783, 16.168437 52.8936722)",,,,
238981033,Błonie,residential,False,True,51.636,"LINESTRING (16.1684481 52.8931049, 16.1685801 52.8930157, 16.1689526 52.8927542)",,,,
238981048,Poremba,residential,False,True,104.441,"LINESTRING (16.1684481 52.8931049, 16.1681575 52.8932127, 16.1676526 52.8934164, 16.1675538 52.8934629, 16.1674827 52.8934963, 16.1673506 52.8935704, 16.1672337 52.8936775)",,,,
"[32209491, 1088222948, 1088222949]",Plac Powstańców Wielkopolskich,residential,False,True,322.4049999999999,"LINESTRING (16.1723338 52.8961395, 16.1727053 52.896903, 16.1727646 52.8969752, 16.172808 52.8970121, 16.1728555 52.8970509, 16.1729464 52.8971003, 16.1729859 52.8971242, 16.1730037 52.8971391, 16.173023 52.8971703, 16.1730243 52.897199, 16.1729978 52.8972344, 16.1729237 52.897274, 16.1725007 52.897418, 16.1724276 52.8974264, 16.1723832 52.897427, 16.1723466 52.8974224, 16.1722863 52.8973924, 16.1722587 52.8973513, 16.1722453 52.8973116, 16.1719657 52.8964817, 16.1719614 52.8964397, 16.1719752 52.896392, 16.1720108 52.8963586, 16.1720543 52.8963396, 16.1720907 52.8963296, 16.1721171 52.8963224, 16.1722346 52.8963054)",,,,
238981053,Kościelna,residential,True,False,129.229,"LINESTRING (16.1723338 52.8961395, 16.172995 52.8959522, 16.1731976 52.8959067, 16.1734603 52.8958553, 16.1741391 52.8957435)",,,,
"[32209469, 1088222325]",Aleja Zamkowa,residential,False,True,163.663,"LINESTRING (16.1735979 52.8982623, 16.1734738 52.8982773, 16.1734018 52.8982727, 16.1726068 52.8982217, 16.1725269 52.8982077, 16.1724985 52.8981315, 16.1725284 52.8980301, 16.1725794 52.8979727, 16.1732619 52.8977361, 16.1734092 52.8976941)",,,,
508156814,,residential,False,True,80.751,"LINESTRING (16.1735979 52.8982623, 16.173676 52.8982396, 16.1737686 52.8981991, 16.1738116 52.8981405, 16.1738385 52.898087, 16.1738321 52.89802, 16.1737804 52.8979629, 16.1735274 52.8978022, 16.1734316 52.8977318, 16.1734092 52.8976941)",,,,
"[1088222324, 257240132, 257240140]","['Aleja Zamkowa', 'Tadeusza Kościuszki']",secondary,False,False,236.776,"LINESTRING (16.1735979 52.8982623, 16.1735201 52.89818, 16.1733729 52.8980215, 16.1731812 52.8977979, 16.1729994 52.8975708, 16.172784 52.8972925, 16.1727262 52.8972023, 16.1725785 52.8969694, 16.1724688 52.8967751, 16.1723897 52.8966285, 16.1723073 52.8964606, 16.1722346 52.8963054)",2,177,yes,40
"[515491440, 515491441, 307501010]",Stanisława Staszica,secondary,False,True,203.88899999999998,"LINESTRING (16.1684075 52.889941, 16.1684709 52.8900189, 16.168576 52.890145, 16.1686749 52.890239, 16.1688405 52.8903894, 16.1689974 52.8905374, 16.1694476 52.8909499, 16.1696451 52.8911319, 16.1697457 52.8912427, 16.1698079 52.8913284, 16.1698479 52.8914025, 16.1698715 52.8914695, 16.1698849 52.8915293)",,177,yes,40
238981052,Lipowa,residential,False,False,54.189,"LINESTRING (16.1684518 52.891118, 16.1689018 52.8915227)",,,,
238981052,Lipowa,residential,False,True,54.189,"LINESTRING (16.1689018 52.8915227, 16.1684518 52.891118)",,,,
238981052,Lipowa,residential,False,False,116.342,"LINESTRING (16.1689018 52.8915227, 16.1690773 52.8916515, 16.1692502 52.8917784, 16.1693065 52.8918197, 16.1694251 52.8919246, 16.1695726 52.8920776, 16.1698175 52.8924035)",,,,
238981061,Ogrodowa,residential,False,False,147.97600000000003,"LINESTRING (16.1689018 52.8915227, 16.168729 52.8916007, 16.1686653 52.8916418, 16.1686372 52.89169, 16.1686298 52.8917615, 16.1686727 52.8921454, 16.1687215 52.8923526, 16.1687985 52.892549, 16.1688725 52.8926642, 16.1689526 52.8927542)",,,,
238981046,Szkolna,residential,False,False,43.193,"LINESTRING (16.1698849 52.8915293, 16.1700048 52.8915972, 16.170142 52.8917149, 16.1702762 52.8918356)",,,,
257240132,Tadeusza Kościuszki,secondary,False,True,25.567,"LINESTRING (16.1698849 52.8915293, 16.1698967 52.8916204, 16.1699027 52.8917589)",2,177,,40
