osmid,name,highway,oneway,reversed,length,geometry,maxspeed,junction,bridge
"[114525885, 624643439]",Zamkowa,"['living_street', 'residential']",False,False,61.965,"LINESTRING (16.6674597 51.7864088, 16.6676033 51.7864478, 16.6677243 51.7864818, 16.6682814 51.7866372)",,,
1108297299,Rynek,living_street,True,False,28.146,"LINESTRING (16.6674597 51.7864088, 16.6674424 51.7864295, 16.6674203 51.7864484, 16.6673915 51.7864713, 16.6673546 51.7864979, 16.6672134 51.7866104)",,,
114525862,Łąkowa,residential,False,True,174.825,"LINESTRING (16.6645139 51.7852407, 16.6642371 51.7860083, 16.6642349 51.7860899, 16.6642667 51.7861639, 16.6648253 51.7866878)",,,
114525838,Konstytucji 3 Maja,residential,False,False,81.468,"LINESTRING (16.6685977 51.7834128, 16.6679461 51.7840246)",,,
114525809,Okrężna,residential,False,False,303.123,"LINESTRING (16.6685977 51.7834128, 16.6677084 51.7831282, 16.6670049 51.7829849, 16.6662272 51.7828506, 16.6657988 51.7827767, 16.6653137 51.7829498, 16.6652525 51.7830525, 16.665157 51.7834662)",,,
114525809,Okrężna,residential,False,True,26.191,"LINESTRING (16.6685977 51.7834128, 16.6686904 51.7834395, 16.6689565 51.7834903)",,,
114525823,Edwarda Dembowskiego,residential,False,False,163.425,"LINESTRING (16.6635225 51.7874968, 16.6648203 51.7887279)",,,
309354269,Tadeusza Kościuszki,residential,False,False,106.28200000000001,"LINESTRING (16.6635225 51.7874968, 16.663626 51.7874517, 16.6641165 51.7872382, 16.6642099 51.7871975, 16.6645245 51.7870975, 16.6646184 51.7870804, 16.6646938 51.7870666, 16.6647848 51.78705, 16.6648642 51.7870518)",,,
309354269,Tadeusza Kościuszki,residential,False,True,187.297,"LINESTRING (16.6635225 51.7874968, 16.6632427 51.7876147, 16.6622441 51.7879156, 16.661272 51.7884247)",,,
114525809,Okrężna,residential,False,True,55.916,"LINESTRING (16.6647325 51.7845258, 16.6649685 51.7840446)",,,
309354272,Tadeusza Kościuszki,residential,True,False,13.171,"LINESTRING (16.6611258 51.7885012, 16.661272 51.7884247)",,,
114525876,Józefa Poniatowskiego,residential,False,True,61.555,"LINESTRING (16.6603307 51.7896295, 16.6607023 51.7891259)",,,
114525876,Józefa Poniatowskiego,residential,False,False,76.863,"LINESTRING (16.6603307 51.7896295, 16.6602651 51.7899538, 16.6602933 51.7903178)",,,
114525873,Kościelna,residential,False,True,20.392,"LINESTRING (16.6672416 51.7870271, 16.6669615 51.786967)",,,
"[114525866, 114525790]","['Mała', 'Ignacego Paderewskiego']",residential,False,True,77.878,"LINESTRING (16.6672416 51.7870271, 16.6674918 51.7867482, 16.6679905 51.7869205, 16.6680301 51.7869342)",,,
"[114525873, 114525834]","['Adama Mickiewicza', 'Kościelna']",residential,False,False,71.643,"LINESTRING (16.6672416 51.7870271, 16.6678419 51.7871566, 16.6679674 51.7870083, 16.6680301 51.7869342)",,,
114525793,1 Maja,residential,True,False,54.855,"LINESTRING (16.6681546 51.7862567, 16.6684944 51.7858104)",,,
114525870,Plac Jana Dąbrowskiego,residential,False,False,12.984,"LINESTRING (16.6681546 51.7862567, 16.6679793 51.7862134)",,,
114525870,Plac Jana Dąbrowskiego,residential,False,True,62.17700000000001,"LINESTRING (16.6681546 51.7862567, 16.6685136 51.7863557, 16.6683222 51.7865892, 16.6682814 51.7866372)",,,
114525788,Tylna,residential,False,True,3.293,"LINESTRING (16.6662244 51.7854166, 16.6661908 51.7854377)",,,
114525788,Tylna,residential,False,False,97.74199999999999,"LINESTRING (16.6662244 51.7854166, 16.6664886 51.7852637, 16.6666756 51.7851555, 16.6667494 51.7851129, 16.6667963 51.7850525, 16.6668612 51.7850353, 16.6673832 51.7850576)",,,
114525854,Henryka Sienkiewicza,residential,False,True,38.639,"LINESTRING (16.6662244 51.7854166, 16.6666454 51.7856234, 16.6666512 51.7856379)",,,
114525829,Jana Matejki,residential,False,False,15.042,"LINESTRING (16.6686972 51.785861, 16.6684944 51.7858104)",,,
114525841,Tylna,residential,False,False,187.08399999999997,"LINESTRING (16.6648253 51.7866878, 16.6650236 51.7865924, 16.6653461 51.7864221, 16.6653915 51.7863421, 16.6654545 51.7860783, 16.6656894 51.78561, 16.665867 51.7854511, 16.6660278 51.7853884, 16.6661908 51.7854377)",,,
114525862,Łąkowa,residential,False,False,174.825,"LINESTRING (16.6648253 51.7866878, 16.6642667 51.7861639, 16.6642349 51.7860899, 16.6642371 51.7860083, 16.6645139 51.7852407)",,,
114525862,Łąkowa,residential,False,True,45.963,"LINESTRING (16.6648253 51.7866878, 16.6649951 51.7868573, 16.6649906 51.7869036, 16.6648642 51.7870518)",,,
"[114525866, 114525790]","['Mała', 'Ignacego Paderewskiego']",residential,False,False,77.878,"LINESTRING (16.6680301 51.7869342, 16.6679905 51.7869205, 16.6674918 51.7867482, 16.6672416 51.7870271)",,,
"[114525873, 114525834]","['Kościelna', 'Adama Mickiewicza']",residential,False,True,71.643,"LINESTRING (16.6680301 51.7869342, 16.6679674 51.7870083, 16.6678419 51.7871566, 16.6672416 51.7870271)",,,
114525834,Adama Mickiewicza,residential,False,False,37.276,"LINESTRING (16.6680301 51.7869342, 16.6682405 51.7866844, 16.6682814 51.7866372)",,,
309354272,Tadeusza Kościuszki,residential,True,False,20.065,"LINESTRING (16.6609113 51.7886235, 16.6611258 51.7885012)",,,
