osmid,lanes,ref,name,highway,oneway,reversed,length,bridge,geometry,junction
"[23614074, 93584363, 93584366]",2,175,Kolejowa,secondary,False,False,383.4770000000001,yes,"LINESTRING (15.7614442 53.2186767, 15.7617549 53.2186395, 15.7617996 53.2186345, 15.7620232 53.2186098, 15.7621806 53.2185934, 15.7624601 53.2185466, 15.7626879 53.2184914, 15.7627855 53.2184572, 15.7628977 53.218413, 15.7630999 53.2183257, 15.7632656 53.2182351, 15.76336 53.2181761, 15.7634523 53.2180828, 15.7635325 53.2179927, 15.7635802 53.2179215, 15.7636975 53.2177555, 15.7640688 53.2171327, 15.7641097 53.2170658, 15.7641575 53.2169947, 15.764234 53.2168808, 15.7646651 53.2161595)",
23614074,2,175,Kolejowa,secondary,False,True,38.64,,"LINESTRING (15.7614442 53.2186767, 15.7610523 53.2187225, 15.7608875 53.2187674)",
93584363,2,175,Kolejowa,secondary,False,False,26.297,,"LINESTRING (15.7646651 53.2161595, 15.7647522 53.2160191, 15.7648026 53.2159378)",
"[23614074, 93584363, 93584366]",2,175,Kolejowa,secondary,False,True,383.477,yes,"LINESTRING (15.7646651 53.2161595, 15.764234 53.2168808, 15.7641575 53.2169947, 15.7641097 53.2170658, 15.7640688 53.2171327, 15.7636975 53.2177555, 15.7635802 53.2179215, 15.7635325 53.2179927, 15.7634523 53.2180828, 15.76336 53.2181761, 15.7632656 53.2182351, 15.7630999 53.2183257, 15.7628977 53.218413, 15.7627855 53.2184572, 15.7626879 53.2184914, 15.7624601 53.2185466, 15.7621806 53.2185934, 15.7620232 53.2186098, 15.7617996 53.2186345, 15.7617549 53.2186395, 15.7614442 53.2186767)",
197060460,,,Łąkowa,residential,False,True,100.624,,"LINESTRING (15.7536973 53.2213942, 15.7548496 53.2219798)",
23614058,,,Kościelna,residential,False,False,14.399000000000001,,"LINESTRING (15.7596552 53.220129, 15.7597707 53.2201635, 15.7598562 53.2201532)",
23614058,,,Kościelna,residential,False,True,32.586,,"LINESTRING (15.7596552 53.220129, 15.7593382 53.2199894, 15.7592705 53.2199487)",
23614081,,,Plac Wolności,residential,False,False,90.64800000000001,,"LINESTRING (15.7596552 53.220129, 15.759317 53.2203343, 15.7591414 53.2204368, 15.75884 53.220549, 15.7587663 53.2205821, 15.7587337 53.2206184, 15.7587559 53.2206883)",
23614070,2,175,Choszczeńska,secondary,False,False,156.565,,"LINESTRING (15.7514293 53.2163671, 15.7518488 53.2166107, 15.7520247 53.2167058, 15.7520411 53.2167146, 15.7522764 53.2168435, 15.752445 53.2169267, 15.7525503 53.2169786, 15.752785 53.2170901, 15.753211 53.2172836)",
23521310,,,Pomorska,tertiary,False,False,48.231,,"LINESTRING (15.7545406 53.2225843, 15.7546371 53.2224193, 15.7547037 53.2223345, 15.7548035 53.2222361, 15.7548539 53.2221961)",
