osmid,name,highway,oneway,reversed,length,maxspeed,lanes,ref,geometry,bridge
33019779,Mikołaja Kopernika,living_street,False,True,39.695,,,,"LINESTRING (22.4073006 50.7027798, 22.4076973 50.7025262)",
98524163,,living_street,False,True,43.592,,,,"LINESTRING (22.4073006 50.7027798, 22.4076408 50.703002, 22.4077524 50.7030446)",
33019779,Mikołaja Kopernika,living_street,False,True,43.759,,,,"LINESTRING (22.4068583 50.7030562, 22.4073006 50.7027798)",
33019779,Mikołaja Kopernika,living_street,False,False,48.587,,,,"LINESTRING (22.4068583 50.7030562, 22.4064212 50.7033206, 22.4063594 50.703358)",
98524162,,residential,False,True,49.071,,,,"LINESTRING (22.4068583 50.7030562, 22.4070689 50.7032008, 22.4073503 50.7033683)",
98524160,,living_street,False,True,45.798,,,,"LINESTRING (22.4073503 50.7033683, 22.4077524 50.7030446)",
98524160,,living_street,False,False,50.52,,,,"LINESTRING (22.4073503 50.7033683, 22.4069579 50.7036792, 22.4069024 50.7037232)",
98524162,,residential,False,False,49.071,,,,"LINESTRING (22.4073503 50.7033683, 22.4070689 50.7032008, 22.4068583 50.7030562)",
98524160,,living_street,False,False,45.798,,,,"LINESTRING (22.4077524 50.7030446, 22.4073503 50.7033683)",
98524160,,living_street,False,True,36.992,,,,"LINESTRING (22.4077524 50.7030446, 22.4080765 50.7027828)",
98524163,,living_street,False,False,43.592,,,,"LINESTRING (22.4077524 50.7030446, 22.4076408 50.703002, 22.4073006 50.7027798)",
98524163,,living_street,False,True,101.988,,,,"LINESTRING (22.4077524 50.7030446, 22.4080857 50.70322, 22.40874 50.7036206, 22.4088154 50.7036667)",
555420322,Sukiennicza,residential,True,False,53.874,30,,,"LINESTRING (22.4096006 50.7065461, 22.4101867 50.7062347)",
98524159,Rynek,residential,True,False,66.414,,,,"LINESTRING (22.4096006 50.7065461, 22.4097619 50.7066569, 22.4101403 50.706945, 22.4102153 50.7069989)",
33022877,Wałowa,tertiary,False,False,11.565,50,2,,"LINESTRING (22.4088154 50.7036667, 22.4086951 50.7037375)",
33022877,Wałowa,tertiary,False,True,37.626,50,2,,"LINESTRING (22.4088154 50.7036667, 22.4092067 50.7034363)",
98524163,,living_street,False,False,101.988,,,,"LINESTRING (22.4088154 50.7036667, 22.40874 50.7036206, 22.4080857 50.70322, 22.4077524 50.7030446)",
98524154,Spadowa,residential,False,False,54.971,,,,"LINESTRING (22.4112443 50.7095208, 22.4106434 50.7098364)",
98524153,Rybna,residential,False,True,147.874,,,,"LINESTRING (22.4112443 50.7095208, 22.41059 50.7088672, 22.4105718 50.7088419, 22.4105575 50.7088151, 22.4105591 50.7087849, 22.4105685 50.7087653, 22.410583 50.7087541, 22.4110712 50.7085192, 22.4111296 50.7084911)",
98524154,Spadowa,residential,False,True,57.510000000000005,,,,"LINESTRING (22.4112443 50.7095208, 22.4118251 50.7092158, 22.4118729 50.7091906)",
33022877,Wałowa,tertiary,False,False,37.626,50,2,,"LINESTRING (22.4092067 50.7034363, 22.4088154 50.7036667)",
33022877,Wałowa,tertiary,False,True,34.054,50,2,,"LINESTRING (22.4092067 50.7034363, 22.4094502 50.7032884, 22.4095607 50.7032278)",
98524150,,living_street,False,True,96.32899999999998,,,,"LINESTRING (22.4092067 50.7034363, 22.4092595 50.7034631, 22.4093717 50.7035122, 22.4099179 50.7037635, 22.4101357 50.7038436, 22.410238 50.7038321, 22.4103418 50.7037795)",
522787473,Jana Zamoyskiego,primary,False,True,50.391,50,2,74,"LINESTRING (22.4102153 50.7069989, 22.410746 50.7066949)",
522787473,Jana Zamoyskiego,primary,False,False,37.832,50,2,74,"LINESTRING (22.4102153 50.7069989, 22.4100012 50.7071223, 22.4099577 50.7071442, 22.4099065 50.7071661, 22.409792 50.7072056)",
244706089,Szewska,residential,False,False,60.243,50,,,"LINESTRING (22.4111296 50.7084911, 22.4106478 50.7080434)",
98524153,Rybna,residential,False,False,147.874,,,,"LINESTRING (22.4111296 50.7084911, 22.4110712 50.7085192, 22.410583 50.7087541, 22.4105685 50.7087653, 22.4105591 50.7087849, 22.4105575 50.7088151, 22.4105718 50.7088419, 22.41059 50.7088672, 22.4112443 50.7095208)",
244706089,Szewska,residential,False,True,93.751,50,,,"LINESTRING (22.4111296 50.7084911, 22.4113223 50.7086725, 22.4118729 50.7091906)",
98524154,Spadowa,residential,False,False,57.510000000000005,,,,"LINESTRING (22.4118729 50.7091906, 22.4118251 50.7092158, 22.4112443 50.7095208)",
98524154,Spadowa,residential,False,True,76.225,,,,"LINESTRING (22.4118729 50.7091906, 22.4119257 50.7091623, 22.4126521 50.7087733, 22.4126994 50.7087479)",
244706089,Szewska,residential,False,False,93.751,50,,,"LINESTRING (22.4118729 50.7091906, 22.4113223 50.7086725, 22.4111296 50.7084911)",
98524154,Spadowa,residential,False,True,54.971,,,,"LINESTRING (22.4106434 50.7098364, 22.4112443 50.7095208)",
183521012,Krótka,residential,False,False,13.235,,,,"LINESTRING (22.4126994 50.7087479, 22.4125739 50.7086593)",
183521012,Krótka,residential,False,True,131.962,,,,"LINESTRING (22.4126994 50.7087479, 22.4137988 50.709709)",
98524154,Spadowa,residential,False,False,76.225,,,,"LINESTRING (22.4126994 50.7087479, 22.4126521 50.7087733, 22.4119257 50.7091623, 22.4118729 50.7091906)",
98524147,Krzywa,residential,False,True,143.198,,,,"LINESTRING (22.4103418 50.7037795, 22.4117234 50.7047244)",
98524147,Krzywa,residential,False,False,82.399,,,,"LINESTRING (22.4103418 50.7037795, 22.4096035 50.7032597, 22.4095607 50.7032278)",
98524150,,living_street,False,False,96.329,,,,"LINESTRING (22.4103418 50.7037795, 22.410238 50.7038321, 22.4101357 50.7038436, 22.4099179 50.7037635, 22.4093717 50.7035122, 22.4092595 50.7034631, 22.4092067 50.7034363)",
"[611243544, 33013042]",Ulanowska,secondary,False,False,62.41900000000001,50,2,878,"LINESTRING (22.4083442 50.7073058, 22.4083279 50.7072724, 22.4083166 50.7072564, 22.4082993 50.7072393, 22.408282 50.7072248, 22.4082212 50.7071953, 22.408166 50.7071696, 22.4079205 50.7070725, 22.4076716 50.7069574)",
611243543,Jana Zamoyskiego,primary,False,True,55.696,50,3,74,"LINESTRING (22.4083442 50.7073058, 22.4083996 50.7072973, 22.4084782 50.7072892, 22.4085869 50.7072839, 22.4091308 50.7072594)",
"[244706086, 974953319, 244706088, 1268710835, 33032954, 290255835]",Sukiennicza,primary,False,False,255.549,50,2,74,"LINESTRING (22.4083442 50.7073058, 22.4082868 50.7073297, 22.4082254 50.7073602, 22.4081438 50.7074139, 22.4079191 50.7075589, 22.4078371 50.7076129, 22.4077777 50.70766, 22.4077216 50.7077086, 22.4076602 50.7077688, 22.4076076 50.7078256, 22.4075716 50.7078737, 22.4075329 50.707931, 22.4075047 50.7079795, 22.4074742 50.708036, 22.407468 50.7080476, 22.4074148 50.70816, 22.4070964 50.7088195, 22.4070813 50.7088505, 22.4070412 50.7089326, 22.4069463 50.709122, 22.40691 50.7092027, 22.406837 50.7093428)",yes
522787473,Jana Zamoyskiego,primary,False,False,50.391,50,2,74,"LINESTRING (22.410746 50.7066949, 22.4102153 50.7069989)",
525457489,Bialska,tertiary,False,False,57.584,50,2,,"LINESTRING (22.410746 50.7066949, 22.4107967 50.7067327, 22.4108542 50.7067759, 22.411173 50.7070129, 22.411275 50.7070898)",
611246490,Jana Zamoyskiego,primary,False,True,108.749,50,2,74,"LINESTRING (22.410746 50.7066949, 22.4108892 50.7066122, 22.4113385 50.7063529, 22.4118908 50.7060385)",
33032244,Prosta,residential,False,False,55.213,,,,"LINESTRING (22.4117836 50.7074243, 22.4118548 50.7073937, 22.4123698 50.7070953)",
33032244,Prosta,residential,False,True,59.297000000000004,,,,"LINESTRING (22.4117836 50.7074243, 22.4117005 50.707454, 22.4111421 50.7077679)",
611246090,Bialska,tertiary,False,False,135.834,50,2,,"LINESTRING (22.4117836 50.7074243, 22.4119357 50.7075149, 22.4124005 50.7078055, 22.413165 50.7082769)",
611246090,Bialska,tertiary,False,True,51.635,50,2,,"LINESTRING (22.4117836 50.7074243, 22.4113832 50.707162, 22.411275 50.7070898)",
33032244,Prosta,residential,False,True,46.368,,,,"LINESTRING (22.4111421 50.7077679, 22.4106478 50.7080434)",
33032244,Prosta,residential,False,False,59.297000000000004,,,,"LINESTRING (22.4111421 50.7077679, 22.4117005 50.707454, 22.4117836 50.7074243)",
183521012,Krótka,residential,False,True,141.406,,,,"LINESTRING (22.4111421 50.7077679, 22.411695 50.7081031, 22.4119457 50.708256, 22.4121112 50.708357, 22.4125739 50.7086593)",
33032244,Prosta,residential,False,False,46.368,,,,"LINESTRING (22.4106478 50.7080434, 22.4111421 50.7077679)",
244706089,Szewska,residential,False,True,60.243,50,,,"LINESTRING (22.4106478 50.7080434, 22.4111296 50.7084911)",
244706089,Szewska,residential,False,False,52.748000000000005,50,,,"LINESTRING (22.4106478 50.7080434, 22.4106224 50.7080116, 22.4103591 50.7076815, 22.41031 50.70762)",
183521012,Krótka,residential,False,False,131.962,,,,"LINESTRING (22.4137988 50.709709, 22.4126994 50.7087479)",
523014344,Józefa Piłsudskiego,residential,False,False,139.619,,,,"LINESTRING (22.4108203 50.7052593, 22.4095123 50.7043157)",
523014344,Józefa Piłsudskiego,residential,False,True,49.753,,,,"LINESTRING (22.4108203 50.7052593, 22.4112779 50.7056002)",
33025366,14 Czerwca,residential,True,False,52.21,,,,"LINESTRING (22.4108203 50.7052593, 22.4103121 50.7055447, 22.4102633 50.7055691)",
33012722,Wesoła,residential,False,False,51.145,,,,"LINESTRING (22.4102633 50.7055691, 22.410744 50.7059139)",
33012722,Wesoła,residential,False,True,137.094,,,,"LINESTRING (22.4102633 50.7055691, 22.4089627 50.7046517)",
33025366,14 Czerwca,residential,True,False,53.669000000000004,,,,"LINESTRING (22.4102633 50.7055691, 22.4097491 50.7058525, 22.4096893 50.7058866)",
33030009,Mikołaja Reja,living_street,False,True,74.86,,,,"LINESTRING (22.4088516 50.7027264, 22.4091432 50.7029412, 22.4094972 50.7031854, 22.4095607 50.7032278)",
"[224486736, 98498241]",,living_street,False,False,74.69999999999999,,,,"LINESTRING (22.4088516 50.7027264, 22.4086472 50.7025971, 22.4085235 50.7025254, 22.4080765 50.7027828)",
188325993,Jana Kochanowskiego,residential,False,True,18.595,,,,"LINESTRING (22.4176633 50.7060634, 22.4176043 50.7062264)",
33012854,3 Maja,residential,False,True,131.175,,,,"LINESTRING (22.4150857 50.7071447, 22.4138533 50.7062601)",
33012854,3 Maja,residential,False,False,163.859,,,,"LINESTRING (22.4150857 50.7071447, 22.41631 50.708035, 22.4166278 50.708248)",
525457490,Armii Krajowej,residential,False,True,86.224,50,,,"LINESTRING (22.4150857 50.7071447, 22.4149828 50.7072052, 22.4141904 50.7076737)",
555426485,3 Maja,residential,False,False,50.776,,,,"LINESTRING (22.4133822 50.7059144, 22.4138533 50.7062601)",
308968916,Jana Kilińskiego,residential,True,False,146.032,,,,"LINESTRING (22.4133822 50.7059144, 22.4148665 50.7050994, 22.414895 50.7050842, 22.4149501 50.7050549)",
33030223,Jana Kilińskiego,living_street,True,False,89.963,,,,"LINESTRING (22.411275 50.7070898, 22.4112164 50.707122, 22.4108682 50.7073136, 22.4108584 50.707319, 22.41031 50.70762)",
525457489,Bialska,tertiary,False,True,57.584,50,2,,"LINESTRING (22.411275 50.7070898, 22.411173 50.7070129, 22.4108542 50.7067759, 22.4107967 50.7067327, 22.410746 50.7066949)",
611246090,Bialska,tertiary,False,False,51.635,50,2,,"LINESTRING (22.411275 50.7070898, 22.4113832 50.707162, 22.4117836 50.7074243)",
33025594,Hugona Kołłątaja,residential,False,True,74.498,,,,"LINESTRING (22.4077856 50.7060178, 22.4084466 50.7065409)",
33025594,Hugona Kołłątaja,residential,False,False,148.25,,,,"LINESTRING (22.4077856 50.7060178, 22.4065059 50.7050098, 22.406466 50.704979)",
706498831,,residential,False,False,90.758,,,,"LINESTRING (22.4077856 50.7060178, 22.4077424 50.7060417, 22.4073862 50.706239, 22.4071653 50.7063755, 22.4069305 50.7065679, 22.406889 50.7066001)",
611243544,Ulanowska,secondary,False,True,67.938,50,,878,"LINESTRING (22.406889 50.7066001, 22.4076716 50.7069574)",
611243544,Ulanowska,secondary,False,False,146.53699999999998,50,,878,"LINESTRING (22.406889 50.7066001, 22.4066855 50.7065095, 22.4061556 50.7062875, 22.4051487 50.7058778)",
706498831,,residential,False,True,90.758,,,,"LINESTRING (22.406889 50.7066001, 22.4069305 50.7065679, 22.4071653 50.7063755, 22.4073862 50.706239, 22.4077424 50.7060417, 22.4077856 50.7060178)",
688869965,Bialska,tertiary,False,True,3.403,50,2,,"LINESTRING (22.4132 50.708298, 22.413165 50.7082769)",
525457490,Armii Krajowej,residential,False,False,46.567,50,,,"LINESTRING (22.4132 50.708298, 22.4132606 50.7082584, 22.4136606 50.7079975)",
688869965,Bialska,tertiary,False,False,196.885,50,2,,"LINESTRING (22.4132 50.708298, 22.4133406 50.7083849, 22.4149396 50.7093738, 22.4151957 50.7095381)",
33012854,3 Maja,residential,False,True,163.859,,,,"LINESTRING (22.4166278 50.708248, 22.41631 50.708035, 22.4150857 50.7071447)",
