osmid,oneway,lanes,ref,name,highway,reversed,length,geometry,maxspeed,width,access,bridge
366251530,True,2,360,Rynek,secondary,False,16.78,"LINESTRING (15.4149859 51.0282613, 15.415095 51.0283957)",,,,
168914010,True,,,Rynek,tertiary,False,52.263,"LINESTRING (15.4149859 51.0282613, 15.4148418 51.0282699, 15.4143863 51.0282978, 15.4142419 51.0283054)",,,,
236075473,False,2,360,Lubańska,secondary,True,8.412,"LINESTRING (15.4142419 51.0283054, 15.4141575 51.0283593)",50,,,
367525241,True,3,360,Rynek,secondary,False,32.607,"LINESTRING (15.4142419 51.0283054, 15.4142292 51.0282114, 15.4141959 51.0280136)",50,,,
401629402,False,2,360,,secondary,True,23.788,"LINESTRING (15.4095667 51.0252847, 15.4099031 51.0253163)",50,,,
337207755,False,1,,,residential,True,269.465,"LINESTRING (15.4095667 51.0252847, 15.4095653 51.0253109, 15.4096174 51.0253461, 15.4097976 51.0253986, 15.4102453 51.0255344, 15.4105109 51.0256093, 15.4107187 51.0256677, 15.4112551 51.0258204, 15.4113396 51.0258415, 15.4114161 51.025855, 15.4115126 51.0258642, 15.4125372 51.025871, 15.4129621 51.0258739, 15.4130482 51.0258803, 15.4131713 51.0259009)",50,3,,
401629402,False,2,360,,secondary,False,74.788,"LINESTRING (15.4095667 51.0252847, 15.4092312 51.0252076, 15.4089062 51.0251172, 15.4085865 51.0250176)",50,,,
366251531,True,1,360,Plac Kościelny,secondary,False,22.859,"LINESTRING (15.41525 51.0290525, 15.4155125 51.029175)",50,,,
168914015,False,,,Plac Kościelny,residential,False,28.282,"LINESTRING (15.41525 51.0290525, 15.4152147 51.0290505, 15.4148459 51.0290575)",,,,
"[25886251, 1257508261]",False,2,,Kolejowa,tertiary,False,54.799,"LINESTRING (15.4206072 51.0322006, 15.4205115 51.0321806, 15.4202821 51.0321307, 15.420139 51.0321008, 15.4200957 51.032092, 15.4198644 51.0320436)",50,,,
444351939,False,2,30,Jeleniogórska,primary,False,120.59,"LINESTRING (15.4206072 51.0322006, 15.4207237 51.0319862, 15.4207648 51.0319126, 15.4207831 51.0318745, 15.420913 51.0316403, 15.4210555 51.0313792, 15.4211001 51.0312974, 15.421111 51.0312789, 15.4211719 51.031176)",50,,,
444351939,False,2,30,Jeleniogórska,primary,True,5.576,"LINESTRING (15.421195 51.031128, 15.4211719 51.031176)",50,,,
"[277498749, 276224005, 276224006]",False,,,"['Młyńska', 'Garbarska']",residential,False,419.03099999999995,"LINESTRING (15.421195 51.031128, 15.4211403 51.0311121, 15.4211072 51.0310995, 15.421087 51.0310918, 15.4210334 51.0310636, 15.4209974 51.0310398, 15.4208558 51.0309229, 15.4207624 51.0308374, 15.4205738 51.0309418, 15.4205383 51.0309508, 15.4204995 51.0309534, 15.4204633 51.0309492, 15.420416 51.030934, 15.4200486 51.0307378, 15.4197264 51.0305553, 15.4196219 51.0304925, 15.419533 51.0304198, 15.4194643 51.0303459, 15.4193791 51.0302443, 15.4192834 51.0301245, 15.4192095 51.0299964, 15.4191607 51.0299053, 15.4191344 51.0298659, 15.4190959 51.0298278, 15.4190464 51.0297859, 15.4189665 51.0297313, 15.4188751 51.0296722, 15.4187418 51.0295791, 15.4186395 51.0295065, 15.4185677 51.0294635, 15.4184291 51.0293978, 15.418234 51.0292937, 15.418052 51.0291934, 15.4178604 51.0290547, 15.4176037 51.0288713, 15.4174044 51.0285514)",,,,
921796414,True,2,360,Rynek,secondary,False,22.17,"LINESTRING (15.4149487 51.0280633, 15.4149859 51.0282613)",,,,
526045793,False,,,Partyzantów,residential,False,23.288,"LINESTRING (15.4130863 51.0284199, 15.4134193 51.0284192)",,,,
401300443,False,,,Partyzantów,residential,True,190.65099999999998,"LINESTRING (15.4130863 51.0284199, 15.4130441 51.0284057, 15.4130119 51.0283911, 15.412978 51.0283715, 15.4129346 51.0283554, 15.4128465 51.0283334, 15.4127018 51.0282989, 15.412561 51.0282671, 15.4124876 51.0282555, 15.4124405 51.0282485, 15.412381 51.0282447, 15.4123368 51.0282444, 15.4122926 51.0282482, 15.4114232 51.0284057, 15.4112267 51.028437, 15.4109006 51.0284842, 15.4107445 51.0285068, 15.4105962 51.0285299, 15.4104843 51.0285473)",,,,
395135505,False,,,Plac Kościelny,residential,True,41.223,"LINESTRING (15.4142586 51.0290522, 15.4143087 51.0290509, 15.4145938 51.0290399, 15.4147075 51.0290471, 15.4148459 51.0290575)",,,,
526045792,True,2,360,Lubańska,secondary,False,77.414,"LINESTRING (15.4142586 51.0290522, 15.4142194 51.0288564, 15.4141845 51.0286237, 15.4141786 51.0285855, 15.41416 51.0284486, 15.4141567 51.0283844, 15.4141575 51.0283593)",50,,,
168914015,False,,,Plac Kościelny,residential,True,28.282,"LINESTRING (15.4148459 51.0290575, 15.4152147 51.0290505, 15.41525 51.0290525)",,,,
168914017,False,,,Plac Kościelny,residential,False,63.041,"LINESTRING (15.4148459 51.0290575, 15.4148469 51.0291004, 15.4148465 51.029163, 15.4148405 51.0292332, 15.4148336 51.0293152, 15.414893 51.0294195, 15.414965 51.0295532, 15.4149778 51.0296097)",,,no,
395135505,False,,,Plac Kościelny,residential,False,41.22299999999999,"LINESTRING (15.4148459 51.0290575, 15.4147075 51.0290471, 15.4145938 51.0290399, 15.4143087 51.0290509, 15.4142586 51.0290522)",,,,
526045792,True,2,360,Lubańska,secondary,False,63.861,"LINESTRING (15.4143802 51.0296214, 15.4142586 51.0290522)",50,,,
401504855,True,,,Garncarska,residential,False,78.92399999999999,"LINESTRING (15.4143802 51.0296214, 15.4143424 51.0296198, 15.4142906 51.0296175, 15.4140149 51.0295498, 15.4134802 51.0294051, 15.4133509 51.0293451)",,,,
168914022,False,,,Parkowa,unclassified,False,172.25199999999998,"LINESTRING (15.4132779 51.0308662, 15.4132487 51.0308169, 15.4132033 51.030711, 15.4131564 51.0305765, 15.4131944 51.0302754, 15.4132142 51.0299231, 15.4132439 51.0297081, 15.4132571 51.0295408, 15.4132968 51.0293809, 15.4133509 51.0293451)",,,,
236075472,False,2,360,Lubańska,secondary,True,47.531000000000006,"LINESTRING (15.4132779 51.0308662, 15.4132121 51.030907, 15.4131549 51.0309558, 15.4130947 51.0310127, 15.4130533 51.0310677, 15.4130344 51.031118, 15.4130291 51.0311609, 15.4130376 51.0312057, 15.4130547 51.0312439)",50,,,
"[366251532, 1172776909]",True,"['1', '2']",360,Lubańska,secondary,False,179.815,"LINESTRING (15.4132779 51.0308662, 15.4133759 51.0308275, 15.4135908 51.0307698, 15.4137916 51.030719, 15.4138836 51.0306936, 15.4139396 51.0306715, 15.413997 51.0306451, 15.4140744 51.0306065, 15.4141486 51.0305607, 15.4142199 51.030498, 15.4142764 51.030448, 15.414328 51.0303936, 15.4143608 51.030351, 15.4143986 51.0302873, 15.4144134 51.03024, 15.4144103 51.0301194, 15.4143918 51.0298017, 15.4143802 51.0296214)",50,,,
236074721,False,2,,Floriańska,residential,True,15.921,"LINESTRING (15.4130547 51.0312439, 15.4129614 51.0312703, 15.4128589 51.0313157)",,,,
236075472,False,2,360,Lubańska,secondary,False,47.531000000000006,"LINESTRING (15.4130547 51.0312439, 15.4130376 51.0312057, 15.4130291 51.0311609, 15.4130344 51.031118, 15.4130533 51.0310677, 15.4130947 51.0310127, 15.4131549 51.0309558, 15.4132121 51.030907, 15.4132779 51.0308662)",50,,,
236074721,False,2,,Floriańska,residential,False,15.921,"LINESTRING (15.4128589 51.0313157, 15.4129614 51.0312703, 15.4130547 51.0312439)",,,,
236074721,False,2,,Floriańska,residential,True,267.4189999999999,"LINESTRING (15.4128589 51.0313157, 15.4125558 51.0314565, 15.4122157 51.031598, 15.4119858 51.031681, 15.4117237 51.0317609, 15.4112743 51.0318756, 15.4109017 51.0319727, 15.4101918 51.0321373, 15.4098763 51.032219, 15.4095918 51.0323155, 15.4094422 51.0323711)",,,,
"[401370107, 376399151]",False,,,Malownicza,residential,False,278.377,"LINESTRING (15.4128589 51.0313157, 15.4128085 51.0312705, 15.4120803 51.0309826, 15.4117977 51.0308886, 15.4116928 51.0308417, 15.4115675 51.0307708, 15.4114782 51.0306889, 15.4112971 51.0305428, 15.4112044 51.0304194, 15.4110092 51.0300881, 15.410599 51.0293892)",,,,
1257508261,False,2,,Kolejowa,tertiary,False,30.183,"LINESTRING (15.4198644 51.0320436, 15.4194585 51.0319513)",50,,,
444351940,False,,,Akacjowa,residential,True,37.856,"LINESTRING (15.4198644 51.0320436, 15.4198272 51.0320986, 15.4194971 51.0322875)",,,,
"[25886251, 1257508261]",False,2,,Kolejowa,tertiary,True,54.799,"LINESTRING (15.4198644 51.0320436, 15.4200957 51.032092, 15.420139 51.0321008, 15.4202821 51.0321307, 15.4205115 51.0321806, 15.4206072 51.0322006)",50,,,
168987877,True,,,Źródlana,residential,False,138.83999999999997,"LINESTRING (15.4155125 51.029175, 15.4155653 51.0291644, 15.4158344 51.0291104, 15.4158688 51.0290982, 15.4159108 51.0290834, 15.4159859 51.0290497, 15.4160449 51.0290202, 15.4161428 51.0289544, 15.416293 51.0288219, 15.4164086 51.0287059, 15.4164821 51.0286322, 15.4165085 51.0285946, 15.4165438 51.0285444, 15.4163496 51.0282673)",,,,
751243269,True,,360,Plac Kościelny,secondary,False,40.981,"LINESTRING (15.4155125 51.029175, 15.4155715 51.0292251, 15.4156158 51.0293159, 15.4156335 51.0293682, 15.4157018 51.02952)",40,,,
742055425,False,,,Wojska Polskiego,tertiary,False,5.436,"LINESTRING (15.4166453 51.0279163, 15.4167228 51.0279201)",,,,
742055425,False,,,Wojska Polskiego,tertiary,True,8.657,"LINESTRING (15.4166453 51.0279163, 15.4165217 51.0279121)",,,,
401298614,True,1,360,Bankowa,secondary,False,73.861,"LINESTRING (15.415095 51.0283957, 15.4151067 51.0284566, 15.4152222 51.028974, 15.41525 51.0290525)",,,,
277146706,False,,,Rybna,residential,True,89.57,"LINESTRING (15.4174044 51.0285514, 15.4171115 51.0287952, 15.4169086 51.0289641, 15.4166237 51.0291899)",,,,
277498748,False,,,Młyńska,residential,False,89.724,"LINESTRING (15.4174044 51.0285514, 15.4174325 51.028494, 15.4173266 51.0284443, 15.4172314 51.0283933, 15.4170121 51.0282508, 15.4168907 51.0281749, 15.4168451 51.0281403, 15.4167291 51.0279534, 15.4167228 51.0279201)",,,,
"[276224005, 277498749, 276224006]",False,,,"['Młyńska', 'Garbarska']",residential,True,419.031,"LINESTRING (15.4174044 51.0285514, 15.4176037 51.0288713, 15.4178604 51.0290547, 15.418052 51.0291934, 15.418234 51.0292937, 15.4184291 51.0293978, 15.4185677 51.0294635, 15.4186395 51.0295065, 15.4187418 51.0295791, 15.4188751 51.0296722, 15.4189665 51.0297313, 15.4190464 51.0297859, 15.4190959 51.0298278, 15.4191344 51.0298659, 15.4191607 51.0299053, 15.4192095 51.0299964, 15.4192834 51.0301245, 15.4193791 51.0302443, 15.4194643 51.0303459, 15.419533 51.0304198, 15.4196219 51.0304925, 15.4197264 51.0305553, 15.4200486 51.0307378, 15.420416 51.030934, 15.4204633 51.0309492, 15.4204995 51.0309534, 15.4205383 51.0309508, 15.4205738 51.0309418, 15.4207624 51.0308374, 15.4208558 51.0309229, 15.4209974 51.0310398, 15.4210334 51.0310636, 15.421087 51.0310918, 15.4211072 51.0310995, 15.4211403 51.0311121, 15.421195 51.031128)",,,,
277146060,True,,,Felczerska,residential,False,88.932,"LINESTRING (15.4163496 51.0282673, 15.4160614 51.0283064, 15.4155969 51.0283518, 15.415095 51.0283957)",,,,
366251533,False,,,Źródlana,residential,False,39.515,"LINESTRING (15.4163496 51.0282673, 15.4163375 51.0281838, 15.416355 51.0279125)",,,,
337207752,False,1,,,residential,False,117.77699999999999,"LINESTRING (15.4107917 51.0236934, 15.4106026 51.0236963, 15.4103806 51.0237038, 15.4102653 51.0237089, 15.4101526 51.023719, 15.4096229 51.0237983, 15.4095223 51.0238143, 15.4094191 51.0238194, 15.409128 51.0238134)",50,,,
337207752,False,1,,,residential,True,58.112,"LINESTRING (15.4107917 51.0236934, 15.410905 51.0237929, 15.4112433 51.0240595, 15.4112986 51.0241073)",50,,,
128124732,False,,,,tertiary,False,23.138,"LINESTRING (15.409128 51.0238134, 15.4090608 51.0239757, 15.4090483 51.0240153)",40,,,
337207752,False,1,,,residential,True,117.777,"LINESTRING (15.409128 51.0238134, 15.4094191 51.0238194, 15.4095223 51.0238143, 15.4096229 51.0237983, 15.4101526 51.023719, 15.4102653 51.0237089, 15.4103806 51.0237038, 15.4106026 51.0236963, 15.4107917 51.0236934)",50,,,
337207752,False,1,,,residential,False,58.112,"LINESTRING (15.4112986 51.0241073, 15.4112433 51.0240595, 15.410905 51.0237929, 15.4107917 51.0236934)",50,,,
401035041,False,1,,,residential,False,54.664,"LINESTRING (15.4112986 51.0241073, 15.4112133 51.0241542, 15.4107087 51.0244298)",50,3,,
401035041,False,1,,,residential,True,221.94100000000003,"LINESTRING (15.4112986 51.0241073, 15.4113699 51.0241442, 15.4115789 51.0242029, 15.4116822 51.024244, 15.411772 51.0242918, 15.4118464 51.0243408, 15.4119511 51.0243951, 15.4121871 51.0244862, 15.4122239 51.0244955, 15.4122635 51.0245031, 15.4124298 51.0245267, 15.4124982 51.0245411, 15.4129325 51.0246649, 15.4131178 51.0247232, 15.4132558 51.0247714, 15.4133857 51.0248196, 15.4137096 51.0249528, 15.4137295 51.0249646, 15.4137432 51.0249776, 15.4138172 51.025184)",50,3,,
337207753,False,1,,,residential,True,27.561,"LINESTRING (15.4107087 51.0244298, 15.410351 51.0243258)",50,3,,
337207753,False,1,,,residential,False,246.279,"LINESTRING (15.4107087 51.0244298, 15.4107024 51.0244847, 15.4107213 51.0245415, 15.4107781 51.0246036, 15.4108648 51.0246587, 15.4109449 51.0247015, 15.4110723 51.0247485, 15.4122699 51.0250313, 15.4124515 51.0250658, 15.4125515 51.0250802, 15.4136788 51.0251891, 15.413727 51.0251909, 15.413768 51.0251905, 15.4138172 51.025184)",50,3,,
401035041,False,1,,,residential,True,54.664,"LINESTRING (15.4107087 51.0244298, 15.4112133 51.0241542, 15.4112986 51.0241073)",50,3,,
337207750,False,,,,residential,False,96.043,"LINESTRING (15.4138172 51.025184, 15.4139401 51.025475, 15.4139541 51.0255598, 15.4139508 51.0256135, 15.4139374 51.0256432, 15.4139206 51.0256711, 15.4138969 51.0257014, 15.4138688 51.0257197, 15.4138401 51.0257329, 15.4136046 51.0257903, 15.4135567 51.0258054, 15.4135167 51.0258233, 15.4134439 51.0258588)",,,,
337207753,False,1,,,residential,True,246.27900000000002,"LINESTRING (15.4138172 51.025184, 15.413768 51.0251905, 15.413727 51.0251909, 15.4136788 51.0251891, 15.4125515 51.0250802, 15.4124515 51.0250658, 15.4122699 51.0250313, 15.4110723 51.0247485, 15.4109449 51.0247015, 15.4108648 51.0246587, 15.4107781 51.0246036, 15.4107213 51.0245415, 15.4107024 51.0244847, 15.4107087 51.0244298)",50,3,,
