osmid,oneway,lanes,ref,name,highway,reversed,length,geometry,maxspeed,width,access,bridge
401035041,False,1,,,residential,False,221.94099999999995,"LINESTRING (15.4138172 51.025184, 15.4137432 51.0249776, 15.4137295 51.0249646, 15.4137096 51.0249528, 15.4133857 51.0248196, 15.4132558 51.0247714, 15.4131178 51.0247232, 15.4129325 51.0246649, 15.4124982 51.0245411, 15.4124298 51.0245267, 15.4122635 51.0245031, 15.4122239 51.0244955, 15.4121871 51.0244862, 15.4119511 51.0243951, 15.4118464 51.0243408, 15.411772 51.0242918, 15.4116822 51.024244, 15.4115789 51.0242029, 15.4113699 51.0241442, 15.4112986 51.0241073)",50,3,,
337207750,False,,,,residential,True,96.043,"LINESTRING (15.4134439 51.0258588, 15.4135167 51.0258233, 15.4135567 51.0258054, 15.4136046 51.0257903, 15.4138401 51.0257329, 15.4138688 51.0257197, 15.4138969 51.0257014, 15.4139206 51.0256711, 15.4139374 51.0256432, 15.4139508 51.0256135, 15.4139541 51.0255598, 15.4139401 51.025475, 15.4138172 51.025184)",,,,
337207755,False,1,,,residential,False,20.333,"LINESTRING (15.4134439 51.0258588, 15.4133899 51.0258802, 15.4133537 51.0258935, 15.4133164 51.0259017, 15.413251 51.0259046, 15.4131713 51.0259009)",50,3,,
"[401629402, 751981095]",False,2,360,,secondary,False,259.852,"LINESTRING (15.4134439 51.0258588, 15.4134202 51.0258401, 15.4133597 51.0257917, 15.4132687 51.0257358, 15.4131552 51.0256886, 15.4130244 51.0256466, 15.4128882 51.0256154, 15.412727 51.0255865, 15.4125525 51.0255627, 15.4120518 51.0255133, 15.4119516 51.0255029, 15.4099031 51.0253163)",50,,,
"[397555656, 168914040, 751977541, 751981095]",False,2,360,Sanatoryjna,secondary,True,131.076,"LINESTRING (15.4134439 51.0258588, 15.4134959 51.0259041, 15.4135467 51.0259579, 15.4136046 51.0260425, 15.4137161 51.0262544, 15.4137794 51.0264145, 15.4138211 51.0265327, 15.4138628 51.0266509, 15.4139734 51.0269346, 15.4139906 51.0269791)",50,,,yes
337207755,False,1,,,residential,False,269.46500000000003,"LINESTRING (15.4131713 51.0259009, 15.4130482 51.0258803, 15.4129621 51.0258739, 15.4125372 51.025871, 15.4115126 51.0258642, 15.4114161 51.025855, 15.4113396 51.0258415, 15.4112551 51.0258204, 15.4107187 51.0256677, 15.4105109 51.0256093, 15.4102453 51.0255344, 15.4097976 51.0253986, 15.4096174 51.0253461, 15.4095653 51.0253109, 15.4095667 51.0252847)",50,3,,
337207755,False,1,,,residential,True,20.333,"LINESTRING (15.4131713 51.0259009, 15.413251 51.0259046, 15.4133164 51.0259017, 15.4133537 51.0258935, 15.4133899 51.0258802, 15.4134439 51.0258588)",50,3,,
337207756,False,1,,Za Kwisą,residential,False,242.23200000000003,"LINESTRING (15.4131713 51.0259009, 15.4130532 51.0262539, 15.4130317 51.026285, 15.4129814 51.0263275, 15.4129436 51.0263459, 15.4129014 51.0263571, 15.4128281 51.0263668, 15.4116805 51.0264661, 15.4108968 51.0265483, 15.4108464 51.0265582, 15.4107691 51.0265997, 15.4107144 51.026618, 15.4106588 51.0266268, 15.4103043 51.0266517)",20,3,,
337207756,False,1,,Za Kwisą,residential,True,242.23199999999994,"LINESTRING (15.4103043 51.0266517, 15.4106588 51.0266268, 15.4107144 51.026618, 15.4107691 51.0265997, 15.4108464 51.0265582, 15.4108968 51.0265483, 15.4116805 51.0264661, 15.4128281 51.0263668, 15.4129014 51.0263571, 15.4129436 51.0263459, 15.4129814 51.0263275, 15.4130317 51.026285, 15.4130532 51.0262539, 15.4131713 51.0259009)",20,3,,
"[168914002, 751977542]",True,,,Garncarska,residential,False,213.543,"LINESTRING (15.4139906 51.0269791, 15.4139105 51.0269962, 15.4138822 51.0270038, 15.4134266 51.0271481, 15.4133274 51.0271694, 15.4132297 51.0271826, 15.4131457 51.027197, 15.4130415 51.0272367, 15.4129561 51.0272869, 15.4128317 51.0274085, 15.4127673 51.0274862, 15.4128511 51.0276388, 15.4128899 51.0277095, 15.4130079 51.0279635, 15.4130511 51.0280847, 15.4130671 51.0281832, 15.4130778 51.0282679, 15.4130795 51.0282984, 15.4130816 51.0283352, 15.4130833 51.0283665, 15.4130863 51.0284199)",,,,
"[168914040, 751977541, 751981095, 397555656]",False,2,360,Sanatoryjna,secondary,False,131.076,"LINESTRING (15.4139906 51.0269791, 15.4139734 51.0269346, 15.4138628 51.0266509, 15.4138211 51.0265327, 15.4137794 51.0264145, 15.4137161 51.0262544, 15.4136046 51.0260425, 15.4135467 51.0259579, 15.4134959 51.0259041, 15.4134439 51.0258588)",50,,,yes
174304024,False,,,Rzeczna,tertiary,True,77.594,"LINESTRING (15.4139906 51.0269791, 15.4140902 51.0269573, 15.414581 51.0268106, 15.4146153 51.0267979, 15.4148921 51.0266662, 15.4149538 51.0266408)",,,,
176553317,False,2,360,Sanatoryjna,secondary,True,86.50000000000001,"LINESTRING (15.4139906 51.0269791, 15.4140012 51.0270431, 15.4139533 51.0273682, 15.413953 51.0273977, 15.4139706 51.0274942, 15.4139929 51.0275834, 15.4140285 51.0276392, 15.4141376 51.0277252)",50,,,
401300442,False,,,Rynek,residential,True,11.903,"LINESTRING (15.4148907 51.0276794, 15.4149155 51.0275735)",,,,
401298613,True,2,360,Rynek,secondary,False,42.882,"LINESTRING (15.4148907 51.0276794, 15.4149078 51.027778, 15.4149379 51.0279911, 15.4149487 51.0280633)",,,,
176553317,False,2,360,Sanatoryjna,secondary,False,86.5,"LINESTRING (15.4141376 51.0277252, 15.4140285 51.0276392, 15.4139929 51.0275834, 15.4139706 51.0274942, 15.413953 51.0273977, 15.4139533 51.0273682, 15.4140012 51.0270431, 15.4139906 51.0269791)",50,,,
236075471,True,2,360,Rynek,secondary,False,52.913,"LINESTRING (15.4141376 51.0277252, 15.4143149 51.0277138, 15.4145217 51.0277014, 15.4147824 51.0276859, 15.4148907 51.0276794)",50,,,
366251534,False,,,Wojska Polskiego,tertiary,True,11.658,"LINESTRING (15.4165217 51.0279121, 15.416355 51.0279125)",,,,
742055425,False,,,Wojska Polskiego,tertiary,False,8.657,"LINESTRING (15.4165217 51.0279121, 15.4166453 51.0279163)",,,,
"[401507169, 366251535]",True,,,Grodzka,residential,False,145.169,"LINESTRING (15.4165217 51.0279121, 15.4165234 51.027828, 15.4165154 51.0277926, 15.4164671 51.0277226, 15.41638 51.0276448, 15.4161169 51.0274818, 15.4160729 51.0274545, 15.4160565 51.0274491, 15.416038 51.0274444, 15.4160025 51.027444, 15.4152649 51.0275469, 15.4149155 51.0275735)",,,,
526045793,False,,,Partyzantów,residential,True,23.288,"LINESTRING (15.4134193 51.0284192, 15.4130863 51.0284199)",,,,
401586997,False,,,Wąska,residential,False,91.959,"LINESTRING (15.4134193 51.0284192, 15.4134147 51.0283759, 15.4133869 51.0281109, 15.4141261 51.028022, 15.4141959 51.0280136)",,,,
526045793,False,,,Partyzantów,residential,False,52.069,"LINESTRING (15.4134193 51.0284192, 15.4135708 51.0284114, 15.4140662 51.0283675, 15.4141575 51.0283593)",,,,
168914022,False,,,Parkowa,unclassified,True,172.25199999999998,"LINESTRING (15.4133509 51.0293451, 15.4132968 51.0293809, 15.4132571 51.0295408, 15.4132439 51.0297081, 15.4132142 51.0299231, 15.4131944 51.0302754, 15.4131564 51.0305765, 15.4132033 51.030711, 15.4132487 51.0308169, 15.4132779 51.0308662)",,,,
401504855,True,,,Garncarska,residential,False,106.133,"LINESTRING (15.4133509 51.0293451, 15.4133104 51.0293135, 15.4132675 51.0292513, 15.4132015 51.0291489, 15.4131479 51.029036, 15.4131137 51.0288645, 15.4130863 51.0284199)",,,,
"[168914018, 374926587]",False,,,Stefana Żeromskiego,living_street,True,325.713,"LINESTRING (15.417201 51.0313132, 15.4172458 51.0312667, 15.4173903 51.0311252, 15.4175618 51.0309571, 15.4176023 51.0309535, 15.4176462 51.0309556, 15.4177054 51.0309604, 15.4177622 51.0309616, 15.4178389 51.0309544, 15.4179058 51.0309443, 15.4179892 51.0309318, 15.4180944 51.0309108, 15.4181294 51.0309003, 15.418167 51.0308865, 15.4181868 51.0308694, 15.4182016 51.0308453, 15.4182463 51.030752, 15.4182617 51.0307014, 15.4182653 51.0306607, 15.4182612 51.030618, 15.4182556 51.030577, 15.4182588 51.0305244, 15.4182745 51.0304532, 15.418284 51.0303887, 15.4182773 51.0303556, 15.4182664 51.030329, 15.4182357 51.030284, 15.4182024 51.0302483, 15.4181513 51.0302036, 15.4180883 51.0301574, 15.4179449 51.0300656, 15.4177 51.0298973, 15.4174895 51.0297547, 15.4169356 51.0293871, 15.4166473 51.0292067, 15.4166237 51.0291899)",,,,
401300442,False,,,Rynek,residential,False,11.903,"LINESTRING (15.4149155 51.0275735, 15.4148907 51.0276794)",,,,
366251534,False,,,Wojska Polskiego,tertiary,False,11.658,"LINESTRING (15.416355 51.0279125, 15.4165217 51.0279121)",,,,
277146061,True,,,Wojska Polskiego,tertiary,False,100.043,"LINESTRING (15.416355 51.0279125, 15.4160847 51.0279173, 15.4159349 51.0279285, 15.415763 51.0279499, 15.4149487 51.0280633)",,,,
366251533,False,,,Źródlana,residential,True,39.515,"LINESTRING (15.416355 51.0279125, 15.4163375 51.0281838, 15.4163496 51.0282673)",,,,
375290847,False,,,Rzeczna,residential,False,99.72699999999999,"LINESTRING (15.4151503 51.0240377, 15.4150166 51.0240194, 15.414558 51.023952, 15.4140147 51.0238429, 15.4138193 51.0237928, 15.413786 51.023783)",,,,
401743213,False,,,Rzeczna,residential,True,198.71300000000002,"LINESTRING (15.4151503 51.0240377, 15.4152138 51.0240413, 15.4152356 51.0240418, 15.4156452 51.0236002, 15.4156734 51.0235771, 15.4157116 51.0235603, 15.4158136 51.0235394, 15.4158701 51.0235394, 15.4167955 51.023623, 15.4175384 51.0236928)",,,,
404548201,False,,,Rzeczna,tertiary,False,33.918,"LINESTRING (15.4151503 51.0240377, 15.415128 51.0240987, 15.4151147 51.0241562, 15.4150904 51.0243399)",,,,
375290847,False,,,Rzeczna,residential,True,99.727,"LINESTRING (15.413786 51.023783, 15.4138193 51.0237928, 15.4140147 51.0238429, 15.414558 51.023952, 15.4150166 51.0240194, 15.4151503 51.0240377)",,,,
"[174304024, 404548201, 174304025]",False,,,Rzeczna,tertiary,False,244.619,"LINESTRING (15.4150904 51.0243399, 15.4150904 51.0245397, 15.4150749 51.0247688, 15.4150649 51.0249167, 15.4150663 51.0249641, 15.4150779 51.02503, 15.4150883 51.0250793, 15.4154597 51.0259157, 15.4155244 51.0261216, 15.4155326 51.0261743, 15.415535 51.0262406, 15.4155291 51.0262985, 15.4155113 51.0264259, 15.4155002 51.0264588, 15.4154801 51.0264784, 15.4154564 51.02649)",,,,yes
404548201,False,,,Rzeczna,tertiary,True,33.918,"LINESTRING (15.4150904 51.0243399, 15.4151147 51.0241562, 15.415128 51.0240987, 15.4151503 51.0240377)",,,,
"[292042240, 277146130, 367525242]",False,,,Wojska Polskiego,tertiary,True,154.937,"LINESTRING (15.4189121 51.0277685, 15.4184549 51.0278398, 15.4183962 51.0278467, 15.4180639 51.027893, 15.4180247 51.0278986, 15.4179115 51.0279083, 15.4178008 51.0279156, 15.4176758 51.0279191, 15.4170806 51.0279258, 15.4169001 51.0279269, 15.4167228 51.0279201)",,,,yes
376297105,False,,,Boczna,residential,False,85.196,"LINESTRING (15.4189121 51.0277685, 15.4189 51.027737, 15.4188236 51.0275375, 15.4187713 51.0273667, 15.4187491 51.027295, 15.4185245 51.0270514)",,,,
376297105,False,,,Boczna,residential,True,85.196,"LINESTRING (15.4185245 51.0270514, 15.4187491 51.027295, 15.4187713 51.0273667, 15.4188236 51.0275375, 15.4189 51.027737, 15.4189121 51.0277685)",,,,
"[401370107, 376399151]",False,,,Malownicza,residential,True,278.377,"LINESTRING (15.410599 51.0293892, 15.4110092 51.0300881, 15.4112044 51.0304194, 15.4112971 51.0305428, 15.4114782 51.0306889, 15.4115675 51.0307708, 15.4116928 51.0308417, 15.4117977 51.0308886, 15.4120803 51.0309826, 15.4128085 51.0312705, 15.4128589 51.0313157)",,,,
