osmid,ref,name,highway,oneway,reversed,length,geometry,access,width
167489241,,Stanisława Moniuszki,residential,False,False,306.601,"LINESTRING (20.5523362 51.136063, 20.5567112 51.1358047)",,
171041634,,Górnicza,residential,False,False,64.482,"LINESTRING (20.5523362 51.136063, 20.5524585 51.1366378)",permissive,3
171041634,,Górnicza,residential,False,True,86.94,"LINESTRING (20.5523362 51.136063, 20.5522124 51.135285)",permissive,3
167489240,,Stefana Żeromskiego,residential,False,False,126.078,"LINESTRING (20.5618815 51.1374496, 20.5619629 51.1371699, 20.5619777 51.1371171, 20.5621972 51.1363332)",,
167489240,,Stefana Żeromskiego,residential,False,True,82.076,"LINESTRING (20.5618815 51.1374496, 20.5618745 51.1374764, 20.561795 51.137779, 20.5616902 51.1381779)",,
167489240,,Stefana Żeromskiego,residential,False,False,82.076,"LINESTRING (20.5616902 51.1381779, 20.561795 51.137779, 20.5618745 51.1374764, 20.5618815 51.1374496)",,
380626005,42,Marszałka Józefa Piłsudskiego,primary,False,False,135.63099999999997,"LINESTRING (20.5616902 51.1381779, 20.5615075 51.1381919, 20.5606381 51.1382585, 20.5599986 51.1383075, 20.5597605 51.1383257)",,
171041607,,Juliusza Słowackiego,residential,False,False,72.949,"LINESTRING (20.5599955 51.1362488, 20.5601981 51.1362604, 20.5610391 51.1362874)",,
171041640,,1000-lecia,residential,False,False,82.804,"LINESTRING (20.5599955 51.1362488, 20.5600793 51.1358221, 20.5601124 51.1356537, 20.5601513 51.1355107)",,
173576382,,Zygmunta Krasińskiego,residential,False,True,221.81,"LINESTRING (20.5599955 51.1362488, 20.5591429 51.1362341, 20.5588671 51.1362503, 20.5577457 51.1363163, 20.5568269 51.1363704)",,
637920922,,1000-lecia,residential,False,True,96.568,"LINESTRING (20.5599955 51.1362488, 20.5597428 51.1370467, 20.5597257 51.1371006)",,
38863006,,Górnicza,residential,False,False,104.294,"LINESTRING (20.5524585 51.1366378, 20.5526278 51.1375697)",,
167489243,,Zygmunta Krasińskiego,residential,False,False,306.236,"LINESTRING (20.5524585 51.1366378, 20.5568269 51.1363704)",,
171041634,,Górnicza,residential,False,True,64.482,"LINESTRING (20.5524585 51.1366378, 20.5523362 51.136063)",permissive,3
171041606,,Jana Pawła II,residential,False,True,115.2,"LINESTRING (20.5563756 51.133967, 20.5564324 51.134233, 20.5565738 51.1349955)",,
276437180,,Jana Kochanowskiego,residential,False,True,112.69299999999998,"LINESTRING (20.5563756 51.133967, 20.5565651 51.1339586, 20.5567759 51.1339587, 20.5570533 51.1339646, 20.5573495 51.133994, 20.5577988 51.1340527, 20.5579749 51.1340687)",,
"[171041634, 355331652]",,"['Górnicza', 'Jana Kochanowskiego']",residential,False,False,421.57099999999997,"LINESTRING (20.5563756 51.133967, 20.5561664 51.1339804, 20.5546881 51.1340645, 20.5521565 51.134219, 20.552079 51.1342241, 20.5520319 51.1342483, 20.5520225 51.1342849, 20.5520228 51.1343391, 20.5520464 51.1344959, 20.5522124 51.135285)",permissive,3
"[171041611, 276437180]",,"['Mikołaja Reja', 'Jana Kochanowskiego']",residential,False,False,152.68900000000002,"LINESTRING (20.5600702 51.1344243, 20.5599651 51.1344244, 20.559602 51.1343745, 20.559119 51.1343157, 20.558594 51.1342451, 20.5583796 51.134203, 20.558205 51.1341489, 20.5579749 51.1340687)",,
171041640,,1000-lecia,residential,False,True,124.15800000000002,"LINESTRING (20.5600702 51.1344243, 20.5602334 51.1349421, 20.5602789 51.1350055, 20.5602878 51.1350483, 20.560293 51.1350902, 20.5603001 51.1351478, 20.5602887 51.1352221, 20.560168 51.1354538, 20.5601513 51.1355107)",,
167489240,,Stefana Żeromskiego,residential,False,True,104.26,"LINESTRING (20.5620811 51.1346391, 20.5622109 51.1349872, 20.562224 51.1350225, 20.5622464 51.1352797, 20.5622433 51.135566)",,
171041606,,Jana Pawła II,residential,False,True,90.488,"LINESTRING (20.5565738 51.1349955, 20.5567112 51.1358047)",,
171041606,,Jana Pawła II,residential,False,False,115.2,"LINESTRING (20.5565738 51.1349955, 20.5564324 51.134233, 20.5563756 51.133967)",,
561524765,,Mikołaja Reja,residential,False,False,306.077,"LINESTRING (20.5565738 51.1349955, 20.5552249 51.1350618, 20.5538751 51.1351492, 20.5522124 51.135285)",,
"[527562989, 561524765]",,Mikołaja Reja,residential,False,"[False, True]",186.31,"LINESTRING (20.5565738 51.1349955, 20.5576319 51.1349328, 20.5578226 51.1349029, 20.5579117 51.1348793, 20.557954 51.134844, 20.5579762 51.1347999, 20.5579636 51.1346223, 20.5579486 51.1344932, 20.5579374 51.1344181, 20.5579337 51.1343125, 20.5579337 51.1342467, 20.5579412 51.1341833, 20.5579749 51.1340687)",,
171041634,,Górnicza,residential,False,False,86.94,"LINESTRING (20.5522124 51.135285, 20.5523362 51.136063)",permissive,3
"[171041634, 355331652]",,"['Górnicza', 'Jana Kochanowskiego']",residential,False,True,421.571,"LINESTRING (20.5522124 51.135285, 20.5520464 51.1344959, 20.5520228 51.1343391, 20.5520225 51.1342849, 20.5520319 51.1342483, 20.552079 51.1342241, 20.5521565 51.134219, 20.5546881 51.1340645, 20.5561664 51.1339804, 20.5563756 51.133967)",permissive,3
561524765,,Mikołaja Reja,residential,False,True,306.077,"LINESTRING (20.5522124 51.135285, 20.5538751 51.1351492, 20.5552249 51.1350618, 20.5565738 51.1349955)",,
171041610,,Marii Konopnickiej,residential,False,False,71.696,"LINESTRING (20.5601513 51.1355107, 20.5611782 51.135534)",,
171041640,,1000-lecia,residential,False,False,124.15799999999999,"LINESTRING (20.5601513 51.1355107, 20.560168 51.1354538, 20.5602887 51.1352221, 20.5603001 51.1351478, 20.560293 51.1350902, 20.5602878 51.1350483, 20.5602789 51.1350055, 20.5602334 51.1349421, 20.5600702 51.1344243)",,
171041640,,1000-lecia,residential,False,True,82.804,"LINESTRING (20.5601513 51.1355107, 20.5601124 51.1356537, 20.5600793 51.1358221, 20.5599955 51.1362488)",,
171041610,,Marii Konopnickiej,residential,False,True,71.696,"LINESTRING (20.5611782 51.135534, 20.5601513 51.1355107)",,
171041597,,Adama Mickiewicza,residential,False,True,84.33500000000001,"LINESTRING (20.5611782 51.135534, 20.561119 51.1358547, 20.5610694 51.1361231, 20.5610391 51.1362874)",,
171041610,,Marii Konopnickiej,residential,False,False,74.4,"LINESTRING (20.5611782 51.135534, 20.561247 51.1355361, 20.5614833 51.1355432, 20.5622433 51.135566)",,
167489240,,Stefana Żeromskiego,residential,False,False,104.25999999999999,"LINESTRING (20.5622433 51.135566, 20.5622464 51.1352797, 20.562224 51.1350225, 20.5622109 51.1349872, 20.5620811 51.1346391)",,
167489240,,Stefana Żeromskiego,residential,False,True,85.369,"LINESTRING (20.5622433 51.135566, 20.5622146 51.1360443, 20.5621972 51.1363332)",,
"[171041610, 354391204]",,Marii Konopnickiej,residential,False,False,159.449,"LINESTRING (20.5622433 51.135566, 20.5633043 51.1356066, 20.5633221 51.1359298, 20.5631741 51.1361413, 20.5631191 51.1362463, 20.5631076 51.1363481)",,
171041610,,Marii Konopnickiej,residential,False,True,74.39999999999999,"LINESTRING (20.5622433 51.135566, 20.5614833 51.1355432, 20.561247 51.1355361, 20.5611782 51.135534)",,
171041607,,Juliusza Słowackiego,residential,False,False,80.963,"LINESTRING (20.5610391 51.1362874, 20.5621972 51.1363332)",,
171041597,,Adama Mickiewicza,residential,False,False,84.33500000000001,"LINESTRING (20.5610391 51.1362874, 20.5610694 51.1361231, 20.561119 51.1358547, 20.5611782 51.135534)",,
171041607,,Juliusza Słowackiego,residential,False,True,72.949,"LINESTRING (20.5610391 51.1362874, 20.5601981 51.1362604, 20.5599955 51.1362488)",,
171041607,,Juliusza Słowackiego,residential,False,True,63.54900000000001,"LINESTRING (20.5631076 51.1363481, 20.5627754 51.136347, 20.5621972 51.1363332)",,
"[171041610, 354391204]",,Marii Konopnickiej,residential,False,True,159.44899999999998,"LINESTRING (20.5631076 51.1363481, 20.5631191 51.1362463, 20.5631741 51.1361413, 20.5633221 51.1359298, 20.5633043 51.1356066, 20.5622433 51.135566)",,
276437180,,Jana Kochanowskiego,residential,False,False,112.693,"LINESTRING (20.5579749 51.1340687, 20.5577988 51.1340527, 20.5573495 51.133994, 20.5570533 51.1339646, 20.5567759 51.1339587, 20.5565651 51.1339586, 20.5563756 51.133967)",,
"[171041611, 276437180]",,"['Mikołaja Reja', 'Jana Kochanowskiego']",residential,False,True,152.68900000000002,"LINESTRING (20.5579749 51.1340687, 20.558205 51.1341489, 20.5583796 51.134203, 20.558594 51.1342451, 20.559119 51.1343157, 20.559602 51.1343745, 20.5599651 51.1344244, 20.5600702 51.1344243)",,
"[561524765, 527562989]",,Mikołaja Reja,residential,False,"[False, True]",186.31,"LINESTRING (20.5579749 51.1340687, 20.5579412 51.1341833, 20.5579337 51.1342467, 20.5579337 51.1343125, 20.5579374 51.1344181, 20.5579486 51.1344932, 20.5579636 51.1346223, 20.5579762 51.1347999, 20.557954 51.134844, 20.5579117 51.1348793, 20.5578226 51.1349029, 20.5576319 51.1349328, 20.5565738 51.1349955)",,
167489241,,Stanisława Moniuszki,residential,False,True,60.871,"LINESTRING (20.5575791 51.135749, 20.5567112 51.1358047)",,
554443692,,Stanisława Moniuszki,residential,False,False,23.058,"LINESTRING (20.5575791 51.135749, 20.5575399 51.1355431)",,
167489241,,Stanisława Moniuszki,residential,False,False,11.004000000000001,"LINESTRING (20.5575791 51.135749, 20.5576499 51.1357444, 20.557736 51.1357389)",,
554443692,,Stanisława Moniuszki,residential,False,True,23.058,"LINESTRING (20.5575399 51.1355431, 20.5575791 51.135749)",,
