osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,ref,access
29152626,Pogodna,residential,False,False,205.863,"LINESTRING (16.2353735 50.4377303, 16.2355675 50.4383621, 16.2355839 50.4384164, 16.2356038 50.4384822, 16.2356199 50.4385452, 16.2356685 50.438736, 16.2356642 50.4389554, 16.2356458 50.4392148, 16.2356495 50.4392341, 16.2356708 50.4393442, 16.2357391 50.4394622, 16.2358262 50.4395368)",,,,
49806863,Aleja Jana Pawła II,tertiary,False,False,120.79,"LINESTRING (16.2413583 50.4421546, 16.2412253 50.4421737, 16.2411643 50.4421829, 16.2411066 50.4421931, 16.2410588 50.4422055, 16.2410158 50.4422226, 16.2403525 50.4425638, 16.2399661 50.4427576)",2,50,,
323799187,Zdrojowa,secondary,False,True,213.19400000000002,"LINESTRING (16.2413583 50.4421546, 16.2413155 50.4420712, 16.2412493 50.4419298, 16.2412303 50.4418894, 16.2409896 50.4413785, 16.2408464 50.4410715, 16.2407625 50.4408941, 16.2406824 50.4407249, 16.2406555 50.440668, 16.2406366 50.440629, 16.2404869 50.4403194)",2,50,387,
389753249,Zdrojowa,secondary,False,True,306.327,"LINESTRING (16.2413583 50.4421546, 16.2413852 50.4422035, 16.2414264 50.4422721, 16.2414654 50.442328, 16.241504 50.4423769, 16.2415489 50.4424223, 16.2416064 50.4424685, 16.2416718 50.4425171, 16.2417511 50.4425672, 16.2418282 50.4426112, 16.2419048 50.4426489, 16.2419854 50.4426779, 16.2420592 50.4427039, 16.2421359 50.442724, 16.2422138 50.4427381, 16.2423075 50.4427525, 16.2424293 50.4427592, 16.2425197 50.4427598, 16.2426058 50.4427595, 16.2427085 50.4427547, 16.2427992 50.442749, 16.2429014 50.4427386, 16.2429903 50.4427264, 16.2430938 50.4427048, 16.2431759 50.442685, 16.2433455 50.4426291, 16.2436378 50.442535, 16.2440067 50.4424149, 16.2441011 50.4423867, 16.244172 50.4423696, 16.2442581 50.4423555, 16.2443722 50.4423444, 16.2445065 50.4423356, 16.2447226 50.4423211, 16.2448132 50.4423153, 16.2448728 50.4423078, 16.2449276 50.4423004, 16.2449755 50.4422911, 16.2450202 50.4422809, 16.2450754 50.4422635)",2,50,387,
223110473,Cypriana Kamila Norwida,residential,False,False,18.868,"LINESTRING (16.2425303 50.4378048, 16.2425482 50.4376355)",,,,
488473583,Szkolna,residential,False,False,14.259,"LINESTRING (16.2425303 50.4378048, 16.2426995 50.4377353)",,,,
488473584,Szkolna,residential,False,True,28.202,"LINESTRING (16.2425303 50.4378048, 16.2421921 50.4379387)",,,,
145640856,Szkolna,residential,False,True,46.941,"LINESTRING (16.2425303 50.4378048, 16.2425687 50.4379713, 16.2426218 50.4382229)",,,,
488473584,Szkolna,residential,False,False,28.202,"LINESTRING (16.2421921 50.4379387, 16.2425303 50.4378048)",,,,
29152612,Szkolna,residential,False,True,201.70700000000002,"LINESTRING (16.2421921 50.4379387, 16.2420259 50.438009, 16.2408917 50.4385267, 16.2408189 50.4385569, 16.2407667 50.4385734, 16.2406807 50.4385971, 16.2405919 50.4386179, 16.2405153 50.4386329, 16.2404438 50.4386405, 16.2403057 50.4386401, 16.2400865 50.4386311, 16.2398275 50.4386147, 16.2397965 50.4386186, 16.2396812 50.438633)",,,,
323799185,Adama Mickiewicza,residential,False,False,44.532,"LINESTRING (16.2439487 50.4391058, 16.2443822 50.4388157)",,,,
333173021,Adama Mickiewicza,residential,False,False,199.95199999999997,"LINESTRING (16.2439487 50.4391058, 16.2432337 50.4394796, 16.2428316 50.4396553, 16.2424441 50.4398247, 16.2417344 50.4401349, 16.2416582 50.4401504)",,,,
488473582,Szkolna,residential,False,True,135.9,"LINESTRING (16.2439487 50.4391058, 16.2436627 50.4389155, 16.2426218 50.4382229)",,,,
49939744,Juliusza Słowackiego,residential,False,False,466.121,"LINESTRING (16.2416582 50.4401504, 16.2426094 50.4412576, 16.2426609 50.441297, 16.2427157 50.441325, 16.242783 50.4413436, 16.2428453 50.4413403, 16.242905 50.4413256, 16.2429555 50.4413095, 16.2434276 50.4410662, 16.2439303 50.4407847, 16.2442508 50.4405553, 16.244768 50.4401905, 16.2450537 50.4400045, 16.2453799 50.4398151, 16.2459559 50.43945)",,,,
333173021,Adama Mickiewicza,residential,False,False,85.056,"LINESTRING (16.2416582 50.4401504, 16.2412033 50.4402128, 16.241041 50.4402367, 16.2407493 50.4402796, 16.2407182 50.440284, 16.2406001 50.4403009, 16.2404869 50.4403194)",,,,
333173021,Adama Mickiewicza,residential,False,True,199.952,"LINESTRING (16.2416582 50.4401504, 16.2417344 50.4401349, 16.2424441 50.4398247, 16.2428316 50.4396553, 16.2432337 50.4394796, 16.2439487 50.4391058)",,,,
49806866,Zdrojowa,secondary,False,True,39.384,"LINESTRING (16.2457159 50.4420571, 16.2457945 50.4420582, 16.245867 50.4420639, 16.2459543 50.4420764, 16.246033 50.4420954, 16.2460993 50.4421154, 16.2461612 50.4421415, 16.2462278 50.4421733)",2,50,387,
281194706,Zdrojowa,secondary,False,False,29.762999999999998,"LINESTRING (16.2457159 50.4420571, 16.245622 50.4420661, 16.2455396 50.44208, 16.2454741 50.4420958, 16.2453997 50.442119, 16.2453268 50.4421495)",2,50,387,
244970303,1 Maja,secondary,False,False,101.88000000000001,"LINESTRING (16.2475435 50.4424959, 16.2472281 50.4424598, 16.2470339 50.4424376, 16.2469116 50.4424201, 16.246795 50.4423988, 16.2466782 50.4423693, 16.2465644 50.4423354, 16.246469 50.4422986, 16.2463567 50.4422446, 16.2462278 50.4421733)",2,50,387,
384164285,1 Maja,secondary,False,True,80.266,"LINESTRING (16.2475435 50.4424959, 16.2477836 50.4425222, 16.2479749 50.4425439, 16.2481792 50.4425712, 16.2484918 50.4426142, 16.2486534 50.442641)",2,50,387,
49806864,Słoneczna,residential,True,False,178.63400000000001,"LINESTRING (16.2462278 50.4421733, 16.2462944 50.4421102, 16.2466006 50.4418041, 16.2468652 50.4414917, 16.247474 50.4407776)",,50,,
49806866,Zdrojowa,secondary,False,False,39.384,"LINESTRING (16.2462278 50.4421733, 16.2461612 50.4421415, 16.2460993 50.4421154, 16.246033 50.4420954, 16.2459543 50.4420764, 16.245867 50.4420639, 16.2457945 50.4420582, 16.2457159 50.4420571)",2,50,387,
244970303,1 Maja,secondary,False,True,101.88,"LINESTRING (16.2462278 50.4421733, 16.2463567 50.4422446, 16.246469 50.4422986, 16.2465644 50.4423354, 16.2466782 50.4423693, 16.246795 50.4423988, 16.2469116 50.4424201, 16.2470339 50.4424376, 16.2472281 50.4424598, 16.2475435 50.4424959)",2,50,387,
384164285,1 Maja,secondary,False,False,80.26599999999999,"LINESTRING (16.2486534 50.442641, 16.2484918 50.4426142, 16.2481792 50.4425712, 16.2479749 50.4425439, 16.2477836 50.4425222, 16.2475435 50.4424959)",2,50,387,
29152626,Pogodna,residential,False,False,35.95399999999999,"LINESTRING (16.2358262 50.4395368, 16.2360088 50.439671, 16.2361759 50.4397706)",,,,
29152626,Pogodna,residential,False,True,205.863,"LINESTRING (16.2358262 50.4395368, 16.2357391 50.4394622, 16.2356708 50.4393442, 16.2356495 50.4392341, 16.2356458 50.4392148, 16.2356642 50.4389554, 16.2356685 50.438736, 16.2356199 50.4385452, 16.2356038 50.4384822, 16.2355839 50.4384164, 16.2355675 50.4383621, 16.2353735 50.4377303)",,,,
29152626,Pogodna,residential,False,False,357.202,"LINESTRING (16.2376777 50.4403762, 16.2379974 50.4404022, 16.2383661 50.4404278, 16.238776 50.440454, 16.2388773 50.4404757, 16.2389965 50.4405226, 16.239104 50.4405796, 16.2391971 50.4406488, 16.2392689 50.4407275, 16.2393352 50.4408344, 16.2393585 50.4408908, 16.2394149 50.4410377, 16.2397812 50.4421829, 16.2399391 50.4426961, 16.2399661 50.4427576)",,,,
29152626,Pogodna,residential,False,True,128.51100000000002,"LINESTRING (16.2376777 50.4403762, 16.2375674 50.4403679, 16.2372716 50.440315, 16.2369864 50.4402147, 16.2368068 50.4401306, 16.2367628 50.4401085, 16.2366327 50.4400429, 16.2361759 50.4397706)",,,,
148429668,Zesłanców Sybiru,residential,False,False,206.94799999999998,"LINESTRING (16.2376777 50.4403762, 16.2391782 50.4394882, 16.2392671 50.4394622, 16.2393895 50.4394362, 16.2398728 50.4393389, 16.2400055 50.4393101)",,,,
