osmid,name,highway,oneway,reversed,length,geometry,maxspeed,bridge,junction
172973036,Kościelna,residential,False,True,42.133,"LINESTRING (15.8263842 52.1624492, 15.8263071 52.1624642, 15.825805 52.1625807)",,,
172973053,Rynek,tertiary,False,False,11.747,"LINESTRING (15.8263842 52.1624492, 15.8264011 52.1623991, 15.8264537 52.1623552)",40,,
"[190625594, 27563741]",Marszałka Józefa Piłsudskiego,tertiary,False,True,61.847,"LINESTRING (15.8263842 52.1624492, 15.8264063 52.1625382, 15.8265897 52.1628531, 15.8266272 52.1629109, 15.8266693 52.1629755)",40,,
24622058,Kargowska,tertiary,False,True,83.805,"LINESTRING (15.8303639 52.1638443, 15.8292726 52.1641906)",,,
24622058,Kargowska,tertiary,False,False,56.116,"LINESTRING (15.8303639 52.1638443, 15.8304851 52.1638047, 15.8307364 52.1637234, 15.831095 52.1636129)",,,
172973044,Poprzeczna,residential,False,True,100.263,"LINESTRING (15.8303639 52.1638443, 15.8302446 52.1646941, 15.8302386 52.1647427)",,,
84810320,Marszałka Józefa Piłsudskiego,tertiary,False,True,47.518,"LINESTRING (15.8280294 52.1683339, 15.828212 52.1679215)",,,
24622062,Jurija Gagarina,residential,False,False,112.22500000000001,"LINESTRING (15.8280294 52.1683339, 15.8280968 52.1683451, 15.8282209 52.1683583, 15.8291804 52.1684431, 15.8295294 52.1684647, 15.8296583 52.1684727)",,,
84810320,Marszałka Józefa Piłsudskiego,tertiary,False,False,64.482,"LINESTRING (15.8280294 52.1683339, 15.8279331 52.1685579, 15.8279231 52.1685831, 15.8278505 52.1687593, 15.827835 52.1688143, 15.8278087 52.1688975)",,,
172977221,Za Ratuszem,residential,False,True,125.585,"LINESTRING (15.8275553 52.1621656, 15.827682 52.1621433, 15.8277367 52.1621569, 15.8277852 52.1621712, 15.8283165 52.1620605, 15.8283347 52.162046, 15.8280719 52.1614506)",,,
306711089,Rynek,residential,True,False,42.662,"LINESTRING (15.8275553 52.1621656, 15.827487 52.1620535, 15.8274022 52.1619142, 15.8273519 52.1618821, 15.8272474 52.1618521)",,,
"[190625594, 27563741]",Marszałka Józefa Piłsudskiego,tertiary,False,False,61.846999999999994,"LINESTRING (15.8266693 52.1629755, 15.8266272 52.1629109, 15.8265897 52.1628531, 15.8264063 52.1625382, 15.8263842 52.1624492)",40,,
"[24977846, 27563741, 27563742]","['Babi most', 'Marszałka Józefa Piłsudskiego']",tertiary,False,"[False, True]",53.578,"LINESTRING (15.8266693 52.1629755, 15.826717 52.1630286, 15.8267948 52.163114, 15.8269411 52.163292, 15.8270379 52.1634009)",,yes,
172973025,Dworcowa,residential,False,False,28.331000000000003,"LINESTRING (15.8266693 52.1629755, 15.8266143 52.1630031, 15.8263402 52.1631309)",,,
172973074,Botaniczna,residential,False,False,105.66,"LINESTRING (15.8278087 52.1688975, 15.8262639 52.1688254)",,,
84810320,Marszałka Józefa Piłsudskiego,tertiary,False,True,64.482,"LINESTRING (15.8278087 52.1688975, 15.827835 52.1688143, 15.8278505 52.1687593, 15.8279231 52.1685831, 15.8279331 52.1685579, 15.8280294 52.1683339)",,,
69585747,,residential,False,False,469.32299999999987,"LINESTRING (15.8268237 52.1658746, 15.8267928 52.165834, 15.8267142 52.1656319, 15.8267036 52.1656045, 15.8266647 52.1655883, 15.8250682 52.1656035, 15.824842 52.1656056, 15.8247949 52.1655802, 15.8247657 52.1655367, 15.8247543 52.1654889, 15.8247729 52.1654326, 15.8249195 52.1652286, 15.8249837 52.1651485, 15.8251776 52.1649065, 15.8255313 52.1644649, 15.8256157 52.1643596, 15.8256511 52.1643179, 15.8257354 52.1642183, 15.8258545 52.1640776, 15.8258856 52.1640409, 15.8259322 52.1639779, 15.8260842 52.1637729, 15.8262298 52.1635764, 15.8262822 52.1635356, 15.8263706 52.1634961, 15.826471 52.1634783, 15.8266535 52.1634701, 15.8267229 52.1634559, 15.8267445 52.1634515, 15.8269826 52.1634104, 15.8270379 52.1634009)",,,
264517770,Łąkowa,residential,False,False,82.921,"LINESTRING (15.8268237 52.1658746, 15.8279052 52.1656422, 15.8279709 52.1656277)",,,
264517770,Łąkowa,residential,False,True,140.891,"LINESTRING (15.8268237 52.1658746, 15.82684 52.1659164, 15.8268273 52.1661875, 15.8266255 52.1671323)",,,
84810320,Marszałka Józefa Piłsudskiego,tertiary,False,False,47.518,"LINESTRING (15.828212 52.1679215, 15.8280294 52.1683339)",,,
84810320,Marszałka Józefa Piłsudskiego,tertiary,False,True,265.23,"LINESTRING (15.828212 52.1679215, 15.8284807 52.1673634, 15.8285629 52.1671705, 15.8286017 52.1669707, 15.8285977 52.1668552, 15.8285638 52.1667602, 15.8284955 52.1665927, 15.8283571 52.1663275, 15.8282955 52.1662094, 15.828268 52.1661608, 15.8280218 52.165725, 15.8279709 52.1656277)",,,
271559752,28 Stycznia,living_street,False,False,144.16199999999998,"LINESTRING (15.828212 52.1679215, 15.8282913 52.1679288, 15.8289826 52.1679924, 15.829073 52.1680478, 15.8294502 52.1680795, 15.8295373 52.1681133, 15.8296775 52.1681242, 15.8297088 52.1681501, 15.8297115 52.1681892, 15.8296583 52.1684727)",,,
172977218,Mostowa,residential,False,True,26.288999999999998,"LINESTRING (15.8304317 52.1617016, 15.8304492 52.1617241, 15.8305976 52.161915)",,,
899965610,,residential,False,False,53.935,"LINESTRING (15.8345268 52.1645123, 15.8344916 52.1644306, 15.8344267 52.1642981, 15.8344527 52.1640364)",,,
"[84810312, 84810333]",Wolsztyńska,tertiary,False,True,138.74599999999998,"LINESTRING (15.8337601 52.1649661, 15.8336157 52.1649501, 15.8333766 52.164931, 15.8331272 52.1649158, 15.8330318 52.1649088, 15.8327834 52.164892, 15.8317379 52.1648341)",,,
448970066,Prosta,residential,False,True,107.849,"LINESTRING (15.8337601 52.1649661, 15.8337682 52.164911, 15.8338952 52.1644034, 15.8339323 52.164003)",,,
448970076,Nowa,residential,False,True,35.689,"LINESTRING (15.8339323 52.164003, 15.8344527 52.1640364)",,,
448970066,Prosta,residential,False,False,107.849,"LINESTRING (15.8339323 52.164003, 15.8338952 52.1644034, 15.8337682 52.164911, 15.8337601 52.1649661)",,,
