osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,junction,bridge,tunnel
202651925,True,2,51;512,Warszawska,primary,50,False,8.365,"LINESTRING (20.8080277 54.2490408, 20.8080242 54.249116)",,,
621431554,True,3,51;512,Generała Józefa Bema,primary,50,False,8.286,"LINESTRING (20.8080392 54.2533173, 20.8080656 54.2533902)",,,
231539880,True,,,Generała Józefa Bema,residential,,False,26.888,"LINESTRING (20.8080392 54.2533173, 20.8081469 54.2533071, 20.8082001 54.2533008, 20.8084381 54.2532551)",,,
231539879,True,1,592,Księcia Józefa Poniatowskiego,secondary,50,False,9.852,"LINESTRING (20.8080242 54.249116, 20.8078765 54.2491361)",,,
"[749596609, 202651924]",True,2,51;512,Bohaterów Warszawy,primary,50,False,281.041,"LINESTRING (20.8080242 54.249116, 20.8079991 54.2492757, 20.8079658 54.2493659, 20.8078936 54.2494854, 20.8074393 54.250157, 20.8072782 54.2504064, 20.8072016 54.2505628, 20.8071512 54.2507073, 20.8071111 54.2508767, 20.8070819 54.2510646, 20.8070739 54.2512764, 20.8071247 54.2515525)",,,
100196969,True,1,51;512,rondo Sybiraków,primary,50,False,11.158999999999999,"LINESTRING (20.8071216 54.2572031, 20.8071743 54.2571901, 20.8072311 54.2571858, 20.8072878 54.2571907)",roundabout,,
405563995,True,1,51;512,Generała Józefa Bema,primary,50,False,25.744,"LINESTRING (20.8071216 54.2572031, 20.8071489 54.2571194, 20.8071502 54.2571019, 20.8071522 54.257074, 20.8072103 54.256979)",,,
100196969,True,1,51;512,rondo Sybiraków,primary,50,False,19.463,"LINESTRING (20.8070358 54.2573561, 20.8070206 54.2573222, 20.8070224 54.2572872, 20.8070411 54.257254, 20.8070751 54.2572251, 20.8071216 54.2572031)",roundabout,,
"[100196571, 100196511]",True,"['1', '3']",51;512,Generała Józefa Bema,primary,50,False,161.54299999999998,"LINESTRING (20.8081776 54.2548296, 20.8081014 54.2546211, 20.8080818 54.2545501, 20.8080629 54.2544385, 20.8080344 54.2542147, 20.8080093 54.2540037, 20.807979 54.2537913, 20.8079362 54.2536208, 20.8079233 54.2535804, 20.8079131 54.2535479, 20.807864 54.2533905)",,,
"[100196624, 172946037, 172946031]",False,2,51;512,Generała Józefa Bema,primary,50,True,248.48199999999997,"LINESTRING (20.8081776 54.2548296, 20.8081216 54.2551909, 20.8080561 54.2553983, 20.8079598 54.2556531, 20.8079101 54.2557675, 20.8078132 54.2559684, 20.8077026 54.2561575, 20.8076028 54.2563128, 20.8073201 54.2567206, 20.8072618 54.2568154, 20.8072209 54.256909, 20.8072103 54.256979)",,yes,
231539872,False,,,Generała Józefa Bema,residential,,False,19.143,"LINESTRING (20.8086039 54.2532408, 20.8088643 54.2531602)",,,
172946043,True,2,,Generała Józefa Bema,residential,,False,39.155,"LINESTRING (20.8086039 54.2532408, 20.8084739 54.2532949, 20.8083072 54.2533461, 20.8082407 54.2533646, 20.8081783 54.2533782, 20.8080656 54.2533902)",,,
172946041,False,,,Kazimierza Jagiellończyka,residential,,False,13.879,"LINESTRING (20.8130351 54.2525, 20.8128376 54.2524524)",,,
172946032,False,,,Młynarska,residential,,False,69.00300000000001,"LINESTRING (20.8130351 54.2525, 20.8131158 54.2524035, 20.8132799 54.2522381, 20.8134075 54.2520869, 20.8134753 54.2519387)",,,
172946041,False,,,Kazimierza Jagiellończyka,residential,,True,177.233,"LINESTRING (20.8130351 54.2525, 20.8133422 54.2525608, 20.813942 54.2526692, 20.8140829 54.2526852, 20.8141959 54.2526914, 20.8142768 54.25268, 20.8143805 54.2526547, 20.8144985 54.2526034, 20.8148417 54.2523184, 20.8150232 54.2521784, 20.815102 54.2521332, 20.8152514 54.2520871)",,,
"[172946016, 172946022]",False,,,Kętrzyńska,residential,,"[False, True]",167.70600000000002,"LINESTRING (20.8135046 54.2508509, 20.8135828 54.2509413, 20.8138493 54.2512869, 20.8140685 54.2515874, 20.8141275 54.2517156, 20.8141512 54.251817, 20.8141144 54.2518975, 20.8139816 54.2519325, 20.8138289 54.2519469, 20.8136407 54.2519503, 20.8135449 54.2519436, 20.8134753 54.2519387)",,,
"[172946032, 299857461]",False,,,"['Młynarska', 'Kętrzyńska']",residential,,True,145.142,"LINESTRING (20.8135046 54.2508509, 20.8130935 54.250906, 20.8131126 54.2509999, 20.8131238 54.2510551, 20.8133083 54.2514502, 20.8134688 54.2518603, 20.8134753 54.2519387)",,,
299857461,False,,,Kętrzyńska,residential,,False,100.42500000000001,"LINESTRING (20.8135046 54.2508509, 20.8138073 54.2507846, 20.8139405 54.2507456, 20.8145147 54.2505847, 20.8146183 54.2505583, 20.8149185 54.2504875)",,,
172946040,False,,,Leonarda Turkowskiego,residential,,True,140.287,"LINESTRING (20.8065868 54.250312, 20.8064634 54.2505204, 20.8062489 54.2507656, 20.8062193 54.2507994, 20.806015 54.2512664, 20.8059108 54.2515045)",,,
231539871,False,,,Ignacego Paderewskiego,unclassified,,True,27.046,"LINESTRING (20.804113 54.252676, 20.804506 54.2527563)",,,
231539871,False,,,Ignacego Paderewskiego,unclassified,,False,59.239999999999995,"LINESTRING (20.804113 54.252676, 20.8039836 54.2526513, 20.803248 54.2525073)",,,
231539873,True,,,,unclassified,,False,24.072,"LINESTRING (20.8075396 54.2533049, 20.807623 54.2532706, 20.8076727 54.2532447, 20.8077288 54.2532012, 20.8077691 54.2531422)",,,
452629910,True,,,Ignacego Paderewskiego,unclassified,,False,19.191000000000003,"LINESTRING (20.8075396 54.2533049, 20.8076337 54.2533136, 20.8077066 54.2533163, 20.8078337 54.2533173)",,,
172946039,False,,,Nad Łyną,residential,,False,14.246,"LINESTRING (20.803481 54.2557696, 20.8033065 54.2558472)",,,
172946039,False,,,Nad Łyną,residential,,True,60.573,"LINESTRING (20.803481 54.2557696, 20.803654 54.2556864, 20.8038371 54.2555953, 20.804007 54.2555036, 20.8041703 54.2554036)",,,
1166132925,False,,,Nad Łyną,residential,,True,111.32900000000001,"LINESTRING (20.803481 54.2557696, 20.8026597 54.2554552, 20.8023828 54.2554008, 20.8021331 54.2553814, 20.8019453 54.2553777)",,,
1166132925,False,,,Nad Łyną,residential,,False,111.32900000000001,"LINESTRING (20.8019453 54.2553777, 20.8021331 54.2553814, 20.8023828 54.2554008, 20.8026597 54.2554552, 20.803481 54.2557696)",,,
172946018,False,,512,Księcia Józefa Poniatowskiego,secondary,50,True,68.248,"LINESTRING (20.8065825 54.2492049, 20.8057094 54.2492627, 20.8055401 54.2492798)",,,
231539875,True,2,512,Księcia Józefa Poniatowskiego,secondary,,False,85.296,"LINESTRING (20.8065825 54.2492049, 20.8067828 54.2491735, 20.8076224 54.2490873, 20.807685 54.2490798, 20.8078718 54.2490624)",,,
231539871,False,,,Ignacego Paderewskiego,unclassified,,True,85.292,"LINESTRING (20.8014835 54.2523032, 20.8015967 54.2523131, 20.8023848 54.2523824, 20.8027008 54.2524101, 20.8027811 54.2524197)",,,
1183521136,False,,,Ludwika Mierosławskiego,residential,,False,34.465,"LINESTRING (20.8040612 54.2497793, 20.8040407 54.2495844, 20.8040324 54.2495556, 20.8040082 54.2494713)",,,
