osmid,lanes,name,highway,maxspeed,junction,oneway,reversed,length,geometry,ref,bridge,access
236861720,,Żwirowa,residential,,,False,True,348.248,"LINESTRING (16.4567045 53.0431402, 16.4581631 53.0461468)",,,
438149008,,Boczna,residential,,,False,True,70.11,"LINESTRING (16.4567045 53.0431402, 16.4556654 53.0432255)",,,
438149008,,Boczna,residential,,,False,False,124.208,"LINESTRING (16.4567045 53.0431402, 16.4573125 53.0431064, 16.4574343 53.0430915, 16.4585308 53.0429455)",,,
236861752,,Rzemieślnicza,residential,,,False,True,69.32,"LINESTRING (16.4556654 53.0432255, 16.4559403 53.0438266)",,,
241931161,,Rzemieślnicza,residential,,,False,True,115.692,"LINESTRING (16.4556654 53.0432255, 16.4539415 53.0433168)",,,
438149008,,Boczna,residential,,,False,False,70.11,"LINESTRING (16.4556654 53.0432255, 16.4567045 53.0431402)",,,
241931161,,Rzemieślnicza,residential,,,False,False,115.692,"LINESTRING (16.4539415 53.0433168, 16.4556654 53.0432255)",,,
236861700,,,residential,,,False,False,43.010999999999996,"LINESTRING (16.4539415 53.0433168, 16.4539059 53.0430952, 16.4538693 53.0429325)",,,
236861752,,Rzemieślnicza,residential,,,False,False,69.32,"LINESTRING (16.4559403 53.0438266, 16.4556654 53.0432255)",,,
236861752,,Rzemieślnicza,residential,,,False,True,83.814,"LINESTRING (16.4559403 53.0438266, 16.4562959 53.0445494)",,,
236861693,,Zbigniewa Herberta,residential,,,False,True,130.669,"LINESTRING (16.4559403 53.0438266, 16.4542077 53.0439189, 16.4539932 53.0439296)",,,
236861693,,Zbigniewa Herberta,residential,,,False,False,130.669,"LINESTRING (16.4539932 53.0439296, 16.4542077 53.0439189, 16.4559403 53.0438266)",,,
236811612,2,27 Stycznia,secondary,50,,False,False,112.295,"LINESTRING (16.4645361 53.0440206, 16.4643111 53.0435161, 16.4641002 53.0430453)",178,,
236811612,2,27 Stycznia,secondary,50,,False,True,40.09,"LINESTRING (16.4645361 53.0440206, 16.4646675 53.0443032, 16.4646932 53.0443685)",178,,
"[236861723, 236861692]",,"['Kozia', 'Krótka']",residential,,,False,False,215.81199999999998,"LINESTRING (16.4645361 53.0440206, 16.4643574 53.0440541, 16.4636479 53.0441755, 16.4636323 53.0441419, 16.4633257 53.0434803, 16.4630273 53.0428419)",,,
844646011,,,living_street,20,,False,True,47.244,"LINESTRING (16.4645361 53.0440206, 16.4651395 53.0439982, 16.4651418 53.0440596)",,,
236861732,,Mikołaja Reja,residential,,,False,True,28.145,"LINESTRING (16.4612983 53.0440424, 16.4613551 53.0442057, 16.4613529 53.044252, 16.4613205 53.0442869)",,,
236861717,,Mikołaja Reja,residential,,,False,True,51.425,"LINESTRING (16.4613205 53.0442869, 16.460572 53.0443936)",,,
236861732,,Mikołaja Reja,residential,,,False,False,28.145,"LINESTRING (16.4613205 53.0442869, 16.4613529 53.044252, 16.4613551 53.0442057, 16.4612983 53.0440424)",,,
236861732,,Mikołaja Reja,residential,,,False,True,41.462,"LINESTRING (16.4613205 53.0442869, 16.4612987 53.0443557, 16.4614215 53.0446494)",,,
236861668,,Elizy Orzeszkowej,residential,,,False,False,31.75,"LINESTRING (16.4602846 53.044313, 16.4603549 53.0444536, 16.4605475 53.04453)",,,
236861668,,Elizy Orzeszkowej,residential,,,False,True,204.74600000000004,"LINESTRING (16.4602846 53.044313, 16.4601107 53.0438673, 16.459965 53.043607, 16.4597661 53.0432867, 16.4596753 53.0431263, 16.4596194 53.0429904, 16.4595406 53.0425353)",,,
236861717,,Mikołaja Reja,residential,,,False,False,21.958,"LINESTRING (16.4602846 53.044313, 16.4604049 53.0443751, 16.460572 53.0443936)",,,
236861717,,Mikołaja Reja,residential,,,False,False,51.425,"LINESTRING (16.460572 53.0443936, 16.4613205 53.0442869)",,,
236861711,,Mikołaja Reja,residential,,,False,True,16.567,"LINESTRING (16.460572 53.0443936, 16.4605173 53.0444382, 16.4605475 53.04453)",,,
236861717,,Mikołaja Reja,residential,,,False,True,21.958,"LINESTRING (16.460572 53.0443936, 16.4604049 53.0443751, 16.4602846 53.044313)",,,
236861668,,Elizy Orzeszkowej,residential,,,False,False,200.337,"LINESTRING (16.4605475 53.04453, 16.4607311 53.0447125, 16.4609031 53.0450803, 16.4609709 53.0451111, 16.4610707 53.0451203, 16.46284 53.0448622)",,,
236861668,,Elizy Orzeszkowej,residential,,,False,True,31.75,"LINESTRING (16.4605475 53.04453, 16.4603549 53.0444536, 16.4602846 53.044313)",,,
236861711,,Mikołaja Reja,residential,,,False,False,16.567,"LINESTRING (16.4605475 53.04453, 16.4605173 53.0444382, 16.460572 53.0443936)",,,
236861752,,Rzemieślnicza,residential,,,False,False,83.814,"LINESTRING (16.4562959 53.0445494, 16.4559403 53.0438266)",,,
236861752,,Rzemieślnicza,residential,,,False,True,98.975,"LINESTRING (16.4562959 53.0445494, 16.4567178 53.0454026)",,,
"[236861688, 814913125]",,Henryka Sienkiewicza,residential,,,False,True,199.82600000000002,"LINESTRING (16.4562959 53.0445494, 16.4542061 53.0449366, 16.4539629 53.0444769)",,,
236861732,,Mikołaja Reja,residential,,,False,False,41.462,"LINESTRING (16.4614215 53.0446494, 16.4612987 53.0443557, 16.4613205 53.0442869)",,,
236861668,,Elizy Orzeszkowej,residential,,,False,True,200.33700000000002,"LINESTRING (16.46284 53.0448622, 16.4610707 53.0451203, 16.4609709 53.0451111, 16.4609031 53.0450803, 16.4607311 53.0447125, 16.4605475 53.04453)",,,
236861714,,Fryderyka Chopina,residential,,,False,False,193.778,"LINESTRING (16.46284 53.0448622, 16.462622 53.0443869, 16.4624335 53.0439737, 16.4621802 53.0434477, 16.4620537 53.0431849)",,,
236861752,,Rzemieślnicza,residential,,,False,False,98.975,"LINESTRING (16.4567178 53.0454026, 16.4562959 53.0445494)",,,
241931165,,Marii Skłodowskiej-Curie,residential,,,False,True,147.217,"LINESTRING (16.4567178 53.0454026, 16.4546163 53.0457985)",,,
241931165,,Marii Skłodowskiej-Curie,residential,,,False,False,147.217,"LINESTRING (16.4546163 53.0457985, 16.4567178 53.0454026)",,,
236861679,,Żwirowa,residential,,,False,True,113.036,"LINESTRING (16.4597855 53.0458603, 16.4581631 53.0461468)",,,
224242340,,Marii Konopnickiej,residential,,,False,False,335.16700000000003,"LINESTRING (16.4597855 53.0458603, 16.4591388 53.0444451, 16.45898 53.0442066, 16.4585308 53.0429455)",,,
236861679,,Żwirowa,residential,,,False,False,113.036,"LINESTRING (16.4581631 53.0461468, 16.4597855 53.0458603)",,,
236861720,,Żwirowa,residential,,,False,False,348.248,"LINESTRING (16.4581631 53.0461468, 16.4567045 53.0431402)",,,
674329940,,,residential,,,False,True,23.01,"LINESTRING (16.4614858 53.0418627, 16.4615362 53.0420674)",,,
28292514,1,Rondo Solidarności,secondary,50,roundabout,True,False,11.338000000000001,"LINESTRING (16.4614858 53.0418627, 16.4614295 53.0418597, 16.4613771 53.0418469, 16.4613332 53.0418255)",,,
304229773,,,residential,,,True,False,29.424999999999997,"LINESTRING (16.4618932 53.0419423, 16.4617628 53.0419581, 16.4616527 53.0419786, 16.4616121 53.0419959, 16.4615702 53.0420259, 16.4615362 53.0420674)",,,
674329935,1,Maurycego Mochnackiego,secondary,50,,True,False,24.836,"LINESTRING (16.4618932 53.0419423, 16.4617811 53.0419231, 16.4615549 53.0418524)",178;180,,
"[674329936, 674329934]",2,Maurycego Mochnackiego,secondary,50,,False,True,73.286,"LINESTRING (16.4618932 53.0419423, 16.4619487 53.0419596, 16.4619866 53.0419685, 16.4620432 53.0419819, 16.4621706 53.0420007, 16.4624165 53.0420371, 16.462663 53.0420716, 16.4628149 53.0420972, 16.4628964 53.0421178, 16.46294 53.0421306)",178;180,,
674329940,,,residential,,,False,False,23.01,"LINESTRING (16.4615362 53.0420674, 16.4614858 53.0418627)",,,
236861705,,,residential,,,False,True,109.511,"LINESTRING (16.4615362 53.0420674, 16.4615867 53.0422391, 16.4616364 53.0424026, 16.4616422 53.0424189, 16.4619554 53.0430176)",,,
326733234,,Rondo Niepodległości,secondary,50,roundabout,True,False,33.431000000000004,"LINESTRING (16.4638349 53.0373485, 16.4638582 53.0373834, 16.4638613 53.0374209, 16.4638442 53.0374571, 16.4638085 53.0374879, 16.4637581 53.0375102, 16.4636985 53.0375214, 16.463636 53.0375205, 16.4635774 53.0375075)",,,
23526250,2,Generała Władysława Sikorskiego,secondary,50,,False,True,136.71800000000002,"LINESTRING (16.4635774 53.0375075, 16.463407 53.0376878, 16.4633169 53.0377831, 16.4631523 53.0380747, 16.4628696 53.0386549)",178,,
326733234,,Rondo Niepodległości,secondary,50,roundabout,True,False,18.67,"LINESTRING (16.4635774 53.0375075, 16.4635335 53.0374867, 16.4635014 53.0374592, 16.463484 53.0374273, 16.4634828 53.0373937, 16.4634977 53.0373614)",,,
241931168,,Prosta,residential,,,False,True,21.166,"LINESTRING (16.4581948 53.0407226, 16.45824 53.0405342)",,,
241931168,,Prosta,residential,,,False,False,91.489,"LINESTRING (16.4581948 53.0407226, 16.4581565 53.0409366, 16.4581351 53.0411366, 16.458122 53.0414438, 16.4581177 53.0415436)",,,
365622185,1,,residential,,,False,False,134.639,"LINESTRING (16.4581948 53.0407226, 16.4581185 53.0407212, 16.4566452 53.0406938, 16.4566435 53.0409725)",,,
365622185,1,,residential,,,False,True,134.639,"LINESTRING (16.4566435 53.0409725, 16.4566452 53.0406938, 16.4581185 53.0407212, 16.4581948 53.0407226)",,,
"[830305264, 830305265, 371875739]",,Wiosny Ludów,unclassified,,,False,False,176.663,"LINESTRING (16.4624992 53.0400645, 16.4630028 53.0400973, 16.4632272 53.0401175, 16.4639887 53.0402285, 16.4642172 53.0402614, 16.4646912 53.0403296, 16.4649047 53.0403713, 16.4650418 53.0404401)",,yes,
439689658,,rondo im. Żołnierzy Wyklętych,residential,,roundabout,True,False,9.465,"LINESTRING (16.4586677 53.0396104, 16.4586915 53.0396196, 16.4587105 53.0396322, 16.4587235 53.0396473, 16.4587294 53.039664, 16.458728 53.039681)",,,
1271107331,,Adama Mickiewicza,residential,,,False,True,61.269,"LINESTRING (16.4586677 53.0396104, 16.4587385 53.039532, 16.4588125 53.0394075, 16.4588491 53.0392452, 16.4588861 53.0390809)",,,
236861747,,Generała Henryka Dąbrowskiego,residential,,,False,True,149.099,"LINESTRING (16.4585156 53.0396563, 16.4583775 53.0396418, 16.4579545 53.0396218, 16.4562889 53.0396186)",,,
439689658,,rondo im. Żołnierzy Wyklętych,residential,,roundabout,True,False,13.049,"LINESTRING (16.4585156 53.0396563, 16.4585268 53.0396379, 16.4585466 53.0396224, 16.4585731 53.0396111, 16.458604 53.039605, 16.4586366 53.0396048, 16.4586677 53.0396104)",,,
241931168,,Prosta,residential,,,False,False,92.345,"LINESTRING (16.4585833 53.03973, 16.4585502 53.0398039, 16.4583775 53.0401749, 16.4582631 53.0404738, 16.45824 53.0405342)",,,
439689658,,rondo im. Żołnierzy Wyklętych,residential,,roundabout,True,False,10.131,"LINESTRING (16.4585833 53.03973, 16.4585507 53.0397183, 16.4585269 53.0397006, 16.4585147 53.039679, 16.4585156 53.0396563)",,,
23526250,2,Generała Władysława Sikorskiego,secondary,50,,False,True,42.367,"LINESTRING (16.4625342 53.0393084, 16.4623345 53.03967)",178,,
500370935,,Plac Ratuszowy,road,,,True,False,116.83600000000001,"LINESTRING (16.4625342 53.0393084, 16.4630694 53.039411, 16.4629058 53.0397561, 16.4623345 53.03967)",,,yes
23526250,2,Generała Władysława Sikorskiego,secondary,50,,False,False,76.047,"LINESTRING (16.4625342 53.0393084, 16.462569 53.0392407, 16.4627835 53.0388226, 16.4628696 53.0386549)",178,,
23526250,2,Generała Władysława Sikorskiego,secondary,50,,False,False,42.367,"LINESTRING (16.4623345 53.03967, 16.4625342 53.0393084)",178,,
"[23526250, 835897331]","['2', '3']",Generała Władysława Sikorskiego,secondary,50,,False,True,31.974,"LINESTRING (16.4623345 53.03967, 16.4622657 53.0397946, 16.4621952 53.039945)",178,,
28292514,1,Rondo Solidarności,secondary,50,roundabout,True,False,16.942,"LINESTRING (16.4613535 53.0416577, 16.4614086 53.0416389, 16.4614708 53.0416318, 16.4615335 53.0416373, 16.4615898 53.0416548)",,,
576462815,1,Generała Władysława Sikorskiego,secondary,50,,True,False,41.964999999999996,"LINESTRING (16.4613535 53.0416577, 16.4614216 53.041465, 16.4614644 53.041375, 16.4615495 53.0413049)",178,,
28292514,1,Rondo Solidarności,secondary,50,roundabout,True,False,4.796,"LINESTRING (16.4613074 53.0416905, 16.4613279 53.0416728, 16.4613535 53.0416577)",,,
674329932,2,Grunwaldzka,secondary,50,,True,False,23.899,"LINESTRING (16.4642419 53.0424356, 16.4641141 53.0425296, 16.4640393 53.0426116)",180,,
"[304544896, 830305262, 830305263]",2,Grunwaldzka,secondary,50,,False,True,98.48700000000001,"LINESTRING (16.4642419 53.0424356, 16.4648893 53.0421771, 16.4651914 53.0420587, 16.4652824 53.042027, 16.4653343 53.0420134, 16.4654153 53.0419978, 16.4655023 53.0419879)",180,yes,
605914624,,,residential,,,False,True,102.21600000000001,"LINESTRING (16.4670436 53.0408337, 16.4669043 53.0405532, 16.4667011 53.040144, 16.4666397 53.0400644, 16.4664904 53.0399979)",,,
605914627,,,residential,,,False,True,120.97,"LINESTRING (16.4670436 53.0408337, 16.4668209 53.0408736, 16.4658514 53.0410473, 16.4652923 53.041098)",,,
28292514,1,Rondo Solidarności,secondary,50,roundabout,True,False,12.666,"LINESTRING (16.4616648 53.0417647, 16.4616452 53.0418008, 16.4616072 53.0418311, 16.4615549 53.0418524)",,,
630617584,1,Maurycego Mochnackiego,secondary,50,,True,False,25.189,"LINESTRING (16.4616648 53.0417647, 16.4617156 53.0418089, 16.4617678 53.0418484, 16.4618722 53.0419112, 16.4618932 53.0419423)",178;180,,
236811612,2,27 Stycznia,secondary,50,,False,True,112.295,"LINESTRING (16.4641002 53.0430453, 16.4643111 53.0435161, 16.4645361 53.0440206)",178,,
674329933,2,27 Stycznia,secondary,50,,True,False,39.787,"LINESTRING (16.4641002 53.0430453, 16.4639323 53.0428444, 16.4638651 53.0427943, 16.4637893 53.042743)",178,,
89354825,1,Rondo Józefa Piłsudskiego,secondary,50,roundabout,True,False,9.178,"LINESTRING (16.4637893 53.042743, 16.4637397 53.0427283, 16.4636859 53.0426911)",178;180,,
1271107331,,Adama Mickiewicza,residential,,,False,False,110.919,"LINESTRING (16.4591297 53.0380942, 16.4589319 53.0388952, 16.4588861 53.0390809)",,,
"[236861688, 814913125]",,Henryka Sienkiewicza,residential,,,False,False,199.82600000000002,"LINESTRING (16.4539629 53.0444769, 16.4542061 53.0449366, 16.4562959 53.0445494)",,,
236861748,,Wiosny Ludów,unclassified,,,True,False,7.322,"LINESTRING (16.4623898 53.0400675, 16.4624992 53.0400645)",,,
1271107329,,Władysława Broniewskiego,residential,,,False,False,111.78099999999999,"LINESTRING (16.459246 53.0379993, 16.4601128 53.0379242, 16.4603714 53.0378885, 16.4606397 53.0378421, 16.460802 53.0377909, 16.4608557 53.0377655)",,,
844646011,,,living_street,20,,False,True,35.68,"LINESTRING (16.4651418 53.0440596, 16.4651538 53.0443804)",,,
844646010,,,living_street,20,,False,True,133.58599999999998,"LINESTRING (16.4651418 53.0440596, 16.4659144 53.0440739, 16.4659227 53.0443418, 16.4652441 53.0443976, 16.4651538 53.0443804)",,,
844646011,,,living_street,20,,False,False,47.244,"LINESTRING (16.4651418 53.0440596, 16.4651395 53.0439982, 16.4645361 53.0440206)",,,
236811612,2,27 Stycznia,secondary,50,,False,False,40.09,"LINESTRING (16.4646932 53.0443685, 16.4646675 53.0443032, 16.4645361 53.0440206)",178,,
844646011,,,living_street,20,,False,False,31.671999999999997,"LINESTRING (16.4646932 53.0443685, 16.46489 53.0443411, 16.4651538 53.0443804)",,,
844646011,,,living_street,20,,False,False,35.68,"LINESTRING (16.4651538 53.0443804, 16.4651418 53.0440596)",,,
844646010,,,living_street,20,,False,False,133.586,"LINESTRING (16.4651538 53.0443804, 16.4652441 53.0443976, 16.4659227 53.0443418, 16.4659144 53.0440739, 16.4651418 53.0440596)",,,
844646011,,,living_street,20,,False,True,31.671999999999997,"LINESTRING (16.4651538 53.0443804, 16.46489 53.0443411, 16.4646932 53.0443685)",,,
229828854,,Władysława Broniewskiego,residential,,,False,True,121.01500000000001,"LINESTRING (16.4590313 53.0380181, 16.458543 53.0380615, 16.4572401 53.0381745)",,,
