osmid,name,highway,oneway,reversed,length,geometry,lanes,junction,maxspeed
147052101,Gdańska,residential,False,False,78.51400000000001,"LINESTRING (16.0649966 51.5031316, 16.065172 51.5030901, 16.0655113 51.5030579, 16.0661097 51.5030093)",,,
"[233500179, 1182836244, 233500199]",Młyńska,unclassified,False,False,88.44,"LINESTRING (16.0649966 51.5031316, 16.0647996 51.5028675, 16.0645821 51.5026289, 16.0645395 51.5025889, 16.0643849 51.5024346)","['2', '3']",,
"[1182836242, 106454426]",Młyńska,unclassified,False,True,92.79899999999999,"LINESTRING (16.0649966 51.5031316, 16.0650709 51.5032494, 16.0650782 51.5032611, 16.0651502 51.5034049, 16.0652017 51.5035369, 16.0652209 51.5035862, 16.0652839 51.5038164, 16.0652966 51.5039409)","['2', '3']",,
100482714,Targowa,residential,True,False,132.025,"LINESTRING (16.0716782 51.5043209, 16.0714022 51.5043536, 16.0709512 51.5044216, 16.0704644 51.5044951, 16.0704086 51.5045035, 16.069812 51.5045629)",,,
101235062,3 Maja,tertiary,False,True,38.784000000000006,"LINESTRING (16.0716782 51.5043209, 16.0716254 51.5044332, 16.0716027 51.5044814, 16.0715503 51.504618, 16.071535 51.504658)",2,,
"[893349138, 893349139]",3 Maja,tertiary,False,False,92.80600000000001,"LINESTRING (16.0716782 51.5043209, 16.0717463 51.5042178, 16.0717696 51.5041926, 16.0717812 51.5041743, 16.0717949 51.5041548, 16.0720967 51.5036776, 16.0721314 51.5036231, 16.0721432 51.5036045, 16.0721729 51.5035457)",2,,
100482714,Targowa,residential,True,False,76.35,"LINESTRING (16.069102 51.5046029, 16.0688847 51.5046113, 16.068158 51.5046394, 16.0680895 51.5046421, 16.0680009 51.5046401)",,,
100482601,Słowiańska,residential,False,True,37.869,"LINESTRING (16.0680367 51.5024768, 16.0685006 51.5025466, 16.0685677 51.5025587)",,,
106454427,Górna,residential,True,False,63.856,"LINESTRING (16.0680367 51.5024768, 16.0681016 51.5020966, 16.0680833 51.5020093, 16.0680974 51.5019334, 16.0681025 51.5019061)",,,
147052192,,residential,False,False,106.071,"LINESTRING (16.0680367 51.5024768, 16.0679847 51.5024702, 16.0679348 51.5024609, 16.0678926 51.5024564, 16.0674788 51.5024553, 16.067478 51.5021923, 16.0674257 51.502051, 16.0673841 51.5018946, 16.0673844 51.5018569)",,,
100482701,Browarna,residential,True,False,214.22799999999998,"LINESTRING (16.0695995 51.5027202, 16.0695554 51.5032023, 16.069502 51.5033533, 16.0693063 51.5038565, 16.0690803 51.5042936, 16.0690622 51.5043287, 16.069102 51.5046029)",,,
"[100482601, 893349135]",Słowiańska,residential,False,False,74.46900000000001,"LINESTRING (16.0695995 51.5027202, 16.0691172 51.5026954, 16.0689629 51.5026607, 16.0686408 51.5025759, 16.0685677 51.5025587)",,,
867064023,Głogowska,residential,False,True,29.4,"LINESTRING (16.0676232 51.5058417, 16.0677785 51.5055956)",,,
100482641,Głogowska,residential,False,False,44.932,"LINESTRING (16.0676232 51.5058417, 16.0675575 51.5059431, 16.0673802 51.5062164)",2,,
100617896,Józefa Chełmońskiego,residential,False,False,165.13299999999998,"LINESTRING (16.0676232 51.5058417, 16.0675599 51.5058254, 16.0670169 51.5056855, 16.0668429 51.5056093, 16.0666988 51.5055517, 16.0666474 51.5055417, 16.0665044 51.5055137, 16.0663268 51.5055002, 16.0655361 51.5054523, 16.0653683 51.505442)",,,
100617891,Majora Henryka Sucharskiego,unclassified,False,True,112.311,"LINESTRING (16.0777179 51.5010828, 16.0778535 51.5000763)",,,
106454431,Kamila Baczyńskiego,residential,False,False,14.974,"LINESTRING (16.0777179 51.5010828, 16.0779337 51.5010922)",,,
100617891,Majora Henryka Sucharskiego,unclassified,False,False,95.044,"LINESTRING (16.0777179 51.5010828, 16.077719 51.5011632, 16.0777238 51.5012518, 16.0776208 51.5019345)",,,
106454429,Akacjowa,residential,False,True,220.68900000000002,"LINESTRING (16.0777179 51.5010828, 16.0774764 51.5010602, 16.0766976 51.500892, 16.0763796 51.5008346, 16.0756721 51.5007104, 16.0753738 51.5006629, 16.0747109 51.5005099, 16.0746749 51.5005012)",,,
867064023,Głogowska,residential,False,False,29.4,"LINESTRING (16.0677785 51.5055956, 16.0676232 51.5058417)",,,
100618058,Fryderyka Chopina,residential,False,True,58.567,"LINESTRING (16.0677785 51.5055956, 16.0679454 51.5056394, 16.0679684 51.5056426, 16.068158 51.5056688, 16.068244 51.5056717, 16.0685888 51.5056048)",,,
867064022,Głogowska,residential,False,True,108.60700000000001,"LINESTRING (16.0677785 51.5055956, 16.067922 51.505369, 16.0679716 51.5052469, 16.0679822 51.5051722, 16.0679903 51.5049437, 16.0679925 51.5048804, 16.0679975 51.5047376, 16.0680009 51.5046401)",,,
101235044,Majora Henryka Hubala,unclassified,True,False,27.725,"LINESTRING (16.0716163 51.5025495, 16.0716513 51.5026837, 16.0716668 51.5027568, 16.0716751 51.5027961)",,,
"[624116784, 100617851]",Majora Henryka Hubala,unclassified,False,True,83.324,"LINESTRING (16.0716163 51.5025495, 16.071642 51.5024718, 16.0716694 51.5023879, 16.0717509 51.5021389, 16.0718817 51.5018188)",2,,
113697377,,residential,False,False,124.692,"LINESTRING (16.0746749 51.5005012, 16.0753217 51.4994546)",,,
106454429,Akacjowa,residential,False,False,220.68900000000002,"LINESTRING (16.0746749 51.5005012, 16.0747109 51.5005099, 16.0753738 51.5006629, 16.0756721 51.5007104, 16.0763796 51.5008346, 16.0766976 51.500892, 16.0774764 51.5010602, 16.0777179 51.5010828)",,,
106454438,Brzozowa,residential,True,False,129.475,"LINESTRING (16.0746749 51.5005012, 16.0741858 51.5012706, 16.073985 51.5015835)",,,
100617891,Majora Henryka Sucharskiego,unclassified,False,True,24.515,"LINESTRING (16.0775977 51.5021545, 16.0776208 51.5019345)",,,
100617827,Brzozowa,residential,False,False,258.875,"LINESTRING (16.0775977 51.5021545, 16.0773446 51.5021374, 16.0765169 51.5020499, 16.0761992 51.5020092, 16.0760128 51.5019975, 16.0754402 51.5018853, 16.0751493 51.5018242, 16.0743095 51.5016528, 16.0740084 51.5015885, 16.073985 51.5015835)",,,
"[100617891, 781906716]",Majora Henryka Sucharskiego,unclassified,False,False,96.179,"LINESTRING (16.0775977 51.5021545, 16.0775857 51.5021875, 16.0774539 51.5028416, 16.0774168 51.5029273, 16.0773672 51.5030045)",,,
101234983,Rondo Polskiej Niezapominajki,tertiary,True,False,10.538,"LINESTRING (16.0723025 51.503209, 16.0722752 51.5031824, 16.0722603 51.5031522, 16.0722589 51.5031206)",1,roundabout,
101235059,Majora Henryka Hubala,unclassified,True,False,11.974,"LINESTRING (16.0715103 51.5028733, 16.0714946 51.5028205, 16.0714968 51.5027972, 16.0714996 51.5027666)",1,,
624116783,Henryka Dąbrowskiego,tertiary,True,False,39.69799999999999,"LINESTRING (16.0715103 51.5028733, 16.0712838 51.5028056, 16.0710083 51.5027015)",,,
624116781,Henryka Dąbrowskiego,tertiary,True,False,12.731000000000002,"LINESTRING (16.0714996 51.5027666, 16.0716118 51.5027767, 16.0716751 51.5027961)",1,,
624116782,Majora Henryka Hubala,unclassified,True,False,25.456000000000003,"LINESTRING (16.0714996 51.5027666, 16.0715471 51.5026772, 16.0716163 51.5025495)",,,
101234983,Rondo Polskiej Niezapominajki,tertiary,True,False,11.137,"LINESTRING (16.0722589 51.5031206, 16.0722723 51.5030883, 16.0722997 51.5030596, 16.0723391 51.5030369)",1,roundabout,
101235030,Henryka Dąbrowskiego,tertiary,True,False,59.117999999999995,"LINESTRING (16.0722589 51.5031206, 16.0721971 51.5030779, 16.0721074 51.5030455, 16.0715103 51.5028733)",1,,
624116786,Henryka Dąbrowskiego,tertiary,True,False,54.62199999999999,"LINESTRING (16.0716751 51.5027961, 16.0717066 51.5028176, 16.0717391 51.5028533, 16.0717916 51.5028891, 16.0721425 51.5029912, 16.0722426 51.5030225, 16.0723391 51.5030369)",1,,
100618058,Fryderyka Chopina,residential,False,False,99.658,"LINESTRING (16.0700003 51.5055944, 16.0699305 51.5055843, 16.0695845 51.5055344, 16.0694309 51.5055195, 16.0692184 51.5055202, 16.0691695 51.5055213, 16.0690652 51.5055328, 16.0685888 51.5056048)",,,
100618058,Fryderyka Chopina,residential,False,True,103.571,"LINESTRING (16.0700003 51.5055944, 16.0702471 51.5056235, 16.0703859 51.5056398, 16.0705879 51.5056524, 16.0706219 51.5056526, 16.0707911 51.5056538, 16.0712776 51.5056414, 16.0714883 51.505636)",,,
113697376,Stanisława Moniuszki,residential,False,False,115.436,"LINESTRING (16.0700003 51.5055944, 16.0699848 51.5055094, 16.0698459 51.5047488, 16.069812 51.5045629)",,,
113697376,Stanisława Moniuszki,residential,False,True,105.20799999999998,"LINESTRING (16.0700003 51.5055944, 16.0700203 51.5056968, 16.0700734 51.5059689, 16.0700809 51.5061163, 16.0700721 51.5062651, 16.0700707 51.5062882, 16.0700671 51.5062996, 16.0700108 51.5064791, 16.0699916 51.5065327)",,,
101235048,Kardynała Bolesława Kominka,tertiary,False,False,137.777,"LINESTRING (16.0746238 51.5078886, 16.074887 51.5079091, 16.0762724 51.5080173, 16.0766004 51.5080351)",2,,
101235048,Kardynała Bolesława Kominka,tertiary,False,True,147.72099999999998,"LINESTRING (16.0746238 51.5078886, 16.0743601 51.5078669, 16.0731798 51.5077744, 16.0730062 51.5077629, 16.0725064 51.5077214)",2,,
113697387,Lipowa,residential,False,False,88.91499999999999,"LINESTRING (16.0746238 51.5078886, 16.0746139 51.5078283, 16.0746074 51.5077802, 16.0745945 51.5076441, 16.0745871 51.5075533, 16.0745807 51.507475, 16.0745624 51.5072501, 16.0745564 51.507176, 16.0745494 51.5070904)",,,
100482601,Słowiańska,residential,False,False,37.869,"LINESTRING (16.0685677 51.5025587, 16.0685006 51.5025466, 16.0680367 51.5024768)",,,
"[100482601, 893349135]",Słowiańska,residential,False,True,74.469,"LINESTRING (16.0685677 51.5025587, 16.0686408 51.5025759, 16.0689629 51.5026607, 16.0691172 51.5026954, 16.0695995 51.5027202)",,,
113697384,Świętego Sebastiana,residential,False,True,106.902,"LINESTRING (16.0685677 51.5025587, 16.0685943 51.5024919, 16.0688033 51.5021787, 16.0687852 51.5021079, 16.0687318 51.5020788, 16.068526 51.5019947, 16.0683508 51.5019302, 16.068288 51.5019158, 16.0682186 51.5019101, 16.0681025 51.5019061)",,,
113697384,Świętego Sebastiana,residential,False,False,43.598,"LINESTRING (16.0673844 51.5018569, 16.0674744 51.5018579, 16.0680096 51.5019019)",,,
113697384,Świętego Sebastiana,residential,False,True,218.213,"LINESTRING (16.0673844 51.5018569, 16.0672504 51.5018574, 16.0671223 51.5018657, 16.0669705 51.5018874, 16.0664497 51.5019981, 16.0662827 51.5020336, 16.0657133 51.5021477, 16.064474 51.5023996, 16.0643849 51.5024346)",,,
147052192,,residential,False,True,106.071,"LINESTRING (16.0673844 51.5018569, 16.0673841 51.5018946, 16.0674257 51.502051, 16.067478 51.5021923, 16.0674788 51.5024553, 16.0678926 51.5024564, 16.0679348 51.5024609, 16.0679847 51.5024702, 16.0680367 51.5024768)",,,
