osmid,lanes,highway,oneway,reversed,length,ref,name,maxspeed,geometry
31331377,2,residential,False,False,12.045,,,,"LINESTRING (21.1182031 52.3391751, 21.118367 52.3391338)"
"[231208971, 590583788, 231208976, 231208977, 31331378]","['2', '3']",secondary,True,False,294.759,629,Aleja Marszałka Józefa Piłsudskiego,50,"LINESTRING (21.1182031 52.3391751, 21.1177666 52.3386871, 21.1176422 52.3385418, 21.1171432 52.337959, 21.1167091 52.3374328, 21.1165792 52.3372753, 21.1164685 52.3371383, 21.1162115 52.3368204)"
689950878,2,residential,False,True,84.67699999999999,,Pomnikowa,,"LINESTRING (21.1182031 52.3391751, 21.1180476 52.3392179, 21.1178496 52.3392788, 21.1176657 52.3393362, 21.1170897 52.3395171)"
31331375,,residential,False,True,12.44,,Mikołaja Konstantego Ciurlionisa,,"LINESTRING (21.1158595 52.3361493, 21.1156945 52.3361978)"
590702506,3,secondary,True,False,19.56,629,Aleja Marszałka Józefa Piłsudskiego,50,"LINESTRING (21.1158595 52.3361493, 21.11599 52.3363061)"
31331377,2,residential,False,True,12.045,,,,"LINESTRING (21.118367 52.3391338, 21.1182031 52.3391751)"
31331379,2,secondary,True,False,63.669999999999995,629,Aleja Marszałka Józefa Piłsudskiego,50,"LINESTRING (21.118367 52.3391338, 21.1184824 52.339263, 21.118672 52.3394752, 21.118816 52.3396364)"
31331375,,residential,False,False,12.44,,Mikołaja Konstantego Ciurlionisa,,"LINESTRING (21.1156945 52.3361978, 21.1158595 52.3361493)"
185012966,,residential,False,False,6.037,,Mikołaja Konstantego Ciurlionisa,,"LINESTRING (21.1156945 52.3361978, 21.1156144 52.3362213)"
"[231208994, 231208987, 31331374]","['2', '3']",secondary,True,False,226.89700000000002,629,Aleja Marszałka Józefa Piłsudskiego,50,"LINESTRING (21.1156945 52.3361978, 21.1155608 52.3360306, 21.1152379 52.3356389, 21.1151423 52.3355223, 21.1146876 52.3349682, 21.1145129 52.3347357, 21.114348 52.3345125, 21.1143072 52.3344573, 21.1142368 52.3343623)"
184318574,2,residential,False,False,13.027,,,,"LINESTRING (21.1141354 52.3339418, 21.113965 52.3339955)"
231208981,2,secondary,True,False,45.49,629,Aleja Marszałka Józefa Piłsudskiego,50,"LINESTRING (21.1141354 52.3339418, 21.1141835 52.3340031, 21.1142311 52.3340654, 21.1142747 52.3341241, 21.1143263 52.3341956, 21.1144121 52.3343143)"
184313921,,residential,False,True,176.125,,Brzozowa,,"LINESTRING (21.1188962 52.3357924, 21.119027 52.3360089, 21.1194558 52.3366015, 21.1198581 52.3371666, 21.1198904 52.3371942, 21.1199158 52.3372153, 21.1199501 52.3372351)"
184313932,,residential,False,True,76.021,,Rybna,,"LINESTRING (21.1188962 52.3357924, 21.1183884 52.3359196, 21.1181902 52.3359597, 21.1178355 52.3360017)"
539997250,,residential,False,False,138.97500000000002,,Chocimska,,"LINESTRING (21.1170897 52.3395171, 21.1170246 52.3394411, 21.1161546 52.3384055)"
"[539997250, 302882308]",,residential,False,True,115.286,,Chocimska,40,"LINESTRING (21.1170897 52.3395171, 21.1171514 52.339595, 21.1178584 52.3404414)"
689950878,2,residential,False,False,84.677,,Pomnikowa,,"LINESTRING (21.1170897 52.3395171, 21.1176657 52.3393362, 21.1178496 52.3392788, 21.1180476 52.3392179, 21.1182031 52.3391751)"
689950878,2,residential,False,True,65.485,,Pomnikowa,,"LINESTRING (21.1170897 52.3395171, 21.1169629 52.3395562, 21.1168263 52.3396, 21.1164514 52.3397179, 21.1162316 52.3397853)"
302882311,2,residential,False,False,66.447,,Grunwaldzka,,"LINESTRING (21.1161546 52.3384055, 21.1156059 52.3386568, 21.115372 52.3387639)"
302882311,2,residential,False,True,68.107,,Grunwaldzka,,"LINESTRING (21.1161546 52.3384055, 21.1165043 52.3382475, 21.1168577 52.3380878, 21.1169606 52.3380413)"
539997250,,residential,False,True,138.97500000000002,,Chocimska,,"LINESTRING (21.1161546 52.3384055, 21.1170246 52.3394411, 21.1170897 52.3395171)"
184313904,,residential,False,True,198.098,,Bolesława Prusa,,"LINESTRING (21.1204563 52.3391212, 21.1217536 52.3407167)"
540158276,2,residential,False,False,108.239,,Lipowa,40,"LINESTRING (21.1204563 52.3391212, 21.1218771 52.3386808)"
540158276,2,residential,False,True,125.325,,Lipowa,40,"LINESTRING (21.1204563 52.3391212, 21.1194052 52.3394458, 21.1190194 52.339565, 21.1189965 52.3395724, 21.118967 52.3395823, 21.1189381 52.3395923, 21.1189027 52.3396051, 21.118816 52.3396364)"
142190160,,residential,False,False,152.942,,Duża,,"LINESTRING (21.1199501 52.3372351, 21.1201041 52.3371284, 21.1202039 52.337067, 21.1203781 52.3369766, 21.1208425 52.3367494, 21.1209909 52.3366782, 21.1212007 52.3365754, 21.1216631 52.3363461)"
184313921,,residential,False,False,176.125,,Brzozowa,,"LINESTRING (21.1199501 52.3372351, 21.1199158 52.3372153, 21.1198904 52.3371942, 21.1198581 52.3371666, 21.1194558 52.3366015, 21.119027 52.3360089, 21.1188962 52.3357924)"
