osmid,highway,maxspeed,oneway,reversed,length,lanes,ref,geometry,bridge,name
100065895,unclassified,90,False,False,10.792,,,"LINESTRING (16.3032974 51.3999895, 16.3032887 51.4000864)",,
"[23156150, 286876663]",primary,,False,True,441.93399999999997,2,36,"LINESTRING (16.3032974 51.3999895, 16.3035108 51.4000316, 16.3037511 51.4000921, 16.3048648 51.4004043, 16.3063885 51.4008364, 16.3070045 51.4009963, 16.3073048 51.4010674, 16.3091761 51.4015157)",,
360152057,primary,,False,False,39.083,2,36,"LINESTRING (16.3032974 51.3999895, 16.3031755 51.39997, 16.3030435 51.3999534, 16.3028994 51.3999406, 16.3027426 51.3999325)",,
100065933,tertiary,50,False,True,142.471,2,,"LINESTRING (16.3027426 51.3999325, 16.3027909 51.3998189, 16.3028845 51.399748, 16.3032125 51.3996087, 16.3034422 51.3994822, 16.3038258 51.3990934, 16.3039963 51.3989524)",,
"[303811432, 303811433, 360152052]",primary,,False,False,64.482,2,36,"LINESTRING (16.3027426 51.3999325, 16.302405 51.3999325, 16.3023751 51.3999325, 16.3021583 51.3999366, 16.3018149 51.399958)",yes,
360152057,primary,,False,True,39.083,2,36,"LINESTRING (16.3027426 51.3999325, 16.3028994 51.3999406, 16.3030435 51.3999534, 16.3031755 51.39997, 16.3032974 51.3999895)",,
154894445,residential,,False,False,357.09200000000004,,,"LINESTRING (16.3018149 51.399958, 16.3019004 51.4003201, 16.3019622 51.401007, 16.3021217 51.4015418, 16.3020605 51.4018108, 16.3018606 51.4023701, 16.3015685 51.4030124, 16.3015487 51.4031127)",,
303811432,primary,,False,False,132.09500000000003,2,36,"LINESTRING (16.3018149 51.399958, 16.301426 51.3999532, 16.3012687 51.3999404, 16.301108 51.3999112, 16.3009474 51.3998684, 16.3007949 51.3998159, 16.3001035 51.3995179)",,
"[303811432, 303811433, 360152052]",primary,,False,True,64.482,2,36,"LINESTRING (16.3018149 51.399958, 16.3021583 51.3999366, 16.3023751 51.3999325, 16.302405 51.3999325, 16.3027426 51.3999325)",yes,
295476158,residential,,False,False,106.37800000000001,,,"LINESTRING (16.3001035 51.3995179, 16.2996918 51.4002548, 16.299594 51.4004202)",,Ogrodowa
303811432,primary,,False,False,146.711,2,36,"LINESTRING (16.3001035 51.3995179, 16.2992275 51.3991548, 16.2989388 51.3990402, 16.2983215 51.3988079)",,
303811432,primary,,False,True,132.095,2,36,"LINESTRING (16.3001035 51.3995179, 16.3007949 51.3998159, 16.3009474 51.3998684, 16.301108 51.3999112, 16.3012687 51.3999404, 16.301426 51.3999532, 16.3018149 51.399958)",,
100065895,unclassified,90,False,False,57.106,,,"LINESTRING (16.3063816 51.402811, 16.3064994 51.4029083, 16.3068624 51.4032083, 16.3068776 51.4032209)",,
100065895,unclassified,90,False,True,189.459,,,"LINESTRING (16.3063816 51.402811, 16.3048607 51.4015102, 16.3047775 51.4014321)",,
303928683,residential,,False,False,242.175,,,"LINESTRING (16.3063816 51.402811, 16.3087733 51.4017432, 16.3091022 51.4015885, 16.3091761 51.4015157)",,Tęczowa
100065933,tertiary,50,False,False,142.471,2,,"LINESTRING (16.3039963 51.3989524, 16.3038258 51.3990934, 16.3034422 51.3994822, 16.3032125 51.3996087, 16.3028845 51.399748, 16.3027909 51.3998189, 16.3027426 51.3999325)",,
153445977,tertiary,,False,True,373.35800000000006,,,"LINESTRING (16.3039963 51.3989524, 16.3043508 51.3986804, 16.3045453 51.3985544, 16.3051407 51.3982118, 16.305575 51.3979805, 16.3060782 51.3977124, 16.307683 51.3969922, 16.3081178 51.3968144)",,
286876663,primary,,False,False,186.042,2,36,"LINESTRING (16.3116878 51.402102, 16.311139 51.4019689, 16.3107187 51.4018761, 16.3091761 51.4015157)",,
153445977,tertiary,,False,False,373.35799999999995,,,"LINESTRING (16.3081178 51.3968144, 16.307683 51.3969922, 16.3060782 51.3977124, 16.305575 51.3979805, 16.3051407 51.3982118, 16.3045453 51.3985544, 16.3043508 51.3986804, 16.3039963 51.3989524)",,
100065895,unclassified,90,False,True,10.792,,,"LINESTRING (16.3032887 51.4000864, 16.3032974 51.3999895)",,
100065895,unclassified,90,False,False,181.917,,,"LINESTRING (16.3032887 51.4000864, 16.3036311 51.4003575, 16.304191 51.4008757, 16.3047775 51.4014321)",,
154894444,residential,,False,False,247.26599999999996,,,"LINESTRING (16.3032887 51.4000864, 16.3031728 51.4010698, 16.3029885 51.4016656, 16.3026403 51.4022245, 16.3026181 51.4022525)",,
154894445,residential,,False,False,20.493,,,"LINESTRING (16.3015487 51.4031127, 16.3016376 51.4032384, 16.3016936 51.4032697)",,
154894445,residential,,False,True,357.092,,,"LINESTRING (16.3015487 51.4031127, 16.3015685 51.4030124, 16.3018606 51.4023701, 16.3020605 51.4018108, 16.3021217 51.4015418, 16.3019622 51.401007, 16.3019004 51.4003201, 16.3018149 51.399958)",,
1022241233,residential,,False,True,98.848,,,"LINESTRING (16.3015487 51.4031127, 16.3013226 51.4031559, 16.301201 51.4031677, 16.3010762 51.4031563, 16.3005694 51.403091, 16.300149 51.4030694)",,
"[1176366017, 154894444, 1022241225]",residential,,False,"[False, True]",374.39799999999997,,,"LINESTRING (16.3016936 51.4032697, 16.3014114 51.4038021, 16.3012633 51.4041496, 16.3013389 51.4042073, 16.301514 51.4042583, 16.3017032 51.4043253, 16.3019857 51.4044316, 16.3021795 51.4044986, 16.3023196 51.4045394, 16.302392 51.4045569, 16.3024527 51.4045016, 16.3025204 51.4044389, 16.3026465 51.404318, 16.3027679 51.4042073, 16.3028917 51.4041112, 16.3036832 51.403562, 16.3040035 51.4033411, 16.3040533 51.4033067)",,Szczęśliwa
154894444,residential,,False,True,130.251,,,"LINESTRING (16.3016936 51.4032697, 16.3021866 51.4027973, 16.3026181 51.4022525)",,
154894445,residential,,False,True,20.493,,,"LINESTRING (16.3016936 51.4032697, 16.3016376 51.4032384, 16.3015487 51.4031127)",,
221535711,residential,,False,True,253.062,,,"LINESTRING (16.3097869 51.4018478, 16.3068776 51.4032209)",,
221535711,residential,,False,False,253.062,,,"LINESTRING (16.3068776 51.4032209, 16.3097869 51.4018478)",,
100065895,unclassified,90,False,True,57.106,,,"LINESTRING (16.3068776 51.4032209, 16.3068624 51.4032083, 16.3064994 51.4029083, 16.3063816 51.402811)",,
295476159,residential,,False,False,98.132,,,"LINESTRING (16.2983215 51.3988079, 16.2978988 51.3996501)",,Różana
303811432,primary,,False,True,146.711,2,36,"LINESTRING (16.2983215 51.3988079, 16.2989388 51.3990402, 16.2992275 51.3991548, 16.3001035 51.3995179)",,
295476159,residential,,False,True,98.132,,,"LINESTRING (16.2978988 51.3996501, 16.2983215 51.3988079)",,Różana
"[23156150, 286876663]",primary,,False,False,441.934,2,36,"LINESTRING (16.3091761 51.4015157, 16.3073048 51.4010674, 16.3070045 51.4009963, 16.3063885 51.4008364, 16.3048648 51.4004043, 16.3037511 51.4000921, 16.3035108 51.4000316, 16.3032974 51.3999895)",,
286876663,primary,,False,True,186.042,2,36,"LINESTRING (16.3091761 51.4015157, 16.3107187 51.4018761, 16.311139 51.4019689, 16.3116878 51.402102)",,
303928683,residential,,False,True,242.175,,,"LINESTRING (16.3091761 51.4015157, 16.3091022 51.4015885, 16.3087733 51.4017432, 16.3063816 51.402811)",,Tęczowa
1022241224,residential,,False,True,64.74600000000001,,,"LINESTRING (16.3045217 51.4020093, 16.3045934 51.4020319, 16.3051137 51.4024536)",,Szczęśliwa
1022241225,residential,,False,False,147.92399999999998,,,"LINESTRING (16.3045217 51.4020093, 16.3044125 51.4022864, 16.304301 51.402549, 16.3040533 51.4033067)",,Szczęśliwa
1022241225,residential,,False,True,67.88799999999999,,,"LINESTRING (16.3045217 51.4020093, 16.3046953 51.4014797, 16.3047775 51.4014321)",,Szczęśliwa
1022241224,residential,,False,False,64.74600000000001,,,"LINESTRING (16.3051137 51.4024536, 16.3045934 51.4020319, 16.3045217 51.4020093)",,Szczęśliwa
100065895,unclassified,90,False,False,189.459,,,"LINESTRING (16.3047775 51.4014321, 16.3048607 51.4015102, 16.3063816 51.402811)",,
100065895,unclassified,90,False,True,181.917,,,"LINESTRING (16.3047775 51.4014321, 16.304191 51.4008757, 16.3036311 51.4003575, 16.3032887 51.4000864)",,
1022241225,residential,,False,False,67.88799999999999,,,"LINESTRING (16.3047775 51.4014321, 16.3046953 51.4014797, 16.3045217 51.4020093)",,Szczęśliwa
1022241230,residential,,False,True,101.691,,,"LINESTRING (16.3005647 51.4016705, 16.2995186 51.4015467, 16.2991282 51.4014891)",,Ogrodowa
295476158,residential,,False,False,125.09299999999999,,,"LINESTRING (16.2991282 51.4014891, 16.2990942 51.401567, 16.2989876 51.401786, 16.2988534 51.4020202, 16.2987998 51.4021742, 16.2986496 51.4025724)",,Ogrodowa
295476158,residential,,False,True,123.18299999999999,,,"LINESTRING (16.2991282 51.4014891, 16.2993789 51.4009136, 16.2994959 51.4006252, 16.299594 51.4004202)",,Ogrodowa
1022241230,residential,,False,False,101.691,,,"LINESTRING (16.2991282 51.4014891, 16.2995186 51.4015467, 16.3005647 51.4016705)",,Ogrodowa
1022241233,residential,,False,False,98.84800000000001,,,"LINESTRING (16.300149 51.4030694, 16.3005694 51.403091, 16.3010762 51.4031563, 16.301201 51.4031677, 16.3013226 51.4031559, 16.3015487 51.4031127)",,
295476158,residential,,False,True,125.093,,,"LINESTRING (16.2986496 51.4025724, 16.2987998 51.4021742, 16.2988534 51.4020202, 16.2989876 51.401786, 16.2990942 51.401567, 16.2991282 51.4014891)",,Ogrodowa
295476158,residential,,False,False,123.18299999999999,,,"LINESTRING (16.299594 51.4004202, 16.2994959 51.4006252, 16.2993789 51.4009136, 16.2991282 51.4014891)",,Ogrodowa
295476158,residential,,False,True,106.37800000000001,,,"LINESTRING (16.299594 51.4004202, 16.2996918 51.4002548, 16.3001035 51.3995179)",,Ogrodowa
1022241237,residential,,False,True,82.22800000000001,,,"LINESTRING (16.299594 51.4004202, 16.2996903 51.4004406, 16.3007551 51.4005661)",,Ogrodowa
1022241237,residential,,False,False,82.22800000000001,,,"LINESTRING (16.3007551 51.4005661, 16.2996903 51.4004406, 16.299594 51.4004202)",,Ogrodowa
154894444,residential,,False,False,130.251,,,"LINESTRING (16.3026181 51.4022525, 16.3021866 51.4027973, 16.3016936 51.4032697)",,
154894444,residential,,False,True,247.26600000000002,,,"LINESTRING (16.3026181 51.4022525, 16.3026403 51.4022245, 16.3029885 51.4016656, 16.3031728 51.4010698, 16.3032887 51.4000864)",,
1176366016,residential,,False,False,158.997,,,"LINESTRING (16.3026181 51.4022525, 16.3035759 51.4030072, 16.3036832 51.4030925, 16.3037636 51.4031946, 16.3038119 51.4032615, 16.303879 51.4033, 16.3039406 51.4033117, 16.3039862 51.4033218, 16.3040533 51.4033067)",,Krótka
"[154894444, 1022241225, 1176366017]",residential,,False,"[False, True]",374.398,,,"LINESTRING (16.3040533 51.4033067, 16.3040035 51.4033411, 16.3036832 51.403562, 16.3028917 51.4041112, 16.3027679 51.4042073, 16.3026465 51.404318, 16.3025204 51.4044389, 16.3024527 51.4045016, 16.302392 51.4045569, 16.3023196 51.4045394, 16.3021795 51.4044986, 16.3019857 51.4044316, 16.3017032 51.4043253, 16.301514 51.4042583, 16.3013389 51.4042073, 16.3012633 51.4041496, 16.3014114 51.4038021, 16.3016936 51.4032697)",,Szczęśliwa
1022241225,residential,,False,True,147.92399999999998,,,"LINESTRING (16.3040533 51.4033067, 16.304301 51.402549, 16.3044125 51.4022864, 16.3045217 51.4020093)",,Szczęśliwa
1176366016,residential,,False,True,158.997,,,"LINESTRING (16.3040533 51.4033067, 16.3039862 51.4033218, 16.3039406 51.4033117, 16.303879 51.4033, 16.3038119 51.4032615, 16.3037636 51.4031946, 16.3036832 51.4030925, 16.3035759 51.4030072, 16.3026181 51.4022525)",,Krótka
