osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,junction,ref
172710566,True,2,Luboszycka,tertiary,50,False,45.312000000000005,"LINESTRING (17.9253459 50.681042, 17.9253526 50.6809561, 17.9253639 50.6808908, 17.9254203 50.6807509, 17.9254719 50.6806444)",,
279310081,False,2,Luboszycka,tertiary,50,False,83.392,"LINESTRING (17.9232861 50.6753391, 17.9232812 50.6753712, 17.9232593 50.6755151, 17.9232361 50.6756678, 17.9231865 50.6759575, 17.9231647 50.6760851)",,
279310150,True,1,,tertiary,50,False,49.355000000000004,"LINESTRING (17.9232861 50.6753391, 17.9232555 50.6752248, 17.9232247 50.6751848, 17.9232078 50.6751629, 17.9231768 50.6751439, 17.9231053 50.6751, 17.9230333 50.6750599, 17.9228913 50.6750004)",,
172710557,False,2,Irysów,residential,30,False,34.096,"LINESTRING (17.9291724 50.6768814, 17.9291259 50.6768255, 17.929063 50.6767548, 17.9289659 50.6766486, 17.9289346 50.6766144)",,
172710557,False,2,Irysów,residential,30,True,84.27800000000002,"LINESTRING (17.9291724 50.6768814, 17.9294731 50.6772553, 17.9294841 50.6772694, 17.9295062 50.6772976, 17.9295489 50.6773523, 17.9295759 50.6774072, 17.9295761 50.6774439, 17.9295762 50.6774623, 17.9295518 50.6775787)",,
143973081,True,2,Plac Róż,residential,30,False,104.40900000000002,"LINESTRING (17.9295518 50.6775787, 17.9294474 50.6775675, 17.9293545 50.6775472, 17.9292869 50.6775281, 17.9292313 50.6775052, 17.9291835 50.6774764, 17.9291617 50.6774624, 17.9291178 50.6774342, 17.9290722 50.6773929, 17.9290384 50.6773544, 17.9290064 50.6773068, 17.9289848 50.6772693, 17.9289638 50.6772225, 17.9289564 50.6771763, 17.9289551 50.6771291, 17.9289622 50.6770927, 17.9289797 50.6770526, 17.9290064 50.6770123, 17.9290354 50.6769765, 17.9290726 50.6769461, 17.9291724 50.6768814)",,
172710557,False,2,Irysów,residential,30,False,84.278,"LINESTRING (17.9295518 50.6775787, 17.9295762 50.6774623, 17.9295761 50.6774439, 17.9295759 50.6774072, 17.9295489 50.6773523, 17.9295062 50.6772976, 17.9294841 50.6772694, 17.9294731 50.6772553, 17.9291724 50.6768814)",,
172710557,False,2,Irysów,residential,30,True,70.896,"LINESTRING (17.9295518 50.6775787, 17.9294004 50.6781332, 17.9294257 50.6782063)",,
72466483,False,3,Oleska,secondary,50,True,103.834,"LINESTRING (17.9337492 50.6753316, 17.9337949 50.6753856, 17.9338914 50.6754964, 17.9340576 50.6756653, 17.934131 50.6757279, 17.9341862 50.6757749, 17.9344122 50.6759694, 17.9345047 50.6760504, 17.9345667 50.6761069)",,
1016961935,True,2,Oleska,secondary,50,False,32.041,"LINESTRING (17.9337492 50.6753316, 17.9336295 50.6752173, 17.9335953 50.6751846, 17.9335569 50.6751447, 17.9335035 50.6750892)",,
"[399027589, 399027591]",False,2,Oleska,secondary,"['40', '50']",True,151.243,"LINESTRING (17.936441 50.6779267, 17.9362378 50.6777335, 17.9361009 50.6776034, 17.9359005 50.6774122, 17.9357562 50.6772653, 17.9356917 50.6772032, 17.9356528 50.6771658, 17.9354735 50.676993, 17.9353682 50.676887, 17.9352691 50.6767873)",,
524102817,True,,Rondo Antosia Petrykiewicza,tertiary,,False,17.123,"LINESTRING (17.9255775 50.6802858, 17.9256094 50.68027, 17.9256457 50.6802587, 17.925685 50.6802524, 17.9257255 50.6802514, 17.9257655 50.6802558, 17.9258031 50.6802652)",roundabout,
331986043,False,2,Luboszycka,tertiary,50,True,23.374000000000002,"LINESTRING (17.9247401 50.6802153, 17.9248217 50.6802271, 17.9248763 50.680235, 17.925065 50.6802576)",,
"[372941089, 172199692]",False,2,Narcyzów,residential,30,True,380.8670000000001,"LINESTRING (17.9247401 50.6802153, 17.9247736 50.6801021, 17.9248393 50.6799457, 17.9249047 50.6797781, 17.9249594 50.6796571, 17.9250415 50.6795008, 17.9251525 50.6792985, 17.9252581 50.679133, 17.9254014 50.6789449, 17.9255212 50.6787999, 17.9257239 50.6785678, 17.9259214 50.6783607, 17.9261169 50.6781827, 17.9263137 50.6780141, 17.9265246 50.6778463, 17.9267339 50.6776955, 17.9269057 50.6775757, 17.9270752 50.6774742, 17.9271927 50.677412, 17.9273989 50.6773131)",,
"[397843971, 331103302, 350197951]",False,2,Luboszycka,tertiary,50,"[False, True]",364.529,"LINESTRING (17.9247401 50.6802153, 17.9245232 50.6801611, 17.9244795 50.6801501, 17.9244522 50.6801433, 17.9242447 50.6800715, 17.9241845 50.6800475, 17.924099 50.6800013, 17.9240668 50.6799789, 17.9239337 50.6798614, 17.9238657 50.679761, 17.9238019 50.6796326, 17.9237161 50.6793812, 17.9236674 50.6792371, 17.9235591 50.6788781, 17.9235114 50.6787199, 17.9234968 50.6786714, 17.923408 50.6782675, 17.9232761 50.6776674, 17.9232653 50.6776156, 17.9232108 50.6773625, 17.9231904 50.677268)",,
172710559,False,2,Astrów,residential,30,False,66.784,"LINESTRING (17.9273989 50.6773131, 17.9280284 50.6777621)",,
"[372941089, 172199692]",False,2,Narcyzów,residential,30,False,380.86699999999996,"LINESTRING (17.9273989 50.6773131, 17.9271927 50.677412, 17.9270752 50.6774742, 17.9269057 50.6775757, 17.9267339 50.6776955, 17.9265246 50.6778463, 17.9263137 50.6780141, 17.9261169 50.6781827, 17.9259214 50.6783607, 17.9257239 50.6785678, 17.9255212 50.6787999, 17.9254014 50.6789449, 17.9252581 50.679133, 17.9251525 50.6792985, 17.9250415 50.6795008, 17.9249594 50.6796571, 17.9249047 50.6797781, 17.9248393 50.6799457, 17.9247736 50.6801021, 17.9247401 50.6802153)",,
704835679,False,2,Janusza Kusocińskiego,residential,50,False,133.265,"LINESTRING (17.9273989 50.6773131, 17.9278684 50.6770853, 17.9283566 50.6768581, 17.9289346 50.6766144)",,
"[349393024, 944666579, 547149639]",True,"['2', '4']",Oleska,secondary,50,False,102.538,"LINESTRING (17.9335035 50.6750892, 17.9333462 50.674917, 17.9332633 50.6748407, 17.9331738 50.6747528, 17.933063 50.6746336, 17.9329657 50.6745549, 17.9328524 50.6744772, 17.9328122 50.6744534, 17.9327538 50.6744181, 17.9326969 50.6743873, 17.9326358 50.6743583)",,
"[1005916193, 704835679]",False,2,Janusza Kusocińskiego,residential,50,True,364.798,"LINESTRING (17.9335035 50.6750892, 17.9333514 50.6751336, 17.9332613 50.6751584, 17.9331843 50.6751797, 17.9331411 50.675191, 17.9330597 50.6752084, 17.9329652 50.675225, 17.9328694 50.6752415, 17.9327865 50.6752552, 17.9326982 50.6752758, 17.9326047 50.6753017, 17.9324553 50.6753544, 17.9323847 50.6753793, 17.9322581 50.6754273, 17.9315613 50.6756581, 17.9303919 50.6760667, 17.929433 50.6764221, 17.9291394 50.6765299, 17.9289346 50.6766144)",,
171888514,False,2,Chabrów,tertiary,50,False,22.989,"LINESTRING (17.9363549 50.6791558, 17.9362234 50.6792151, 17.9360891 50.6792757)",,
