osmid,name,highway,oneway,reversed,length,geometry,width
38155070,Jana Matejki,residential,False,True,153.586,"LINESTRING (15.4417861 51.5574842, 15.4415365 51.5572126, 15.4412656 51.556922, 15.4410624 51.5566958, 15.440858 51.5564828, 15.4406853 51.5562846)",
"[198425098, 462845997]",Kościelna,unclassified,False,True,449.78099999999995,"LINESTRING (15.4417861 51.5574842, 15.4421233 51.5574313, 15.442435 51.5573753, 15.4426097 51.5573367, 15.4429082 51.5572247, 15.4435167 51.5569585, 15.4440124 51.5567436, 15.4441744 51.5566511, 15.4443504 51.5565633, 15.4444438 51.5565178, 15.4451636 51.5562019, 15.4453457 51.5561015, 15.4454884 51.5560338, 15.4456067 51.5559894, 15.4457476 51.5559509, 15.4461025 51.5558808, 15.4468686 51.5557629, 15.4471708 51.5557201, 15.4472724 51.5557057, 15.4474793 51.5556688)",
198491042,Krótka,residential,False,False,47.449,"LINESTRING (15.4487651 51.5553459, 15.4488413 51.5553142, 15.4488967 51.5552911, 15.4490998 51.555207, 15.4493442 51.5551172)",
198492292,Jana Pawła II,tertiary,False,False,166.3,"LINESTRING (15.4487651 51.5553459, 15.4484456 51.5550948, 15.4483269 51.5550095, 15.4481533 51.5548581, 15.447961 51.55467, 15.4478945 51.554601, 15.447836 51.5545279, 15.4475229 51.5540764)",
198492292,Jana Pawła II,tertiary,False,True,45.619,"LINESTRING (15.4487651 51.5553459, 15.4489138 51.5554556, 15.4489471 51.5554794, 15.4490213 51.5555325, 15.4491504 51.5556171, 15.4492084 51.5556492)",
38155070,Jana Matejki,residential,False,False,153.586,"LINESTRING (15.4406853 51.5562846, 15.440858 51.5564828, 15.4410624 51.5566958, 15.4412656 51.556922, 15.4415365 51.5572126, 15.4417861 51.5574842)",
198630937,,residential,False,False,230.12699999999998,"LINESTRING (15.4406853 51.5562846, 15.4414089 51.556013, 15.441696 51.5558806, 15.4429314 51.5552599, 15.4430689 51.5551905, 15.443342 51.5550442)",
38155062,Fabryczna,residential,False,True,43.822,"LINESTRING (15.4507036 51.556998, 15.4508333 51.5569727, 15.4508847 51.5569583, 15.451001 51.5569332, 15.4511787 51.5568948, 15.4512963 51.5568599)",
835471746,Tadeusza Kościuszki,tertiary,False,False,34.492,"LINESTRING (15.4507036 51.556998, 15.4506388 51.5569108, 15.4505644 51.5568313, 15.4504493 51.5567323)",
835471746,Tadeusza Kościuszki,tertiary,False,True,76.065,"LINESTRING (15.4507036 51.556998, 15.4507451 51.557112, 15.4507976 51.5572349, 15.4508608 51.5573849, 15.4509636 51.5576626)",
38155017,Juliusza Słowackiego,residential,False,False,28.689,"LINESTRING (15.4438941 51.5545643, 15.4442645 51.5546806)",
38155017,Juliusza Słowackiego,residential,False,True,77.725,"LINESTRING (15.4438941 51.5545643, 15.4431149 51.5542946, 15.4429133 51.5542227)",
198630937,,residential,False,True,66.07300000000001,"LINESTRING (15.4438941 51.5545643, 15.4438436 51.5546156, 15.4436215 51.5548598, 15.4434931 51.5549505, 15.443342 51.5550442)",
38155017,Juliusza Słowackiego,residential,False,False,20.281,"LINESTRING (15.4472167 51.5555875, 15.4474793 51.5556688)",
38155017,Juliusza Słowackiego,residential,False,True,227.67199999999997,"LINESTRING (15.4472167 51.5555875, 15.4470562 51.5555363, 15.4457675 51.5551505, 15.4445218 51.5547646, 15.4442645 51.5546806)",
38155011,Kościelna,unclassified,False,True,103.138,"LINESTRING (15.4492084 51.5556492, 15.4490497 51.5556404, 15.4489018 51.5556365, 15.4485644 51.5556434, 15.4482324 51.5556578, 15.4477215 51.5556933)",
198425101,Kościelna,tertiary,False,True,36.988,"LINESTRING (15.4492084 51.5556492, 15.4493075 51.5556643, 15.449453 51.5556911, 15.4495571 51.5557112, 15.4496424 51.5557273, 15.4497178 51.555749)",
198492292,Jana Pawła II,tertiary,False,False,45.619,"LINESTRING (15.4492084 51.5556492, 15.4491504 51.5556171, 15.4490213 51.5555325, 15.4489471 51.5554794, 15.4489138 51.5554556, 15.4487651 51.5553459)",
38155030,Małynicza,residential,False,True,89.63300000000001,"LINESTRING (15.4475229 51.5540764, 15.4474007 51.5541042, 15.4467768 51.5542429, 15.4462917 51.5543273)",
198492292,Jana Pawła II,tertiary,False,False,76.30499999999999,"LINESTRING (15.4475229 51.5540764, 15.447479 51.5540042, 15.4471161 51.5534385)",
198492292,Jana Pawła II,tertiary,False,True,166.29999999999998,"LINESTRING (15.4475229 51.5540764, 15.447836 51.5545279, 15.4478945 51.554601, 15.447961 51.55467, 15.4481533 51.5548581, 15.4483269 51.5550095, 15.4484456 51.5550948, 15.4487651 51.5553459)",
38155017,Juliusza Słowackiego,residential,False,True,9.178,"LINESTRING (15.4404602 51.5531132, 15.4403467 51.5530704)",
38155017,Juliusza Słowackiego,residential,False,False,209.82,"LINESTRING (15.4404602 51.5531132, 15.4405803 51.5531792, 15.4413636 51.5535398, 15.4419149 51.5537943, 15.4424251 51.5540206, 15.4429133 51.5542227)",
38155038,Stefana Żeromskiego,residential,False,True,160.673,"LINESTRING (15.4404602 51.5531132, 15.4416816 51.5525674, 15.4423757 51.5522962)",6
"[198689704, 38154989]",Szkolna,residential,False,True,244.958,"LINESTRING (15.4529464 51.5531084, 15.4527181 51.5531996, 15.4525087 51.5532803, 15.4523255 51.5533947, 15.4519637 51.5536094, 15.451584 51.5538529, 15.4510765 51.5542107, 15.4507244 51.5544334, 15.4503894 51.5546207)",
358674569,Brzoskwiniowa,residential,False,True,143.899,"LINESTRING (15.4529464 51.5531084, 15.452987 51.55298, 15.4529953 51.5527649, 15.4528481 51.5522347, 15.4527988 51.5519118, 15.4527855 51.5518265)",
38154966,Mieszka I,residential,False,True,103.068,"LINESTRING (15.4468889 51.5530909, 15.4463003 51.5532441, 15.4455089 51.5534414)",
198492292,Jana Pawła II,tertiary,False,False,240.599,"LINESTRING (15.4468889 51.5530909, 15.4462307 51.5520411, 15.4455993 51.5510813)",
198492292,Jana Pawła II,tertiary,False,True,41.722,"LINESTRING (15.4468889 51.5530909, 15.4470321 51.553308, 15.4471161 51.5534385)",
198491639,Stanisława Staszica,residential,False,False,76.792,"LINESTRING (15.4471161 51.5534385, 15.4481731 51.5532264)",
198492292,Jana Pawła II,tertiary,False,False,41.722,"LINESTRING (15.4471161 51.5534385, 15.4470321 51.553308, 15.4468889 51.5530909)",
198492292,Jana Pawła II,tertiary,False,True,76.30499999999999,"LINESTRING (15.4471161 51.5534385, 15.447479 51.5540042, 15.4475229 51.5540764)",
38154978,,residential,False,True,131.86599999999999,"LINESTRING (15.4431855 51.5533697, 15.4430695 51.55322, 15.4428222 51.5528763, 15.4427472 51.5527693, 15.4423757 51.5522962)",
198425100,Tadeusza Kościuszki,tertiary,False,True,185.706,"LINESTRING (15.4509636 51.5576626, 15.4510137 51.5577826, 15.4513742 51.5587017, 15.4514729 51.5589176, 15.451544 51.5590548, 15.4517003 51.5592649)",
835471746,Tadeusza Kościuszki,tertiary,False,False,76.065,"LINESTRING (15.4509636 51.5576626, 15.4508608 51.5573849, 15.4507976 51.5572349, 15.4507451 51.557112, 15.4507036 51.556998)",
38155017,Juliusza Słowackiego,residential,False,True,20.281,"LINESTRING (15.4474793 51.5556688, 15.4472167 51.5555875)",
"[198425098, 462845997]",Kościelna,unclassified,False,False,449.78100000000006,"LINESTRING (15.4474793 51.5556688, 15.4472724 51.5557057, 15.4471708 51.5557201, 15.4468686 51.5557629, 15.4461025 51.5558808, 15.4457476 51.5559509, 15.4456067 51.5559894, 15.4454884 51.5560338, 15.4453457 51.5561015, 15.4451636 51.5562019, 15.4444438 51.5565178, 15.4443504 51.5565633, 15.4441744 51.5566511, 15.4440124 51.5567436, 15.4435167 51.5569585, 15.4429082 51.5572247, 15.4426097 51.5573367, 15.442435 51.5573753, 15.4421233 51.5574313, 15.4417861 51.5574842)",
835471745,Kościelna,unclassified,False,False,17.023,"LINESTRING (15.4474793 51.5556688, 15.447663 51.5556928, 15.4477215 51.5556933)",
198630937,,residential,False,False,66.073,"LINESTRING (15.443342 51.5550442, 15.4434931 51.5549505, 15.4436215 51.5548598, 15.4438436 51.5546156, 15.4438941 51.5545643)",
198630937,,residential,False,True,230.12699999999998,"LINESTRING (15.443342 51.5550442, 15.4430689 51.5551905, 15.4429314 51.5552599, 15.441696 51.5558806, 15.4414089 51.556013, 15.4406853 51.5562846)",
198425101,Kościelna,tertiary,False,False,36.988,"LINESTRING (15.4497178 51.555749, 15.4496424 51.5557273, 15.4495571 51.5557112, 15.449453 51.5556911, 15.4493075 51.5556643, 15.4492084 51.5556492)",
198454702,,residential,False,False,34.115,"LINESTRING (15.4497178 51.555749, 15.4498649 51.5557119, 15.450175 51.5556336)",
198577033,Tadeusza Kościuszki,tertiary,False,True,121.421,"LINESTRING (15.4497178 51.555749, 15.44976 51.5557752, 15.4497995 51.555813, 15.449832 51.5558533, 15.4498739 51.5559176, 15.4498859 51.5559379, 15.4502312 51.5565199, 15.4502427 51.5565393, 15.4502811 51.5565908, 15.4504493 51.5567323)",
38154966,Mieszka I,residential,False,False,103.068,"LINESTRING (15.4455089 51.5534414, 15.4463003 51.5532441, 15.4468889 51.5530909)",
38154966,Mieszka I,residential,False,True,202.203,"LINESTRING (15.4455089 51.5534414, 15.4446973 51.5536419, 15.4441456 51.5537859, 15.4436426 51.553913, 15.4431739 51.5540473, 15.4429979 51.5541258, 15.4429133 51.5542227)",
141810945,Marii Konopnickiej,residential,False,True,112.982,"LINESTRING (15.4455089 51.5534414, 15.445601 51.5534998, 15.4456577 51.5535674, 15.4457681 51.5537195, 15.4462276 51.5542815, 15.4462917 51.5543273)",
198689703,Marii Konopnickiej,residential,False,False,233.321,"LINESTRING (15.4455089 51.5534414, 15.4453652 51.5533062, 15.44531 51.5532345, 15.4451363 51.5529975, 15.4449564 51.5527706, 15.4448497 51.5526106, 15.4448259 51.5525556, 15.4448396 51.5525139, 15.4448776 51.5524559, 15.4449027 51.5524045, 15.4448983 51.552353, 15.4448164 51.5522648, 15.4444275 51.5518543, 15.4441627 51.5515748)",
198492292,Jana Pawła II,tertiary,False,False,20.439,"LINESTRING (15.4455993 51.5510813, 15.4454985 51.5509085)",
38155038,Stefana Żeromskiego,residential,False,False,113.513,"LINESTRING (15.4455993 51.5510813, 15.4453459 51.5511578, 15.4441627 51.5515748)",6
198492292,Jana Pawła II,tertiary,False,True,240.599,"LINESTRING (15.4455993 51.5510813, 15.4462307 51.5520411, 15.4468889 51.5530909)",
38155017,Juliusza Słowackiego,residential,False,True,28.689,"LINESTRING (15.4442645 51.5546806, 15.4438941 51.5545643)",
38155017,Juliusza Słowackiego,residential,False,False,227.672,"LINESTRING (15.4442645 51.5546806, 15.4445218 51.5547646, 15.4457675 51.5551505, 15.4470562 51.5555363, 15.4472167 51.5555875)",
