osmid,highway,oneway,reversed,length,geometry,lanes,name,maxspeed
42702289,residential,False,False,64.887,"LINESTRING (18.8802855 50.2824287, 18.8802522 50.2823925, 18.8798423 50.2819185)",,,
405813319,tertiary,False,False,87.52199999999999,"LINESTRING (18.8802855 50.2824287, 18.8801387 50.2824768, 18.8792068 50.2828086)",2,Chorzowska,50
138597138,tertiary,False,False,28.226,"LINESTRING (18.8765901 50.2837415, 18.8763705 50.2837386, 18.8763238 50.283738, 18.8762613 50.2837373, 18.8761929 50.2837369)",4,Chorzowska,50
"[184465907, 184465909, 405813319]",tertiary,False,True,213.02599999999998,"LINESTRING (18.8765901 50.2837415, 18.8766827 50.2837201, 18.8768182 50.2836751, 18.8768461 50.2836646, 18.8775061 50.283417, 18.8776642 50.2833595, 18.8782609 50.2831543, 18.8790773 50.2828572, 18.8792068 50.2828086)","['2', '3']",Chorzowska,50
"[386624073, 49168130]",residential,False,False,69.022,"LINESTRING (18.8765901 50.2837415, 18.8766934 50.2838074, 18.8767219 50.2838256, 18.8767704 50.2838358, 18.8769162 50.2838577, 18.8773805 50.2839346, 18.8774817 50.2839517)",2,Pokoju,"['50', '30']"
42702258,residential,False,False,110.64,"LINESTRING (18.8792068 50.2828086, 18.87917 50.2827683, 18.8791436 50.2827356, 18.8784504 50.2819389)",,Ignacego Krasickiego,
"[184465907, 184465909, 405813319]",tertiary,False,False,213.02599999999995,"LINESTRING (18.8792068 50.2828086, 18.8790773 50.2828572, 18.8782609 50.2831543, 18.8776642 50.2833595, 18.8775061 50.283417, 18.8768461 50.2836646, 18.8768182 50.2836751, 18.8766827 50.2837201, 18.8765901 50.2837415)","['2', '3']",Chorzowska,50
405813319,tertiary,False,True,87.52199999999999,"LINESTRING (18.8792068 50.2828086, 18.8801387 50.2824768, 18.8802855 50.2824287)",2,Chorzowska,50
42702258,residential,False,True,110.64,"LINESTRING (18.8784504 50.2819389, 18.8791436 50.2827356, 18.87917 50.2827683, 18.8792068 50.2828086)",,Ignacego Krasickiego,
"[854198131, 97469975]",residential,False,False,177.225,"LINESTRING (18.8784504 50.2819389, 18.8776562 50.2822188, 18.8776185 50.2822564, 18.8775933 50.2823512, 18.877555 50.2827015, 18.877518 50.2830392, 18.8776209 50.2832108)",1,Jana Furgoła,30
97469975,residential,False,True,98.72,"LINESTRING (18.8784504 50.2819389, 18.8789686 50.281771, 18.8796737 50.2815184)",,Jana Furgoła,
42702289,residential,False,True,46.778,"LINESTRING (18.8796737 50.2815184, 18.8797945 50.2816685, 18.8798219 50.2817926, 18.8798423 50.2819185)",,,
97469975,residential,False,False,98.72,"LINESTRING (18.8796737 50.2815184, 18.8789686 50.281771, 18.8784504 50.2819389)",,Jana Furgoła,
"[378662849, 386624044]",tertiary,False,True,285.036,"LINESTRING (18.874889 50.2890823, 18.8746739 50.2890459, 18.8745008 50.2890138, 18.8743608 50.2889879, 18.874206 50.2889616, 18.8740527 50.2889357, 18.8738814 50.2889066, 18.8737028 50.2888742, 18.8726032 50.2886842, 18.8725634 50.2886773, 18.8723583 50.2886419, 18.8716951 50.2885273, 18.8715357 50.2884998, 18.8710178 50.2884092)","['2', '3']",Generała Józefa Hallera,30
"[378662850, 177506549]",tertiary,False,False,74.46499999999999,"LINESTRING (18.874889 50.2890823, 18.8748058 50.289383, 18.874793 50.2894327, 18.8747617 50.2895404, 18.8747254 50.2896794, 18.8747089 50.289742)",3,Piotra Niedurnego,30
405813308,tertiary,False,True,34.879999999999995,"LINESTRING (18.874889 50.2890823, 18.874939 50.2889057, 18.8749725 50.2887732)",3,Piotra Niedurnego,30
"[364982860, 184465910]",tertiary,False,True,89.667,"LINESTRING (18.8732276 50.2832188, 18.8736067 50.2832972, 18.874257 50.2834214, 18.8744354 50.2834522)",3,Czarnoleśna,50
"[49168128, 386624053]",residential,False,True,212.81,"LINESTRING (18.8732276 50.2832188, 18.8731659 50.2833726, 18.8731514 50.2834087, 18.8731215 50.2834748, 18.8726229 50.2846684, 18.8724559 50.285068)",2,Objazdowa,"['50', '30']"
49168126,residential,False,False,56.397000000000006,"LINESTRING (18.8733998 50.2842171, 18.8737645 50.2842726, 18.873827 50.2842817, 18.8740507 50.2843142, 18.8740625 50.2843159, 18.8741721 50.2843341)",,Tadeusza Kościuszki,30
49168126,residential,False,True,56.397,"LINESTRING (18.8741721 50.2843341, 18.8740625 50.2843159, 18.8740507 50.2843142, 18.873827 50.2842817, 18.8737645 50.2842726, 18.8733998 50.2842171)",,Tadeusza Kościuszki,30
709813746,residential,True,False,138.01700000000002,"LINESTRING (18.8741721 50.2843341, 18.8742153 50.284341, 18.8742614 50.2843484, 18.8749962 50.2844556, 18.8759365 50.2845928, 18.8760033 50.2846058, 18.876063 50.2846174)",,Tadeusza Kościuszki,30
"[709813747, 386624078]",residential,True,False,99.844,"LINESTRING (18.8741721 50.2843341, 18.8741828 50.2842865, 18.8743731 50.2836592, 18.8743971 50.2835704, 18.8744114 50.2835331, 18.8744224 50.2834961, 18.8744354 50.2834522)",,Wojska Polskiego,"['30', '50']"
49168121,residential,True,False,180.06,"LINESTRING (18.8716502 50.286943, 18.871711 50.2869558, 18.8717439 50.2869627, 18.8719185 50.2869924, 18.8726215 50.2871022, 18.8729093 50.2871471, 18.8737872 50.2872935, 18.8741028 50.2873501)",,Jadwigi Markowej,30
49168128,residential,False,False,71.033,"LINESTRING (18.8716502 50.286943, 18.8717767 50.2866381, 18.8719075 50.2863257)",2,Objazdowa,30
49168128,residential,False,True,169.114,"LINESTRING (18.8716502 50.286943, 18.8712073 50.2879772, 18.8710915 50.2882475, 18.8710638 50.2883089, 18.8710323 50.2883777, 18.8710178 50.2884092)",2,Objazdowa,30
49168128,residential,False,False,100.388,"LINESTRING (18.8720833 50.2859388, 18.8721696 50.2857483, 18.872262 50.2855323, 18.8724464 50.2850867, 18.8724559 50.285068)",2,Objazdowa,30
49168128,residential,False,True,44.802,"LINESTRING (18.8720833 50.2859388, 18.8719463 50.2862482, 18.8719075 50.2863257)",2,Objazdowa,30
