osmid,name,highway,oneway,reversed,length,geometry,maxspeed,access
39690350,Podleśna,residential,False,True,69.759,"LINESTRING (18.4121593 50.0558484, 18.4119479 50.0558614, 18.4119058 50.0558579, 18.4111896 50.0557977)",,
"[104410829, 104410831]",Romualda Traugutta,tertiary,False,True,51.336,"LINESTRING (18.4121593 50.0558484, 18.4124712 50.055998, 18.4127515 50.0561095)",,
104410830,Ofiar Terroru,tertiary,False,False,40.102,"LINESTRING (18.4193016 50.0593924, 18.4189487 50.0591118)",,
32259672,Jagiellońska,living_street,False,False,74.512,"LINESTRING (18.4193016 50.0593924, 18.4192426 50.0594173, 18.41891 50.0595577, 18.418556 50.0598487)",,
104410830,Ofiar Terroru,tertiary,False,True,177.635,"LINESTRING (18.4193016 50.0593924, 18.41941 50.0597791, 18.4194652 50.0600209, 18.4195055 50.0602792, 18.4195277 50.0604261, 18.4195833 50.0606167, 18.4196706 50.0608919, 18.4196957 50.0609685)",,
104410830,Ofiar Terroru,tertiary,False,True,40.102,"LINESTRING (18.4189487 50.0591118, 18.4193016 50.0593924)",,
32243101,,residential,False,False,44.724000000000004,"LINESTRING (18.4189487 50.0591118, 18.4189116 50.0591285, 18.4185366 50.0592972, 18.4184325 50.0593396)",,
104410830,Ofiar Terroru,tertiary,False,False,187.09699999999998,"LINESTRING (18.4189487 50.0591118, 18.4183689 50.0586774, 18.4182141 50.058483, 18.4180497 50.0582767, 18.417955 50.0581953, 18.4179057 50.0581597, 18.4177825 50.0580964, 18.4175042 50.0579657, 18.4172745 50.0578482)",,
32243862,Spokojna,living_street,True,False,125.551,"LINESTRING (18.4199609 50.0576891, 18.4212274 50.0569057)",,
104410809,Plebiscytowa,tertiary,False,False,109.179,"LINESTRING (18.4199609 50.0576891, 18.4197796 50.0576075, 18.4193718 50.0574197, 18.4192669 50.0573744, 18.4189397 50.0572368, 18.4188812 50.0572165, 18.4188251 50.0572008, 18.4187494 50.0571895, 18.4186666 50.0571851)",50,
104410809,Plebiscytowa,tertiary,False,True,73.49400000000001,"LINESTRING (18.4199609 50.0576891, 18.4204096 50.0578914, 18.4206092 50.0579755, 18.4207349 50.0580368, 18.4208037 50.0580684)",50,
32243863,Spokojna,living_street,False,False,27.751,"LINESTRING (18.4212274 50.0569057, 18.4215462 50.0567629)",,
