osmid,oneway,name,highway,reversed,length,lanes,junction,geometry
1180057876,True,Dworcowa,tertiary,False,14.172,,,"LINESTRING (18.8402246 50.1494263, 18.840299 50.1495445)"
958263257,True,,tertiary,False,6.698,1,roundabout,"LINESTRING (18.8402246 50.1494263, 18.8401792 50.149434, 18.8401323 50.1494317)"
172954051,True,Orzeska,tertiary,False,37.504999999999995,1,,"LINESTRING (18.8400663 50.1494079, 18.8397973 50.1493966, 18.8395491 50.1493544)"
960201725,True,,tertiary,False,8.925,1,roundabout,"LINESTRING (18.8400663 50.1494079, 18.8400329 50.149374, 18.8400256 50.1493341)"
172954054,True,Norberta Barlickiego,tertiary,False,4.954,1,,"LINESTRING (18.840164 50.1489239, 18.840179 50.1488804)"
33908448,False,Plac Ratuszowy,residential,True,82.368,,,"LINESTRING (18.840164 50.1489239, 18.8400753 50.1489342, 18.8395745 50.1489922, 18.8390251 50.1490507)"
172953207,False,Poręba,residential,False,275.495,,,"LINESTRING (18.8453132 50.1492916, 18.8451086 50.1490378, 18.8444207 50.1481845, 18.8443682 50.1481195, 18.8443169 50.1480825, 18.844224 50.1480722, 18.8436918 50.1480661, 18.8431621 50.1480264, 18.8425955 50.1479839)"
172953207,False,Poręba,residential,True,13.978000000000002,,,"LINESTRING (18.8453132 50.1492916, 18.8453754 50.1493628, 18.845409 50.1494013)"
29483256,False,Stanisława Moniuszki,residential,False,195.194,,,"LINESTRING (18.8365764 50.1491426, 18.8365957 50.1490873, 18.8366437 50.1489495, 18.8367184 50.1489022, 18.8377485 50.1489721, 18.8386971 50.1490635, 18.8388155 50.1490694, 18.8389225 50.1490626, 18.8390251 50.1490507)"
220921556,False,Orzeska,tertiary,False,136.366,2,,"LINESTRING (18.8365764 50.1491426, 18.8380364 50.1492417, 18.8384795 50.1492723)"
220921556,False,Orzeska,tertiary,True,197.71099999999998,2,,"LINESTRING (18.8365764 50.1491426, 18.8364409 50.1491327, 18.8360727 50.1490872, 18.8357487 50.1490185, 18.8347184 50.1487188, 18.8344659 50.1486539, 18.8341559 50.1485924, 18.8339685 50.1485601)"
29483256,False,Stanisława Moniuszki,residential,True,195.19399999999996,,,"LINESTRING (18.8390251 50.1490507, 18.8389225 50.1490626, 18.8388155 50.1490694, 18.8386971 50.1490635, 18.8377485 50.1489721, 18.8367184 50.1489022, 18.8366437 50.1489495, 18.8365957 50.1490873, 18.8365764 50.1491426)"
33889459,False,Plac Ratuszowy,residential,True,29.409999999999997,,,"LINESTRING (18.8390251 50.1490507, 18.8390213 50.1490814, 18.8389985 50.1492647, 18.8389932 50.1493144)"
33908448,False,Plac Ratuszowy,residential,False,82.368,,,"LINESTRING (18.8390251 50.1490507, 18.8395745 50.1489922, 18.8400753 50.1489342, 18.840164 50.1489239)"
33889459,False,Plac Ratuszowy,residential,False,29.409999999999997,,,"LINESTRING (18.8389932 50.1493144, 18.8389985 50.1492647, 18.8390213 50.1490814, 18.8390251 50.1490507)"
33889473,False,Orzeska,tertiary,False,39.858000000000004,2,,"LINESTRING (18.8389932 50.1493144, 18.8393473 50.149339, 18.8395491 50.1493544)"
220921556,False,Orzeska,tertiary,True,36.903999999999996,2,,"LINESTRING (18.8389932 50.1493144, 18.8387062 50.1492887, 18.8384795 50.1492723)"
220921555,False,Spokojna,residential,False,37.822,,,"LINESTRING (18.838666 50.1476746, 18.8391961 50.1476572)"
159057096,False,Jana III Sobieskiego,residential,False,252.027,,,"LINESTRING (18.838666 50.1476746, 18.8386168 50.1479862, 18.8385449 50.1480412, 18.8383031 50.1480365, 18.8381705 50.1480543, 18.8371965 50.1483125, 18.8363112 50.1484886, 18.8357336 50.1485007)"
