osmid,oneway,name,highway,reversed,length,lanes,geometry,maxspeed,ref,junction
27092797,True,Batalionów Chłopskich,tertiary,False,24.166,,"LINESTRING (20.5261717 50.5202024, 20.5265124 50.52022)",,,
173448488,False,Marszałka Józefa Piłsudskiego,tertiary,True,41.461,2,"LINESTRING (20.5261717 50.5202024, 20.5258834 50.5198777)",,,
1074891889,False,Marszałka Józefa Piłsudskiego,tertiary,False,22.22,,"LINESTRING (20.5261717 50.5202024, 20.5263462 50.5203686)",,,
791646696,False,Marszałka Józefa Piłsudskiego,tertiary,False,31.5,2,"LINESTRING (20.5264864 50.5205117, 20.5267694 50.5207305)",,,
791646697,False,Marszałka Józefa Piłsudskiego,tertiary,True,18.747,2,"LINESTRING (20.5264864 50.5205117, 20.5263462 50.5203686)",,,
353905836,True,Plac Wolności,residential,False,31.726,,"LINESTRING (20.5264864 50.5205117, 20.5264361 50.5205789, 20.526365 50.5206467, 20.5262033 50.5207253)",,,
27092795,True,,tertiary,False,24.758,,"LINESTRING (20.5266134 50.5203042, 20.5264864 50.5205117)",,,
27092796,True,,tertiary,False,20.438000000000002,,"LINESTRING (20.5266134 50.5203042, 20.5265009 50.5203461, 20.5263462 50.5203686)",,,
791646697,False,Marszałka Józefa Piłsudskiego,tertiary,False,18.747,2,"LINESTRING (20.5263462 50.5203686, 20.5264864 50.5205117)",,,
1074891889,False,Marszałka Józefa Piłsudskiego,tertiary,True,22.22,,"LINESTRING (20.5263462 50.5203686, 20.5261717 50.5202024)",,,
27092813,True,Batalionów Chłopskich,tertiary,False,20.511,,"LINESTRING (20.5263462 50.5203686, 20.5264176 50.5202808, 20.5265124 50.52022)",,,
791646695,True,Batalionów Chłopskich,tertiary,False,17.466,,"LINESTRING (20.5265124 50.52022, 20.5267489 50.5201746)",,,
27092795,True,,tertiary,False,17.304,,"LINESTRING (20.5267489 50.5201746, 20.5266134 50.5203042)",,,
791639630,False,Batalionów Chłopskich,tertiary,True,124.373,,"LINESTRING (20.5267489 50.5201746, 20.5281655 50.5195114)",,,
35761585,False,Zacisze,residential,False,55.978,,"LINESTRING (20.5233623 50.5189632, 20.52282 50.51933)",,,
35761585,False,Zacisze,residential,True,115.866,,"LINESTRING (20.5233623 50.5189632, 20.5246378 50.5184653, 20.5247589 50.518418)",,,
370299430,True,Podemłynie,residential,False,100.80300000000001,,"LINESTRING (20.5233623 50.5189632, 20.5236933 50.5195701, 20.5238707 50.519809)",,,
35717471,True,Wesoła,residential,False,128.90300000000002,,"LINESTRING (20.5238707 50.519809, 20.52476 50.51947, 20.525324 50.5193105, 20.5254785 50.5192668)",,,
35710778,False,Franciszka Żwirki i Stanisława Wigury,residential,False,250.61900000000003,,"LINESTRING (20.5301056 50.5227358, 20.5299241 50.5229583, 20.52974 50.52313, 20.5288609 50.523773, 20.5287662 50.5238379, 20.5287335 50.5238603, 20.5286073 50.5239444, 20.5285915 50.5239528, 20.5285703 50.5239597, 20.5285491 50.5239663, 20.5285272 50.5239701, 20.5285027 50.5239721, 20.528484 50.5239711, 20.5284645 50.523969, 20.5284467 50.523966, 20.528429 50.5239592, 20.5283673 50.5239286, 20.52817 50.52383, 20.5281335 50.5238186, 20.5280943 50.5238131, 20.528046 50.5238115, 20.527995 50.523814, 20.5275907 50.5238619)",,,
653754520,False,Marszałka Józefa Piłsudskiego,tertiary,True,126.812,2,"LINESTRING (20.5301056 50.5227358, 20.5298941 50.5226808, 20.5289827 50.522444, 20.5286514 50.5223469, 20.5284764 50.5222665)",,,
35712793,True,Tadeusza Kościuszki,residential,False,125.89999999999999,,"LINESTRING (20.5267816 50.5226075, 20.5258621 50.5216876, 20.5258264 50.5216519)",,,
35716422,False,Nowy Świat,residential,False,37.031,,"LINESTRING (20.5267816 50.5226075, 20.5266038 50.522624, 20.526267 50.5226689)",50,,
