osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,bridge,access,width,junction,tunnel
"[447727494, 447725015]",True,"['2', '4']",26,Tyršova,primary,50,False,367.271,"LINESTRING (13.3767466 49.7502848, 13.3771878 49.7502202, 13.3777594 49.7501059, 13.3783254 49.7499905, 13.3791799 49.7498041, 13.3808111 49.7494707, 13.381345 49.7493732, 13.3813806 49.749367, 13.3816346 49.7493224)",,,,,
"[144798259, 4750996]",True,2,27,sady Pětatřicátníků,primary,50,False,136.837,"LINESTRING (13.3738435 49.7481957, 13.37383 49.7481633, 13.3737832 49.748051, 13.3736478 49.7476992, 13.3734736 49.7472674, 13.3734568 49.7472257, 13.3734024 49.747078, 13.3733748 49.747003)",,,,,
"[331133912, 1138011143]",True,2,,sady Pětatřicátníků,primary,,False,29.831,"LINESTRING (13.3738435 49.7481957, 13.3738761 49.7481994, 13.3739115 49.7482034, 13.3739776 49.7482162, 13.3739919 49.7482202, 13.3740241 49.7482291, 13.3740411 49.7482338, 13.3740585 49.7482403, 13.3741009 49.7482561, 13.3741564 49.7482826, 13.3742078 49.7483133)",,,,,
"[12844786, 12844787, 4749582]",True,3,27,"['most Generála Pattona', 'sady Pětatřicátníků', 'Karlovarská']",primary,50,False,284.63,"LINESTRING (13.3750317 49.7520692, 13.3749683 49.7518081, 13.3744599 49.7497937, 13.3744147 49.7496395, 13.3743867 49.7495437)",yes,,,,
4719361,False,,,Americká,tertiary,50,False,14.677,"LINESTRING (13.3723212 49.7443006, 13.3724012 49.7442847, 13.3724236 49.7442796, 13.3724427 49.7442757, 13.372514 49.7442573)",,,,,
140277384,True,2,,Americká,tertiary,50,False,52.276,"LINESTRING (13.3777314 49.7433748, 13.3783052 49.7433507, 13.3783911 49.7433464, 13.3784574 49.743345)",,,,,
299230169,False,2,,Americká,tertiary,50,True,158.203,"LINESTRING (13.3777314 49.7433748, 13.3776124 49.7433796, 13.3771013 49.7434059, 13.3765847 49.7434237, 13.3759507 49.7434455, 13.3756696 49.743465, 13.3755366 49.7434791)",,destination,,,
23115729,False,2,,Klatovská třída,tertiary,50,True,13.052,"LINESTRING (13.3725857 49.7451537, 13.3726598 49.7451556, 13.3726821 49.7451562, 13.372706 49.7451568, 13.3727672 49.7451583)",,,,,
144916881,True,2,27,Klatovská třída,primary,50,False,96.746,"LINESTRING (13.3725857 49.7451537, 13.3725464 49.745027, 13.3723698 49.7444574, 13.3723568 49.7444156, 13.3723212 49.7443006)",,,,,
803160548,False,2,,Husova,tertiary,50,True,145.662,"LINESTRING (13.3725857 49.7451537, 13.3724379 49.745174, 13.3723844 49.7451813, 13.3721796 49.7452092, 13.3711004 49.7453294, 13.3705881 49.7453745)",,,,,
4884438,True,1,,,primary_link,50,False,223.715,"LINESTRING (13.3744843 49.7491923, 13.374649 49.7494268, 13.374688 49.7494876, 13.3747511 49.7495859, 13.3747961 49.7496482, 13.3748412 49.7497022, 13.3749031 49.7497697, 13.3749771 49.7498389, 13.3750512 49.7499011, 13.3751407 49.749968, 13.3752455 49.7500327, 13.3753471 49.750087, 13.3754596 49.7501356, 13.3755764 49.7501724, 13.3757007 49.7502065, 13.3758272 49.7502363, 13.3761324 49.7502747, 13.3763993 49.750285, 13.3767466 49.7502848)",,,,,
"[12844785, 4884451, 12844788]",True,2,27,"['most Generála Pattona', 'sady Pětatřicátníků', 'Karlovarská']",primary,"['70', '50']",False,319.122,"LINESTRING (13.3744843 49.7491923, 13.3746628 49.7497941, 13.3751741 49.751804, 13.3752388 49.7520203)",yes,,,,
4884437,True,,,Prešovská,residential,,False,21.733000000000004,"LINESTRING (13.3735459 49.7467024, 13.3735688 49.746719, 13.3735912 49.7467281, 13.3736088 49.7467324, 13.373692 49.7467428, 13.3737452 49.7467452, 13.3738299 49.7467453)",,,,,
307073760,True,2,27,sady Pětatřicátníků,primary,50,False,22.634999999999998,"LINESTRING (13.3735459 49.7467024, 13.3735543 49.7467191, 13.373626 49.7468626, 13.3736287 49.7468681, 13.3736427 49.7468961)",,,,,
23115729,False,2,,Klatovská třída,tertiary,50,False,13.052,"LINESTRING (13.3727672 49.7451583, 13.372706 49.7451568, 13.3726821 49.7451562, 13.3726598 49.7451556, 13.3725857 49.7451537)",,,,,
"[307073762, 49057180]",True,"['2', '3']",27,sady Pětatřicátníků,primary,50,False,180.845,"LINESTRING (13.3727672 49.7451583, 13.3728183 49.7453084, 13.3728713 49.7454517, 13.3729881 49.7456978, 13.3734152 49.7465081, 13.3734534 49.7465588, 13.3735459 49.7467024)",,,,,
4719361,False,,,Americká,tertiary,50,True,14.677,"LINESTRING (13.372514 49.7442573, 13.3724427 49.7442757, 13.3724236 49.7442796, 13.3724012 49.7442847, 13.3723212 49.7443006)",,,,,
147668808,False,3,,Americká,tertiary,50,False,114.998,"LINESTRING (13.372514 49.7442573, 13.3726476 49.7442057, 13.3726955 49.7441872, 13.3731983 49.7439688, 13.3734861 49.7438522, 13.3736792 49.743792, 13.3738978 49.7437478)",,,,,
147668811,True,2,27,Klatovská třída,primary,50,False,101.833,"LINESTRING (13.372514 49.7442573, 13.3725483 49.7443926, 13.3725729 49.7444766, 13.3727067 49.7449634, 13.3727186 49.7450066, 13.3727672 49.7451583)",,,,,
4884450,True,2,27,sady Pětatřicátníků,primary,50,False,43.234,"LINESTRING (13.3742078 49.7483133, 13.3742099 49.7483203, 13.3742639 49.7484991, 13.3742767 49.7485637, 13.3743202 49.7486951)",,,,,
"[1138011140, 331133910]",True,,,sady Pětatřicátníků,primary,,False,20.767000000000003,"LINESTRING (13.3742078 49.7483133, 13.3741956 49.7483195, 13.3741644 49.7483355, 13.3741158 49.7483565, 13.3741049 49.7483601, 13.3740791 49.7483688, 13.3740734 49.7483707, 13.3740556 49.7483766, 13.3740139 49.7483878, 13.3739544 49.7483997)",,,,,
32847733,True,2,27,sady Pětatřicátníků,primary,50,False,24.043,"LINESTRING (13.3739544 49.7483997, 13.3739224 49.7483408, 13.3739033 49.7483057, 13.3738935 49.7482877, 13.3738545 49.748216, 13.3738435 49.7481957)",,,,,
"[1138010726, 32847734]",True,"['2', '3']",,Palackého náměstí,primary,50,False,52.540000000000006,"LINESTRING (13.3739544 49.7483997, 13.3737338 49.7484096, 13.3735768 49.7484134, 13.3732244 49.7484269)",,,,,
32847738,True,3,,Palackého náměstí,primary,50,False,12.79,"LINESTRING (13.371453 49.7484946, 13.3712752 49.7485002)",,,,,
32847736,True,2,26,Jízdecká,primary,50,False,165.628,"LINESTRING (13.371453 49.7484946, 13.3714757 49.748641, 13.3715314 49.7490162, 13.3715592 49.749192, 13.3716165 49.7493761, 13.3716576 49.749462, 13.3716998 49.7495341, 13.371804 49.7496747, 13.3720132 49.7498974, 13.3720281 49.7499121)",,,,,
331114176,True,,,,primary,,False,9.779,"LINESTRING (13.3712752 49.7485002, 13.3712885 49.7484741, 13.3713095 49.7484496, 13.371334 49.7484268, 13.3713381 49.7484229)",,,,,
32847740,True,2,,Palackého náměstí,primary_link,50,False,19.109,"LINESTRING (13.3713444 49.7482905, 13.3714953 49.7482942, 13.3716069 49.748312)",,,,,
1125838220,True,,,Palackého,primary_link,,False,16.413,"LINESTRING (13.3713444 49.7482905, 13.3713618 49.7482762, 13.3714013 49.7482327, 13.3714074 49.7482259, 13.3714655 49.7481655)",,,,,
"[1091658715, 27462742]",True,,,Pobřežní,residential,,False,113.178,"LINESTRING (13.3720281 49.7499121, 13.37232 49.7499451, 13.3725512 49.7499549, 13.3728666 49.749939, 13.3734493 49.7499116, 13.3735955 49.749904)",,,6,,
32847736,True,2,26,Jízdecká,primary,50,False,30.409,"LINESTRING (13.3720281 49.7499121, 13.3721315 49.7499936, 13.3721865 49.7500308, 13.3723138 49.7501135)",,,,,
"[447727497, 447727498, 1035378302, 1035378303]",True,"['2', '4']",26,Jízdecká,primary,50,False,183.81,"LINESTRING (13.3720352 49.7500446, 13.3719124 49.7499405, 13.3716931 49.7497124, 13.3715711 49.7495502, 13.3715241 49.7494816, 13.3714684 49.7493881, 13.3714451 49.7493469, 13.3714261 49.7492987, 13.3713095 49.7487054, 13.3712994 49.7486543, 13.3712752 49.7485002)",,,,,
12844766,True,,,Jungmannova,residential,,False,117.657,"LINESTRING (13.3755366 49.7434791, 13.37555 49.7435634, 13.3757056 49.744499, 13.3757109 49.7445312)",,,,,
299230169,False,2,,Americká,tertiary,50,False,158.20300000000003,"LINESTRING (13.3755366 49.7434791, 13.3756696 49.743465, 13.3759507 49.7434455, 13.3765847 49.7434237, 13.3771013 49.7434059, 13.3776124 49.7433796, 13.3777314 49.7433748)",,destination,,,
37899030,True,1,,,residential,,False,53.2,"LINESTRING (13.3821992 49.749332, 13.3820702 49.749443, 13.3820361 49.7494724, 13.3819879 49.7495292, 13.3818066 49.7497365)",,,,,
447725019,True,3,26,Tyršova,primary,50,False,39.712,"LINESTRING (13.3821992 49.749332, 13.3820298 49.7493728, 13.3819764 49.7493857, 13.3816762 49.7494472)",,,,,
803160548,False,2,,Husova,tertiary,50,False,145.66199999999998,"LINESTRING (13.3705881 49.7453745, 13.3711004 49.7453294, 13.3721796 49.7452092, 13.3723844 49.7451813, 13.3724379 49.745174, 13.3725857 49.7451537)",,,,,
30152413,False,,,Lochotínská,residential,,False,74.702,"LINESTRING (13.3789388 49.7519196, 13.3788065 49.7519063, 13.3787754 49.7519032, 13.3785854 49.751884, 13.3779081 49.7518317)",,,,,
"[5769670, 5769671, 5769672, 5769673, 803145866]",False,,,Rooseveltův most,tertiary,,False,272.50600000000003,"LINESTRING (13.3789388 49.7519196, 13.3789755 49.7518249, 13.3789846 49.7517962, 13.379078 49.7515008, 13.3793535 49.7507519, 13.3794883 49.7504305, 13.3795208 49.7503421, 13.3795349 49.7502632, 13.3795319 49.7502162, 13.3795319 49.7501798, 13.379521 49.7500866, 13.3794849 49.7499841, 13.3794399 49.7498893, 13.3793263 49.7496741, 13.3793119 49.7496472, 13.3792572 49.7495407)",yes,,,,
"[5769670, 5769671, 5769672, 5769673, 803145866]",False,,,Rooseveltův most,tertiary,,True,272.506,"LINESTRING (13.3792572 49.7495407, 13.3793119 49.7496472, 13.3793263 49.7496741, 13.3794399 49.7498893, 13.3794849 49.7499841, 13.379521 49.7500866, 13.3795319 49.7501798, 13.3795319 49.7502162, 13.3795349 49.7502632, 13.3795208 49.7503421, 13.3794883 49.7504305, 13.3793535 49.7507519, 13.379078 49.7515008, 13.3789846 49.7517962, 13.3789755 49.7518249, 13.3789388 49.7519196)",yes,,,,
23085424,True,,,sady 5. května,residential,,False,135.441,"LINESTRING (13.3792572 49.7495407, 13.3791054 49.7495744, 13.3789487 49.7496092, 13.3774822 49.7499509)",,,,,
"[447725025, 5769674]",False,"['2', '3']",,sady 5. května,tertiary,,False,167.36499999999998,"LINESTRING (13.3792572 49.7495407, 13.3794368 49.7494931, 13.3794772 49.7494824, 13.3795919 49.749452, 13.3797634 49.7494074, 13.3802066 49.7492921, 13.3808871 49.7491556, 13.3811286 49.7491119, 13.3812202 49.7490969, 13.3813189 49.7490819, 13.3813772 49.7490754, 13.3814199 49.7490729, 13.3814635 49.7490756)",,,,,
"[447725025, 5769674]",False,"['2', '3']",,sady 5. května,tertiary,,True,167.365,"LINESTRING (13.3814635 49.7490756, 13.3814199 49.7490729, 13.3813772 49.7490754, 13.3813189 49.7490819, 13.3812202 49.7490969, 13.3811286 49.7491119, 13.3808871 49.7491556, 13.3802066 49.7492921, 13.3797634 49.7494074, 13.3795919 49.749452, 13.3794772 49.7494824, 13.3794368 49.7494931, 13.3792572 49.7495407)",,,,,
34893398,True,,,sady 5. května,residential,,False,132.877,"LINESTRING (13.3814635 49.7490756, 13.3814511 49.7490264, 13.3813129 49.748574, 13.3810576 49.7481356, 13.3810163 49.7480655, 13.3810118 49.7480421, 13.3810174 49.7480188, 13.3810327 49.7479974, 13.3810565 49.7479795, 13.3810869 49.7479665, 13.3811204 49.7479596)",,,,,
447725024,False,2,,sady 5. května,tertiary,,False,9.623000000000001,"LINESTRING (13.3814635 49.7490756, 13.3815 49.7490862, 13.3815362 49.7491015, 13.381573 49.749124)",,,,,
5769677,False,1,,sady 5. května,tertiary,,True,14.195,"LINESTRING (13.3816762 49.7494472, 13.3816346 49.7493224)",,,,,
"[509494776, 4884452, 447727496]",True,2,26,"['Jízdecká', 'Tyršova']",primary,50,False,681.9849999999999,"LINESTRING (13.3816762 49.7494472, 13.3814291 49.7494908, 13.3814107 49.749494, 13.3811925 49.7495317, 13.3809656 49.7495617, 13.3806103 49.7496032, 13.380514 49.7496184, 13.3804306 49.7496316, 13.3775915 49.7502273, 13.3772955 49.7502863, 13.3769887 49.7503363, 13.3766214 49.7503851, 13.376434 49.750404, 13.3761958 49.7504179, 13.3759555 49.7504277, 13.3742929 49.7504484, 13.3738366 49.7504559, 13.3736347 49.7504567, 13.3733647 49.750452, 13.3731403 49.7504363, 13.3729748 49.750412, 13.3728021 49.7503802, 13.3726494 49.7503425, 13.3725423 49.75031, 13.3724461 49.750276)",,,,,
37899029,False,4,,sady 5. května,residential,,False,33.510000000000005,"LINESTRING (13.3816762 49.7494472, 13.3817065 49.7495223, 13.3817351 49.7495835, 13.3818066 49.7497365)",,,,,
282498343,False,3,,sady 5. května,tertiary,,False,22.506,"LINESTRING (13.381573 49.749124, 13.3816132 49.749243, 13.3816346 49.7493224)",,,,,
447725024,False,2,,sady 5. května,tertiary,,True,9.623000000000001,"LINESTRING (13.381573 49.749124, 13.3815362 49.7491015, 13.3815 49.7490862, 13.3814635 49.7490756)",,,,,
303956127,True,,,Dominikánská,residential,,False,109.38600000000001,"LINESTRING (13.3774822 49.7499509, 13.3774701 49.7499184, 13.3774572 49.749879, 13.3773111 49.7494346, 13.3772116 49.7490696, 13.3771987 49.7490222, 13.3771888 49.7489858)",,,,,
147668808,False,3,,Americká,tertiary,50,True,114.998,"LINESTRING (13.3738978 49.7437478, 13.3736792 49.743792, 13.3734861 49.7438522, 13.3731983 49.7439688, 13.3726955 49.7441872, 13.3726476 49.7442057, 13.372514 49.7442573)",,,,,
307073747,True,2,,Americká,tertiary,50,False,121.48800000000001,"LINESTRING (13.3738978 49.7437478, 13.3744507 49.7436571, 13.3753996 49.743501, 13.3755366 49.7434791)",,,,,
"[45274715, 23115734]",True,3,,Smetanovy sady,residential,,False,223.65200000000002,"LINESTRING (13.3757109 49.7445312, 13.3756682 49.7445377, 13.3751362 49.7446186, 13.3749482 49.7446472, 13.3747687 49.7446911, 13.3741644 49.7448445, 13.3739916 49.7448929, 13.3737548 49.7449593, 13.373468 49.7450396, 13.3733149 49.7450832, 13.373033 49.7451321, 13.3729837 49.7451394, 13.3728981 49.7451521, 13.3727672 49.7451583)",,,,,
"[23335029, 45274719]",True,,,Kopeckého sady,residential,,False,158.735,"LINESTRING (13.3757109 49.7445312, 13.37577 49.7445341, 13.3775963 49.7446233, 13.3779133 49.7446423)",,,,,
27462470,False,3,,Americká,tertiary,50,True,74.66999999999999,"LINESTRING (13.3798451 49.7433854, 13.3796122 49.743386, 13.3792486 49.7433871, 13.379076 49.7433869, 13.3790345 49.7433868, 13.3789515 49.743382, 13.378915 49.7433798, 13.3788068 49.7433739)",,,,,
"[184551933, 4722526, 4722527]",False,2,,Americká,tertiary,50,False,81.161,"LINESTRING (13.3798451 49.7433854, 13.3799783 49.7433855, 13.3808421 49.7433863, 13.3809746 49.7433864)",yes,,,,
"[265381476, 184551934]",False,3,,Anglické nábřeží,tertiary,,False,123.318,"LINESTRING (13.3798451 49.7433854, 13.3798553 49.7434944, 13.3798967 49.7437776, 13.3799243 49.74392, 13.3799672 49.7440524, 13.380069 49.7442587, 13.380213 49.7444581)",,,,,
45274712,False,2,,Anglické nábřeží,tertiary,,False,287.90000000000003,"LINESTRING (13.3806315 49.7448096, 13.3810856 49.7451197, 13.3817322 49.7453693, 13.3820746 49.7454804, 13.3822753 49.7455455, 13.3825368 49.7456303, 13.3828332 49.7457317, 13.3831404 49.7458647, 13.3836745 49.7461759, 13.3838643 49.7462698, 13.3838878 49.7462811)",,,,,
45274718,False,3,,Anglické nábřeží,tertiary,,True,49.376999999999995,"LINESTRING (13.3806315 49.7448096, 13.3804118 49.7446434, 13.380213 49.7444581)",,,,,
"[45274713, 45274721]",True,,,Šafaříkovy sady,residential,50,False,169.0,"LINESTRING (13.3806315 49.7448096, 13.3804012 49.7449567, 13.3803306 49.7450098, 13.3803425 49.7452676, 13.3803485 49.7453969, 13.3803589 49.7462138, 13.3803594 49.7462502)",,,,,
144443218,False,,,Kopeckého sady,residential,,False,35.953,"LINESTRING (13.3784106 49.7446066, 13.3779133 49.7446423)",,,,,
