osmid,name,highway,oneway,reversed,length,lanes,geometry,tunnel,maxspeed,access
86306097,Wiejska,residential,False,True,10.157,,"LINESTRING (16.5900133 51.1600894, 16.5900839 51.1601693)",,,
282524046,Wiejska,residential,False,False,81.124,2,"LINESTRING (16.5900133 51.1600894, 16.5899447 51.1599854, 16.5898171 51.1598048, 16.5895625 51.1594169)",,,
86306062,Henryka Brodatego,residential,False,True,76.575,,"LINESTRING (16.5958268 51.1594565, 16.5959721 51.1601391)",,,
86306085,Flamandzka,residential,False,False,135.39999999999998,,"LINESTRING (16.5958268 51.1594565, 16.5952186 51.1594904, 16.5947443 51.159521, 16.5938936 51.1595694)",,,
86306003,Marii Skłodowskiej-Curie,residential,False,True,169.27599999999998,,"LINESTRING (16.5990886 51.1594196, 16.59953 51.1595641, 16.5996543 51.1596129, 16.5997518 51.159684, 16.6001742 51.1600737, 16.6005847 51.1605014, 16.6006343 51.1605454)",,,
86306041,Łanowa,residential,False,True,47.673,,"LINESTRING (16.5990886 51.1594196, 16.5990392 51.1595264, 16.5989691 51.1596777, 16.5988796 51.1598275)",,,
234808003,Plac Wolności,tertiary,False,False,67.065,,"LINESTRING (16.5925929 51.1641169, 16.5927325 51.164095, 16.5928826 51.1640643, 16.5934127 51.1639321, 16.5934966 51.1639125)",,,
282523444,Legnicka,tertiary,False,True,109.137,2,"LINESTRING (16.5925929 51.1641169, 16.5924752 51.1641347, 16.5920244 51.1641882, 16.5910588 51.1643111)",,,
86306054,Kolejowa,residential,True,False,65.846,,"LINESTRING (16.5929348 51.1652768, 16.5928241 51.1649193, 16.5927556 51.1646954)",,,
306808465,Ignacego Daszyńskiego,residential,False,True,77.479,,"LINESTRING (16.5929348 51.1652768, 16.5934696 51.1652323, 16.5940376 51.1651917)",,,
86306013,Ogrody Zamkowe,residential,False,True,179.946,,"LINESTRING (16.5904791 51.1665092, 16.5908119 51.1668749, 16.5911309 51.1672236, 16.5914574 51.1675796, 16.591542 51.1677028, 16.5916687 51.1679403)",,,
205222259,1 Maja,residential,False,True,189.053,,"LINESTRING (16.5904791 51.1665092, 16.5905398 51.1664718, 16.5906252 51.1664618, 16.5913334 51.1664124, 16.5917624 51.1663837, 16.5920471 51.1663676, 16.5921924 51.1663564, 16.5926447 51.1663338, 16.5929505 51.1663087, 16.5930498 51.1663021, 16.5931477 51.166318)",,,
86306054,Kolejowa,residential,True,False,51.333999999999996,,"LINESTRING (16.5931477 51.166318, 16.593128 51.1662493, 16.5931072 51.1661769, 16.5930487 51.1659785, 16.5930446 51.165862)",,,
205222259,1 Maja,residential,False,False,189.053,,"LINESTRING (16.5931477 51.166318, 16.5930498 51.1663021, 16.5929505 51.1663087, 16.5926447 51.1663338, 16.5921924 51.1663564, 16.5920471 51.1663676, 16.5917624 51.1663837, 16.5913334 51.1664124, 16.5906252 51.1664618, 16.5905398 51.1664718, 16.5904791 51.1665092)",,,
306812579,Aleja Konstytucji 3 Maja,residential,False,False,209.132,,"LINESTRING (16.5931477 51.166318, 16.593239 51.1663136, 16.5934722 51.1662814, 16.5935625 51.1662664, 16.593917 51.1662037, 16.5940219 51.166186, 16.5959605 51.165871, 16.5960534 51.1658559)",,,
395816440,Kolejowa,residential,False,False,123.76700000000001,,"LINESTRING (16.5931477 51.166318, 16.593202 51.1664374, 16.5934386 51.1669237, 16.5936289 51.1673142, 16.5936635 51.167383)",,,
306858249,Tadeusza Kościuszki,residential,False,False,112.539,,"LINESTRING (16.5926198 51.1626717, 16.5940412 51.1624522, 16.594188 51.1624328)",,,
306858250,Świdnicka,residential,False,False,74.366,,"LINESTRING (16.5926198 51.1626717, 16.5922868 51.1623223, 16.5920733 51.1620974)",,,
86306052,Wrocławska,tertiary,False,True,32.127,2,"LINESTRING (16.5993796 51.1631187, 16.5990289 51.1631485, 16.5989227 51.1631557)",,,
246172403,Przyszkolna,living_street,False,False,191.059,,"LINESTRING (16.5993796 51.1631187, 16.5993737 51.1630746, 16.5993697 51.163045, 16.5993405 51.1629217, 16.5992787 51.1626416, 16.599226 51.1624204, 16.5991853 51.162205, 16.5991726 51.1619583, 16.5991769 51.1617859, 16.5992072 51.1617047, 16.5992349 51.1616761, 16.5996358 51.1616091)",,,
1152612378,Strzelecka,residential,False,True,175.631,,"LINESTRING (16.5991993 51.1666364, 16.5985898 51.1667067, 16.597883 51.1667745, 16.5967194 51.1669122)",,,
1201025064,Jana Kilińskiego,residential,False,True,85.062,,"LINESTRING (16.5967194 51.1669122, 16.5971767 51.1676214)",,,
86306086,Strzelecka,residential,True,False,219.691,,"LINESTRING (16.5967194 51.1669122, 16.5966097 51.1669483, 16.5953451 51.1671361, 16.5952421 51.1671497, 16.5951538 51.1671595, 16.594761 51.1672198, 16.5939832 51.1673319, 16.5937394 51.1673696, 16.5936635 51.167383)",,,
1119828419,Jana Kilińskiego,residential,False,False,126.329,,"LINESTRING (16.5967194 51.1669122, 16.5966511 51.1668181, 16.5963591 51.166364, 16.596285 51.1662472, 16.5960534 51.1658559)",,,
1152612378,Strzelecka,residential,False,False,175.63099999999997,,"LINESTRING (16.5967194 51.1669122, 16.597883 51.1667745, 16.5985898 51.1667067, 16.5991993 51.1666364)",,,
86306031,Franciszka Żwirki i Stanisława Wigury,residential,True,False,141.57299999999998,,"LINESTRING (16.5905047 51.1643777, 16.5903834 51.1636965, 16.5902864 51.1631119)",,,
