osmid,highway,oneway,reversed,length,geometry,lanes,name,maxspeed,width,bridge,junction
25692820,residential,False,True,58.025000000000006,"LINESTRING (19.940769 52.1045199, 19.9407712 52.1044512, 19.9407615 52.1043818, 19.9407071 52.1041277, 19.9407017 52.1041027, 19.9406662 52.1040031)",,,,,,
"[106251329, 333508543]",tertiary,True,False,249.06299999999996,"LINESTRING (19.940769 52.1045199, 19.9409141 52.1045396, 19.9410345 52.1045732, 19.941104 52.1046011, 19.9411692 52.1046316, 19.9412047 52.104652, 19.9412529 52.1046789, 19.9414703 52.1048155, 19.9416396 52.1049149, 19.9417471 52.1049828, 19.941876 52.1050363, 19.9421233 52.1051077, 19.9423257 52.10516, 19.9424785 52.1052056, 19.942983 52.1053853, 19.9433139 52.1054959, 19.9436226 52.10558, 19.9437288 52.1056081, 19.9438738 52.1056438)",1,Henryka Sienkiewicza,50,7,,
25692820,residential,False,False,58.025,"LINESTRING (19.9406662 52.1040031, 19.9407017 52.1041027, 19.9407071 52.1041277, 19.9407615 52.1043818, 19.9407712 52.1044512, 19.940769 52.1045199)",,,,,,
31761559,residential,True,False,185.69699999999997,"LINESTRING (19.9406662 52.1040031, 19.9408336 52.1039767, 19.9408604 52.1039725, 19.9416597 52.1038873, 19.9418237 52.1038698, 19.9429794 52.1037541, 19.9430369 52.1037572, 19.9430928 52.1037693, 19.9431803 52.1038215, 19.9432336 52.1038396, 19.9433034 52.103838)",,Nowa,30,,,
26119993,residential,False,False,154.47,"LINESTRING (19.9500243 52.1042138, 19.9499472 52.1041454, 19.9498994 52.1041104, 19.9497771 52.1040037, 19.9497198 52.1038596, 19.9495117 52.1033165, 19.9493725 52.1029404, 19.9493589 52.1029035)",,Turystyczna,30,,,
26120279,tertiary,False,True,20.469,"LINESTRING (19.9500243 52.1042138, 19.9498911 52.1042777, 19.9497899 52.1043285)",2,Generała Stanisława Klickiego,50,,,
"[241947830, 241947831]",tertiary,False,False,55.194,"LINESTRING (19.9500243 52.1042138, 19.9502215 52.1041167, 19.9504899 52.1040014, 19.9506846 52.1039287)",2,Generała Stanisława Klickiego,50,,,
241947832,tertiary,False,True,26.176,"LINESTRING (19.9530139 52.1031661, 19.9526762 52.1032774)",2,Generała Stanisława Klickiego,50,,,
"[1049639569, 26120026]",residential,False,False,231.106,"LINESTRING (19.9530139 52.1031661, 19.9530514 52.1032116, 19.953079 52.1032614, 19.9532802 52.1038109, 19.9533312 52.1039928, 19.9533443 52.1040637, 19.9533662 52.1041405, 19.953415 52.104392, 19.9534655 52.1046285, 19.9535685 52.1048974, 19.9536158 52.1050439, 19.9536271 52.105204)",,Napoleońska,,,,
103529733,tertiary,False,True,13.499,"LINESTRING (19.9478623 52.1053202, 19.9477142 52.1054006)",3,Plac Koński Targ,50,,,
