osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,bridge,geometry,junction
"[331448081, 4953604, 331448085, 243676895]",2,190,Opacka,secondary,50,False,False,371.98500000000007,yes,"LINESTRING (17.1924459 52.8076454, 17.1924607 52.8075323, 17.1924664 52.8074958, 17.1924989 52.807289, 17.1925087 52.8072331, 17.1925288 52.8071408, 17.1925569 52.8070589, 17.1925961 52.8069598, 17.1926244 52.8069029, 17.1927078 52.8067349, 17.1927338 52.8066825, 17.1928493 52.8064654, 17.1929048 52.806379, 17.1929555 52.8063161, 17.1930207 52.8062438, 17.1930783 52.8061927, 17.1931463 52.806143, 17.1932081 52.8061027, 17.1935726 52.8058768, 17.1936459 52.8058313, 17.1937648 52.8057553, 17.1938304 52.805715, 17.1941931 52.8054919, 17.194417 52.8053521, 17.1946133 52.8052251, 17.1947906 52.8051007, 17.19503 52.8049183, 17.1950862 52.8048772, 17.1951285 52.8048505)",
469976099,3,190,Cysterska,secondary,50,False,True,39.538000000000004,,"LINESTRING (17.1924459 52.8076454, 17.1926665 52.8076411, 17.193034 52.8076401)",
200597891,2,190,Klasztorna,secondary,50,False,False,114.079,,"LINESTRING (17.1951285 52.8048505, 17.1951569 52.8048365, 17.1951889 52.8048247, 17.1952152 52.8048172, 17.1952353 52.8048136, 17.1952784 52.8048105, 17.195434 52.8048085, 17.1957825 52.8048039, 17.1958624 52.8048028, 17.1959253 52.8048021, 17.1965248 52.8047942, 17.1966111 52.8047904, 17.1966509 52.8047868, 17.1966887 52.8047791, 17.1967245 52.8047687, 17.1967593 52.8047563, 17.1967877 52.8047429)",
"[331448081, 4953604, 331448085, 243676895]",2,190,Opacka,secondary,50,False,True,371.98500000000007,yes,"LINESTRING (17.1951285 52.8048505, 17.1950862 52.8048772, 17.19503 52.8049183, 17.1947906 52.8051007, 17.1946133 52.8052251, 17.194417 52.8053521, 17.1941931 52.8054919, 17.1938304 52.805715, 17.1937648 52.8057553, 17.1936459 52.8058313, 17.1935726 52.8058768, 17.1932081 52.8061027, 17.1931463 52.806143, 17.1930783 52.8061927, 17.1930207 52.8062438, 17.1929555 52.8063161, 17.1929048 52.806379, 17.1928493 52.8064654, 17.1927338 52.8066825, 17.1927078 52.8067349, 17.1926244 52.8069029, 17.1925961 52.8069598, 17.1925569 52.8070589, 17.1925288 52.8071408, 17.1925087 52.8072331, 17.1924989 52.807289, 17.1924664 52.8074958, 17.1924607 52.8075323, 17.1924459 52.8076454)",
"[4953606, 331448078]","['2', '3']",190,Farna,secondary,50,False,False,105.498,,"LINESTRING (17.1967877 52.8047429, 17.1968218 52.8047183, 17.196836 52.8047047, 17.1968502 52.8046858, 17.1968599 52.8046667, 17.1968686 52.8046432, 17.1968703 52.8046202, 17.1968662 52.8045972, 17.1968558 52.8045682, 17.1965024 52.8040139, 17.1964004 52.8038599)",
22868420,1,,Klasztorna,tertiary,,True,False,184.461,,"LINESTRING (17.1967877 52.8047429, 17.1970185 52.8047965, 17.1993544 52.804815, 17.1995139 52.8048271)",
200597891,2,190,Klasztorna,secondary,50,False,True,114.079,,"LINESTRING (17.1967877 52.8047429, 17.1967593 52.8047563, 17.1967245 52.8047687, 17.1966887 52.8047791, 17.1966509 52.8047868, 17.1966111 52.8047904, 17.1965248 52.8047942, 17.1959253 52.8048021, 17.1958624 52.8048028, 17.1957825 52.8048039, 17.195434 52.8048085, 17.1952784 52.8048105, 17.1952353 52.8048136, 17.1952152 52.8048172, 17.1951889 52.8048247, 17.1951569 52.8048365, 17.1951285 52.8048505)",
4953605,2,190,Gnieźnieńska,secondary,50,False,False,176.692,,"LINESTRING (17.1964004 52.8038599, 17.1965248 52.8038432, 17.1974225 52.8037226, 17.1975179 52.8037098, 17.1977901 52.8036744, 17.1980466 52.8036431, 17.1985496 52.8035865, 17.1987843 52.8035601, 17.1989742 52.8035385)",
"[331448078, 4953606]","['2', '3']",190,Farna,secondary,50,False,True,105.49799999999999,,"LINESTRING (17.1964004 52.8038599, 17.1965024 52.8040139, 17.1968558 52.8045682, 17.1968662 52.8045972, 17.1968703 52.8046202, 17.1968686 52.8046432, 17.1968599 52.8046667, 17.1968502 52.8046858, 17.196836 52.8047047, 17.1968218 52.8047183, 17.1967877 52.8047429)",
4953605,2,190,Gnieźnieńska,secondary,50,False,True,176.69199999999998,,"LINESTRING (17.1989742 52.8035385, 17.1987843 52.8035601, 17.1985496 52.8035865, 17.1980466 52.8036431, 17.1977901 52.8036744, 17.1975179 52.8037098, 17.1974225 52.8037226, 17.1965248 52.8038432, 17.1964004 52.8038599)",
